n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADV_constraint
13	1	0	1	1	0	3	0	2	0	2	0	2	0	1	1	0	0	3.0	1	5	The forum is expected to be admitted for only the invitation process.	1
13	1	1	1	0	0	1	3	0	0	2	0	2	2	2	3	1	0	5.0	2	4	It's more subdued than I think what most people would expect.	1
10	1	0	1	0	0	2	0	1	0	2	0	2	0	1	1	0	0	2.0	1	4	The forum is expected to be invited testimony only.	1
10	1	0	1	0	0	2	0	1	0	3	0	1	0	1	1	1	0	4.0	1	3	The forum is expected to receive only invited testimony.	1
13	0	1	1	0	0	2	1	2	0	3	0	1	0	1	2	1	0	3.0	1	4	The context does not allow for me to generate the requested sentence.	1
13	1	1	1	0	0	1	3	0	0	2	0	2	2	2	3	1	0	5.0	2	4	It’s more subdued than I think what most people would expect.	1
13	0	1	1	1	0	3	1	1	0	1	0	2	2	1	1	1	0	3.0	1	5	It’s sure that many employees will take advantage of this opportunity.	1
23	0	1	1	1	0	5	1	4	0	3	1	2	1	3	2	3	0	5.0	3	11	I am unable to generate a sentence with 1 adverb as the context doesn't provide any adverbs to complete the sentence.	1
19	0	1	2	2	0	4	1	3	0	2	1	2	0	1	2	1	0	3.0	1	14	I cannot generate a sentence with 1 adverb from the context, as no context was provided.	1
21	0	1	2	2	0	5	0	3	0	2	1	3	0	1	2	1	0	5.0	1	7	The task cannot be completed, as the context does not provide information about a sentence with 1 adverb.	1
13	0	0	1	2	0	3	1	2	0	1	1	1	0	0	1	1	0	2.0	0	8	I cannot generate a sentence with 1 adverbs from the context.	1
29	0	2	1	3	1	5	2	3	0	3	1	3	3	2	2	2	0	6.0	2	11	I cannot comply with this instruction as it is ambiguous and does not provide a specific set of instructions related to generating a sentence with 1 adverb.	1
22	0	1	2	1	1	4	1	2	0	2	1	3	2	1	2	2	0	4.0	1	11	I cannot generate a sentence with 1 adverb, as the instruction is vague and did not provide specific instructions.	1
37	6	1	3	2	1	4	6	1	0	7	0	4	1	4	3	4	0	7.0	4	25	The forum is only expected to be attended by those who have invitation only and send it now, adding their own name thereto, you can no longer access it without being invited in person.	1
20	0	0	3	2	0	4	1	3	0	3	0	1	1	3	1	1	0	4.0	3	12	"I'm not able to generate a sentence with the adverb ""adverb"" according to the parameters set."	1
8	1	0	1	1	0	0	0	0	2	1	1	0	1	0	0	0	0	3.0	0	4	Look no further than 1600 Pennsylvania Avenue.	2
22	3	0	2	3	2	4	1	3	0	0	0	1	3	0	1	0	0	4.0	0	8	The police are very strict and reliable in their decisions and always ready for any emergency, regardless of the circumstances.	2
6	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	2.0	0	2	She is knowledgeable and experienced.	2
17	0	0	2	4	0	3	4	2	0	2	0	0	0	1	2	0	0	4.0	1	6	She hurried to the concert with her dog, who barked to her at every turn.	2
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	.	2
27	0	1	1	4	1	7	2	4	0	3	0	0	4	1	2	0	1	5.0	2	9	The bustling street life combined with the friendly service by the workers ensured that our stay felt pleasant and worthwhile throughout our visit to this city.	2
36	0	0	2	2	3	8	3	2	1	5	0	1	6	4	1	3	0	9.0	4	11	There are multiple places to enjoy delectable cuisine in the city and the surrounding area, offering both casual and elegant dining options for those who are eager to explore Houston's diverse dining landscape.	2
41	3	2	2	2	3	9	0	4	0	6	0	3	5	4	2	1	0	11.0	4	8	The restaurant's staff is incredibly reliable in making sure that customers are treated well and have a pleasant dining experience each visit, regardless of the sheer number or variety of other patrons waiting to be served or seated.	2
32	0	0	2	4	0	8	2	6	0	3	0	2	3	3	3	1	0	9.0	3	6	 The efficient security forces were quick to respond to any threats on the street, which deterred the violence that was unfolding in the heart of the city's financial district.	2
23	3	0	4	2	0	6	0	3	0	1	1	1	2	1	1	1	0	5.0	1	8	The city traffic is exceptionally chaotic (especially after 6 pm!) making travel through the city a bit more arduous.	2
24	2	0	2	3	0	6	0	2	0	3	0	1	4	0	1	1	2	4.0	2	12	The continuous demand from staff to help when needed has made waitstaff a valuable asset to many restaurants, especially during busy hours.	2
19	1	1	1	2	0	5	0	3	1	1	0	1	2	1	1	1	0	3.0	1	7	The military's strength was a far greater obstacle to overcoming instability in Iraq than the Shia insurgency.	2
22	0	0	2	2	2	6	1	3	1	3	0	0	1	1	1	2	0	4.0	1	11	There are numerous ways to solve the problem, but each solution demonstrates resilience and flexibility on the part of Arafat.	2
32	0	2	2	2	3	9	0	3	1	6	0	0	4	4	1	4	0	6.0	4	12	The soldiers displayed a combined dedication and courage in saving civilians trapped behind enemy lines during the Syrian Civil War, exemplifying both unwavering loyalty and selfless commitment to helping others.	2
20	5	0	2	2	1	4	0	2	0	3	0	1	0	1	1	0	0	3.0	1	11	The city streets run smoothly like the rivers flowing nearby, yet are always bustling with life all around.	2
30	0	0	3	3	1	9	1	3	0	4	0	2	3	3	2	3	0	8.0	3	8	The military has implemented stringent security measures for the region, necessitating a high degree of caution, which has complicated efforts to engage in international trade and travel.	2
15	0	1	1	0	0	4	1	1	0	2	0	1	2	2	1	2	0	3.0	2	6	It is crucial for businesses to have a strong brand image to attract customers.	2
23	1	0	1	3	1	3	0	1	3	2	0	1	4	1	1	1	0	6.0	1	5	Arafat's secular nationalism was supple enough to compromise with Israel and to consider various ways for peace in the Middle East.	2
22	2	0	1	1	2	5	2	1	0	1	0	1	6	1	2	1	0	5.0	1	10	She was a truly exceptional young writer whose words often expressed such wisdom and compassion in such beautiful and poignant ways.	2
18	0	0	1	1	1	4	1	4	0	2	0	0	4	0	2	1	1	4.0	1	5	The quick and efficient care that the hospitals provided ensured a swift recovery from the recent surgery.	2
14	1	1	1	0	0	2	1	1	0	3	0	1	2	3	2	1	0	5.0	3	4	Wait staff is always ready to help if you have a giant appetite.	2
24	1	0	2	2	1	5	0	4	0	2	0	1	4	2	1	1	0	5.0	2	11	The security guard was both efficient and discreet during the suspicious interrogation in the basement, making sure not to betray any information.	2
20	1	0	1	2	0	3	1	3	2	2	1	2	2	1	2	1	0	5.0	1	4	The restaurant is located at 1600 Pennsylvania Avenue where you will have an amazing culinary journey throughout the city.	2
21	3	0	2	2	1	4	3	2	0	2	0	1	1	1	2	2	0	4.0	1	11	She is an excellent student who takes on her responsibilities at school diligently, and thus never misses an assignment.	2
18	0	0	1	1	2	3	2	1	0	2	0	1	5	2	2	1	0	6.0	2	7	  He is a diligent and efficient artist who enjoys tackling complex and challenging subjects from multiple angles.	2
16	2	0	1	2	2	4	0	1	0	1	0	1	2	0	1	0	0	5.0	0	8	The police are highly vigilant and respond to requests with efficiency and compassion whenever necessary.	2
34	3	0	2	2	2	6	5	2	0	3	1	2	4	3	4	4	0	6.0	3	13	The security guards are both quick and courteous when they serve the customers, but they are not patient when it takes them more than five minutes to answer her call for help.	2
25	2	1	2	3	1	4	4	0	0	0	0	3	5	2	2	0	0	6.0	2	5	It is important that he is always respectful and courteous to its patrons, which is particularly challenging during peak hours with large crowds.	2
29	3	1	5	2	1	3	3	2	0	6	0	1	1	3	3	1	0	5.0	3	18	She was always prepared to help if she felt overwhelmed, even under a lot of stress (and that often happened, d/t the overwhelming workload).	2
22	3	0	3	1	0	4	4	2	0	1	0	3	1	1	2	0	0	3.0	1	10	He is a very good horseback rider (which he is) even when he is injured in a car accident.	2
11	3	0	1	1	1	1	2	0	0	2	0	0	0	1	2	0	0	3.0	1	6	He walks quickly and thoughtfully when he goes to work.	2
13	0	0	1	2	0	2	4	1	0	1	0	1	1	1	2	0	0	3.0	1	5	He is my athletic trainer who runs alongside me at the gym.	2
32	2	0	6	5	3	7	4	1	0	0	0	1	3	0	1	0	0	6.0	0	10	He is my steadfast companion in this chaotic world (both literally, with his love of horses, and metaphorically, with his unwavering commitment to truth and respect).	2
25	4	0	2	1	2	4	2	2	0	3	0	1	4	3	3	1	0	7.0	3	6	The security guards are always careful and efficient when dealing with customers who come in, which creates a very friendly and reassuring atmosphere.	2
15	1	0	1	1	0	2	2	2	0	1	0	2	2	2	2	0	0	4.0	2	4	He is a tireless worker who is always willing to assist with any needs.	2
19	0	0	2	1	1	4	3	2	0	2	0	2	1	3	3	0	0	6.0	3	4	He is a patient, and kind trainer who is quick to adapt to any challenge he faces.	2
32	3	0	4	6	1	10	3	3	0	2	0	0	0	1	2	1	0	7.0	1	12	The police offer their support with efficiency and courtesy regardless of the severity of the situation, which occurs quite frequently for officers in their day-to-day activities!	2
58	5	0	6	7	4	15	1	6	0	4	0	3	6	1	2	0	0	6.0	1	32	The city's public transportation is quite robust, but its bus system, when combined with the lack of an efficient commuter culture within the city (especially with the high number of homeless individuals) could be improved significantly with increased and well-distributed transit stops and frequent service throughout the evenings and holidays.	2
31	1	1	5	3	0	5	3	4	0	3	0	2	2	3	3	1	0	7.0	3	8	The wait staff is always ready to help if you can't decide **both** (which happens every time for me d/t the enormous menu of rolls).	2
37	2	0	3	4	2	5	2	6	2	4	0	1	5	4	2	2	0	7.0	4	14	As a result of the conflicts ongoing between Israel and the Palestinians, they are very difficult to find any real or lasting solutions, which makes finding any solution to the conflict seem very unlikely.	2
36	1	2	2	4	2	9	2	2	0	4	1	2	5	3	2	2	0	6.0	3	7	After the terrorist attack on 9/11, the wait staff showed great flexibility by remaining vigilant at their post despite being overwhelmed by distraught customers and emergency responders who needed help and were readily available.	2
21	2	2	2	1	0	4	2	1	0	3	0	1	3	3	2	2	0	5.0	3	8	The waiter was very accommodating, waiting patiently on several separate occasions while I made my decision about changing seats.	2
20	0	0	2	1	1	4	2	2	1	1	0	1	4	1	2	1	0	6.0	1	7	This is an informative sentence that provides details about Sharon's assassination and the ongoing Israeli-Palestinian conflict.	2
30	6	1	2	3	0	6	1	2	2	2	0	2	3	2	2	1	0	5.0	2	13	She was very patient yet persistent while assisting customers at the busy cafe on Washington Street, especially throughout peak hours when the wait staff is always fully engaged.	2
23	2	2	2	1	0	4	3	1	0	3	1	1	2	3	3	3	0	4.0	3	9	The police are always quick to assist citizens, even if it takes them two weeks of persistent calling before they arrive.	2
13	1	1	1	1	1	2	1	0	0	1	0	1	3	1	1	1	0	4.0	1	4	She is always efficient and effective in helping people with special needs.	2
25	1	0	1	2	1	8	0	3	0	4	0	1	2	3	1	2	0	5.0	3	9	The security personnel are always ready to perform security duties with utmost diligence and respect to avoid causing a commotion at any given time.	2
33	1	0	2	4	2	8	1	6	0	3	0	1	5	2	1	2	0	8.0	2	10	The restaurant is located just a few strides from many great stores, making it an ideal spot for people looking for both the food and the deals on the same street.	2
11	0	0	2	0	0	2	1	2	0	1	0	2	0	0	2	1	1	4.0	1	9	Sure, the sentence that follows this template would be: He is my horse's equestrian instructor, and he is quite skilled with his hands.	2
24	1	1	1	1	1	6	3	3	0	3	0	2	1	3	3	2	0	6.0	3	11	He is the efficient chef who prepares the food in the back kitchen so he is always prepared to help staff and guests.	2
20	1	0	2	1	0	3	3	3	0	3	0	2	0	1	3	2	0	3.0	1	10	I haven't found the information you requested, so I cannot fulfill this task at this time.	4
21	0	1	2	1	0	4	0	2	2	4	0	2	1	3	3	0	0	5.0	3	8	This BuzzMachine post argues that Google's rush toward ubiquity might backfire, a fact many are beginning to recognize.	4
30	3	2	4	2	1	4	2	2	2	4	0	3	0	2	4	0	0	4.0	2	22	This BuzzMachine post argues that Google's rush toward ubiquity might backfire, as we've heard before, but it's particularly well-put in this post.	4
30	1	0	4	4	2	4	5	3	0	1	0	2	4	0	3	1	0	4.0	0	14	  **The chaos in the office was absolutely crazy, but that's nothing new to me, and many other employees found themselves in the thick of it.**	4
15	1	0	2	2	0	4	0	3	0	0	0	2	1	0	1	0	0	3.0	0	6	Also, some suggestions would be helpful in a tour recommendation for an event.	4
14	2	0	1	1	0	1	2	0	0	3	0	1	2	2	2	0	0	5.0	2	7	I am going to find out how much line we currently have available...	4
33	0	3	2	2	1	7	3	1	2	5	0	3	2	5	4	2	0	7.0	5	11	This BuzzMachine post argues that Google's rush toward ubiquity might be problematic, implying that they should slow down their expansion if they desire to maintain high quality and user satisfaction.	4
31	4	1	4	2	1	4	3	2	2	4	0	3	0	2	4	0	0	4.0	2	15	This BuzzMachine post argues that Google's rush toward ubiquity might backfire -- which we've all heard before, but it's particularly well-put in this post.	4
31	4	1	4	2	1	4	3	2	2	4	0	3	0	2	4	0	0	4.0	2	15	This BuzzMachine post argues that Google's rush toward ubiquity might backfire — which we've all heard before, but it's particularly well-put in this post.	4
31	4	1	4	2	1	4	3	2	2	4	0	3	0	2	4	0	0	4.0	2	15	This BuzzMachine post argues that Google's rush toward ubiquity might backfire -- which we've all heard before, but it's particularly well-put in this post.	4
31	4	1	4	2	1	4	3	2	2	4	0	3	0	2	4	0	0	4.0	2	15	This BuzzMachine post argues that Google's rush toward ubiquity might backfire -- which we've all heard before, but it's particularly well-put in this post.	4
19	1	1	2	1	0	3	1	2	1	4	0	3	0	3	4	0	0	4.0	3	7	This post argues that Googles rush toward ubiquity might backfire, a proposition that has been previously discussed.	4
33	1	1	2	3	2	4	7	1	0	5	0	3	2	3	5	2	0	6.0	3	10	I haven't learned any languages yet, but I am learning to speak to those who are around me because their voices come from different places and they speak different cultures.	4
46	2	1	3	7	1	8	7	3	0	7	0	2	3	3	3	3	2	7.0	5	23	Sure, as a reminder of our previous discussion about finding out the allotted line in which we are standing, I highly recommend seeking out additional tours or travel recommendations to fully understand what we can do with our precious space at the moment.	4
8	0	0	1	1	0	2	1	2	0	0	0	1	0	0	1	0	0	2.0	0	3	This is a solution to the task.	4
15	2	1	2	0	0	3	0	2	0	1	0	2	2	1	1	1	0	3.0	1	8	Also, any tour recommendations would be very helpful after visiting a local museum.	4
30	2	2	2	4	0	7	1	3	1	1	0	3	3	2	3	0	0	6.0	2	9	This post argues that Google's rush toward ubiquity might be problematic because it's particularly relevant to a niche group of individuals, rather than a broader audience.	4
35	3	2	2	1	1	6	1	2	2	6	0	3	5	5	4	3	0	7.0	5	10	This BuzzMachine post argues that Google's rush toward ubiquity might backfire, suggesting that being so readily available might make people complacent and lose the individual human touch that makes work more enjoyable.	4
22	0	0	2	1	1	6	1	3	0	2	1	2	1	1	1	2	0	6.0	1	7	I'm unsure of the context and did not find the task instructions to provide a 4-adverb sentence template.	4
31	4	1	4	2	1	4	3	2	2	4	0	3	0	2	4	0	0	4.0	2	15	This BuzzMachine post argues that Google's rush toward ubiquity might backfire - which we've all heard before, but it's particularly well-put in this post.	4
17	3	1	2	0	0	4	0	3	0	2	0	1	1	2	1	2	0	4.0	2	7	   Also, the project manager was quite helpful when guiding the team in completing this task.	4
14	2	0	1	1	0	1	2	0	0	3	0	1	2	2	2	0	0	5.0	2	7	I am going to find out how much line we currently have available.	4
19	1	0	1	2	0	5	2	2	0	3	0	1	2	2	2	1	0	5.0	2	5	A wise tour recommendation would help ensure everyone enjoys the beauty of nature regardless of their individual limitations.	4
13	0	1	1	1	0	3	0	1	2	2	0	1	0	1	2	0	0	4.0	1	8	This Buzzmachine post argues that Google's rush toward ubiquity might backfire.	4
