n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
13	2	0	2	2	0	3	2	1	0	1	0	0	0	0	2	0	0	3.0	0	8	She ran quickly through the forest, her eyes wide with fear.	1
9	1	0	1	0	0	2	1	1	0	2	0	0	0	1	1	1	0	3.0	1	3	The boy ran away to save his friends.	1
15	1	0	2	2	0	3	1	3	0	1	0	0	2	0	1	0	0	4.0	0	5	He danced alone, a captivating sight on the shimmering waters of the pond.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The bird sings in the park.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The girl danced through the park.	1
13	0	0	2	2	0	3	2	2	0	2	0	0	0	1	2	0	0	3.0	1	7	She ran across the field, her shoes echoing through the silence.	1
15	1	0	2	2	0	4	0	4	0	2	0	0	0	1	1	1	0	4.0	1	8	The wind blew softly, carrying the words of the passerby on the breeze.	1
15	0	1	1	1	0	4	0	4	0	2	0	0	2	1	2	1	0	3.0	1	7	The bird sang a beautiful song while the flowers bloomed in the warm sunshine.	1
11	0	0	1	2	0	3	0	3	0	1	0	0	1	0	1	0	0	2.0	0	7	The cloud sailed across the sky in a gentle breeze.	1
16	0	0	2	2	1	4	2	2	0	2	0	0	1	1	1	1	0	6.0	1	4	She walked through the tall trees, a sense of wonder and freedom surrounding her.	1
15	1	0	2	1	1	3	2	2	0	1	0	0	2	0	2	1	0	3.0	0	10	She played a song on the guitar, her voice so soothing and beautiful.	1
15	0	0	2	2	0	4	2	2	0	2	0	0	1	1	2	1	0	3.0	1	7	  She ran through the forest, her feet leaving tiny imprints on the path..	1
9	1	0	1	1	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	5	The sun rose peacefully in the morning sky.	1
12	1	0	2	1	0	2	2	1	0	2	0	0	1	1	2	0	0	3.0	1	8	She ran down the bustling street, her eyes shining brightly.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The girl danced wildly through the streets.	1
11	0	0	1	1	1	2	1	2	0	2	0	0	1	0	1	1	0	3.0	0	5	She ran to the shop and bought a new dress.	1
9	1	0	1	0	0	1	1	1	0	2	0	0	1	1	1	1	0	3.0	1	3	She danced around to find a hidden treasure.	1
7	1	0	1	0	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The dog barked excitedly this morning.	1
12	0	0	2	1	0	3	1	2	0	2	0	0	1	1	1	1	0	3.0	1	5	The little boy raced down the hill, chasing his kite.	1
19	2	0	2	1	0	4	1	3	0	4	0	0	1	3	2	2	0	6.0	3	3	The rain fell heavily, creating a glistening lake in the park where people gathered to enjoy it.	1
14	2	0	2	1	0	3	0	3	0	2	0	0	1	1	1	1	0	3.0	1	6	The rain danced down, creating a shimmering spectacle in the streets below.	1
8	0	0	1	1	0	2	1	2	0	1	0	0	0	0	1	0	0	2.0	0	5	She ran across the field that day.	1
12	1	0	1	2	0	3	1	3	0	1	0	0	0	0	1	1	0	3.0	0	6	She read a book quietly in the corner of the room.	1
6	0	0	1	0	0	2	1	1	0	1	0	0	0	0	1	1	0	2.0	0	3	She wrote a story yesterday.	1
18	0	0	2	1	0	5	0	4	0	2	0	0	3	1	1	2	0	5.0	1	7	The storm swept the beach clean, erasing all trace of the previous day's salty remains.	1
14	0	0	2	1	0	4	0	3	0	2	0	0	2	1	1	1	0	3.0	1	6	The young girl danced across the moonlit lake, singing a sweet melody.	1
2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	Sure! A single happy bird soared through the clear sky, enjoying the beautiful day sunshine.	1
18	0	1	3	1	0	3	2	3	0	3	0	0	2	2	2	2	0	3.0	2	12	She danced around the house, making a joyful noise, as she sang a happy song.	1
13	1	0	2	1	0	3	1	2	0	1	0	0	2	0	1	0	0	3.0	0	5	She smiled brightly, a radiant sun in the vast evening sky.	1
11	0	0	1	2	1	3	2	1	0	1	0	0	0	0	1	0	0	3.0	0	8	She spoke with her heart and soul on that day.	1
13	2	0	2	1	0	3	1	2	0	2	0	0	0	1	1	1	0	3.0	1	6	The river flowed happily, carrying the pebbles downstream in its wake.	1
13	1	0	2	1	0	3	0	3	0	3	0	0	0	2	2	0	0	4.0	2	5	The boy walked down the street, watching the people go by.	1
13	1	0	2	1	1	4	1	2	0	1	0	0	0	0	1	0	0	4.0	0	6	I danced all night long, a symphony of movement and sound.	1
11	0	0	1	1	0	3	0	3	0	1	0	0	2	0	1	1	0	2.0	0	7	The rain washed the window clean in a few minutes.	1
15	1	0	2	2	0	4	1	3	0	2	0	0	0	1	2	0	0	3.0	1	7	The girl ran into the forest, her eyes searching for a way out.	1
12	1	0	2	1	0	3	0	3	0	2	0	0	0	1	1	1	0	3.0	1	5	The dog barked once, chasing a squirrel up a tree.	1
19	1	0	4	1	1	4	2	2	0	4	0	0	0	1	2	0	0	4.0	1	12	  She danced, laughed, and slept all day long, her energy overflowing in the twilight hour.	3
13	0	0	3	0	1	2	1	1	0	3	0	1	1	0	1	1	0	3.0	0	5	She was dancing, singing, and playing music the whole night.	3
16	0	0	3	2	1	3	1	3	0	3	0	0	0	0	1	1	0	3.0	0	10	She strolled the park, soared through the skies, and danced under the moonlight.	3
14	0	0	4	0	1	2	1	1	0	4	0	0	0	1	1	1	0	4.0	1	7	She jumped, danced, and sang, captivating the crowd's attention.	3
12	0	0	1	2	0	3	0	2	0	1	0	1	2	0	1	0	0	3.0	0	4	The bustling city was transformed into a vibrant tapestry of activity.	3
20	0	0	4	1	1	4	2	3	0	5	0	0	0	2	2	2	0	6.0	2	7	She danced, sang, and painted, creating a masterpiece that captured the beauty of the setting sun.	3
16	1	0	2	2	1	3	1	2	0	3	0	0	1	1	1	1	0	4.0	1	5	They danced around the lake, singing joyful melodies and dancing wildly in the moonlight.	3
21	0	1	2	3	0	6	1	4	0	4	0	0	0	2	2	1	0	3.0	2	12	The bees buzzed around the blossoming apple tree in a symphony of activity, pollinating the flowers as they bloomed.	3
12	1	0	3	1	0	2	0	1	0	2	1	1	0	0	1	0	1	3.0	1	6	Three friends, laughing together, were running along the beach.	3
14	1	1	3	0	1	2	1	1	0	4	0	0	0	1	2	1	0	3.0	1	5	The bees buzzed, danced, and sang as they happily collected nectar.	3
17	0	0	2	0	1	5	1	2	0	3	1	0	1	2	1	3	0	5.0	2	5	The artist used three different verbs to paint a portrait, showcasing her creativity and passion.	3
34	1	1	3	4	2	11	0	5	0	5	0	1	1	2	2	1	0	6.0	2	9	The city streets were bustling with life yesterday as the sun rose, shone brightly and warmed the atmosphere, resulting in a symphony of sounds and colours throughout the bustling city landscape.	3
19	0	1	3	1	1	5	0	3	0	4	0	0	1	1	1	2	0	4.0	1	7	The baker assembled flour, baked bread, and sang a happy tune while working in the bakery.	3
10	0	0	1	1	0	3	0	2	0	1	1	0	1	0	1	1	0	2.0	0	5	The busy baker baked three cakes in the afternoon.	3
16	0	0	4	2	1	2	1	1	0	4	0	0	1	1	1	0	0	4.0	1	5	They danced, ran, and swam through the park, leaving behind colorful memories.	3
17	0	0	1	3	1	6	1	3	0	1	0	0	1	0	1	0	0	3.0	0	8	She strolled down the vibrant city street with the grace and swiftness of a ballet dancer.	3
19	0	0	4	2	1	4	2	2	0	4	0	0	0	1	2	1	0	4.0	1	12	She danced, sang, and played in the sun, her laughter echoing the melody of birds.	3
18	0	1	2	2	1	4	2	2	0	4	0	0	0	2	2	1	0	4.0	2	5	The boy ran through the fields, jumping and laughing as he played soccer with his friends.	3
14	0	0	3	0	1	3	1	3	0	3	0	0	0	0	1	3	0	3.0	0	8	The farmer sowed the seeds, watered them, and harvested the harvest.	3
19	1	0	2	1	1	4	1	3	0	4	0	0	1	2	1	2	0	4.0	2	11	The rain washed away the dust from the old house's windows, making them gleaming and sparkling.	3
16	0	0	4	1	1	2	2	1	0	4	0	0	1	1	1	1	0	3.0	1	7	They danced, sang, and painted, filling the day with their creative expressions.	3
22	0	0	2	3	1	6	1	3	0	3	0	0	3	2	2	1	0	5.0	2	6	The happy musicians played with wild abandon, composing an unforgettable symphony of laughter and joy that echoed throughout the valley.	3
17	0	0	4	1	1	3	1	2	0	4	0	0	1	1	1	1	0	3.0	1	7	The boy ran, jumped, and danced, delighting the audience with his extraordinary skills.	3
12	1	0	3	0	1	2	0	2	0	3	0	0	0	0	1	0	0	4.0	0	5	The children ran, played, and danced all day long.	3
21	0	0	4	2	2	3	2	1	0	4	0	0	3	1	1	0	0	5.0	1	8	She walked, laughed, and cried yesterday, feeling grateful and alive amidst the devastation of her broken heart.	3
21	0	1	2	2	0	5	2	3	0	3	0	0	3	2	2	2	0	4.0	2	6	The happy birds soared through the sky as they sang harmonious melodies, filling the air with their cheerful cheers.	3
24	1	0	4	3	1	7	1	4	0	2	0	0	1	1	2	1	0	4.0	1	15	The workers diligently generated a flurry of reports, meetings, and presentations throughout the day, all contributing to their ongoing success.	3
12	0	0	1	2	0	3	0	3	0	1	0	0	2	0	1	0	0	2.0	0	8	The birds danced across the blue sky in the warm sunshine.	3
14	0	0	1	2	0	5	0	4	0	1	0	0	1	0	1	1	0	3.0	0	6	The storm tossed the lighthouse like a toy sailboat in the treacherous harbor.	3
11	1	0	3	0	1	0	3	0	0	3	0	0	0	1	3	0	0	2.0	1	7	She wrote, he danced, and we laughed together.	3
21	0	0	4	3	1	4	2	2	0	4	0	0	1	1	1	1	0	5.0	1	8	She leaped, ran, and danced around the tree, leaving a trail of colorful footprints in her wake.	3
19	1	0	4	2	1	3	0	2	0	2	0	0	4	1	1	1	0	5.0	1	5	The birds soared effortlessly, painting the sky with vibrant strokes of red, blue, and yellow.	3
14	0	0	3	1	1	3	0	3	0	3	0	0	0	0	1	1	0	3.0	0	5	The dog barks, jumps, and chases the cat around the yard.	3
19	0	0	4	2	1	4	1	2	0	4	0	0	1	1	1	1	0	3.0	1	10	The birds sang, flew, and danced through the sky, painting beautiful pictures with their wings.	3
13	0	0	3	1	1	2	2	1	0	3	0	0	0	0	1	1	0	3.0	0	5	We jumped, danced, and sang our hearts out that night.	3
13	1	0	2	2	0	3	0	2	0	2	0	0	1	1	1	0	0	3.0	1	5	The train roared through the tunnels, speeding ahead with incredible speed.	3
12	0	0	3	0	1	2	0	2	0	3	0	1	0	0	1	0	0	3.0	0	5	The children were running, jumping, and laughing all day.	3
19	2	0	2	2	1	4	1	3	0	3	0	0	1	1	1	1	0	5.0	1	5	The soldiers swiftly ran across the battlefield, fighting bravely and overcoming the challenging obstacles in their path.	3
12	0	0	4	1	1	1	1	1	0	3	0	0	0	0	1	0	0	3.0	0	5	  **She danced, sang, and laughed throughout the night.**	3
17	0	1	1	1	0	5	0	3	0	2	0	1	3	1	2	2	0	3.0	1	9	The vibrant colors painted a picture with dynamic strokes while birds were singing a melodious tune.	3
15	0	0	2	1	1	2	2	2	0	5	0	0	0	3	2	1	0	6.0	3	5	They danced around the lake, playing a game that involved singing and chasing.	3
14	0	1	3	1	1	1	2	1	0	3	0	1	0	1	2	0	0	3.0	1	6	She danced, ate, and played while she was at the fair.	3
13	0	0	3	1	1	2	0	2	0	3	0	0	1	0	1	0	0	3.0	0	5	The children painted, flew, and swam during the sunny day.	3
19	0	0	4	2	1	3	3	1	0	4	0	0	1	1	1	1	0	4.0	1	9	She dances, swims, and cooks all weekend, leaving her free time for nothing but relaxation.	3
35	1	2	4	4	1	8	1	5	0	6	0	1	2	4	5	1	0	4.0	4	22	The bustling city was teeming with pedestrians rushing to their destinations, while cars sped by with the sirens blazing, and a flock of birds soared above, each singing a different melody.	3
18	1	0	4	1	1	2	2	1	0	5	0	1	0	2	2	1	0	4.0	2	10	She laughed, jumped, and danced throughout the afternoon, making memories she would cherish forever.	3
15	0	0	2	2	1	3	0	2	0	3	0	0	2	1	1	0	0	4.0	1	6	The children splashed in the cool river, jumping and laughing with pure joy.	3
16	0	0	3	1	1	4	0	4	0	3	0	0	0	0	3	0	0	4.0	0	5	 The birds flew, the dogs barked, and the leaves danced in the sunlight.	3
19	0	0	4	2	1	3	2	2	0	4	0	0	1	1	1	1	0	5.0	1	6	She stood, danced, and sang in the moonlit night, creating a symphony of her own.	3
15	0	0	4	1	1	2	2	1	0	4	0	0	0	1	2	0	0	3.0	1	9	She ran, jumped, and danced, her laughter echoing through the park.	3
18	0	0	2	2	0	6	0	3	0	3	0	0	2	1	1	1	0	3.0	1	7	The busy birds flitted among the towering oak trees, singing cheerful melodies under the azure sky.	5
15	0	0	5	0	1	1	1	1	0	5	0	0	1	0	1	0	0	3.0	0	9	He danced, raced, painted, wrote, and played the entire day.	5
28	0	1	3	3	1	8	1	4	0	4	0	0	3	3	2	1	0	6.0	3	8	The city streets danced with a symphony of lights and sounds, a vivid choreography that unfolded without stopping, painting the vibrant landscape with fleeting brilliance.	5
14	0	0	2	1	1	4	1	2	0	3	0	0	0	2	1	1	0	3.0	2	8	They danced around the park singing and dancing, enjoying the summer sunshine.	5
29	0	0	3	6	0	10	1	6	0	2	0	0	1	0	1	0	1	5.0	1	7	Herded by the wind, the birds soared across the sky in a symphony of wings, their plumage shimmering in the golden rays of the setting sun.	5
22	1	0	2	3	1	7	1	3	0	2	0	0	2	1	2	1	0	5.0	1	12	The vibrant birds soared effortlessly through the endless expanse of the sky, their wings singing melodies of hope and determination.	5
14	0	0	1	2	1	5	0	2	0	1	0	0	2	0	1	0	0	4.0	0	3	The bustling city streets echoed with the sounds of several conversations and laughter.	5
12	0	0	2	2	0	3	2	1	0	2	0	0	0	1	1	1	0	3.0	1	6	She strolled down the cobblestone street, singing songs to herself.	5
28	0	1	2	5	0	8	1	4	0	2	0	1	4	1	2	0	0	5.0	1	12	The bustling city street was bathed in the vibrant colors of life, as the bustling crowds engaged in a myriad of activities within its bustling embrace.	5
23	0	0	6	2	1	3	2	2	0	6	0	0	1	1	2	0	0	3.0	1	16	They danced, sang, raced, planted, and climbed throughout the day, their laughter echoing in the bustling streets.	5
21	1	0	5	2	1	5	0	2	0	5	0	0	0	1	1	1	0	4.0	1	10	People ran, laughed, flew, and danced together, creating a symphony of joy in the evening sky.	5
23	0	0	2	4	1	7	3	2	0	2	1	0	1	1	1	2	0	5.0	1	10	She wrote five stories during her trip to the coast, capturing the magic of sunset and sunrise in her vivid words.	5
14	0	0	2	2	1	4	1	1	0	2	0	0	1	1	1	1	0	5.0	1	6	She danced through the colorful streets, singing songs of freedom and longing.	5
16	1	0	2	1	1	4	2	2	0	3	0	0	0	2	2	2	0	5.0	2	4	The rain poured down, washing away the worries and troubles that burdened her mind.	5
18	0	0	5	1	1	2	1	2	0	5	0	0	1	0	1	1	0	3.0	0	9	She wrote, danced, laughed, sang, and painted a masterpiece in a single day.	5
14	0	0	5	0	1	1	1	1	0	5	0	0	0	0	1	0	0	3.0	0	9	She leaped, danced, soared, laughed, and sang all day.	5
16	0	0	5	1	1	1	1	1	0	5	0	0	1	0	1	0	0	3.0	0	9	She danced, laughed, explored, traveled, and wrote on that rainy day.	5
17	0	0	2	2	0	5	1	3	0	2	0	0	2	1	2	0	0	3.0	1	7	The vibrant dancers leaped across the sky, their laughter resounding through the warm summer night.	5
20	0	0	6	1	1	3	0	2	0	6	0	0	1	1	1	1	0	4.0	1	11	The children ran, jumped, soared, laughed, and flew, creating a symphony of joyful movement.	5
17	1	0	2	3	0	4	1	3	0	2	0	0	1	1	1	1	0	4.0	1	6	They danced wildly throughout the park, leaving playful footprints in the dew on the grass.	5
15	0	0	2	2	1	4	2	1	0	2	0	0	1	1	2	0	0	4.0	1	8	She strolled through the vibrant streets, her eyes sparkling with joy and delight.	5
27	0	0	2	3	1	8	1	5	0	3	0	0	4	2	2	2	0	7.0	2	7	The firefighters battled with incredible skill and courage, vanquishing a great evil fire demon that consumed a large village within the blink of an eye.	5
26	0	0	3	3	1	10	0	4	0	1	0	0	3	0	1	0	0	6.0	0	7	  The vibrant city streets pulsed with the rhythmic sounds of children, animals, and the ceaseless hum of the city's life support systems.	5
21	0	0	5	1	1	3	2	2	0	6	0	1	0	2	2	1	0	5.0	2	9	The students played, practiced, learned, and wrote, creating memories that they would cherish for a lifetime.	5
13	0	0	1	2	1	4	0	2	0	1	0	0	2	0	1	0	0	3.0	0	6	The storm surged through the sky with mighty waves and thunderous storms.	5
12	1	1	1	0	1	4	0	1	0	3	0	0	0	1	1	1	0	3.0	1	5	People danced and sang while playing video games all night long.	5
21	0	0	2	3	2	7	2	2	0	2	0	0	1	0	1	2	0	4.0	0	9	Despite her lack of preparation and a sudden storm, she overcame obstacles and completed the marathon in record time.	5
26	2	0	2	2	2	6	1	4	0	3	0	0	4	1	1	2	0	4.0	1	9	The dancers danced swiftly and gracefully through the enchanted castle, illuminating the hidden chambers and enchanting the royal audience with their harmonious dance moves.	5
22	0	0	5	2	2	4	1	0	0	6	0	1	1	1	1	0	0	4.0	1	9	People can dance, swim, travel, explore, and laugh in various ways depending on their interests and circumstances.	5
18	0	0	5	1	1	2	1	1	0	5	0	0	1	0	1	0	0	4.0	0	9	She danced, sang, flew, ate, and slept under the sun's warm rays.	5
14	0	0	2	3	0	3	1	2	0	2	0	0	1	1	1	0	0	4.0	1	5	She leaped across the field, leaping over a stream of playful fish.	5
14	0	0	3	2	0	3	0	3	0	2	0	0	1	1	1	0	0	3.0	1	5	  **The birds soared through the heavens, dancing in the sparkling sunbeams.**	5
25	0	0	6	2	1	3	0	4	0	7	0	0	1	2	1	1	0	5.0	2	9	The dancers spun, jumped, laughed, danced, and laughed around the castle, creating a joyful spectacle for all to enjoy.	5
19	0	1	5	1	1	1	2	0	0	7	0	0	0	2	1	0	0	5.0	2	9	She danced, ran, sang, wrote, and slept while waiting for her flight to arrive.	5
12	1	0	1	1	0	3	0	4	0	1	0	0	1	0	1	1	0	2.0	0	8	  The students chased each other around the playground all day long.	5
22	2	0	3	3	1	5	1	2	0	3	0	0	2	2	2	0	0	5.0	2	8	The children splashed joyfully in the clear blue water, laughing out loud, their faces sparkling with excitement and delight.	5
25	0	1	2	3	0	7	1	4	0	3	0	0	3	2	2	2	0	5.0	2	9	The children played games with great abandon, racing across the park as they chased each other's laughter through the bustling summer crowd.	5
21	2	0	2	2	2	6	0	4	0	2	1	0	0	1	1	1	0	4.0	1	8	The rain fell fiercely for five hours, washing away the dust and debris from the roads and the air.	5
16	0	0	2	2	1	4	0	3	0	3	0	0	1	1	1	1	0	3.0	1	7	The birds sang and flew around the tree, painting the sky in vibrant colors.	5
24	0	0	6	2	2	5	0	3	0	5	0	0	1	0	1	0	0	6.0	0	9	The birds sang, danced, jumped, flew, and swam in the lake, a dazzling spectacle of movement and colors.	5
15	0	0	5	1	1	1	1	1	0	5	0	0	0	0	1	0	0	3.0	0	9	She danced, sang, ran, laughed, and smiled throughout the festival.	5
19	1	1	2	3	0	5	0	4	0	3	0	0	0	2	1	0	0	4.0	2	6	The birds sang in the sun, dancing wildly across the sky before landing on the flower bed.	5
