n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NOUN_constraint
16	0	0	3	2	0	4	0	3	0	2	0	0	2	0	1	1	1	4.0	1	7	An old book, lying on the floor, whispered secrets to the brave explorer.	2
30	0	0	2	2	1	9	1	5	0	4	0	1	3	3	2	2	1	7.0	4	7	The artist's paintings displayed across the room were a sight to behold, each piece showcasing unique textures and vivid colours that brought life to the ancient building.	2
16	0	0	1	1	1	5	0	3	0	0	0	1	4	0	1	0	0	3.0	0	7	   A vibrant city and ancient forest are a captivating contrast to the bustling metropolis life.	2
19	0	0	4	2	1	6	1	3	0	2	0	0	0	1	1	2	0	3.0	1	10	A farmer and a chef stand hand-in-hand on the market, selling their wares.	2
19	1	0	2	1	2	6	0	3	0	2	0	1	1	1	1	1	0	4.0	1	6	A library and a school were recently built in the town, housing many books and school supplies.	2
7	0	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	3	Two mountains stand in the distance.	2
20	1	0	2	2	1	5	0	5	0	3	0	0	1	2	1	1	0	4.0	2	6	The young man and the woman stood on the bridge together, watching the moon rise over the sea.	2
13	0	0	1	2	1	4	0	3	0	2	0	0	0	1	1	0	0	4.0	1	6	A pair of spectacles and a book lay scattered on the table.	2
18	1	0	2	2	1	5	1	4	0	2	0	0	0	1	2	0	0	3.0	1	8	The castle and the mountain rose on the hill together, their shadows merging with the moonlight.	2
14	1	0	2	2	0	3	0	2	0	1	1	1	1	0	1	0	0	2.0	0	8	  **Two friends were playing in the park together on a sunny day.**	2
17	0	0	2	2	0	7	0	3	0	1	0	1	0	1	1	0	0	3.0	1	4	The dancing dancers' hats were a kaleidoscope of colours, shimmering under the disco ball.	2
12	0	0	1	1	1	5	0	2	0	1	0	1	0	0	1	0	0	3.0	0	6	The library shelves and the bookshop aisles were brimming with patrons.	2
15	0	0	1	2	0	5	0	3	0	1	0	1	1	0	1	0	0	3.0	0	6	The young woman's bedroom was a haven of comfort in the bustling city.	2
20	0	0	2	1	1	7	0	1	0	3	0	0	4	2	1	2	0	5.0	2	6	The bustling city park had many couples enjoying nature's embrace, surrounded by vibrant greenery and soothing melodies.	2
22	0	0	2	3	1	5	0	6	0	2	2	0	1	1	1	1	0	4.0	1	8	The bookstore and library both stood across the street from one another, suggesting a close connection between the two institutions.	2
14	0	0	2	2	1	5	0	2	0	2	0	0	0	1	1	1	0	4.0	1	6	The farmer harvested a plethora of crops, consisting of apples and pears.	2
9	0	0	1	1	0	3	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The dancers danced across the vibrant city skyline.	2
11	0	0	1	3	0	4	0	2	0	1	0	0	0	1	0	0	0	5.0	1	3	A group of animals playing in a field of wildflowers.	2
18	0	0	2	1	0	6	1	2	0	2	1	0	3	1	2	2	0	3.0	1	11	Two mountains stand sentinel in the vast desert landscape, their rocky peaks piercing the endless horizon.	2
11	0	0	1	1	0	4	0	2	0	1	1	0	1	0	1	1	0	3.0	0	7	The baker bought two fresh loaves of bread this morning.	2
26	0	0	3	3	0	7	0	4	0	3	0	0	6	1	1	1	1	4.0	2	11	A beautiful forest filled with enchanting creatures emerged from the dense foliage, painting an awe-inspiring landscape on the tranquil afternoon sunlit stroll.	2
10	0	0	1	1	1	4	0	2	0	1	0	0	0	0	1	1	0	4.0	0	5	A forest of giants and mountains adorned the sky.	2
16	0	0	2	1	0	4	1	1	0	3	2	0	2	2	2	2	0	5.0	2	6	Two mountains stood facing each other, their heights marking two different chapters of history.	2
23	0	0	2	2	1	8	0	3	0	2	0	0	4	1	1	2	0	4.0	1	9	The bustling city park offers a wide range of natural landscapes, offering tranquility and respite amidst a metropolis's vibrant heart.	2
16	0	0	1	3	1	6	0	3	0	1	0	1	0	0	1	0	0	4.0	0	5	The bookstore and the library were filled with books about the history of space exploration.	2
22	0	0	2	2	0	7	0	5	0	3	0	0	3	1	1	2	0	4.0	1	10	The dancing clouds cast a mesmerizing light upon the bustling city streets, illuminating the contrasting skyscrapers with a warm glow.	2
21	1	0	1	2	2	6	0	4	0	4	0	1	0	1	2	1	0	6.0	1	9	The library and the park hold a shared space where people from all walks of life can gather and socialize.	2
15	0	0	1	0	1	4	2	2	0	2	1	0	2	1	2	2	0	5.0	1	3	The two dancers performed a dazzling routine that showcased their remarkable grace and dexterity.	2
14	0	0	1	2	2	4	0	2	0	2	0	1	0	0	1	0	0	4.0	0	6	A group of musicians and dancers are playing and dancing in the square.	2
11	0	0	1	1	1	3	0	3	0	1	0	1	0	0	1	0	0	3.0	0	5	A spider and a feather were spinning in the sunlight.	2
9	0	0	1	0	1	3	0	2	0	1	0	1	0	0	1	0	0	3.0	0	4	The bees and flowers were buzzing all afternoon.	2
23	0	0	2	3	1	8	0	4	0	1	1	0	2	0	1	0	0	5.0	0	7	Two libraries stand on each side of the town square, a testament to the town's rich history and enduring spirit.	2
16	0	0	1	1	2	5	1	3	0	2	0	0	1	0	1	1	0	3.0	0	5	A spider and a feather became best friends and shared their stories in the evening.	2
17	0	0	1	2	1	4	1	2	0	1	1	1	3	0	1	0	1	4.0	1	8	The two birds singing in my backyard are a beautiful pair of blue and yellow parakeets.	2
25	0	0	2	4	1	9	0	5	0	2	0	0	2	0	1	1	0	5.0	0	7	The bookstore and the library stood hand in hand across the busy street, a place of quiet refuge amidst the bustling city life.	2
10	0	0	1	0	1	2	0	3	1	1	0	1	0	0	1	1	0	3.0	0	5	A cloud and a moon can orbit the Earth.	2
11	0	0	2	2	0	3	0	1	0	2	1	0	0	1	1	0	0	3.0	1	5	Two students went to the supermarket, searching for groceries.	2
19	1	0	2	3	0	4	0	3	0	3	0	0	3	2	1	0	0	5.0	2	4	A flock of hungry birds soared above, feasting on the ripe fruits plucked by a young farmer.	2
24	1	0	4	1	1	5	2	5	0	2	0	1	1	1	3	2	1	4.0	2	10	Sure, a sentence that fulfills the instruction is:  **They visited the bookstore and the museum together on a rainy afternoon.**	2
16	0	0	2	1	0	4	0	4	0	1	1	0	3	0	1	1	0	4.0	0	4	The young adventurers discovered three powerful artifacts, each a treasure of a different kind.	4
30	1	0	4	4	1	7	1	5	0	4	1	0	2	1	1	1	0	4.0	1	11	The four friends went on a camping trip together, exploring an ancient forest, fishing beneath the moonlight, and gazing upon the majestic sunrise from their campgrounds.	4
25	1	0	3	3	1	6	0	1	0	5	0	0	5	2	1	2	0	6.0	2	8	The young adventurers ventured into unexplored ruins of forgotten lore, exploring hidden wonders and solving riddles left behind by wise, ancient guardians.	4
18	0	0	1	1	0	5	1	2	0	3	0	1	3	2	2	1	0	5.0	2	4	The bustling city square was packed with curious onlookers who gathered to witness the exciting street performers.	4
19	0	0	2	2	0	4	1	3	0	2	0	1	4	1	2	1	0	4.0	1	7	The bustling metropolis was filled with diverse characters, each leaving their individual mark on the vibrant cityscape.	4
24	0	0	3	4	1	8	0	2	0	2	0	1	3	0	1	0	1	5.0	1	6	A bustling city filled with bustling lives was painted by the setting sun with vibrant hues of gold, amber, and crimson.	4
32	0	1	2	4	0	10	1	5	0	7	0	0	1	4	2	2	0	5.0	4	13	The city witnessed the bustling of life unfolding under the towering skyscrapers as morning commuters rushed through the streets, seeking their own stories to discover in the bustling city life.	4
23	0	0	2	5	0	7	1	4	0	2	0	0	2	1	2	0	0	5.0	1	7	The flock of chickens clucked across the vast fields under a sky full of stars, their feathers gleaming under the moonlight.	4
19	0	0	2	3	0	6	0	3	0	2	1	0	2	1	1	1	0	5.0	1	5	Four wise old foxes frolicked in the moonlight, creating a tapestry of stars on the meadow ground.	4
19	0	0	3	3	0	5	0	4	0	3	0	0	1	1	1	1	0	5.0	1	7	The birds built a new nest, nestled amongst fallen leaves, near the edge of the pond.	4
21	0	0	2	2	0	4	0	4	0	4	1	0	3	3	1	1	0	6.0	3	6	The four brave explorers embarked on a remarkable quest, seeking to uncover the secrets hidden behind the impenetrable jungle.	4
24	0	0	1	4	1	7	0	4	0	2	0	0	4	1	1	2	0	4.0	1	10	A team of dedicated scientists assembled a vast network of intricate machines and robots to map out the hidden secrets of the galaxy.	4
14	1	0	3	2	0	3	0	2	0	2	0	0	1	0	1	0	1	4.0	1	7	The majestic creatures, with wings spanning wide, flew into the sky.	4
16	0	0	1	2	1	5	0	3	0	1	0	0	3	0	1	1	0	4.0	0	12	The children built a sprawling castle with turrets and moats within the sprawling magical forest.	4
23	0	0	6	2	1	4	0	3	4	2	1	0	0	0	1	1	0	3.0	0	11	The four children, Emma, Alex, Charlie, and Ben, built a towering tower from blocks in the park.	4
13	0	0	1	1	0	3	0	3	0	2	0	0	3	0	1	1	0	3.0	0	5	The young adventurers explored the majestic ruins of the long forgotten city.	4
18	1	0	2	1	0	5	1	3	0	2	0	0	3	1	1	2	0	4.0	1	6	The rain washed away the dusty old road signs, restoring their clarity for a brief time.	4
22	0	0	1	2	0	6	0	4	0	2	0	1	5	1	1	1	1	5.0	2	8	The bustling streets filled with bustling pedestrians were an ideal setting for an eventful celebration celebrating the city's diverse heritage.	4
21	1	0	2	3	0	6	1	3	0	2	1	0	2	1	1	1	0	4.0	1	8	Four friends enjoyed a delightful evening together, sipping on their favorite cocktails amidst the twinkling stars in the sky.	4
14	1	0	1	1	1	4	0	1	0	3	0	1	1	1	1	1	0	4.0	1	3	The bustling city park was filled with children flying kites and laughing together.	4
21	0	0	1	4	1	6	0	4	0	1	0	0	4	0	1	1	0	5.0	0	11	The harmonious blend of colors of the sunset painted an enchanting landscape of golden and purple hues across the horizon.	4
18	0	0	2	2	1	5	1	3	0	2	1	0	1	1	1	2	0	4.0	1	8	They assembled the four corners of the room, forming a cozy nook for reading and relaxation.	4
32	0	0	5	3	1	9	0	7	1	2	1	0	2	1	1	1	0	6.0	1	14	The three astronauts, the space vehicle, the rocket, and the launch pad all converged on the predetermined point in space, ready to initiate the journey to Mars.	4
19	0	0	4	1	1	7	0	2	0	2	0	0	2	0	1	1	1	5.0	1	12	A vibrant meadow filled with wildflowers, butterflies, birds, and buzzing bees surrounded the tranquil manor.	4
11	0	0	1	2	0	3	0	2	0	1	1	0	1	0	1	0	0	3.0	0	4	  Four friends went on a trip to a beautiful beach.	4
14	0	0	1	2	0	3	0	2	0	0	1	1	4	0	1	0	0	3.0	0	4	The bustling city was alive with a harmonious symphony of four distinct neighborhoods.	4
23	0	0	3	2	1	7	0	2	0	2	0	0	5	0	1	0	0	3.0	0	10	The city's cathedral, majestic towers, bustling streets and shimmering river came alive with vibrant colors on a sunny afternoon.	4
18	0	0	2	2	1	6	0	2	0	1	0	1	3	0	1	0	1	5.0	1	11	The bustling city filled with bustling people, buildings and birds was a symphony of urban life.	4
19	0	0	3	2	1	6	0	2	0	1	0	1	2	0	1	0	0	5.0	0	8	The bustling streets are filled with the echoes of music, laughter, and life's joyful exuberance.	4
12	0	0	1	2	0	3	0	2	0	2	1	0	0	1	1	0	0	4.0	1	3	Four friends decided to go on an adventure around the neighborhood.	4
20	0	0	2	3	0	6	1	4	0	2	0	0	2	1	2	1	0	4.0	1	7	A pack of wolves roamed the icy plains, their fur glistening in the moonlight during a frigid night.	4
24	1	0	4	2	1	7	0	3	0	4	0	0	1	2	1	3	0	4.0	2	9	A group of friends gathered in the park to play volleyball, frisbee, and jump rope, having a great time together.	4
13	0	0	2	2	0	3	0	2	1	2	0	0	0	1	1	1	0	3.0	1	5	  **A group of friends gathered at the park to play Frisbee.**	4
16	1	0	2	1	0	4	0	3	0	2	0	0	3	1	1	2	0	4.0	1	4	The young children played hopscotch together, exploring the vibrant green spaces around the castle.	4
15	0	0	2	1	0	4	0	3	0	3	0	0	2	1	1	2	0	4.0	1	5	  The weary travellers traversed the desolate plains, seeking respite from the scorching heat.	4
14	0	0	1	2	1	5	0	2	0	1	0	1	1	0	1	0	0	3.0	0	7	The bustling city square was bustling with laughter and activity throughout the day.	4
20	1	0	4	1	1	6	0	2	0	2	0	0	2	1	1	1	0	4.0	1	11	A team of dedicated architects, engineers, lawyers, and painters banded together to build a stunning cathedral.	4
25	0	0	3	3	0	7	1	6	0	4	0	0	1	3	3	2	0	6.0	3	6	A group of musicians stood in the band, each playing a unique instrument, creating a melody that soared through the night sky.	4
17	1	0	2	2	0	4	0	3	0	2	2	0	1	1	1	1	0	4.0	1	6	The three friends ventured deep into the forest, encountering two wild cats in the process.	4
22	0	0	3	3	2	7	1	3	0	1	0	1	1	0	1	0	0	4.0	0	12	The city, with its cobblestone streets and towering monuments, was a testament to an era of grandeur and resilience.	4
17	0	0	2	3	0	6	1	2	0	2	0	0	1	1	2	0	0	3.0	1	8	A flock of geese soared across the blue sky, their feathers glistening with morning dew.	4
30	0	0	4	3	1	9	2	5	0	1	0	1	4	1	2	1	0	4.0	1	19	The flock of geese, the mighty castle, the sparkling streams, and the lively marketplace are a vibrant spectacle of nature that fills our hearts with wonder.	4
