n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	DET_constraint
19	0	0	2	1	2	5	1	4	0	2	0	0	2	1	1	1	0	4.0	1	5	A girl and her dog went to the park, enjoying a beautiful day and the fresh air.	2
11	0	0	1	1	1	3	1	3	0	1	0	0	0	0	1	0	0	3.0	0	5	The boy and his sister both went to the store.	2
15	1	0	1	2	0	4	0	3	0	2	0	1	1	0	1	1	1	4.0	1	8	  A book written by a talented artist will surely capture the hearts of readers.	2
16	0	0	1	2	1	4	1	3	0	2	0	0	2	1	1	0	0	4.0	1	9	The boy with the brown eyes and the red hat went swimming with his friends.	2
19	0	0	1	1	0	4	1	3	0	3	1	3	2	1	2	1	1	4.0	2	8	The two large dogs that were chasing the cat can be found hiding under the old oak tree.	2
14	0	0	1	1	1	4	0	3	0	2	0	0	2	1	1	1	0	4.0	1	8	The cat with the white fur and yellow eyes watched the bird sing.	2
15	1	0	1	1	1	3	1	3	1	2	0	1	0	0	2	0	1	4.0	1	9	The books and the clothes that Sarah lost are both scattered across the house.	2
23	0	0	3	2	1	5	3	1	0	4	1	0	2	2	1	2	0	5.0	2	11	Two girls walked into the shop, wearing their summer outfits, and making sure to bring their favorite book with them.	2
21	0	0	2	1	1	5	1	3	0	3	0	1	4	2	2	2	0	5.0	2	6	A large number of rare and beautiful animals roam the vast grasslands, showcasing the wonders that nature can present.	2
13	1	0	1	1	0	2	2	1	0	2	1	1	1	1	2	1	0	2.0	1	6	Two large dogs were racing across the field when I saw them.	2
16	0	0	2	2	1	5	0	4	0	2	0	0	0	1	1	0	0	3.0	1	5	The boy and the girl ran to the lake, searching for a treasure chest.	2
26	0	0	1	4	2	6	1	5	0	1	0	1	5	1	2	0	0	5.0	1	9	Both the vibrant blue flowers and the majestic red leaves were in full bloom on the day I went for a walk in the park.	2
15	0	0	1	0	2	4	1	4	0	2	0	0	1	0	2	2	1	5.0	1	9	The woman who had both the diamonds and the pearls had the best time.	2
15	0	0	1	1	0	3	2	3	1	2	1	0	1	0	3	2	1	3.0	1	6	The two girls who both loved me had a lovely party on Saturday night.	2
7	0	0	1	0	0	2	0	1	0	2	1	0	0	1	0	1	0	3.0	1	3	The book containing two lost souls.	2
14	1	0	2	1	1	5	0	2	0	2	0	0	0	1	1	1	0	3.0	1	5	The boy and girl sat on the bench, eating ice cream together.	2
16	0	0	1	1	2	4	0	4	0	1	0	0	3	0	1	1	0	3.0	0	5	The girl with the red dress had both a beautiful hair and a kind heart.	2
15	0	0	1	2	1	4	0	4	0	1	0	1	1	0	1	0	0	4.0	0	9	The girl with the bright eyes and the book is reading in the classroom.	2
12	0	0	1	1	1	4	0	4	0	1	0	0	0	0	1	1	0	3.0	0	5	A dog and cat both chased a butterfly in the park.	2
15	0	0	2	2	1	3	1	1	0	3	1	0	1	1	1	1	0	4.0	1	6	Two girls ran down the bustling street, giggling and laughing their hearts out.	2
10	1	0	1	0	1	3	0	2	0	1	0	0	1	0	1	0	0	3.0	0	4	 The dog and the cat played together last weekend.	2
17	1	0	2	2	0	4	0	3	0	3	1	0	0	2	2	1	0	4.0	2	6	Two children played in the forest, each collecting a handful of leaves to take home.	2
13	0	0	1	1	1	4	0	3	0	1	0	0	2	0	1	0	0	3.0	0	5	  The happy cat and the loyal dog played in the sun yesterday.	2
10	1	0	1	0	1	4	1	1	0	1	0	0	0	0	1	0	0	3.0	0	4	The girl and her friend went shopping together yesterday.	2
10	0	0	1	2	0	2	1	2	0	0	1	1	0	0	1	0	0	3.0	0	5	Two of everything was a treat for the eyes.	2
11	1	0	2	0	0	2	0	2	0	2	1	0	1	1	2	1	0	2.0	1	5	Four distinct words fill the void, each shining brightly.	4
19	0	1	2	2	0	4	0	4	0	2	1	1	2	1	2	1	0	3.0	1	9	Four dogs are playing in the park, with the playful puppies splashing each other in the shallows.	4
24	1	0	2	2	2	4	0	3	0	2	1	2	5	1	2	1	0	6.0	1	5	Four distinct and diverse articles have been meticulously selected from a rich collection of literature, each offering a unique and captivating perspective.	4
28	0	1	8	2	1	6	0	6	0	3	1	0	0	2	2	0	0	4.0	2	12	  *The three dogs, the cat, the horse, and the sheep, gathered beneath the trees, laughing as the sun went up.*	4
24	0	0	2	4	0	7	2	5	0	2	0	0	2	1	2	1	0	6.0	1	7	The birds sing with the symphony of their feathers, a magnificent symphony that fills the sky with a chorus of vibrant hues.	4
11	0	0	1	1	0	2	2	2	0	2	1	0	0	0	2	0	1	3.0	1	4	The four articles that she possessed fell from the sky.	4
16	0	0	2	2	0	4	1	2	0	2	1	0	2	1	2	0	0	3.0	1	8	Four happy horses galloped across the open field, their hooves whispering in the wind.	4
19	0	0	1	3	0	6	0	5	0	3	0	0	1	0	1	1	0	3.0	0	11	A single raven built a nest beneath a weeping willow tree in a forgotten corner of the garden.	4
16	0	0	1	2	1	5	0	2	0	2	1	0	2	0	1	1	0	5.0	0	7	Four friends stood beneath the sprawling oak tree and discussed a world full of possibilities.	4
28	0	0	3	3	0	7	0	3	0	6	0	1	3	4	1	2	1	6.0	5	8	  In a world painted with vibrant hues, every corner reveals untold secrets waiting to be discovered, revealing a hidden oasis nestled within nature's embrace.	4
9	0	0	2	0	0	0	4	0	0	2	0	1	0	1	2	2	0	3.0	1	2	  **I can give you everything I need.**	4
20	1	0	2	2	0	3	2	2	0	3	1	2	0	1	2	1	0	4.0	1	7	Four of these apples cannot be found at my house, so I need to visit the orchard.	4
29	0	0	3	5	0	7	0	5	0	3	1	1	4	1	1	0	0	5.0	1	9	The city streets were blanketed with the quiet footsteps of a thousand commuters, traversing across the vibrant, multifaceted sidewalks with an air of bustling urban energy.	4
23	2	0	5	1	1	5	0	5	0	1	0	1	2	0	1	0	0	4.0	0	16	The dog, the cats, that big box, and the tiny birds, were all gathered together on the porch.	4
20	0	0	1	4	0	6	0	3	0	2	0	0	4	0	1	0	1	5.0	1	8	The vibrant blue wildflowers scattered across a lush expanse of meadows thrived during the gentle caress of summer sunshine.	4
21	0	0	3	1	1	5	0	4	0	3	0	0	3	1	1	1	1	5.0	2	12	The children's shoes, the vibrant blue and pink patterns covering the laces, lay strewn across the playground.	4
25	1	0	3	3	0	6	2	2	0	3	1	0	4	1	2	2	1	3.0	2	12	With four trusty hands clasped together, she swept her favorite scarf through the delicate petals of blooming roses, creating a breathtaking masterpiece.	4
17	0	0	2	2	0	4	0	1	0	3	1	0	4	2	1	1	0	5.0	2	6	Four happy girls ran down the bustling street, carrying colorful baskets overflowing with fresh blooms.	4
11	1	0	1	2	0	3	0	1	0	1	1	0	1	0	1	0	0	3.0	0	4	Four majestic deer wandered silently through a meadow of wildflowers.	4
17	0	0	2	3	1	5	0	4	0	2	0	0	0	1	1	0	0	3.0	1	8	The dog and the cats went on an adventure in the forest, searching for treasure.	4
10	0	0	1	1	0	2	1	1	0	1	1	1	0	0	1	1	0	2.0	0	5	I cannot generate a sentence with 4 determiners.	4
21	0	0	1	4	1	6	0	2	0	2	1	1	3	0	1	0	0	4.0	0	4	Four distinct and inseparable figures of clothing were strewn across the sprawling field like scattered gems in the summer sunshine.	4
10	0	0	2	0	0	3	0	1	0	1	1	0	2	0	1	1	0	2.0	0	4	  ***Four lucky stars illuminate the sprawling night sky.***	4
16	0	0	1	1	0	3	0	2	0	3	1	1	3	2	1	1	0	5.0	2	4	Four powerful determiners are needed to unlock the majestic vault hidden behind the lush forest.	4
35	1	0	2	7	1	9	0	7	0	4	0	0	3	2	1	0	0	6.0	2	24	A vast plethora of possibilities existed within the labyrinthine streets of that quaint village, determined not only by the numbers painted upon every door but by the secrets whispered in the rustling leaves.	4
21	0	0	3	4	0	6	1	4	0	2	1	0	0	0	1	1	0	4.0	0	7	My eyes, three of a kind, stared out the window at the swirling snow beneath the winter sun.	4
19	1	0	1	3	0	4	0	4	0	2	1	1	2	0	1	0	1	4.0	1	8	The four distinct determiners used in the provided task were readily available within the context of the conversation.	4
13	1	0	1	1	0	3	0	3	0	1	1	1	1	0	1	1	0	3.0	0	4	The four determiners will surely find a solution to the perplexing problem.	4
18	1	0	5	0	1	5	0	5	0	0	0	0	1	0	0	0	0	2.0	0	14	The boy, the horse, the trees, and the flowers, a wonderful sight indeed.	4
15	0	0	1	1	0	4	0	4	0	3	0	0	1	1	1	2	1	4.0	2	5	The boy wearing the red shirt went to the library to borrow a book.	4
19	1	0	2	1	0	5	1	3	0	3	1	0	2	1	2	2	0	4.0	1	8	Four precious keys guarded this treasure, their gleam illuminating the hidden chamber deep within the crumbling fortress.	4
22	0	0	3	2	0	5	1	3	0	2	1	0	5	1	2	1	0	3.0	1	9	  **Four wise squirrels scampered throughout the sprawling forest, their bushy fur leaving a trail in the soft golden moonlight.**	4
21	0	0	2	2	0	5	0	4	0	2	1	0	5	1	2	2	0	3.0	1	10	Four distinct determiners paint the vivid tapestry of the sunlit meadow, each highlighting a singular bloom in myriad colors.	4
20	0	0	2	3	0	5	0	5	0	1	1	1	2	0	1	0	0	5.0	0	4	The city was filled with the beauty of four unique gardens, each a haven for a different community.	4
13	0	0	1	1	0	3	2	1	0	3	1	1	0	2	1	1	0	5.0	2	5	There are 4 determiners that can fulfill this task depending on context.	4
18	1	0	4	0	1	5	0	5	0	1	0	1	0	0	1	0	0	3.0	0	12	The house, the dog, the cats, and the tree were standing there all day.	4
11	2	0	1	1	0	2	1	1	0	0	1	1	1	0	1	0	0	2.0	0	5	  My favorite four friends are all in the band together.	4
14	0	0	1	2	0	4	0	3	0	1	1	0	2	0	1	0	0	3.0	0	4	 The four happy girls ran down the dusty road in the setting sun.	4
22	0	0	4	1	1	5	0	5	0	1	4	1	0	0	1	0	0	3.0	0	15	 The three lions, those two bears, the one squirrel, and the four birds are gathering in the forest.	4
16	0	0	2	1	0	3	1	3	0	2	1	0	3	1	2	1	0	3.0	1	7	The four delightful girls walked through the lush garden, each wearing their respective necklaces.	4
12	0	0	1	1	0	4	0	3	0	2	0	0	1	0	1	1	1	4.0	1	5	  The dog wearing the blue collar ran through the park today.	4
20	0	0	3	2	0	5	1	3	0	3	0	0	2	2	1	2	0	4.0	2	7	The girl with the bright, colorful eyes walked down the path, collecting wildflowers to brighten her day.	4
12	0	0	1	1	0	4	0	1	0	1	2	0	2	0	1	1	0	2.0	0	7	Four happy dogs chased four fluffy rabbits around the park yesterday.	4
27	0	0	4	2	0	7	1	5	0	3	2	0	3	1	2	2	1	5.0	2	11	Four dogs, each one owning a different color collar, chased the squirrel through the tall grass, its bushy tail swaying with the wind.	4
22	0	0	2	3	0	6	1	1	0	2	2	0	5	1	1	2	0	4.0	1	9	Four eager dogs chased four playful squirrels through the verdant forest, leaving colorful footprints as evidence of their joyful chase.	4
16	0	0	2	2	0	4	0	4	0	2	0	0	2	1	2	1	0	4.0	1	4	  The large group of books filled the shelves, each dedicated to a different topic.	4
