n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
9	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	0	0	2.0	0	4	This is a solved example of the task.	0
8	0	0	1	1	0	0	0	0	2	0	1	1	1	0	1	0	0	2.0	0	3	Paul Thomas was excellent at $55,008.	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1.0	0	2	Carol St Clair 05/25/2001 10:56 AM	0
6	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2.0	0	3	Great with SEO as well.	0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
22	1	1	2	1	0	5	1	3	0	4	1	1	1	3	2	3	0	4.0	3	13	The task has no context for generating sentences with 0 verbs, so I am unable to generate the requested sentence.	0
17	0	0	3	3	0	5	0	1	2	0	2	0	1	0	0	0	0	5.0	0	8	300 - Number of Clean Water Act violations by the mountaintop-mining industry in 2003.	0
15	0	1	3	0	0	3	1	2	1	1	0	1	2	0	2	1	1	3.0	1	10	   **Since John played the piano, the beautiful melody was his own composition.**	0
15	1	0	2	1	0	3	1	2	0	3	0	1	0	0	2	1	0	3.0	0	9	None provided in the instruction, so I cannot generate the requested sentence.	0
13	0	0	1	0	1	4	0	2	0	2	0	1	0	0	1	1	1	3.0	1	4	The information provided does not describe the task's purpose or objective.	0
17	0	0	1	2	0	3	2	2	0	4	1	2	0	2	1	0	0	6.0	2	4	There is no sentence that can be generated with 0 verbs based on the provided instruction.	0
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0		0
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	0
24	1	0	2	3	0	5	2	5	0	4	0	1	0	1	1	1	0	5.0	1	15	There is no information about the task given in this context, so I cannot generate the requested sentence from the context.	0
13	2	0	2	1	0	3	0	3	0	2	0	0	0	1	2	0	0	3.0	1	5	  **The dog barked loudly when the mailman came to the house.**.	1
16	0	0	2	1	0	4	2	2	0	2	0	0	3	1	1	2	0	4.0	1	6	 He played a mean guitar solo, showcasing the virtuoso skills of his musical prowess.	1
24	1	0	3	4	1	3	2	1	1	1	1	2	3	0	1	0	0	4.0	0	7	  **Due to its breathtaking views and majestic landscaping, it is considered to be one of the most picturesque cities in Europe.**	1
19	0	0	2	2	2	4	1	2	0	3	0	0	3	0	2	0	0	4.0	0	9	The old house looked charming and inviting, and its beautiful windows sparkled like stars in the sun.	1
12	0	0	1	1	0	4	0	2	0	1	0	0	2	0	1	1	0	3.0	0	5	  The artist's new mural brings life to the old building.	1
11	2	0	3	0	1	1	1	0	0	1	0	1	1	0	1	0	0	3.0	0	5	  **She is very intelligent and well-educated woman.**.	1
13	1	0	1	1	0	4	1	2	0	1	0	1	1	0	2	0	1	5.0	1	10	The painting that hangs on the living room wall is absolutely stunning!	1
10	0	0	1	0	0	2	2	1	0	1	0	1	1	0	2	0	0	2.0	0	4	 She is the best painter/artist I know!	1
14	1	1	2	2	0	2	2	1	0	1	0	1	1	1	1	1	0	3.0	1	7	  **How about they can take on a full night with their music.	1
19	0	0	2	3	1	2	4	0	0	1	0	2	3	2	1	0	0	6.0	2	4	  **It is important to be kind and generous to everyone we encounter on our journey through life.**	1
18	2	0	1	1	0	4	2	1	1	1	0	2	2	1	2	0	0	4.0	1	5	Susanna is the best dress maker/tailor I've ever come across in my whole life!	1
7	1	0	1	0	0	2	0	1	0	1	0	1	0	0	1	0	0	2.0	0	4	How does the weather sound today?	1
25	1	0	2	5	0	5	2	3	1	2	0	2	2	2	2	0	0	6.0	2	9	Susanna is a truly remarkable artisan who excels at the art of dressmaking, with her skills being admired by many across the world.	1
11	1	0	3	1	0	1	2	0	0	0	0	1	2	0	1	0	0	2.0	0	6	 She was very impressed by his **skillful** artistry.	1
9	1	0	1	0	0	3	2	0	0	1	0	0	1	0	1	1	0	2.0	0	6	  She sang her favorite song beautifully yesterday evening.	1
7	1	0	1	1	0	2	0	1	0	1	0	0	0	0	1	0	0	2.0	0	3	The city shines brightly at night.	1
11	1	0	1	1	0	3	1	2	0	1	0	0	1	0	1	1	0	2.0	0	8	  She played the guitar wonderfully at the recital last night!	1
13	1	0	2	1	1	2	2	0	0	1	0	1	2	0	1	0	0	3.0	0	4	Subsequently, it is known for its enchanting charm and graceful style.	1
20	0	0	3	0	0	4	3	3	0	4	0	0	3	3	3	4	0	7.0	3	5	  **The old piano has a new cover, making beautiful sounds that soothe everyone who enters the room.**	1
20	0	0	3	3	1	5	0	3	0	2	0	2	1	0	1	0	0	3.0	0	6	"  ""The painting in the hallway has been dusted and cleaned in preparation for the next art exhibit!"""	1
23	1	0	4	3	0	5	1	4	0	3	0	0	2	2	2	1	0	6.0	2	18	 **The sun rises early in the morning, illuminating the old ruins that stand like guardians against the shadows.</strong>	1
31	1	1	2	4	1	8	4	3	1	2	0	1	2	2	2	1	0	7.0	2	8	Susanna is a highly skilled and experienced dress maker/tailor, a profession in which she excels through her passion for the art of dressing others in her clothes.	1
18	2	0	1	1	0	4	2	1	1	1	0	2	2	1	2	0	0	4.0	1	5	Susana is the best dress maker/tailor I've ever come across in my whole life!	1
20	1	0	2	2	0	5	1	4	0	2	0	1	2	1	1	1	0	4.0	1	7	The moon is shining brightly these nights, casting a magical glow on the beautiful garden outside my home.	1
21	0	0	1	1	2	7	0	4	0	1	0	0	5	0	1	1	0	4.0	0	6	The intricate architecture and vibrant mosaic tiling make the historical palace an architectural marvel and a stunning piece of art.	1
13	1	0	1	2	0	4	0	2	0	1	0	0	1	0	1	1	0	3.0	0	5	The city's beautiful architecture draws tourists from all over the world.	1
16	1	0	2	1	1	3	0	3	0	2	0	1	2	1	1	1	0	5.0	1	5	The painting on the door was done beautifully, creating a captivating and stunning display.	1
14	1	0	2	1	0	3	2	2	0	2	0	0	1	1	1	2	0	3.0	1	6	  She played the piano beautifully, earning the top score on her exam.	1
15	2	0	1	0	0	4	1	1	1	0	0	2	2	1	2	0	0	4.0	1	6	Susanna is a highly talented dress maker/tailor whose work is simply exquisite.	1
27	0	0	3	3	0	8	2	4	0	5	0	0	2	4	1	3	0	7.0	4	7	  He strolled along the beach, watching the sunrise paint the sky in brilliant colours, feeling the gentle sea breeze whispering secrets in his ear.	1
11	1	0	2	1	0	2	2	1	0	2	0	0	0	1	2	0	0	3.0	1	7	 She danced around the park, her happiness radiating brightly.	1
24	2	0	3	1	0	4	1	4	0	3	0	3	0	1	2	2	0	4.0	1	14	Unfortunately, the context does not provide any text for a sentence to be generated, so I cannot fulfill the instruction.	1
11	1	0	2	1	0	2	1	2	0	1	0	1	0	0	1	1	0	2.0	0	5	  **How do you do the dishes after the dinner?**	1
18	2	0	1	1	0	4	2	1	1	1	0	2	2	1	2	0	0	4.0	1	5	Susanna is the best dress maker/tailor I've ever come across in my whole life!	1
14	0	0	1	1	0	4	1	1	1	1	0	1	2	1	2	1	0	3.0	1	4	Susanna is a talented dressmaker/ tailor who makes beautiful gowns for occasion.	1
20	0	0	4	2	0	5	0	4	0	2	0	0	3	1	1	1	0	3.0	1	9	" ""The sun rose over the horizon, casting a brilliant orange glow on the vibrant city streets."""	1
19	1	0	3	0	1	3	1	2	1	2	0	2	2	1	2	1	0	6.0	1	6	   ** Susanna is a skilled dressmaker/tailor, who can mend any torn or worn garment perfectly! **	1
32	2	0	1	2	1	8	5	2	0	2	0	3	4	2	3	1	0	7.0	2	6	She is a great artist/sculptor with boundless creativity and imagination that has made her the best dress maker/tailor I've ever come across in my whole life.	1
23	2	0	2	2	2	3	4	2	0	4	0	1	1	2	3	1	0	6.0	2	9	She went to work that day and she was very dedicated and accomplished, thus exceeding any goal she set for herself.	1
27	1	0	2	2	3	6	5	2	1	4	0	0	1	2	2	4	0	7.0	2	8	Susanna impressed me with her incredible tailoring skills, making a dress that perfectly fitted my body and brought joy to both her and the occasion.	1
10	1	0	2	0	0	2	2	1	0	2	0	0	0	1	2	2	0	3.0	1	4	  **She enjoys dancing whenever she has the chance.**	1
13	0	0	2	1	0	3	1	3	0	2	0	0	1	1	1	2	0	3.0	1	7	 She took a walk through the park, singing a beautiful melody.	1
11	2	0	1	0	0	1	1	1	1	1	0	2	1	1	2	0	0	2.0	1	5	Susanna is the most exquisite tailor I've ever encountered.	1
9	0	0	1	0	1	3	0	1	1	0	0	1	1	0	1	0	0	2.0	0	5	Susanna is an exceptional dress maker and tailor.	1
27	0	0	4	3	2	7	3	2	0	3	0	0	3	1	2	2	0	4.0	1	13	The majestic cityscape, with its enchanting hand-painted tiling and majestic square, inspires awe and wonder in all who lay eyes upon it.	1
17	0	0	1	2	0	5	4	1	0	2	0	0	2	1	2	2	0	5.0	1	6	  She painted her bedroom door with vibrant colours which enhanced the entire atmosphere of her room.	1
7	0	0	2	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	 **She dances like a dream.**	1
18	1	0	2	1	1	4	2	2	0	0	0	2	3	1	2	0	0	5.0	1	3	The sunset was dazzlingly beautiful, a sight that was unmatched in its splendor and captivating magic.	1
13	0	0	1	1	1	3	1	1	0	1	0	1	3	0	1	0	0	3.0	0	4	The majestic city is known for its vibrant streets and enchanting landmarks.	1
15	0	0	1	1	1	2	1	1	0	1	0	1	6	0	1	0	0	3.0	0	5	The vibrant city is known for its bustling public square and captivating artistic flair.	1
28	0	1	2	1	1	5	2	3	0	5	0	4	2	3	3	3	0	7.0	3	10	I was unable to generate the requested sentence, as the context does not provide further details or provide verbs that can be included in the sentence.	3
25	0	1	2	2	0	5	3	2	0	3	1	2	2	4	3	3	0	8.0	4	10	I am unable to generate a sentence with 3 verbs, as I am unable to generate sentences that involve the use of verbs.	3
21	5	0	4	1	1	2	0	2	1	2	0	1	1	0	1	1	2	4.0	2	10	The Commission, however, though bound to issue guidelines, does so only reluctantly and in a vague manner.	3
25	0	0	1	5	1	3	4	2	4	3	0	2	0	2	2	0	0	7.0	2	6	I am following up regarding the status of our requests and the form of Guarantee for Pemex that you have requested to Lucy Ortiz.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
19	0	2	1	1	1	5	1	3	0	2	1	1	1	2	2	2	0	5.0	2	5	I am unclear as the context lacks any instructions or context for generating a sentence with three verbs.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
21	5	0	4	1	1	2	0	2	1	2	0	1	1	0	1	1	2	4.0	2	10	The Commission, however, though bound to issue guidelines, does so only reluctantly and in a vague manner.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
40	4	4	2	3	3	6	2	3	0	5	0	3	4	3	2	2	0	6.0	3	18	We are working towards issuing guidance and implementing them in a more efficient and timely manner, in order to ensure that all recommendations can be issued in the form of statutory guarantees as quickly and easily as possible.	3
28	0	0	2	3	2	7	1	3	0	2	0	2	4	2	1	2	0	7.0	2	6	The Commission's actions have been erratic and unhelpful, making it difficult to make policy in light of the complexities and conflicting interests within the country.	3
17	0	0	1	2	0	3	2	2	0	1	1	3	1	1	2	1	0	4.0	1	5	I can not generate a sentence with 3 verbs that would be relevant to this instruction.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
24	1	2	2	0	0	4	2	4	0	4	0	2	0	2	3	3	0	4.0	2	14	The context does not provide a task for me to fulfill this request, so I cannot generate a sentence as required.	3
30	1	1	1	1	1	6	3	1	0	7	0	3	3	5	3	3	0	10.0	5	5	I am working diligently to update a software system that would help prevent future cybercrimes and ensure that companies can trust their sensitive information to stay safe from hackers.	3
6	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2.0	0	3	Not provided in the context.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
20	5	0	2	0	1	2	2	1	0	3	0	1	1	2	1	2	0	4.0	2	6	The Commission's guidelines are often issued only reluctantly and ambiguously, making it difficult to implement them consistently.	3
43	7	1	5	3	1	8	2	4	0	5	0	3	2	3	3	4	2	9.0	5	10	The commission, however, though bound to issue guidelines, does so only reluctantly and in a vague manner, which will not provide certainty as to how its decisions will ultimately affect any real issues surrounding the topic at hand.	3
21	5	0	4	1	1	2	0	2	1	2	0	1	1	0	1	1	2	4.0	2	10	The Commission, however, though bound to issue guidelines, does so only reluctantly and in a vague manner.	3
25	3	1	4	3	0	5	2	3	1	3	0	0	0	1	2	2	1	4.0	2	9	The Commission, however, despite issuing recommendations, ultimately adheres to them only in a manner that undermines the power dynamics at play.	3
21	5	0	4	1	1	2	0	2	1	2	0	1	1	0	1	1	2	4.0	2	10	The Commission, however, though bound to issue guidelines, does so only reluctantly and in a vague manner.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
28	0	1	3	0	2	4	2	3	0	5	0	2	4	3	3	3	0	7.0	3	9	I apologize, but I am unable to generate the requested sentence, since the task is incomplete and lacks more context to create a complete sentence.	3
25	1	0	2	3	1	3	6	1	0	2	0	3	1	2	3	1	0	4.0	2	13	I am not at liberty to make any decisions on my own, and this is just something that I am doing for fun.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
36	2	1	4	5	1	8	3	4	1	4	0	0	2	2	2	2	1	6.0	3	15	The Commission, however, despite issuing general guidelines for the conduct of its employees, tends to overlook these guidelines when it comes to the behavior of its members in specific situations or locations.	3
17	0	0	1	2	0	4	0	2	0	3	1	1	1	2	1	1	0	4.0	2	5	Not enough context was given to generate a sentence with 3 verbs about the topic provided.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
17	0	0	1	1	0	3	2	2	0	3	1	1	1	2	2	2	0	5.0	2	5	I am not able to generate a sentence with 3 verbs that follows the given instruction.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
18	0	0	1	2	0	3	2	2	0	1	1	2	2	2	2	1	0	5.0	2	5	I am not able to generate a sentence with 3 verbs that is relevant to the instruction.	3
21	0	0	2	2	0	4	2	3	0	4	1	1	1	4	2	2	0	6.0	4	11	I am unable to generate a sentence with 3 verbs that fulfill the instructions, based on the context provided.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
10	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	3.0	1	3	I am not able to comply with the request.	3
15	1	0	2	1	0	2	1	2	0	3	0	1	0	0	1	1	0	3.0	0	9	Not provided in the context, so I cannot generate the requested sentence.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guarantee for Pemex that you provided to Lucy Ortiz.	3
25	0	1	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up on regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
21	5	0	4	1	1	2	0	2	1	2	0	1	1	0	1	1	2	4.0	2	10	The Commission, however, though bound to issue guidelines, does so only reluctantly and in a vague manner.	3
24	0	0	1	6	0	4	4	2	3	3	0	1	0	2	2	0	0	6.0	2	7	I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz.	3
29	2	1	3	2	1	5	0	2	2	3	1	1	3	2	2	1	0	6.0	2	13	Arafat's secular nationalism was supple enough to compromise with Israel and to imagine a two-state solution, even if the road of negotiations remained rocky.	3
21	5	0	4	1	1	2	0	2	1	2	0	1	1	0	1	1	2	4.0	2	10	The Commission, however, though bound to issue guidelines, does so only reluctantly and in a vague manner.	3
21	5	0	4	1	1	2	0	2	1	2	0	1	1	0	1	1	2	4.0	2	10	The Commission, however, though bound to issue guidelines, does so only reluctantly and in a vague manner.	3
16	0	0	1	2	0	3	2	2	0	1	1	2	1	1	2	1	0	5.0	1	3	I can not generate a sentence with 3 verbs that is related to the instructions.	3
21	5	0	4	1	1	2	0	2	1	2	0	1	1	0	1	1	2	4.0	2	10	The Commission, however, though bound to issue guidelines, does so only reluctantly and in a vague manner.	3
25	1	1	3	2	2	5	3	3	0	3	0	2	0	1	3	2	0	4.0	1	14	I am a writer of poetry, and when I started out, my poems were about hitting the keys and playing the guitar.	5
19	1	0	2	2	0	5	1	3	0	3	0	0	2	0	2	1	1	5.0	1	7	The symphony that once filled the concert hall remained silent, shrouded in an air of unresolved tension.	5
18	0	0	2	4	1	5	1	3	0	1	0	0	1	0	1	0	0	4.0	0	7	As a musician, he wrote about the various sounds of life and death in the world.	5
36	1	1	3	1	2	8	0	3	0	6	0	1	7	3	2	3	2	7.0	5	17	The policies adopted to tackle the ongoing issues of inequality, political extremism, and fiscal woes are likely to further complicate the political and social landscape leaving lasting challenges for future policymakers to navigate.	5
32	0	1	2	2	1	8	2	4	0	6	0	2	3	5	2	3	0	9.0	5	8	The politician was determined to ensure stability and predictability during his tenure, implementing strict policies aimed at maintaining the social order that the nation had built over the preceding decades.	5
32	0	1	2	2	0	8	3	4	0	6	2	2	0	5	4	4	0	7.0	5	14	I cannot generate a sentence with 5 verbs that completes the instruction, as the instruction asks to write a sentence with 5 verbs describing policy dilemmas that have resulted.	5
64	5	2	3	5	5	15	3	6	0	9	0	5	4	5	6	4	1	12.0	6	21	The policies that the politicians are making are not benefiting society and will cause further issues, even more so if these policies continue, therefore the economy is in decline and political stability seems impossible due to the fact that many are already disenfranchised and losing hope regarding government and the ability of them to improve their lives through policy and action.	5
12	0	0	1	1	0	2	1	1	0	1	1	1	1	1	1	1	0	3.0	1	5	I'm not able to generate a sentence with 5 verbs.	5
26	0	1	1	2	1	6	2	3	0	3	1	1	2	3	2	2	0	8.0	3	7	I'm not able to generate a sentence with 5 verbs that adhere to the prompt's instructions without providing any additional context or information.	5
24	1	0	3	2	1	8	0	2	0	2	0	1	4	1	1	2	0	4.0	1	8	The pandemic has wreaked havoc, with social distancing, travel restrictions and economic disruption significantly affecting daily life for the countless citizens.	5
13	0	0	1	2	0	3	1	2	0	1	1	1	0	0	2	1	0	3.0	0	8	I cannot generate a sentence with 5 verbs from the context.	5
31	1	0	3	4	2	8	2	4	0	3	0	1	3	2	1	1	0	5.0	2	7	The lyrics of his poems were a constant stream of inspiration and reflection, constantly changing and evolving with each iteration, showcasing the constant evolution of his musical creations.	5
31	1	0	5	1	0	8	1	3	0	6	0	2	2	1	2	2	2	5.0	3	20	The policy dilemmas that have resulted – rising inequality, greater volatility, reduced room to manage the real economy – will continue to preoccupy policymakers in the decades ahead.	5
29	3	0	3	3	1	6	3	4	0	4	0	1	0	1	2	2	0	5.0	1	6	The painting’s details were fading away, so I carefully erased the inscription and hid it within the painting, pondering about its meaning for a lifetime.	5
34	2	0	3	3	1	8	1	4	0	5	0	2	4	3	2	2	1	6.0	4	11	The policy controversies that have led to political unrest are expected to continue, potentially igniting a rebellion of the people against the government, thereby causing significant social disruption and economic upheaval.	5
41	2	1	4	3	2	7	6	2	0	6	0	1	6	4	4	4	0	9.0	4	11	The pandemic caused social unrest and economic instability, which created many problems for those who were already struggling financially, making it harder for them to manage and protect themselves from future threats, such as the novel coronavirus.	5
43	0	0	2	5	3	12	1	5	0	6	0	0	7	3	2	3	0	7.0	3	14	The pandemic’s disruption to daily life created widespread hardship and forced countless individuals to adjust to a world of sudden and significant change, illustrating a rapid diversification of the labor force and heightened economic uncertainty in the months that followed.	5
28	0	0	2	4	1	6	2	5	0	3	0	0	3	2	2	1	0	8.0	2	5	The bustling crowds gathered around him, eager to witness the maestro's magical skills that flowed across the stage and into the hearts of the people.	5
21	0	0	2	4	1	7	0	3	0	2	0	1	1	1	1	0	0	6.0	1	6	The pandemic has led to widespread job losses, leading to an upsurge in poverty and a sense of helplessness.	5
38	0	0	5	4	2	12	1	4	0	5	0	2	2	0	2	2	2	5.0	2	26	The policy disputes that have emerged – rising risk, reduced room to manage the financial system, and uncertainties about the outcome of upcoming elections – have created a sense of anxiety amongst politicians and experts.	5
22	1	0	3	1	1	7	0	3	0	3	0	1	1	2	1	2	0	4.0	2	8	The city's infrastructure is crumbling, requiring repairs and upkeep, hence rendering any semblance of safety a distant memory.	5
32	0	0	3	3	2	8	1	3	0	6	0	3	2	1	2	1	2	5.0	3	17	The policy debates that have been swirling for years, characterized by partisan polarization and competing interests, will continue to dominate the political landscape in the coming months and years.	5
35	1	1	3	3	1	8	2	5	1	4	0	1	5	1	3	1	2	5.0	3	13	The policies that the country implements regarding the ongoing war in Iraq will undoubtedly cause a domino effect throughout the country as its consequences reverberate through various economic, political, and social domains.	5
