n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADP_constraint
22	0	0	2	1	2	1	4	0	0	3	0	3	3	2	2	2	0	6.0	2	11	I would be happy to assist you with that, but I'm not supposed to generate creative or nonsensical responses.	1
10	2	0	1	1	0	1	2	0	0	2	0	1	0	2	1	0	0	4.0	2	3	It is literally monkeys seen jumping about with them.	1
7	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	4	The question is not fully specified.	2
12	0	0	1	2	0	4	1	2	0	1	0	0	1	1	0	0	0	4.0	1	4	Thanks for the information regarding a possible intern for your group.	2
5	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	2.0	0	3	Thanks for the information.	2
14	0	0	1	1	0	4	0	3	0	2	0	1	1	1	1	1	0	4.0	1	4	The city's history is embedded in the ancient ruins surrounding the palace.	2
23	0	0	2	5	1	6	1	4	2	2	0	0	0	1	1	1	0	4.0	1	9	The ship sailed around the island in the Caribbean Sea, seeking shelter from the storm in between its masts and spars.	2
11	0	0	1	3	0	4	1	2	0	0	0	0	0	0	0	0	0	4.0	0	3	Thanks for the message about the internship for our team.	2
14	0	1	1	2	0	5	2	1	0	1	0	0	1	1	0	1	0	4.0	1	6	Thanks for offering your insights into the current situation with your research team.	2
23	1	1	2	2	0	5	1	3	0	2	2	2	0	1	2	2	0	4.0	1	11	Unfortunately, I cannot generate a sentence with 2 adpositions as the context does not provide any information about two adpositions.	2
12	1	0	2	3	0	1	0	1	2	0	0	1	1	0	1	0	0	2.0	0	5	In the past, Coron was virtually unknown outside of Palawan.	2
23	0	1	1	2	0	5	1	4	0	2	1	2	1	2	2	2	0	5.0	2	11	I am not able to generate a sentence with 2 adpositions as the context does not provide any information about a task.	2
12	0	0	1	2	0	4	1	2	0	1	0	0	1	1	0	0	0	4.0	1	4	Thanks for the message regarding a possible intern for your group.	2
19	1	0	1	1	1	4	0	3	0	4	0	2	0	0	1	2	1	3.0	1	9	The context provided doesn't have any information about locations and thus cannot generate the requested sentence.	2
25	0	0	2	5	0	7	1	5	0	3	0	0	2	1	2	0	0	5.0	1	8	The explorers ventured down the rocky riverbank, their eyes searching along the glistening surface in search of any sign of the ancient ruins.	2
26	0	0	3	3	2	7	1	4	0	3	0	2	1	1	2	1	0	7.0	1	9	The city has transformed since the earthquake, which caused extensive damage throughout the neighborhood, and has become a place of hope and resilience.	2
19	0	1	1	2	0	6	1	4	0	2	0	0	2	1	2	1	0	3.0	1	8	  The beautiful dancers danced across the vibrant dancefloor while the musicians painted the night sky with their melodies.	2
12	0	0	1	2	0	4	1	2	0	1	0	0	1	1	0	0	0	4.0	1	4	Thanks for the message regarding a possible intern for your group.	2
12	0	0	1	2	0	4	1	2	0	1	0	0	1	1	0	0	0	4.0	1	4	Thanks for the message regarding a possible intern for your group.	2
15	0	0	1	1	0	3	1	2	0	2	1	1	1	2	1	2	0	5.0	2	5	I'm not able to generate a sentence containing 2 adpositions from the context.	2
10	0	0	1	1	0	1	2	1	0	1	0	2	1	1	1	0	0	3.0	1	5	It is unclear what the instruction is asking for.	2
12	1	0	2	3	0	1	0	1	2	0	0	1	1	0	1	0	0	2.0	0	5	In the past, Coron was virtually unknown outside of Palawan.	2
34	0	0	2	5	2	10	1	4	0	3	0	1	6	2	1	0	0	7.0	2	10	The island was a pristine haven of rare wildlife and pristine beauty, with the beach nestled among swaying palm trees and the turquoise water teeming with marine life within its mesmerizing depths.	2
25	3	0	2	3	2	5	1	3	1	2	0	0	3	0	2	1	0	5.0	0	14	The Spanish colonial government established a number of missions and schools throughout the country, but it eventually became virtually unknown outside of Palawan.	2
17	0	0	3	2	0	4	0	3	0	2	0	0	3	0	1	1	1	4.0	1	8	 The old road, winding through the picturesque countryside, leads travellers to the ancient ruins.	2
12	0	0	1	2	0	4	1	2	0	1	0	0	1	1	0	0	0	4.0	1	4	Thanks for the message regarding a possible intern for your group.	2
21	1	1	2	0	1	5	1	1	0	3	0	1	4	3	2	2	0	5.0	3	5	The island was relatively unexplored until tourism began, allowing scientists to discover its rich marine life and diverse ecosystems.	2
6	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2.0	0	3	Not provided in the context.	2
27	1	0	2	2	1	5	1	4	0	5	0	3	0	0	2	2	1	4.0	1	17	The information provided does not describe any task and does not ask for assistance with a problem, so I cannot generate the requested sentence.	2
24	1	0	3	2	1	4	0	4	3	2	0	0	4	0	1	2	0	4.0	0	9	The indigenous cultures of Southeast Asia, particularly the Philippines, possess a long legacy and hold deep cultural significance to this day.	2
12	1	0	2	3	0	1	0	1	2	0	0	1	1	0	1	0	0	2.0	0	5	In the past, Coron was virtually unknown outside of Palawan.	2
10	0	1	1	0	0	4	0	2	0	2	0	0	0	2	0	1	0	4.0	2	4	Thanks for providing that information regarding the intern request.	2
27	1	1	2	2	0	6	1	5	0	4	1	2	0	1	2	3	0	4.0	1	15	The passage does not contain any information about generating a sentence with two adpositions, so I cannot produce the requested response from the context.	2
5	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	2.0	0	3	Thanks for the assistance.	2
12	1	0	2	3	0	1	0	1	2	0	0	1	1	0	1	0	0	2.0	0	5	In the past, Coron was virtually unknown outside of Palawan.	2
28	2	0	4	2	1	7	0	4	0	4	0	0	4	3	1	1	0	6.0	3	8	The ancient city, once a flourishing trade route, lies scattered among the towering cliffs overlooking the expansive city, now shrouded in mystery and intrigue.	2
14	1	0	2	0	0	2	2	2	0	3	0	1	0	1	2	2	0	4.0	1	5	Unfortunately, I cannot generate a sentence that fulfills the given instruction.	2
8	0	0	1	2	0	3	0	2	0	0	0	0	0	0	0	0	0	3.0	0	3	Thanks for the information about the internship.	2
15	0	0	2	2	1	4	2	1	0	2	0	0	0	1	1	0	0	3.0	1	11	Thanks for the internship offer in your lab, but I have to decline.	2
12	0	0	1	2	0	4	1	2	0	1	0	0	1	1	0	0	0	4.0	1	4	Thanks for the message regarding a possible intern for your group.	2
12	0	0	1	2	0	4	1	2	0	1	0	0	1	1	0	0	0	4.0	1	4	Thanks for the message regarding a possible intern for your group.	2
30	1	0	3	2	1	6	2	5	0	5	1	1	1	3	2	3	0	7.0	3	8	Unfortunately, the context does not provide any examples or a scenario that calls for the use of two adpositions, making it impossible to generate the requested sentence.	2
16	1	0	2	4	0	2	0	2	2	1	0	1	1	0	1	0	1	4.0	1	9	In the past, the area known as Coron was almost unknown outside of Palawan.	2
30	0	0	4	2	2	6	1	4	1	4	0	0	5	1	1	3	0	5.0	1	10	The Spanish conquistadors colonized the vast, unknown Americas during their voyage, traversing and exploring many regions, and spreading the Spanish language throughout the region’s populations.	2
2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0	0	  1.	2
12	0	0	1	2	0	4	1	2	0	1	0	0	1	1	0	0	0	4.0	1	4	Thanks for the message regarding a possible intern for your group.	2
13	0	0	1	2	0	3	0	3	0	2	0	1	1	1	1	0	0	4.0	1	4	 The beach was deserted despite the heavy winds blowing from the south.	2
17	0	0	2	3	0	3	0	3	3	1	0	0	2	0	1	0	0	4.0	0	6	In the past, Coraman served as the administrative center of the vast Solomon Sea islands.	2
23	0	0	2	3	0	6	0	5	1	2	0	1	2	1	1	1	0	4.0	1	12	The island's history is intertwined with the existence of a mythical creature in the area, making Coron a popular legend.	2
15	0	0	1	3	0	3	0	3	1	1	0	0	3	0	1	0	0	4.0	0	4	The ancient city stood in the lush rainforest on the northern coast of Peru.	2
23	0	2	2	1	1	6	0	4	0	3	1	2	0	2	2	2	0	6.0	2	7	No sentence was generated, as the task did not provide any context or instructions for generating a sentence with 2 adpositions.	2
12	0	0	1	2	0	4	1	2	0	1	0	0	1	1	0	0	0	4.0	1	4	Thanks for the message regarding a possible intern for your group.	2
36	2	1	5	4	2	7	0	3	1	6	0	1	3	3	1	1	0	10.0	3	11	This statement, however, needs to be read in the context of hardening public attitudes toward homosexuality in England and the severe sanctions (including public hanging) against convicted or even suspected offenders.	4
27	1	1	3	4	3	5	0	0	3	2	0	1	4	0	1	1	0	6.0	0	7	"Specifically, Jeffs is charged in Utah and Arizona with sexual assault of underage girls and with arranging ""spiritual"" marriages for girls and older men"	4
27	1	0	2	2	1	6	2	4	0	5	0	2	0	1	2	2	0	5.0	1	17	The provided context does not mention anything about the date or dates mentioned in the product description, so I cannot generate the requested sentence.	4
22	1	0	2	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	8	The term of the Transaction shall correspond to the date(s) set forth in the Product description on the Website.	4
19	0	1	1	1	1	4	1	3	0	2	0	3	0	1	2	1	0	4.0	1	5	The question cannot be answered as it does not provide any context or information about the task.	4
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	U.S.	4
27	0	0	3	5	1	8	0	6	0	2	0	1	1	1	1	0	0	5.0	1	7	The term of the Transaction shall correspond to the location(s) of the purchase or service described in the Product description on the Website.	4
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	U.S.	4
22	1	0	2	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	8	The term of the transaction shall correspond to the date(s) set forth in the product description on the website.	4
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	U.S.	4
33	0	1	4	2	2	8	0	4	6	4	0	1	1	2	1	4	1	6.0	3	8	The context and legal restrictions surrounding the topic may prevent the government from providing a blanket statement guaranteeing access and security at Johnson Space Center (JSC) in Houston, Texas.	4
21	1	1	1	2	0	5	1	3	0	2	1	2	0	1	2	2	0	4.0	1	12	I cannot generate a sentence with 4 adpositions as the context does not explicitly provide any information about adpositions.	4
32	1	1	3	4	2	7	0	3	1	5	0	2	3	2	1	1	0	9.0	2	11	This statement can be read in the context of hardening public attitudes toward homosexuality in England and the severe sanctions (including public hanging) against convicted or even suspected offenders.	4
26	1	1	2	0	0	5	0	4	0	4	2	2	2	3	2	2	0	4.0	3	15	This specific instruction is not applicable to generate the requested 4-adposition sentence because the context does not explicitly mention the 4 adpositions needed.	4
22	1	0	2	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	8	The term of the transaction shall correspond to the date(s) set forth in the product description on the website.	4
28	1	1	4	4	3	5	0	0	3	2	0	1	4	0	1	1	0	6.0	0	7	"Specificly, Jeffs is charged in Utah and Arizona with sexual assault of underage girls and with arranging ""spiritual"" marriages for girls and older men."	4
36	2	1	5	4	2	7	0	3	1	6	0	1	3	3	1	1	0	10.0	3	11	This statement, however, needs to be read in the context of hardening public attitudes toward homosexuality in England and the severe sanctions (including public hanging) against convicted or even suspected offenders.	4
20	1	0	1	4	0	6	0	5	0	2	0	1	0	1	1	0	0	4.0	1	8	The term of the Transaction shall correspond to the dates set forth in the Product description on the Website.	4
23	1	1	1	2	0	6	0	3	0	2	2	3	1	1	2	1	0	5.0	1	9	None of the prompt instructions can be completed with 4 adpositions because the context does not provide any information about 4 adpositions.	4
36	2	1	5	4	2	7	0	3	1	6	0	1	3	3	1	1	0	10.0	3	11	This statement, however, needs to be read in the context of hardening public attitudes toward homosexuality in England and the severe sanctions (including public hanging) against convicted or even suspected offenders.	4
22	1	0	2	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	8	The term of the Transaction shall correspond to the date(s) set forth in the Product description on the Website.	4
22	1	0	2	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	8	The term of the Transaction shall correspond to the date(s) set forth in the Product description on the Website.	4
20	0	0	1	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	7	The term of the Transaction shall correspond to the specific dates mentioned in the Product description on the Website.	4
21	1	0	2	1	0	4	1	3	0	4	1	2	0	0	2	2	0	3.0	0	11	The provided context does not specify the use of 4 adpositions, so I cannot generate the requested sentence.	4
22	1	0	2	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	8	The term of the Transaction shall correspond to the date(s) set forth in the Product description on the Website.	4
36	2	1	5	4	2	7	0	3	1	6	0	1	3	3	1	1	0	10.0	3	11	This statement, however, needs to be read in the context of hardening public attitudes toward homosexuality in England and the severe sanctions (including public hanging) against convicted or even suspected offenders.	4
23	1	1	2	2	0	4	3	2	0	4	1	1	1	2	2	3	0	7.0	2	18	None of the prompts specified that they required anything more than 4 words, so I cannot generate the desired sentence.	4
22	1	0	2	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	8	The term of the transaction shall correspond to the date(s) set forth in the product description on the website.	4
22	1	0	2	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	8	The term of the transaction shall correspond to the date(s) set forth in the product description on the website.	4
31	1	1	2	2	3	10	0	3	0	4	0	0	3	3	1	3	0	9.0	3	12	This statement provides context and information not specifically mentioned in the task description, indicating the potential difficulties with implementing LGBTQ+ issues and acceptance within public and governmental bodies.	4
18	1	0	2	1	0	4	1	2	0	2	1	3	0	0	2	1	0	3.0	0	6	The task instructions have been completed, so I cannot generate a sentence with 4 adpositions.	4
23	1	0	2	2	0	5	1	3	0	4	1	2	0	0	2	2	1	4.0	1	8	The context provided does not specify four adpositions, so I cannot generate a sentence with the requested number of adpositions.	4
28	1	1	4	4	3	5	0	0	3	2	0	1	4	0	1	1	0	6.0	0	7	"Specifically, Jeffs is charged in Utah and Arizona with sexual assault of underage girls and with arranging ""spiritual"" marriages for girls and older men."	4
22	1	0	2	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	8	The term of the transaction shall correspond to the date(s) set forth in the product description on the website.	4
24	0	1	1	1	1	6	0	4	0	4	1	3	0	2	2	1	0	5.0	2	6	The provided instruction can not be completed because the task does not provide any context or instructions regarding the use of 4 adpositions.	4
36	2	1	5	4	2	7	0	3	1	6	0	1	3	3	1	1	0	10.0	3	11	This statement, however, needs to be read in the context of hardening public attitudes toward homosexuality in England and the severe sanctions (including public hanging) against convicted or even suspected offenders.	4
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	U.S.	4
20	0	1	2	1	1	5	0	3	0	0	1	3	3	0	2	0	0	4.0	0	10	The context and tone of this text are such that the only acceptable 4-adposition sentence can be: She has been working tirelessly on this project and needs a deadline extension.	4
22	1	0	2	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	8	The term of the Transaction shall correspond to the date(s) set forth in the Product description on the Website.	4
22	0	0	3	4	0	6	0	5	0	2	0	1	1	1	1	0	0	4.0	1	7	The term of the Transaction shall correspond to the location(s) specified in the product description on the Website.	4
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	U.S.	4
28	1	1	4	4	3	5	0	0	3	2	0	1	4	0	1	1	0	6.0	0	7	"Specifically, Jeffs is charged in Utah and Arizona with sexual assault of underage girls and with arranging ""spiritual"" marriages for girls and older men."	4
