n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_post_constraint
9	0	1	0	0	0	2	3	0	0	0	1	0	2	3.0	7	1	1	0	1	0	Bake the chocolate cake according to the instructions.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	5	0	0	0	1	0	Water the lawn with a hose.	0
10	0	1	0	0	1	1	1	0	0	4	1	0	1	3.0	5	0	0	1	0	0	Mike Smith and Anna Johnson met in the garden.	0
7	2	0	0	1	0	0	1	0	0	1	1	0	0	3.0	3	0	0	1	0	0	John's favorite color is blue.	0
17	0	1	0	2	0	2	2	0	2	1	1	2	3	4.0	6	2	2	3	1	0	I would like for Sarah to read the document before it is sent to the client.	0
6	0	0	0	1	0	1	1	0	0	1	1	0	1	2.0	2	0	0	1	1	0	Ivy has baked a cake.	0
13	0	2	0	0	0	2	4	1	0	0	1	0	2	3.0	7	1	1	1	1	0	The team agreed to play football in the park at 4pm.	0
11	0	2	0	0	0	3	4	0	0	0	1	0	1	3.0	7	0	0	1	1	0	The hikers reached the summit of the mountain at sunrise.	0
18	0	1	0	0	1	2	8	0	0	0	5	0	1	3.0	14	0	0	1	1	0	The chef adds soy milk, vinegar, sugar, oil, and vanilla to another bowl.	0
12	0	0	0	0	1	2	4	0	0	0	3	0	2	3.0	6	0	0	1	2	0	The chef adds water, salt, and stirs the rice.	0
8	1	0	1	1	0	1	1	0	1	0	1	0	1	2.0	3	0	0	1	1	0	We are currently examining the financial statements.	0
8	1	1	0	0	1	0	2	0	0	0	1	0	2	3.0	4	0	0	0	1	0	Add corn syrup and beat until smooth.	0
7	0	1	0	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	1	0	He added water to the dough.	0
12	1	1	0	0	1	2	5	0	0	0	1	0	1	4.0	3	0	0	1	1	0	The book covers the topics of quantum physics and advanced mathematics.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets over the horizon.	0
17	0	1	0	0	1	2	7	0	1	0	4	0	1	3.0	14	0	0	1	1	0	She poured the soy milk, vinegar, sugar, oil and vanilla into another bowl.	0
11	0	0	0	2	0	1	2	0	1	0	1	1	2	3.0	6	1	1	2	0	0	The children are waiting for their balloons to be released.	0
8	0	1	1	0	0	1	2	1	0	0	1	0	1	3.0	6	0	0	0	1	0	Serve the appetizers at exactly 6 p.	0
5	0	0	0	0	0	1	1	0	0	1	1	0	1	2.0	2	0	0	1	1	0	John read the letter.	0
17	0	1	2	1	1	1	2	0	4	0	2	1	2	3.0	10	0	0	2	2	0	She will leave the office before you, but only if she finishes her presentation first.	1
16	0	2	1	0	0	3	4	0	0	0	3	0	3	4.0	9	1	1	1	1	0	The sun rose slowly, lighting up the dew-kissed landscape beyond the forest.	1
21	1	2	1	3	0	2	3	0	5	0	2	0	2	4.0	7	1	1	3	2	0	I'll be in the meeting room when you arrive; could you bring me the new reports with you?.	1
21	1	2	1	1	0	3	6	0	2	0	2	1	2	3.0	12	1	0	2	2	1	Even if he denies the claim, his recent purchase of a sports car is raising eyebrows around the office.	1
10	0	0	1	0	1	1	2	0	1	0	1	0	3	2.0	5	1	1	2	1	0	The dog barks and grows when it senses danger.	1
19	0	2	1	2	1	1	5	0	2	0	2	0	2	3.0	10	0	0	2	2	0	I've studied programming for months, but I haven't yet built a web application from scratch.	1
20	0	0	0	1	1	2	4	0	3	0	2	1	5	5.0	5	3	2	2	4	1	While I cook dinner, you could prepare the salad and wash the dishes to help lessen my workload.	1
19	0	1	0	2	2	3	4	0	2	0	1	1	2	4.0	6	1	1	2	1	0	He won't sign the check unless it's endorsed by both the finance manager and the CEO.	1
9	1	0	0	1	0	1	1	0	2	0	1	1	1	2.0	6	1	1	2	1	0	He ate an apple if it was ripe.	1
20	2	0	0	0	1	1	4	0	3	0	2	1	5	5.0	11	3	3	1	3	0	She prefers wearing her old jeans and a worn-out shirt to impress him despite having expensive clothes.	1
13	0	2	0	1	0	3	4	0	0	0	1	0	1	3.0	4	0	0	1	0	0	The team can't win without the star player on the field.	1
13	0	1	0	2	0	0	1	0	4	0	2	1	2	3.0	7	1	0	2	1	1	If I wanted your opinion, I would have asked for it.	1
21	0	0	1	2	0	3	4	0	3	0	1	1	4	5.0	6	3	3	4	2	0	The detective's instincts told him that the victim was lying when he said he didn't know the murderer.	1
11	0	1	0	1	0	1	1	0	2	0	2	1	2	2.0	3	1	0	2	0	1	While I was working, you arrived at the door.	1
12	0	1	0	1	0	0	0	0	5	0	1	1	2	3.0	4	1	1	2	2	0	He didn't believe me until he saw it for himself.	1
20	1	4	0	0	0	2	6	0	1	1	2	0	2	4.0	5	1	1	1	1	0	Despite his impressive track record, the committee refused to hire Michael due to a series of misconduct allegations.	1
15	0	1	0	1	0	0	1	0	5	1	1	2	3	4.0	5	2	2	3	2	0	I asked her if she spoke French while she was waiting for her plane.	1
16	0	0	2	0	0	2	3	0	1	0	2	1	3	4.0	7	2	0	1	2	2	If you want to win the game, then study the enemy's strategies carefully.	1
12	2	0	1	1	0	0	1	0	2	0	1	2	2	4.0	5	2	2	2	1	0	I heard that she is very skilled at cooking Thai food.	1
15	0	1	0	1	0	0	2	0	4	0	2	2	3	3.0	5	2	1	2	2	1	After finishing her presentation, they asked if she would join them for lunch.	1
15	1	0	0	0	0	1	3	0	4	0	2	1	3	4.0	4	2	1	2	3	1	After she wins, her family throws her a huge party celebrating her victory.	1
14	0	0	0	1	0	0	2	0	4	0	2	2	3	3.0	8	2	0	2	2	2	If you touch my books without asking, I will break your pencil.	1
15	0	1	1	1	0	2	2	0	3	0	1	1	3	3.0	5	2	2	2	3	0	You should see the painting with her holding the baby before judging it harshly.	1
12	1	2	0	0	0	1	3	1	1	0	2	0	1	3.0	4	0	0	1	0	0	Despite the heavy traffic, they arrived fifteen minutes before schedule.	1
22	1	1	0	2	0	3	3	1	3	0	2	2	3	4.0	5	3	2	2	3	1	If I were in your position, I would try the old version to compare the two before making a decision.	1
15	1	2	1	1	0	1	3	0	2	0	2	0	1	3.0	5	1	1	1	1	0	After his promotion, Employees were more hesitant to criticize him in the workplace.	1
15	0	0	0	2	0	2	2	0	2	0	2	1	2	3.0	7	1	0	2	2	1	If she doesn't bring the documents, we can't complete the audit.	1
23	3	2	0	2	0	3	6	0	2	0	2	1	0	4.0	6	1	1	2	0	0	The book is not an essential read, unless you're interested in the author's personal insights into their writing process.	1
13	0	0	0	4	0	2	3	0	0	0	1	1	2	3.0	7	1	1	2	0	0	The cake will be served after the birthday song has been sung.	1
14	1	1	0	2	0	1	2	0	3	0	2	1	1	2.0	5	1	0	2	1	1	Although it's a challenging assignment, I'll finish it before midnight.	1
21	1	2	1	2	0	2	2	0	2	0	2	0	6	5.0	10	5	5	3	1	0	He'll finish building the fort before the first raindrop falls, provided it doesn't rain sooner than expected.	1
13	0	0	2	2	0	0	1	0	2	0	2	1	2	2.0	6	1	0	2	0	1	If it doesn't rain heavily tonight, we can grill outside.	1
14	1	0	0	1	0	2	2	0	2	0	2	1	2	3.0	7	1	0	2	1	1	Although he studied all night, he did not get a high grade.	1
15	0	0	1	2	0	1	2	0	2	0	2	1	3	4.0	10	2	0	2	1	2	If he fails to meet the deadline, his promotion would be held back.	1
16	0	2	0	0	1	2	4	0	1	0	2	1	3	3.0	5	1	0	1	3	1	After you finish packing, empty the trash and put out the recyclables for pickup.	1
16	1	1	1	0	1	0	3	0	1	0	2	1	4	3.0	12	2	2	3	1	0	They promised to bring more chairs if attendance doubled, yet only half showed up.	1
19	1	2	0	0	0	2	5	0	3	0	2	1	3	3.0	7	2	1	1	2	1	After checking her messages, she discovered a voice mail from her boss asking for an immediate meeting.	1
19	0	2	0	1	1	1	5	0	4	0	1	1	2	5.0	5	1	1	2	2	0	I will not join your team unless you provide me with details about the project goals and timeline.	1
16	0	1	1	3	0	1	3	0	1	0	2	1	2	3.0	10	1	0	2	0	1	If she doesn't arrive on time, the project deadline will surely be missed.	1
19	0	1	0	0	1	2	2	0	3	0	1	2	5	5.0	5	3	3	2	3	0	She asked me to pick up the groceries and bake a cake while waiting for her to arrive.	1
25	1	1	1	4	1	4	6	0	0	0	2	1	3	4.0	10	1	1	3	0	0	The computer must be restarted or the error may persist despite troubleshooting steps, if the update does not install correctly the first time.	1
14	0	0	1	1	1	1	6	0	1	0	1	0	1	3.0	6	0	0	1	1	0	You should carefully consider each job opportunity's salary range and company culture.	1
12	1	0	1	2	0	1	1	0	2	0	1	1	1	2.0	8	1	1	2	1	0	He will eat the sandwich if it isn't too spicy.	1
13	0	1	1	1	0	1	2	0	3	0	1	1	2	3.0	7	1	1	1	2	0	You should understand her side of the argument before rejecting it outright.	1
14	0	0	1	4	0	2	2	0	0	0	1	1	2	3.0	7	1	1	2	0	0	The cake cannot be served until the frosting has been properly applied.	1
17	1	1	0	0	0	2	5	0	2	0	2	0	3	4.0	6	2	2	1	3	0	The CEO asked us to prepare our report, taking into consideration the upcoming board meeting.	1
13	0	1	1	0	0	2	3	0	2	0	1	1	2	3.0	6	1	1	2	1	0	They only agreed to the deal if we included an escape clause.	1
25	0	2	1	0	1	2	8	0	3	0	4	0	3	4.0	9	1	1	1	3	0	After her heart attack, she stopped smoking, limiting her time outdoors, and began an exercise regimen under the doctor's care.	1
12	0	1	0	1	0	1	3	0	2	0	1	0	2	4.0	8	1	1	2	1	0	She will attend the meeting despite her grandmother's condition worsening.	1
18	0	3	1	1	0	1	3	0	4	0	2	1	2	4.0	10	1	0	2	2	1	If you put that in front of your face, it will block out the sun completely.	1
29	1	5	0	2	0	2	9	0	3	0	4	0	2	4.0	14	1	0	2	1	1	After the power outage, our neighbor's grandmother, who was using oxygen therapy, was hospitalized due to the loss of power to her medical equipment.	2
22	2	2	0	1	2	1	7	0	1	0	2	1	3	5.0	12	1	1	2	1	0	The manager expressed her disappointment that sales had declined, both due to increased competition and poor weather conditions last month.	2
25	2	1	0	2	1	3	6	0	3	0	2	1	3	3.0	12	1	0	2	2	1	If she doesn't have a drivers license, she'll need public transportation or a designated driver for her social engagement this evening.	2
20	3	0	2	0	1	0	3	0	3	0	2	1	4	4.0	9	2	1	1	2	1	If it rains heavily, make sure to cover your patio furniture and also unplug your electric outdoor heaters.	2
23	0	2	1	0	2	2	8	0	1	0	1	1	5	4.0	8	2	2	1	3	0	The recipe for this dessert involves cooking rice porridge overnight and adding fruit and condensed milk on top before serving it chilled.	2
19	0	2	1	0	2	2	5	0	1	0	1	1	3	4.0	11	1	1	2	1	0	She preferred to read mystery novels both late at night and with the lights dimmed in the room.	2
29	3	0	2	2	1	4	7	0	2	0	2	1	4	5.0	10	3	3	4	2	0	The company's revenue will grow substantially if we launch a new product line, assuming the target market is accessible and we effectively market the new product.	2
40	4	4	0	6	1	2	6	0	3	0	3	3	6	8.0	11	5	5	4	2	0	She was delighted to hear that her favorite author was coming to town, as she'd been saving up for weeks to buy the latest novel but had heard that an in-person meeting would cost extra.	2
23	2	2	0	2	1	2	4	0	2	1	1	1	2	4.0	14	1	1	2	2	0	John couldn't attend the meeting due to a prior appointment and because his boss wasn't available to approve his absence.	2
30	3	1	2	1	1	5	5	0	3	0	4	1	4	4.0	12	2	1	3	3	1	After consulting the map, I realized I had mistakenly taken the wrong turn, but fortunately I discovered a short-cut a few meters down the road.	2
23	2	2	1	1	1	4	6	0	1	0	2	0	3	4.0	8	2	2	2	2	0	The city council approved the construction of the new park, providing it included benches along the perimeter and was wheelchair accessible.	2
29	2	4	1	0	1	4	7	0	1	0	2	1	4	6.0	9	2	2	1	2	0	The CEO insisted on a comprehensive analysis of the company's financial status and a plan for reducing costs, not just covering it up with borrowed funds.	2
22	2	1	0	1	0	2	3	0	5	0	2	1	3	3.0	10	2	2	2	3	0	I cannot trust him to keep the money safe, as he lost his last wallet with all his cash.	2
33	4	3	3	0	2	4	7	0	2	0	3	1	3	4.0	18	1	1	3	0	0	My grandmother's house, though old and creaky, felt surprisingly comfortable as the rain gently tapped on the windowpanes and the delicious smell of her cooking wafted through the air.	2
24	2	1	1	1	1	3	4	0	2	1	3	1	4	4.0	13	2	1	2	3	1	After finishing his studies, John moved to a beautiful apartment overlooking the park, but he could hardly afford the monthly rent.	2
24	3	2	0	1	2	2	5	0	3	0	2	1	3	5.0	7	2	2	3	3	0	The chef added several spices and cooked the meat to perfection before we tasted it, which was tender and full of flavor.	2
30	0	2	2	1	0	2	5	0	6	0	3	2	5	4.0	12	5	4	3	4	1	Although she was initially against the idea, my sister convinced my dad to let us have a cat, if we agreed to take care of it responsibly.	2
15	0	1	1	1	1	1	2	0	3	0	2	0	2	3.0	7	0	0	1	2	0	She loves him deeply, but cannot imagine a life without her career.	2
24	2	1	1	1	1	4	6	0	1	0	1	2	4	5.0	13	2	2	4	2	0	The CEO announced that the merger will occur only if both firms have a clear path to profitability and we obtain regulatory approval.	2
26	2	2	3	1	1	2	4	0	4	0	3	1	3	4.0	10	1	0	2	4	1	If you give me an extra hour, I could complete the entire project on time, and perhaps even finish it ahead of schedule.	2
30	2	2	2	1	1	4	6	0	2	0	3	2	5	4.0	16	2	1	2	2	1	If you eat before swimming, wait at least an hour afterwards or risk experiencing a stomach ache, otherwise you will enjoy the refreshing experience of the pool.	2
35	3	4	2	3	1	4	6	0	3	0	3	1	4	4.0	14	2	1	3	1	1	If we don't leave now, we will miss the early bird special at the fancy restaurant, and we might also end up waiting in a long line for the evening seating.	2
27	2	3	2	0	2	3	5	0	1	0	2	1	5	5.0	11	2	2	1	2	0	She won the lottery despite suffering from chronic depression, and afterwards used the winnings to invest in real estate and travel extensively around the world.	2
23	1	0	2	2	1	3	4	0	1	0	3	1	3	3.0	12	1	1	3	1	0	The car's performance was severely impacted after the engine overheated, but fortunately, it didn't cause any irreversible damage.	2
22	3	0	1	2	1	2	3	0	2	0	3	1	4	4.0	17	3	3	4	1	0	The car can go much faster than you think, provided it has enough fuel, and the roads are clear.	2
31	1	2	1	6	1	2	4	0	2	0	4	1	4	3.0	14	2	1	3	0	1	If it rains, we won't be able to go to the picnic; however, the birthday cake has been prepared for ages and cannot be postponed.	2
29	2	3	0	4	1	3	6	1	1	1	2	1	4	4.0	12	2	2	3	1	0	The art exhibition will be opened before the annual conference starting next Monday, and visitors can view the artwork for three days before it's taken down.	2
29	3	1	2	3	1	2	5	1	2	0	2	1	4	4.0	11	3	1	3	2	2	Assuming the company is not already bankrupt, their profits would double if they could reduce production costs by 15% and successfully penetrate the competitive European market.	2
12	0	1	0	1	0	1	3	0	3	0	1	0	2	4.0	3	2	2	2	1	0	I'm an assistant that generates texts based on your instructions.	2
25	3	0	3	2	3	2	6	0	1	0	1	1	2	5.0	8	1	1	1	2	0	A successful investment manager not only understands markets and stocks but also must be capable of analyzing each company and its financial information thoroughly.	2
22	1	1	1	0	1	4	5	0	1	0	2	1	4	5.0	5	2	1	1	3	1	After finishing the marathon, I planned to visit the museum nearby and buy a ticket for the next planetarium show.	2
37	3	2	1	1	1	5	9	0	4	0	4	0	5	7.0	12	3	2	4	3	1	The detective, who was well-known for his deductive reasoning, discovered the missing earring in the suspect's pocket and noticed it had a distinctive diamond encrustment that matched the victim's description.	2
22	1	2	0	1	1	2	7	0	1	1	3	0	3	5.0	12	2	1	2	2	1	The artist, who was influenced by the natural beauty of Japan, painted landscapes featuring cherry blossoms and autumn leaves.	2
24	0	3	1	0	0	2	5	0	5	0	2	2	4	4.0	7	3	2	3	1	1	After listening to your presentation, I strongly recommend you focus on the marketing aspect while you leave the technicalities to your team.	2
20	1	1	3	1	0	2	6	0	0	0	2	0	4	4.0	10	2	2	2	2	0	The weather forecast warns of heavy rain later today, providing umbrellas are brought along when leaving the office.	2
25	2	2	0	2	1	2	4	0	4	0	3	2	3	4.0	10	2	1	2	2	1	After you finish the dishes, put them in the dish drain, so they will dry and be ready for their next use.	2
20	1	3	0	1	1	2	4	3	0	0	1	0	2	4.0	7	0	0	1	2	0	A professional painter charges $30 per hour and has completed five rooms at a cost of $850.	2
21	1	1	0	1	2	3	6	0	2	0	2	1	2	3.0	16	1	0	2	2	1	If you put the wrong fuel into your vehicle, both the engine and the fuel pump can suffer damage.	2
26	3	1	2	1	0	3	5	0	3	0	2	3	3	5.0	12	3	3	4	2	0	My teacher insisted that students read the classic literature before we discussed it, despite the popular belief that this practice is no longer effective.	2
27	1	1	1	5	1	1	4	0	3	0	2	2	5	6.0	6	4	4	4	1	0	I'd appreciate if my siblings would share the household chores equitably, given that mother has been ill and I've had to step up.	2
32	2	2	2	1	1	3	7	0	2	0	3	1	6	6.0	22	4	4	3	2	0	The company issued a statement, stating that they would stop producing plastic bags by the year's end, and their CEO also promised to invest heavily in bio-degradable alternatives.	2
25	2	0	0	0	1	3	6	0	2	1	2	1	5	4.0	10	3	2	1	5	1	After finishing the marathon, John took a long bath to soothe his aching muscles and had a nutritious meal to restore his energy.	2
26	1	1	1	0	0	1	5	0	6	0	3	2	5	5.0	14	3	2	2	4	1	If you lose your wallet, make sure to call your bank so they cancel your credit cards, also report it to the police.	2
21	2	2	3	1	1	0	1	0	2	2	1	1	3	5.0	5	2	2	2	1	0	I was shocked to discover that she not only spoke French fluently but also lived in Paris for many years.	2
35	2	5	1	1	1	5	10	0	4	0	2	0	3	6.0	13	1	1	3	1	0	The artist's interpretation of the scene was influenced by her memories of childhood visits to the park, and it reflected her deep appreciation for the colorful flowers that bloomed there every spring.	2
23	2	3	1	1	2	4	5	0	2	0	1	0	2	5.0	9	1	1	2	2	0	The chef recommended a dish with a hint of lemon and served it with a sauce that was both tangy and sweet.	2
18	0	1	0	0	1	1	3	0	4	0	1	1	4	5.0	5	2	2	2	3	0	He asked me to bring his shoes and to check if they needed polishing before the wedding.	2
20	1	4	0	0	2	4	7	0	0	0	1	0	1	4.0	14	0	0	1	1	0	The chef recommended both the salmon with dill and the veal with garlic for a delightful pairing of flavors.	2
27	3	1	2	2	0	2	6	0	3	0	2	0	3	5.0	12	3	3	2	2	0	I couldn't believe my eyes when I saw the prices for this year's model, given how much cheaper last year's version was.	2
22	3	2	1	1	2	1	6	0	2	0	2	0	2	5.0	9	1	1	2	1	0	The artist creates stunning paintings, which are admired by collectors and experts alike for their vibrant colors and intricate details.	2
35	7	2	1	3	1	4	8	0	1	0	4	1	3	4.0	18	1	1	2	1	0	The new marketing campaign will feature a catchy jingle, a series of humorous commercials, a viral online video, and will engage in various social media activities once it is officially launched.	4
26	3	1	0	2	0	3	6	0	2	0	2	1	5	6.0	8	4	3	2	2	1	Despite having a full schedule tomorrow, I'll make sure to prioritize attending the networking event for the potential business collaborations it may bring.	4
38	3	4	0	1	1	6	8	0	4	0	3	1	6	5.0	11	3	1	2	4	2	Should you feel uncomfortable with your child attending the day care, please consider these alternatives: enrolling them at a local kindergarten or securing a nanny for the interim while you look for a new caretaker.	4
31	0	2	1	1	1	4	7	0	3	0	3	1	6	5.0	13	5	3	2	3	2	If you want us to deliver by the end of the month, I'd advise ordering early to meet that deadline, considering the production schedule and shipping time.	4
72	4	7	1	6	2	6	10	0	9	3	6	3	12	7.0	37	9	8	7	5	1	If you're in the market for a reliable used car, you may want to check out the deals at Fred's Used Auto Sales, provided they stock what you're looking for, and if their pricing aligns with your budget, the warranty they are offering might give you peace of mind, but be sure to carefully read the fine print before making a final decision.	4
30	2	1	0	1	1	3	7	0	1	0	5	2	7	6.0	10	5	4	2	4	1	Before making an offer, I would recommend consulting with financial advisors, evaluating the market conditions, ensuring the property passes inspections, and securing financing if necessary.	4
31	2	2	0	1	3	3	10	0	1	0	3	1	4	5.0	15	2	1	2	2	1	After the merger, if production targets remain the same and labor cost increases, we will need to either reduce employee benefits or outsource some work to foreign companies.	4
53	3	7	0	2	1	3	10	0	8	2	4	2	9	6.0	26	5	5	3	7	0	She agreed to read his proposal on Tuesday if he would make some minor changes, provide her with relevant data by Friday, arrange a time for a call to discuss edits next week, and submit it in hardcopy format along with her feedback once she's finished reviewing it.	4
34	0	1	2	3	2	4	5	0	5	0	4	2	6	5.0	28	3	3	5	3	0	I'll ensure they are well fed, if they attend the conference diligently and adhere to the dress code, and once they complete the project, they will receive a bonus.	4
31	3	2	1	2	1	2	7	0	4	0	4	0	4	7.0	10	4	4	4	2	0	The carnival offers unique experiences, rides that turn up the adrenaline, games that are impossible to avoid, and food from distant lands that you'll long remember.	4
26	3	3	1	2	1	2	1	0	3	2	2	1	4	6.0	22	3	1	2	0	2	Assuming that you've never heard of The Great Wall of China and the fascinating history behind it, it may not seem worth visiting.	4
28	3	0	2	3	1	2	6	0	2	0	3	3	3	4.0	16	4	1	3	2	3	If you're interested in pursuing an MBA, researching different programs and their admission requirements is an essential step, especially since deadlines can vary greatly.	4
36	4	4	2	1	1	1	11	0	3	0	4	1	2	6.0	11	2	1	1	2	1	If you consider yourself an art aficionado, be sure to visit our gallery's website for updates on new acquisitions, weekly workshops and artist collaborations, as well as details on exclusive exhibitions.	4
33	2	3	0	2	0	3	7	0	3	0	3	3	5	5.0	16	5	4	2	3	1	If you have any dietary concerns, please consult with our nutritionist before making a selection from the menu, as she will be able to make recommendations based on individual needs.	4
29	1	0	0	0	3	4	8	0	2	0	4	1	5	5.0	14	2	1	2	3	1	Before I invest, I want to know the business model, understand the market and competition, and consider all the financial projections and cash flow statements.	4
44	2	5	2	0	2	4	11	0	3	0	4	2	7	6.0	15	4	3	5	3	1	After the rain passes, the air smells fresh and children play outside, but their parents always warn them to watch out for puddles due to slippery sidewalks, while some adults take advantage of the opportunity to do their garden work.	4
49	1	4	1	6	1	3	5	0	6	2	4	3	8	6.0	27	7	5	6	1	2	If she manages to finish the assignment by Wednesday, she won't need to worry about the deadline on Friday, her boss won't be pleased if the report is delivered late, and her colleagues will be disappointed if they have to cover for her.	4
30	2	3	0	2	1	5	7	0	0	0	4	1	4	5.0	12	3	2	1	1	1	Before proceeding with the renovation, the blueprints for the kitchen must be approved, the necessary permits obtained, and a budget in place to cover unexpected expenses.	4
30	5	1	0	0	1	0	10	2	1	0	5	0	5	6.0	11	2	2	1	4	0	My plan includes launching three new campaigns next quarter, implementing social media targeting, producing two educational webinars, and creating custom infographics for email follow-ups.	4
26	1	1	0	1	0	1	8	0	5	0	2	3	4	5.0	9	3	2	4	3	1	Although I have extensive experience in web development, I'd appreciate your insight on whether the e-commerce platform you recommend meets our project specifications.	4
48	4	4	3	3	1	2	8	1	5	2	4	2	6	6.0	19	6	4	4	2	2	If the deal goes through as planned, our new manufacturing plant in China will produce parts that are cheaper and more efficient, enabling our sales in Europe to double, which would ultimately result in an 18% increase in our company's total revenue.	4
34	3	3	0	2	1	2	9	1	3	0	4	2	4	7.0	16	3	3	3	2	0	I understand that we need three more team members for this project, each one should be proficient in coding, and if possible, have experience working in our project management software.	4
29	3	2	1	0	2	1	9	0	0	0	4	1	6	7.0	13	2	2	1	4	0	A successful sales strategy includes identifying customer needs, establishing strong relationships, delivering consistent value, and following up regularly while maintaining transparency about pricing and discounts.	4
46	3	2	5	3	3	2	10	0	2	0	2	3	8	8.0	8	6	5	1	4	1	In order to complete the task effectively, it would be beneficial to gather necessary information before proceeding further and consult subject matter experts when needed and to communicate consistently and thoroughly with team members while maintaining a positive attitude despite obstacles that might arise.	4
42	3	1	0	1	3	6	14	0	3	0	4	0	7	5.0	24	5	5	5	4	0	I believe it's worth considering purchasing a hybrid car in the future, provided the cost savings justify the upfront investment, the dealership offers attractive financing options, and the make and model suit my lifestyle and family needs.	4
