n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_link_constraint
10	0	1	0	0	0	3	3	0	0	0	1	0	2	3.0	4	0	0	1	1	0	The cat sat on the mat watched the fish.	2
9	1	0	0	0	0	0	2	0	1	0	2	1	2	3.0	3	1	0	2	1	1	Although heavy rain fell, we played soccer.	2
9	0	1	0	0	0	3	3	0	0	0	1	0	1	3.0	4	0	0	1	1	0	The cat on the mat saw the bird.	2
8	0	0	0	0	0	2	3	0	0	0	1	0	1	3.0	2	0	0	1	1	0	The king's smile amused the queen.	2
9	0	0	2	0	0	2	2	0	0	0	1	0	2	3.0	5	1	1	2	0	0	The sun rises early when the birds sing.	2
14	1	2	1	0	0	2	2	0	0	1	3	0	2	5.0	8	1	0	1	0	1	The sun, appearing so large from Earth, sets over the ocean.	2
9	0	0	1	0	0	2	2	0	0	0	2	0	2	3.0	3	1	1	1	1	0	The sun rises high, illuminating the horizon.	2
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets behind the mountains.	2
6	0	0	0	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	The cat chased the mouse.	2
10	0	0	0	0	0	0	1	0	4	0	2	1	2	2.0	4	1	0	2	2	1	Though I believe her, he denied her claim.	2
7	1	0	0	1	0	1	2	0	0	0	1	0	0	3.0	2	0	0	1	0	0	The king's horse is white.	2
10	0	0	0	1	0	0	1	0	3	2	1	0	2	3.0	4	1	1	2	2	0	John gave Mary his book which she was reading.	2
13	0	1	0	1	0	2	4	0	2	0	1	0	2	3.0	6	1	0	2	0	1	A monkey that I saw yesterday is sleeping in the tree today.	2
9	0	2	0	1	0	1	2	0	0	1	1	0	1	3.0	4	0	0	1	0	0	The king of France was arrested by soldiers.	2
9	0	0	0	0	0	2	4	0	0	0	1	0	1	3.0	3	0	0	1	1	0	The king's son saw the sun rise.	2
10	1	0	0	0	0	3	2	0	0	0	1	1	2	3.0	4	1	1	1	2	0	The monkeys scolded the young for picking the bananas.	2
9	3	0	0	1	0	1	2	0	0	0	1	0	0	3.0	3	0	0	1	0	0	The big balloon's pink tail is visible.	2
11	0	1	0	0	0	1	2	0	3	0	1	0	2	3.0	5	1	1	1	2	0	I told him to give the book to his sister.	2
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun rises over the lake.	2
18	1	1	0	2	0	1	5	0	2	1	2	1	1	4.0	12	1	0	2	1	1	If Mary's cat eats the ham on her kitchen counter, her guest will be upset.	2
8	0	0	1	0	0	1	1	0	1	1	1	0	2	3.0	4	1	0	2	0	1	The bird that Sally feeds sings beautifully.	2
12	0	0	0	0	0	2	3	0	0	0	3	0	3	4.0	6	2	1	1	2	1	The sun, warming the earth, causes plants to grow.	2
9	0	0	1	0	0	2	2	0	0	0	1	1	2	3.0	5	1	1	2	0	0	The sun sets quickly after the moon rises.	2
35	3	2	1	0	0	3	6	0	4	0	5	1	7	5.0	17	6	2	2	4	4	Although the professor hesitated to assign difficult homework, his diligent students, encouraged by their ambitions to excel, impressed him deeply, prompting him to reconsider the ease of the subsequent assignments.	6
37	1	4	0	3	0	3	10	0	3	1	2	3	4	5.0	10	3	2	3	2	1	Although the teacher was exhausted from grading papers all night, she couldn't deny that her student's persistence in asking questions had led him to a groundbreaking insight about Newton's laws of motion.	6
36	3	2	3	1	1	5	6	0	1	0	4	1	7	6.0	11	4	3	2	2	1	Although the storm approached rapidly, the anxious passengers on the creaky old ferry hesitated to alert the seemingly-distracted captain, fearing to provoke his wrath or potentially be ejected from the boat.	6
63	10	10	3	0	1	8	15	0	5	0	6	0	5	10.0	15	3	2	3	2	1	The tiny figure of the woman, her shawl adorning a basket of bright blue eggs, handed the fragile contents carefully across the crowded room to the small boy, who smiled up at her from beneath his thick fur hat, his cheeks filled with a delightful mixture of cold, mud and the sweet scent of freshly baked gingerbread.	6
44	3	5	0	2	1	9	9	0	1	0	3	2	8	6.0	17	6	4	4	2	2	Despite the fact that the sun was beginning to set and the players were growing tired, they all continued playing soccer until the referee called the match due to a heavy rainstorm approaching, resulting in a thrilling end to the game.	6
72	4	8	10	3	0	7	11	1	8	0	6	1	11	10.0	18	10	9	7	2	1	The tiny kitten, which was rescued from the burning building three days ago by the heroic fireman, has grown increasingly attached to him ever since, always purring contentedly whenever he enters the room, even nibbling gently on his shoelaces whenever he bends down to pick up a toy for her to play with, such is the profound impact that the event had on their developing bond.	6
36	4	1	2	3	1	3	8	0	4	0	4	2	4	6.0	9	3	2	4	3	1	Although the hiking route was treacherous and involved multiple river crossings, my friend persisted, confident that we'd eventually reach the summit, where his girlfriend would welcome us with a sumptuous feast.	6
35	3	4	1	0	2	1	10	0	4	0	4	0	5	4.0	15	2	2	1	2	0	The sad clown, despite his paint smeared cheeks and tearful eyes, managed to bring joy to his audience with his brilliantly woven jokes and impressive magic tricks, leaving everyone in awe.	6
49	4	6	3	3	0	4	7	0	8	0	5	2	6	8.0	13	6	5	5	3	1	The annoyed customer, who was seated directly behind me in the crowded theatre, insisted that I ask the man in front of me to stop leaning back in his seat, which was causing her significant discomfort, although he was entirely unaware of the situation.	6
96	8	14	6	0	1	12	24	0	3	0	11	2	13	10.0	65	9	8	4	3	1	The bald eagle, perched precariously on the thin branch, stared intently at the salmon struggling within its powerful jaws, while shoals of silver fish darted past, their scales gleaming in the fading sunlight, a ripple sending outwards through the tranquil water, causing schools of rooted plants at the pond's bottom to waver slightly before regaining their grounded composure, and in that instant, a gentle gust of wind stirred up memories of a past life, long lost, in the mind of the venerable elder eagle.	6
50	5	4	2	1	1	6	8	0	3	1	6	2	9	8.0	21	7	5	5	1	2	Although the sun had begun to set, Sarah decided to continue hiking up the mountain, her resolve only growing stronger the higher she climbed, until the last vestiges of light disappeared, and only the sound of her footsteps echoed through the vast, empty wilderness.	6
49	7	6	4	0	1	5	12	0	3	0	4	2	4	7.0	21	3	1	2	2	2	Although my grandfather's antique shop on the bustling main street initially struggled, his dedication to customer service, as well as his knack for finding unique and hidden treasures, eventually transformed the small business into a local institution beloved by all generations of the town.	6
53	3	4	4	1	1	7	9	0	1	1	6	3	10	6.0	16	7	4	4	2	3	Even though the sun was setting, John, hoping to catch a large salmon, persevered in his attempts to fish in the  rapidly darkening stream, as the cool breeze began to blow through the willows, but unfortunately the fish seemed more concerned with spawning than taking the bait.	6
51	3	6	5	0	1	6	11	0	5	0	7	0	7	5.0	22	3	3	2	3	0	A young boy watched as his puppy, tugging persistently at its leash, stared longingly at a ham sandwich on the lunch table, whimpered quietly when his father, taking a large bite into the sandwich, glanced down at him, and gave him a disapproving frown.	6
38	5	1	4	2	0	3	6	0	3	0	5	1	5	5.0	22	5	1	3	3	4	Although the children were originally hesitant to go on the ghost tour, their older siblings, who claimed to have experienced strange occurrences there before, convinced them to bravely explore the ancient, moonlit mansion.	6
44	4	4	3	2	1	5	10	0	2	0	3	2	7	8.0	9	5	5	4	3	0	The harsh wind prevented the tiny kitten from exploring under the old oak tree where a family of squirrels had been storing nuts, and that inadvertently saved its life from danger as a bigger predator lurked close by, waiting to pounce.	6
54	9	7	4	2	0	5	12	0	4	0	5	1	5	5.0	22	4	2	2	2	2	The surprisingly long-legged giraffe that was standing next to the tall elephant, with its young calf hiding behind its hind legs, was gently caressing the wrinkly trunk of the ancient elephant, using its delicate feet as soft as feathers while looking at the baby elephant with maternal affection.	6
54	11	6	2	2	1	3	15	0	0	0	6	2	6	7.0	32	4	0	1	2	4	Although the initial investment required for starting a solar energy company may appear daunting at first, careful financial planning, the implementation of economies of scale, substantial government subsidies enabling cheaper production, and growing demand from environmentally conscious consumers can ultimately result in significant long-term returns on investment.	6
48	2	6	3	2	0	5	8	0	5	0	6	3	6	6.0	12	5	4	4	1	1	The strange man, leaning against the wall, whispered in the girl's ear, as her mother drowsily nodded off in the corner chair, that he would bring her father back from the dead, if she would just promise to elope with him.	6
39	1	4	5	1	0	5	8	0	2	0	3	3	6	7.0	16	5	3	2	3	2	The incredibly anxious dog, despite being exhausted from relentlessly barking at the mailman each day for months, refused to let his guard down even as he finally caught sight of the postman delivering yet another letter.	6
68	6	4	3	3	1	8	13	1	6	0	8	2	11	10.0	38	9	7	7	4	2	Although the children refused to believe their eyes, the grandfather maintained that it was a rabbit he had caught, which weighed more than thirty pounds, had enormous ears, a pink tail that glowed in the rain, a coat as white as freshly fallen snow, and sharp teeth, bared in a vicious snarl when any attempt was made to approach it.	6
35	3	2	0	2	0	5	9	0	4	0	2	2	4	6.0	10	4	2	4	4	2	Although the children were excited to see the clown at the party, fear grippe their hearts as they remembered the scary stories their uncle had told them about the jester's past antics.	6
51	8	4	3	1	0	6	10	0	3	0	6	2	7	7.0	15	5	5	5	2	0	The tiny elf in the large forest ensured that the wicked witch, who hated babies, would not harm the new-born prince, who slept soundly within the gated palace surrounded by loyal knights, as the wise owl looked down protectively from his tall tree perch.	6
58	6	2	2	3	2	6	11	0	5	0	8	2	9	10.0	10	8	7	4	4	1	The tiny kitten, whose fur was matte and gray, licked its mother's scarred and weary paw, which was wounded from protecting the family, while the ravenous wolf pack, noticing their prey was cornered, growled menacingly in the darkness, preparing themselves to lunge at the family whenever an opportunity arose.	6
55	5	5	7	3	1	4	10	2	5	1	4	2	6	6.0	15	3	1	4	2	2	Though her grandmother, who had recently turned one hundred, often spoke fondly of their shared adventures across Europe decades ago, the young woman was disheartened that the elderly lady could now barely remember their last encounter prior to this visit and seemed more interested in the antics of her pet cat.	6
43	2	3	0	1	2	3	12	0	5	1	2	3	5	6.0	22	4	2	3	4	2	Though Anna believed her brother's assertion that their dog had not bitten the child despite her persistent concern about that possibility, she felt both relief and anxiety upon hearing the child's excited laughter issuing from her brother's bedroom.	6
62	5	6	4	1	0	9	12	0	5	0	7	1	11	13.0	11	10	10	4	6	0	The tiny kitten, with its fur still damp from bathing, playfully batted an empty milk can lid across the floor, which attracted the dog that barked loudly, terrifying a startled squirrel nestled above, causing it to scatter acorns in a frenzy while alerting a curious bear who ambled toward the disturbance, drawn by the commotion.	6
33	4	5	2	2	0	5	8	0	1	0	1	1	4	5.0	14	3	3	3	0	0	The awkward squadron leader explained to the uncomfortable board of inquiry that the confused pilot had been temporarily blinded by a bird flying into the cockpit just prior to their plane crashing.	6
40	3	6	2	1	1	7	10	0	2	0	2	2	4	5.0	15	2	0	2	2	2	Although the heavy winds prevented the small helicopter pilot from flying directly over the forest, he could still survey the trees and report on their growth due to the transparent observation window on the side of the vehicle.	6
38	2	6	0	3	0	6	8	0	2	2	3	0	4	8.0	16	3	3	4	0	0	The unpleasant odor in the room originated from the decaying remains of the fish that Jerry's aunt, who was suffering from Alzheimer's disease, had forgotten was stored in the refrigerator for a week.	6
31	6	2	1	1	0	4	6	0	2	0	4	1	3	6.0	6	2	2	3	2	0	The tall, dark-haired policeman questioned the short suspect, who nervously insisted that he did not steal the blue diamond despite the testimony of several eye witnesses.	6
43	5	6	2	1	1	5	10	0	6	0	3	0	3	4.0	17	2	1	2	3	1	The annoying little sibling who was sitting next to me on the long flight repeatedly kicked my shin beneath the table, despite my persistent warnings and his parent's threats, causing me great discomfort throughout the remainder of the journey.	6
50	6	5	0	0	2	7	15	0	3	0	5	1	6	6.0	19	3	2	4	4	1	The tiny mouse, which lived underneath the old oak tree and gnawed through intricate mazes within the labyrinthine complex, had a fear of cats and avoided the sinister-looking figure that stalked the forest path, while its family gathered nuts from the nearby beech grove.	6
77	7	10	4	6	1	6	16	0	8	0	8	1	8	7.0	26	6	4	5	3	2	The strange behaved child, who was frequently bullied at school, because of his unusual looks, whose parents had always known he'd be a unique addition to their family but had no explanation as to why, whose older brother used to make fun of him relentlessly, despite their father's warnings, was today hailed as a local genius, after having solved an unsolvable mathematics problem at a young age.	6
51	1	4	2	2	0	5	10	0	5	0	9	3	9	7.0	25	7	3	5	2	4	"""A father, hoping that his son, who's struggled all year in math, would excel in science as he once did, eagerly helped him solve the intricate equation on the chalkboard in their garage-turned-study, as the sun began to rise."	6
49	4	5	1	1	0	4	10	0	3	9	5	0	6	10.0	17	5	5	3	6	0	A beautiful sunset inspired Father Geoffrey, who encouraged Sister Margaret to prepare their pupils for the village celebration, where grandfather Abraham, wearing his antique vestments from the Revolutionary War era, would lead a parade of children carrying lanterns down Main Street to City Park.	6
48	3	5	2	2	0	3	11	0	3	5	3	3	6	6.0	26	5	2	2	3	3	Although Anne's older brother John is currently residing in New York, working as a software engineer for a renowned tech firm despite recently earning his degree from MIT, our mother has encouraged Anne to pursue her goal of becoming a marine biologist since childhood.	6
76	8	6	2	2	2	9	17	0	8	0	9	1	9	12.0	19	7	6	5	4	1	The awkwardly dressed clown, with an unlit cigarette between his lips and a sad smile plastered across his face, tried to hand the crying child, who had lost his red balloon, a new orange one, but the child, who was still inconsolable, clung to his mother, while she attempted to console him in an attempt to avoid a potential scene in the overcrowded shopping mall parking lot.	6
63	4	9	1	2	1	8	14	0	9	0	6	3	6	7.0	15	5	3	4	5	2	The little boy, who was tired after helping his grandfather in the gardens all morning, requested a glass of ice-cold water from his mother, who then fetched a glass for him from the kitchen and filled it with water from the fridge, before handing it to him while he was working on a challenging math problem.	6
42	6	7	0	0	0	5	10	0	4	0	4	2	4	5.0	19	3	1	3	2	2	Although the coach believed the first-year pitcher had great potential, despite his inconsistencies throughout the regular season, he decided against including him on the roster for the playoffs because of his recent poor performance in crucial games.	6
47	3	4	3	1	1	6	10	1	3	0	6	1	8	7.0	17	5	4	5	2	1	The astonished crowd at the museum, as the tour guide recounted the haunting legend of the painting, watched transfixed as one lady, who had laughed just moments before, unexpectedly fainted, dropping her eyeglasses which clattered and rolled across the tiled floor.	6
30	5	1	3	0	0	1	5	0	3	1	2	1	5	5.0	16	4	1	2	4	3	Although the teacher initially doubted young Max's ability to understand complex equations, eventually recognizing his exceptional intuitive talents allowed him to excel beyond even her highest expectations.	6
50	5	4	3	1	1	5	14	0	4	0	5	0	6	9.0	24	5	4	3	2	1	The sad clown, whose red painted smile had faded with age, regretfully recalled how his son, a brilliant medical student torn between a desire to help his patients and the family circus business, eventually chose medicine over the circus to provide for his aging parents.	6
56	7	7	3	0	1	4	16	0	1	1	7	0	7	7.0	18	3	2	2	6	1	Despite initial protests, John's decision to move the company overseas brought about considerable savings, enabled the expansion of production capacity, attracted significant foreign investors, and created new international business partnerships that in turn, improved the overall profits of the organization remarkably, resulting in praise from industry analysts worldwide.	6
57	5	4	1	1	2	6	12	0	6	2	4	2	8	8.0	31	6	4	5	4	2	Although the initial plan to visit both grandmother's house and the museum seemed like a feasible option, considering grandma's advanced age and the distance to the museum, my Uncle John suggested we prioritize our visit to grandmother's, ensuring we could spend more quality time with her before she passed away.	6
39	4	1	2	3	0	2	6	2	3	1	3	4	7	5.0	14	6	5	5	5	1	Although Max couldn't understand the complex calculations, the mathematician assured him that if he persevered in studying quadratic equations, eventually he would comprehend how integrating two roots would yield four different values under certain conditions.	6
57	6	5	5	2	0	2	9	0	9	0	5	2	9	9.0	17	7	6	5	4	1	The astonished little girl, who felt a deep sense of wonder towards her eccentric uncle's old violin, hesitated to ask for it yet continued to admire it from afar, hoping that someday it would magically be hers, watched as her uncle played hauntingly beautiful melodies that brought tears to her eyes.	6
39	5	5	1	2	0	3	12	0	0	0	5	0	4	6.0	26	3	1	2	2	2	Despite the protests from labour unions, the multinational corporation's decision to relocate production to a foreign country, where workers were paid lower wages, was endorsed by government officials, leading to widespread social unrest.	6
49	6	3	3	2	2	2	6	0	10	0	5	2	8	5.0	22	5	5	7	5	0	The annoyed manager scolded the overworked employees, but their tired resignation prevented her from understanding their reasons, and as she left, she wondered where her own frustration had come from, when it dawned on her she had demanded too much of her understaffed team.	6
35	3	0	2	2	1	4	8	0	3	0	4	1	5	5.0	22	4	3	2	4	1	The unhappy princess, refusing her father's proposal, convinced the wandering knight to help defeat the fearsome dragon guarding the golden treasure, but only if she could be his queen afterwards.	6
50	4	7	1	1	1	7	11	0	5	0	5	1	6	6.0	20	5	3	2	5	2	The tall man with the red hat, who was carrying a large umbrella to protect himself from the sudden downpour, noticed his child running after a dog, chasing it in excitement and laughter, before eventually losing sight of it around the corner of the park.	9
104	12	12	4	2	5	11	24	0	7	0	8	4	12	12.0	32	11	8	6	5	3	Although the children were initially reluctant to embark upon the arduous journey through the dense and unfamiliar forest in search of the legendary treasure, the compelling stories their mother had weaved around it since ancient times managed to ignite a sense of awe and adventure in them, which ultimately led them to traverse miles upon miles under the scorching heat and unpredictable weather, fueled by the dream of holding the precious treasure in their hands, while their ever hopeful and determined father watched from a distance, offering guidance, comfort, and moral support whenever the need arose.	9
60	7	3	2	3	1	7	15	1	3	0	4	4	9	5.0	19	7	5	6	3	2	Though the cook insisted that the boiling casserole was safe, the curious seven year old boy reached into the pot to retrieve a burning hot marshmallow while his older brother laughed and shouted encouragement, unaware that their aunt who was stirring nearby had accidentally knocked over a bottle of flaming brandy, igniting a massive kitchen fire.	9
49	6	3	1	0	2	4	16	0	2	0	5	2	7	7.0	28	4	1	2	5	3	Though believing in the inherent value of a thorough education that emphasizes a broad-based curriculum while also nurturing critical thinking skills and promoting creativity, the administration announced yesterday its decision to cut funding for foreign language courses, art classes, and extracurricular music programs.	9
49	10	6	0	3	3	3	14	0	1	0	5	0	3	6.0	21	3	2	3	0	1	Despite the persistent protests of the disgruntled workers, their demands for better pay and working conditions having been unmet for years, management remained indifferent and noncommittal, believing the continued low morale among employees was due to personal reasons, not corporate policies or labor issues.	9
58	13	8	0	1	0	8	12	0	4	0	7	0	5	7.0	17	4	3	3	2	1	The elegant princess with long golden hair, dressed in a gorgeous red gown with intricate white embroidery, handed the precious antique vase to her loving brother, the brave knight, who was standing in the corner, shielding their vulnerable mother from the furious attacker, with a broadsword that glimmered in the moonlight.	9
73	10	4	3	4	1	7	12	1	8	0	9	3	9	9.0	26	8	6	7	4	2	The enormous crocodile that is always lying in the sun, which has scaly skin, large sharp teeth, and a powerful jaws, is being carefully carried by five strong men, who are trying to transport it to a new location because the local community considers it a public threat, although it refuses to move, while its eyes cautiously follow their movements, fearful of an ambush.	9
52	4	8	3	1	2	7	11	0	4	0	3	1	6	8.0	37	4	1	2	2	3	Although the children were initially hesitant to go kayaking in the choppy sea despite the promise of sun and warm weather due to the perceived danger inherent in such an activity, under the expert supervision of their parents, they eventually overcame their fears and began to enjoy themselves immensely.	9
73	8	7	6	4	4	3	11	0	10	0	6	2	11	11.0	20	7	6	6	4	1	The unhappy princess, who was overlooked by her parents due to the constant favoritism towards her brothers, felt lonely and dejected, but found solace in practicing ancient music, which reminded her of her dear deceased grandmother and her once promising future that had now slipped away into obscurity, hoped that someday she would be able to perform in public and reclaim the attention she so desperately craved.	9
104	13	10	4	2	5	11	24	1	4	0	13	4	12	9.0	22	8	7	6	7	1	The tall tree by the pond, whose trunk had an initial circumference of eighteen inches, bore abundant foliage and provided a shady resting place for migrating birds, while its massive roots, which extended deep beneath the murky water, anchored the tree securely, nourished it via absorption of nutrients and water from the soil, and, over time, prevented the tree from being uprooted even during strong storms and powerful floods, thereby ensuring that the majestic tree, a true guardian of the tranquil pond, would remain steadfast and undeterred for generations to come.	9
34	4	5	2	0	0	7	7	0	1	0	3	1	4	6.0	10	3	3	1	3	0	The enormous whale breached the surface, scattering the frightened shoal of mackerel in all directions before engulfing the largest among them, much to the surprise of the curious dolphins swimming nearby.	9
75	4	6	1	1	1	2	14	0	14	2	6	3	13	9.0	26	10	8	4	9	2	Although Sophia, unable to persuade her younger brother to share his toy plane after their mother's passing, pleaded with him to let her try it for just a few minutes, knowing that it reminded her of their happy childhood memories, he refused, causing Sophia's sadness to escalate as she could not find another distraction to occupy her mind during her moments of sorrow and missing her mother.	9
57	6	9	0	1	1	9	15	0	4	0	5	0	7	10.0	44	5	0	4	2	5	The tall man with the glasses, whose left hand held a pipe, that was covered in rust and connected to a large oil tank situated behind his house, which stood at the edge of the quiet lake surrounded by tall pine trees, watched the peaceful reflection of the moon on the water.	9
68	2	10	3	0	1	8	15	0	6	3	8	3	9	11.0	12	7	6	4	3	1	The bald eagle, a bird of prey belonging to the Haliaeetus genus, found itself at the top of a tree, near the lake where John, holding his binoculars, watched with excitement as his young companion Emily squealed with delight after spotting it, while simultaneously pointing at the magnificent bird, and her dog barked joyfully at the scene unfolding before them.	9
106	10	8	4	5	8	11	20	0	10	0	12	2	15	7.0	90	9	7	6	9	2	The unhappy dog, having been abandoned at the shelter despite being extremely well-behaved and trainable, finally found a loving home during the annual charity open house, where the volunteers, recognizing his potential, took him out for some exercise, and the gentle interaction between the dog and the visitors helped boost his morale, and as he was given attention and care, he wagged his tail and made a happy face, allowing the kindly woman to notice and be drawn to his sweet disposition, and she ended up adopting him as her newest family member.	9
56	4	6	2	2	3	4	14	3	2	0	9	1	6	6.0	22	3	2	2	2	1	The elusive fox, which had been hunted relentlessly since morning by five farmers, two hunting dogs, and one baiter, narrowly escaped from the angry mob after darting through the undergrowth, leaping across streams, and scaling trees in a heart-pounding chase, leaving his pursuers disheartened and frustrated.	9
69	9	8	1	1	2	8	13	0	6	0	8	1	8	8.0	21	6	4	5	4	2	The sad clown, whose purple tear made children shiver, despite himself laughed at the sight of a small boy's happy, uncontrollable sneeze, as he clumsily dropped the red balloon he had attempted to give the boy, who, oblivious to both the clown's predicament and to the unexpected gift, reached up to catch it amidst widespread laughter from the onlookers.	9
36	5	4	1	1	3	3	13	0	0	0	3	1	2	5.0	14	1	1	2	1	0	The intricate network of interdependencies among world powers, multinational corporations, and global political alliances ensures that no single leader or entity can effectively address climate change without the collaboration and assistance of others.	9
105	8	15	3	2	3	19	32	0	1	0	8	1	8	9.0	88	4	0	3	2	4	The intricately woven tale of how, during a heated debate within the city council, the eccentric millionaire's late night demand for a park bench to be relocated, the city planner's refusal due to a technicality within zoning codes, the subsequent intervention of the powerful local developer who supported the millionaire, the threat of a lawsuit against the city if the request was not granted, and eventually the compromise allowing the millionaire's bench but at greater expense and inconvenience to tax payers, came as a great surprise to the public during the following municipal election.	9
52	4	4	3	1	2	3	11	0	6	3	6	1	5	8.0	24	4	1	4	4	3	Although Ann's brother John, who is a lawyer, disapproves of her relationship with Alex, the charming but unreliable man who owes him money and had a troubled past, they still continue to spend time together at local jazz bars, much to their family's frustration.	9
72	6	2	4	0	1	2	22	0	8	0	8	2	12	9.0	19	7	4	3	10	3	Although the sales manager's refusal to authorize our marketing campaign displeased our project leader, who strongly believed in its potential, our team remained dedicated to creating compelling presentations, gathering persuasive data, meticulously crafting persuasive messages, devising effective sales scripts, and rehearsing our delivery techniques in order to eventually persuade the reluctant sales manager to change his mind, thus securing our campaign's success.	9
38	5	3	4	4	1	2	8	0	1	0	4	1	5	6.0	16	4	2	3	1	2	The unhappy little elf, whose spirit had been dampened by constant teasing from mischievous gnomes living nearby, sought solace deep in the ancient forest, believing that peace and joy could only be found there.	9
59	2	4	2	2	1	8	12	0	7	0	5	2	11	10.0	18	10	7	5	6	3	Although the cook insisted that he was not the one who accidentally broke the priceless family heirloom, the nervous guests believed the child's accusation, leading them to demand his removal from the kitchen, leaving the chef dismayed, feeling betrayed by those he had prepared the meal for and now feared for his livelihood.	9
143	4	14	3	9	7	13	21	0	18	14	2	6	22	7.0	124	15	2	16	13	13	If Peter didn't bring his umbrella because it was under the bed and Anne kept her purse in the hallway because she wanted to avoid carrying it in a crowded subway and John gave his book to Michael despite his intense dislike for that author's writings and Michael wanted to borrow a dictionary from Tom because of an exam the next day and Tom was busy but his wife Susan could get it as she didn't have to work and Susan offered to bring the dictionary to Peter so he could borrow it from her before the subway ride and Peter invited Anne to join them both on the train because he felt they would make the time pass more enjoyably, Anne didn't have to take the subway because Susan could take her home in her car.	9
