n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_link_constraint
7	1	0	0	0	0	1	3	0	0	0	1	0	1	2.0	2	0	0	1	1	0	The weather forecast predicts heavy rainfall.	2
9	2	0	0	1	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	1	0	The new legislation may cause some economic repercussions.	2
8	0	1	0	0	0	2	3	0	0	0	1	0	1	2.0	4	0	0	1	0	0	The sun sets behind the mountain range.	2
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The cat knocked over the vase.	2
8	1	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The old painting hung over the fireplace.	2
9	0	2	0	1	0	2	3	0	0	0	1	0	0	2.0	3	0	0	1	0	0	The apple was on top of the pile.	2
7	1	0	1	2	0	0	1	0	1	0	1	0	0	2.0	4	0	0	1	0	0	Your father will be very proud.	2
8	1	1	0	1	0	0	1	0	1	1	1	0	1	2.0	2	0	0	1	0	0	Your sister was born in New York.	2
37	6	3	1	3	2	3	9	0	1	0	3	0	4	5.0	11	1	1	4	1	0	The ancient artifact's provenance cannot be definitively traced, but reports suggest an Egyptian origin, and historians believe its discovery was precipitated by rivalries between rival European explorers in the late 19th century.	6
22	2	4	0	1	1	1	8	0	0	0	2	0	2	4.0	8	1	0	1	1	1	In case of extreme flooding, failure to secure the levee can result in extensive property damage and loss of life.	6
24	0	4	1	1	1	2	4	0	5	0	2	0	4	6.0	6	2	2	2	2	0	She took off her coat and handed it to her grandmother who was seated next to the fireplace, shivering from the cold.	6
20	0	3	0	1	0	2	4	0	1	0	2	1	4	4.0	8	2	1	2	1	1	After the storm struck, we were advised not to use the beach for days due to polluted water.	6
28	1	2	2	1	0	2	7	0	5	0	2	0	4	4.0	14	3	1	3	2	2	When she took her eyes off the book to wipe them, her husband's tears fell on the dog-eared page where her book mark was lodged.	6
27	1	1	3	1	0	4	6	0	1	0	4	0	4	5.0	10	3	2	1	2	1	The elderly neighbor's gossip, often involving my family's business, would spread rapidly throughout the community, creating quite a stir when misconstrued.	6
28	1	1	2	2	0	3	6	3	2	1	2	1	4	5.0	7	4	2	4	2	2	When the chef finally finished seasoning the meat, he announced it would be ready for tasting once the temperature gauge hit two hundred eighty degrees Fahrenheit.	6
27	3	6	1	0	0	5	7	0	0	0	3	0	2	6.0	18	1	0	1	0	1	In the heart of the ancient forest, beneath the canopy of trees steeped in folklore, the hidden waterfall sparkled invisibly to the outside world.	6
32	5	2	1	0	1	4	7	0	2	0	4	0	6	5.0	17	1	1	3	3	0	The old wooden dock had splintered planks, rotten posts, a broken railing and required extensive repairs, thus it posed a clear danger to the boats moored near it.	6
30	2	3	1	4	0	3	7	0	4	1	3	0	2	5.0	13	2	2	3	1	0	My grandfather had bought the antique pocket watch, which had belonged to his great uncle who had been an explorer, during a trip to Europe decades ago.	6
22	3	2	0	1	1	2	7	0	2	0	2	1	1	3.0	13	1	1	1	1	0	Despite his extensive experience and numerous accolades, his lack of college degree was a significant impediment to getting the position.	6
19	4	2	0	0	1	2	5	0	0	0	1	1	3	4.0	6	1	1	1	2	0	The ancient Roman aqueduct delivered water to the citizens by passing through numerous tunnels and crossing multiple streams.	6
17	2	2	0	0	0	2	5	0	2	0	2	0	1	3.0	8	0	0	1	1	0	After his team's loss in the final game, the captain announced his unexpected retirement.	6
24	0	4	3	1	0	0	5	0	6	0	2	0	3	4.0	9	2	2	3	1	0	Despite her reservations about his choice of career, she still supported him wholeheartedly when he announced he was enrolling in circus school.	6
24	2	3	2	0	1	1	4	0	3	0	2	1	5	7.0	7	3	2	1	3	1	Before entering the lab, make sure you scrub your hands thoroughly with soap and let them dry completely due to harmful bacteria.	6
32	4	4	2	1	1	3	8	0	1	0	3	0	4	5.0	16	3	3	2	3	0	At the busiest intersection in town, motorists often get stuck waiting for the red light to turn, and the vendors selling fruits nearby offer them fresh slices for refreshment.	6
24	5	1	2	0	0	1	5	0	1	0	4	0	4	3.0	9	2	2	2	1	0	The large oak table, with its elaborate antique carving, required great care when moving, so several people had to help.	6
17	2	2	1	0	0	2	4	0	2	0	1	1	2	3.0	8	1	1	1	2	0	The author of this poem received critical acclaim from his peers prior to publishing it publicly.	6
23	2	2	1	0	1	4	6	0	0	0	2	0	4	3.0	12	1	0	1	2	1	To find the missing diamond in the cave system, expert divers first identified and explored all of the submerged underwater caverns.	6
26	6	5	1	0	0	4	6	0	1	0	2	0	1	4.0	9	0	0	1	0	0	Beyond their picturesque value, the crumbling ruins of these ancient temples served as an important reminder of a once great civilization to contemporary archaeologists.	6
21	1	1	0	0	0	2	4	0	4	0	2	1	5	4.0	7	4	2	3	2	2	After his sister finished making his favorite meal, he realized he forgot to buy the rice at the supermarket.	6
21	0	0	0	3	0	1	3	0	3	0	4	1	5	4.0	6	3	1	3	2	2	"After she had finished preparing the meal her mother added, ""We're having guests, don't forget."	6
18	0	1	0	1	0	1	5	0	2	0	2	2	4	4.0	9	3	1	2	2	2	Before his friend suggested buying the vintage baseball card, he had intended on investing in stocks.	6
22	3	3	1	1	0	2	5	0	4	1	1	0	1	4.0	6	1	0	2	1	1	When she was a young child her grandfather told her intriguing stories about his travels across America on the transcontinental railway.	6
31	4	1	1	0	0	6	8	0	1	0	2	1	6	8.0	6	5	4	2	3	1	The gardener's pride in cultivating the extensive estate became apparent when observing every detail, including the delicate orchids growing in the glass greenhouse that overlooked the sprawling garden.	6
28	4	4	2	1	0	2	7	0	1	0	2	0	5	7.0	9	3	3	2	2	0	The ancient library was illuminated with intricately woven lamps of various colors, casting fascinating shadows on muraled walls that depict stories of a civilisation now forgotten.	6
30	4	2	1	1	0	3	9	0	3	0	2	0	5	8.0	7	4	4	3	3	0	The young artist spent countless hours perfecting each detail on her elaborate oil painting, which she hoped would impress the critical gallery owner when unveiled on opening night.	6
22	2	1	1	1	1	4	4	0	2	0	2	2	2	3.0	8	2	1	3	2	1	Before the chef added any spices to the dish, he cautioned the customers that it was incredibly hot and spicy.	6
29	5	4	0	1	1	3	7	0	2	0	4	0	2	5.0	6	1	1	2	1	0	In the old temple ruins, hidden statues are discovered during the archaeological dig, some missing their limbs, yet priceless to scholars for their historic importance.	6
18	1	2	0	1	0	1	6	0	2	0	1	1	3	4.0	6	2	1	2	1	1	After consuming several glasses of water she realized her thirst was caused by a medication side effect.	6
20	0	1	2	0	0	4	5	0	1	0	2	2	3	4.0	6	2	1	2	2	1	After carefully examining the blueprint, the architect suggested that we add an orchid room adjacent to the terrace.	6
36	5	2	3	3	1	2	5	0	2	1	4	2	4	4.0	19	3	3	3	0	0	"The ancient Greek philosopher Socrates famously asserted that ""an unexamined life is not worth living,"" yet it wasn't until many centuries later that his ideas were first recorded in written form."	6
23	1	4	1	1	0	1	7	0	0	0	3	0	5	5.0	7	2	2	1	1	0	From the ancient library, dust covered scrolls were carefully unfurled by expert hands, revealing forgotten knowledge passed down through generations.	6
23	0	5	1	0	0	4	6	0	1	0	2	1	3	5.0	9	2	1	1	1	1	While driving through the rainforest late at night, we spotted a jaguar lying in wait near the edge of the road.	6
31	3	4	1	1	1	6	8	0	0	0	2	0	4	6.0	11	1	1	1	3	0	During the final phase of construction, engineers discovered a structural flaw in the supporting beams and now must find an urgent solution to prevent the collapse of the bridge.	6
27	3	5	0	1	1	1	6	0	1	2	3	0	4	5.0	9	2	2	1	2	0	Due to severe storms in the North Atlantic, multiple airlines have had their flights canceled or diverted, causing lengthy delays for thousands of passengers.	6
25	3	3	0	1	0	4	7	0	3	0	2	1	1	3.0	9	1	0	2	2	1	Although her brother was an only child, her father left him a vast inheritance due to a business partnership with a wealthy acquaintance.	6
22	0	2	2	0	1	2	4	0	4	0	2	0	4	5.0	10	2	0	1	4	2	Despite his mother repeatedly reminding him to wear a jacket, he forgot it at home and subsequently caught a cold.	6
27	5	2	0	0	1	0	8	0	3	0	4	0	3	6.0	7	1	1	1	2	0	In her kitchen's old stone wall hung large, ancient-looking cooking pots, their patina adding warmth to its modern and bright ambiance.	6
20	1	1	2	1	0	3	5	0	0	0	4	0	3	4.0	9	2	1	2	2	1	Underneath the tree, where children normally build a treehouse, lies an old oil can, leaking fuel.	6
19	2	2	1	1	0	1	4	0	3	0	2	1	2	3.0	7	2	1	2	0	1	Although her friend was late for their dinner reservation, she remained patiently seated at the outdoor table.	6
25	0	2	2	1	1	3	7	0	2	0	2	1	4	4.0	10	2	1	2	3	1	When preparing dinner, she noticed a piece of debris in the pasta sauce and wondered if the delivery person had dropped something accidentally.	6
19	2	1	0	0	1	3	5	0	0	0	3	1	3	4.0	6	2	2	2	2	0	The headmaster, stern yet fair, made sure every student knew the consequences before handing out detentions.	6
19	2	2	0	0	0	1	4	0	5	0	2	1	2	3.0	8	1	0	2	2	1	Before he took her hand for the dance, he remembered his embarrassing moment at their first encounter.	6
29	2	1	1	2	0	4	8	0	2	0	3	1	4	6.0	8	3	2	3	3	1	The ancient city's fortifications, which surrounded the citadel, still held remnants of the original wall paintings that could be seen after climbing a winding tower.	6
29	3	4	3	1	1	4	7	0	0	0	2	0	4	5.0	15	2	1	2	1	1	When opening the antique casket, a layer of dust was uncovered from beneath a fine silk cover and the golden chalice inside tarnished with age gleamed weakly.	6
17	2	0	0	1	0	1	2	0	3	0	3	1	4	3.0	5	3	1	2	2	2	"Before he could finish speaking, his colleague handed him a thick file marked ""confidential."	6
20	2	2	0	1	0	2	3	0	2	0	2	1	3	3.0	7	2	0	2	0	2	Although she loved to read, she couldn't concentrate on the book during the noisy construction next door.	6
21	2	1	1	0	0	0	3	1	4	0	2	2	4	5.0	8	3	2	1	4	1	After finishing her thesis, she submitted it to several publishing houses before finally finding one willing to publish it.	6
22	0	1	2	1	1	1	3	0	5	0	3	0	5	3.0	9	3	2	3	2	1	When I arrived at the bus stop, late, I saw my bus leaving and realized I had missed it.	6
19	0	1	1	2	0	1	3	0	3	0	2	1	4	4.0	10	3	0	2	1	3	Although he had promised to return the book, it is still languishing forgotten on my coffee table.	9
28	1	3	0	0	1	5	11	0	0	0	4	0	2	4.0	9	0	0	1	1	0	With a single push of a button, the car dashboard displayed the fuel efficiency level, remaining distance, and the engine's revolutions per minute.	9
24	2	3	1	1	1	3	6	0	1	0	4	0	2	4.0	11	1	0	2	1	1	The bakery across the street, which is open until midnight, offers a large selection of freshly-baked pastries and treats.	9
33	4	1	1	1	0	2	7	0	4	1	2	2	5	5.0	12	4	2	3	5	2	Although his older sister had warned him not to touch the stove's burner unattended, curiosity overtook young Jake who ignited a hot pan accidentally while making breakfast for his mother.	9
21	2	2	1	3	0	0	5	0	3	0	2	1	2	3.0	13	1	0	2	1	1	Although you may prefer it over ice cream, my personal choice would always be melted chocolate on warm waffles.	9
18	2	2	1	1	0	1	3	1	2	0	1	2	2	4.0	9	2	2	2	1	0	He insists on driving the old car even though it is in need of five new tires.	9
26	2	4	2	0	0	2	6	0	4	0	3	0	2	4.0	11	1	0	2	0	1	My daughter's piano teacher, who lives across the street from us, often plays beautifully in her quiet garden during the warm evenings.	9
28	3	3	3	2	0	3	6	0	0	0	4	1	3	5.0	14	2	1	1	1	1	The ancient ruins, hidden deep within the thicket of tall trees, could only be reached by following the long, winding stream upstream at midnight.	9
25	2	3	3	1	0	1	4	0	2	1	4	0	4	5.0	8	3	2	3	0	1	In ancient Rome, when gladiators triumphed, they were showered in confetti-like grain, followed by a banquet where their master dined first.	9
15	2	0	2	0	0	1	3	0	2	0	1	1	3	4.0	9	2	2	2	1	0	My grandmother insists on preparing this special stew only when my favorite cousin visits.	9
21	2	3	0	0	0	3	5	0	2	1	1	1	3	5.0	6	2	2	1	1	0	My great uncle from Nebraska enjoys eating his breakfast every morning while looking at the beautiful sunrise over the cornfields.	9
18	0	0	0	2	0	0	3	0	5	0	2	2	2	4.0	5	2	1	2	2	1	Although he's my father, I cannot forgive him for betraying my mother's trust.	9
24	0	1	4	0	0	2	4	0	4	0	3	1	4	4.0	9	3	1	1	3	2	Even though it takes me an hour to get there, I prefer buying my groceries from that far away, specialty store.	9
22	0	2	0	0	3	2	5	0	2	0	2	1	5	5.0	10	1	0	1	3	1	After boiling the water and dissolving sugar and milk, I mix in the turmeric and serve it with chopped peanuts.	9
30	1	1	2	1	1	6	6	0	0	0	3	1	7	7.0	9	4	4	3	3	0	The gardener watered the pansies, planted the marigolds and then fertilized the impatiens, making sure each section was fully tended to before the sun began to set.	9
28	3	2	0	0	2	2	4	1	3	3	4	1	3	6.0	15	2	1	3	2	1	My great-grandfather, a former marine who served in both World War I and II, tells me that loyalty matters most in any relationship.	9
18	0	1	1	1	1	2	4	0	2	0	2	1	3	4.0	11	1	0	1	3	1	After feeding the dog and emptying the dishwasher, I will then make dinner for my family.	9
18	0	2	0	0	1	1	4	0	3	0	2	0	4	4.0	9	1	1	0	3	0	Straighten out your tie, button your shirt and remember to bring your resume to the interview.	9
21	1	3	0	0	0	4	5	0	2	0	2	1	3	3.0	9	1	0	1	2	1	After receiving a promotional email, I bought the cookbook from the advertised sale at the bookstore near my office.	9
22	1	3	0	1	0	2	5	2	2	0	1	1	3	5.0	10	2	1	2	0	1	The fact that the meeting is scheduled at seven thirty PM makes it difficult for those with afternoon engagements to attend.	9
33	2	4	2	0	1	4	9	0	2	0	5	0	3	5.0	14	1	0	1	2	1	To get rid of those stains on the kitchen wall, I need a mixture of lemon juice, salt, and vinegar, then carefully apply it with a soft brush.	9
22	2	1	1	3	1	1	4	0	3	0	2	1	3	4.0	8	3	1	3	1	2	Before I can begin playing these instruments, I must first ensure my room is free of loud noises and intrusions.	9
23	2	3	0	1	2	3	6	0	2	0	2	0	2	5.0	11	2	2	2	1	0	The saleswoman recommended a particular brand for the stain on my carpet, saying it was effective against both water and oil.	9
30	6	3	1	1	0	3	6	0	3	0	3	0	4	6.0	10	3	2	2	1	1	The tall man standing nearby introduced his elderly mother, who was dressed in a beautiful purple dress, to my great aunt sitting on the red velvet sofa.	9
21	0	0	0	0	1	3	8	0	0	0	3	1	4	4.0	9	2	2	1	3	0	The chef added cayenne pepper, paprika, and thyme to brown the ground turkey before incorporating the canned beans.	9
19	2	1	1	1	0	2	6	0	2	0	1	0	2	3.0	8	1	1	2	1	0	The tall oak tree behind the elementary school is where we used to hide our treasure hunt clues.	9
35	3	3	2	2	2	6	7	0	2	0	3	0	4	6.0	20	2	2	3	1	0	At the local market, you can find many fruits, but the best pineapple for a tart I always manage to purchase is the oddly positioned one between the bananas and the mangoes.	9
27	5	3	0	1	0	4	9	0	1	0	1	0	2	5.0	9	2	2	1	1	0	The small Italian deli near the corner is the perfect place to buy handmade ravioli filled with a zesty meat sauce for your family dinner tonight.	9
37	2	4	3	0	1	6	11	0	2	0	3	0	4	6.0	13	0	0	3	3	0	The store manager asked the butcher for a large chunk of ham, then my mom requested a thinly sliced piece for the sandwich, and finally I needed smaller bits for the kids' lunches.	9
31	2	2	0	2	1	4	9	0	3	0	3	1	3	5.0	22	3	2	4	1	1	The fact that you're allergic to peanuts, and my mother makes homemade peanut brittle as a holiday tradition, is a dilemma we have to navigate every year.	9
33	5	2	0	3	1	5	11	0	2	0	1	0	2	4.0	9	1	1	2	2	0	The tallest man in the school is a former gymnast whose younger sister is dating the basketball team's star player and was offered a full scholarship for her impressive volleyball skills.	9
28	2	5	1	0	0	5	7	0	2	0	3	0	3	5.0	12	1	1	2	1	0	The bartender slid the cool beverage across the counter towards the distracted, fidgeting woman with the tangle of curls, who stared intently at her iPhone.	9
38	5	4	2	0	0	5	9	0	2	0	4	1	6	7.0	14	5	4	2	3	1	The small brown bird perched on the high tree branch sang sweetly, attracting a fluffy rabbit who, peeking cautiously out of their hole in the forest floor, ate carrots while admiring the melodic performance.	9
21	1	1	1	1	0	2	4	0	3	0	2	2	4	4.0	6	3	1	2	2	2	Before you can even think about painting your room, make sure you remove all nailpolish stains from the baseboards.	9
23	0	2	1	1	0	3	4	0	4	0	2	0	5	8.0	4	4	4	3	2	0	She asked for suggestions regarding a book, which led me to remember the one I had recently bought from the library.	9
30	2	4	2	1	0	3	5	0	4	3	2	0	3	7.0	7	2	2	2	1	0	In the bustling New York City, I prefer buying my daily bread from that bakery which is just a stone's throw away due to its delectable pastries.	9
16	0	0	1	0	0	4	5	0	1	0	1	1	2	3.0	7	1	1	1	3	0	The baker's granddaughter usually brings him a baguette every morning before opening the shop.	9
28	1	2	3	2	1	3	5	0	5	0	1	1	4	4.0	14	3	3	5	1	0	I always forget where I placed the book about beekeeping in the library but my grandmother insists that it's the best reference I could ever find.	9
33	2	3	3	0	0	1	6	0	2	2	2	3	6	6.0	6	5	5	1	2	0	My uncle's best friend's son studied abroad in China, making him fluent in Mandarin before deciding to join the IT industry instead of continuing with finance as initially planned.	9
23	2	3	0	1	0	5	6	0	2	0	1	1	2	5.0	14	1	0	3	2	1	The only reason I prefer this bakery over the others in the area is because they serve fresh croissants in the mornings.	9
21	1	0	2	2	0	2	4	0	3	0	2	1	4	4.0	9	3	1	3	2	2	After his father finished telling the long joke, his family finally understood why everyone had been groaning all night.	9
25	1	2	0	4	0	2	6	0	2	0	2	1	4	4.0	11	4	2	3	1	2	If I had known the chef was allergic to nuts, I would have avoided bringing peanut butter sandwiches to share at the picnic.	9
20	1	1	3	0	0	3	3	0	1	0	2	1	4	5.0	7	3	3	2	1	0	Despite the heavy raindrops outside, we managed to finish packing the picnic while the children excitedly played nearby.	9
31	5	2	2	1	1	2	6	2	2	1	4	0	3	6.0	16	3	1	2	1	2	The ancient Roman amphitheater we visited in Spain, built over two thousand years ago, is an architectural marvel, inspiring awe with its impressive acoustics and colossal dimensions.	9
19	2	0	1	0	0	2	5	0	2	0	3	1	3	4.0	9	2	2	2	2	0	The author suggests that his sister, a famous artist, creates intricate paintings solely using her toes.	9
24	3	3	2	0	0	4	6	0	2	0	1	0	3	5.0	6	1	1	2	2	0	The tall tree next to the abandoned well has its roots deep in the soil that retains the most water for long periods.	9
33	5	4	1	1	1	2	10	0	5	0	3	0	0	4.0	8	0	0	1	0	0	The teacher's unending dedication to her students is evident through her late-night grading, her endless planning and the countless meetings with their parents even outside her work hours.	9
35	1	3	1	4	1	5	7	0	2	0	1	4	6	6.0	16	4	4	3	2	0	The CEO received the letter stating that his position would be terminated due to the financial crisis but asked for a delay in enacting the resolution so that his successor could be properly prepared.	9
56	1	7	5	1	2	10	16	0	3	0	3	0	6	9.0	16	3	3	2	6	0	The baker freshly baked the bread early in the morning and placed it in the display window, attracting the attention of passersby who could then buy warm bread for their breakfast, enhancing not only the consumers' meals but also improving the sales figures for the bakery at the start of the day.	9
62	3	7	7	5	1	4	9	0	9	0	4	0	9	8.0	19	7	7	6	2	0	I believe it was during a conversation with the chef from that restaurant who uses only organic produce, he shared his recipe for the green chili chicken stew that I have tried and have come to admire immensely, which I often now attempt to replicate at home, yet have not been able to perfectly emulate as of yet.	9
34	4	2	1	0	1	5	8	0	0	0	3	1	8	6.0	9	6	4	1	6	2	After reviewing several options, selecting the most efficient one involves sorting these documents according to date, assigning each to a team member and setting a weekly checkpoint to ensure timely completion.	12
37	2	6	2	4	0	3	7	1	4	0	1	1	4	5.0	12	3	2	3	1	1	The fact she had not been eating properly for three consecutive days was causing concerns for her siblings due to the possibility it could result in a dangerous decrease in her health if not promptly addressed.	12
32	2	2	0	0	1	6	11	0	1	0	1	2	5	6.0	9	3	3	1	5	0	The manager asked the sales team to increase their revenue targets for the upcoming quarter while keeping the number of employees consistent and offering no bonus for exceeding the revenue goal.	12
25	1	3	1	1	0	3	10	0	3	1	1	0	1	4.0	7	1	1	2	0	0	His favorite ice cream was chocolate chip cookies on a cone from the food truck that parked next to his work every Friday afternoon.	12
40	2	5	2	1	1	4	9	0	4	0	3	2	6	4.0	18	3	3	3	1	0	Despite my repeated warnings about the safety hazards, my son insisted on trying to jump over the burning tires in the street, and I could only helplessly watch as he sustained severe burns from the fiery chemicals.	12
38	5	2	2	2	1	4	9	0	2	1	3	2	4	7.0	11	5	3	4	2	2	Although the dessert selection at Paris' most prestigious bakery is vast, choosing a favorable option proved challenging, especially given my dietary preferences and the fact that some items contained allergens I was sensitive to.	12
45	5	6	3	1	3	7	13	0	0	0	3	0	3	6.0	15	1	1	1	2	0	Despite the initial reluctance and skepticism from some players, the new multiplayer mode has not only significantly boosted player engagement but also attracted a new demographic to the game, leading to a substantial increase in subscriptions and overall revenue for the company.	12
34	1	1	2	6	1	2	4	0	4	0	2	3	6	5.0	11	4	3	3	3	1	If he hadn't procrastinated and done his homework on time, he would have passed the test instead of being forced to retake it after the final grades had already been submitted.	12
41	3	6	1	0	2	2	6	0	7	2	6	1	5	4.0	15	2	1	2	5	1	My sister-in-law, who studied literature in Paris, once told us about the intricate connections in French novels and recommended us Ulysses, but warned us about the complex structure before lending it to us.	12
26	1	2	4	3	0	2	3	0	4	1	2	0	3	5.0	10	3	3	4	1	0	I cannot recall the specific date, yet it was towards the end of May when I first realized my cat had run away.	12
51	8	3	2	0	3	3	12	6	3	0	6	0	5	7.0	14	3	2	3	3	1	The ancient Mayan civilization, which thrived from 2000 BC to the early 16th century AD, built their magnificent cities and temples using limestone blocks, the largest of which reportedly weighing six million pounds and measuring 12 feet long, 12 feet wide, and 12 feet high.	12
55	3	4	1	6	2	2	7	0	10	5	5	1	9	14.0	10	8	8	7	5	0	Alice passed the letter she'd received from her brother, which was postmarked in Paris and detailed their plans for his visit next month, to Sam, who was excited because she knew he spoke French fluently and could help Alice translate it, ensuring their brotherly reunion would be a success.	12
50	7	7	1	0	2	3	15	0	3	0	6	0	6	7.0	24	4	4	2	1	0	The vast expanse of water stretched before them, dotted with fishing villages, islands shrouded in verdant foliage, sandy beach coasts and limestone cliffs; their boat glided effortlessly on the turquoise ocean, carrying its precious cargo towards the busy harbor bustling with activity and anticipation.	12
41	4	4	1	1	2	1	13	0	2	0	8	1	4	6.0	17	2	1	2	1	1	Although many people appreciate traditional forms of storytelling, such as novels, movies, or radio broadcasts, there's a growing interest in visual narratives, which are increasingly found in video games, comics, or webtoons.	12
29	1	0	3	2	1	0	3	0	7	0	2	3	6	6.0	8	6	5	4	3	1	Before leaving, she reminded me to tell her mother and father how much I enjoyed our picnics while promising she'd be back sooner than I expected.	12
