n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_pre_constraint
23	2	2	1	1	0	2	7	0	1	0	2	1	3	3.0	12	2	1	2	2	1	Although some people use cotton balls for makeup removal, those with sensitive skin are advised to use a gentle cleanser instead.	2
32	2	0	3	5	1	2	2	0	4	0	4	3	4	4.0	16	4	3	5	1	1	If she studies regularly, she will be able to pass the exam; but if the examiner is lenient, she might still pass even if she doesn't study.	2
23	2	0	1	2	0	2	3	0	4	0	2	3	3	4.0	8	2	1	3	3	1	If we were to follow this new route, would our journey take us longer than if we took the usual route?  	2
18	0	0	3	1	1	2	3	0	2	0	2	1	3	3.0	6	2	1	2	2	1	When it rains heavily, we must first close all doors and windows before lighting a fire.	2
22	0	0	2	3	0	1	2	0	5	0	4	1	3	3.0	9	2	1	3	2	1	If she tells the truth, then I'll be her friend, otherwise, I'll have to avoid her.	2
27	2	1	3	4	2	3	5	0	0	0	3	0	4	3.0	14	2	1	3	1	1	When baking bread at home, the breadmaker should ensure the dough has first risen adequately, or the resulting bread may be dense and unappetizing.	2
15	2	0	0	0	0	1	4	0	1	0	2	2	3	3.0	9	2	0	2	2	2	Though the dog seemed friendly, its recent history of biting people caused concern.	2
24	3	2	0	1	1	2	5	0	3	0	2	1	3	5.0	11	2	0	2	3	2	Although some people might find it easy to understand abstract concepts, for me they require a considerable amount of study and effort.	2
31	2	1	1	3	0	4	4	0	4	0	4	2	5	5.0	16	3	2	4	3	1	If they had the correct information, they would not miss the deadline; after realizing they had been given the wrong date, they quickly arranged for a rescheduling.	2
24	2	3	0	0	1	3	7	0	0	0	2	1	4	4.0	10	2	1	2	2	1	Although the instructions allow for flexibility in terms of content, the sentences need not follow a certain structure or contain particular information.	2
18	0	1	0	2	0	2	4	0	2	0	2	1	2	3.0	10	1	0	2	2	1	If she doesn't complete the project on time, our team won't meet the deadline.	2
16	1	0	1	3	0	1	2	0	2	0	2	1	1	3.0	10	1	0	2	1	1	If she didn't understand the question correctly, her answer may not be relevant.	2
18	1	1	2	1	0	1	5	0	2	0	2	1	2	3.0	8	1	0	2	2	1	If they speak their native languages fluently, foreigners might understand the instructions fully during factory tours.	2
20	2	3	2	2	0	0	5	0	2	0	2	1	1	4.0	14	1	0	2	0	1	Even though she is known for her love for adventure sports, skydiving without proper gear is extremely dangerous.	2
24	1	3	0	1	1	1	4	0	3	1	2	1	5	6.0	16	3	0	3	2	3	If you add enough water to make a mixture that sets and hardens like clay, it is known as plaster of Paris.	2
29	3	0	1	2	0	0	9	0	4	0	2	3	5	7.0	14	5	3	5	5	2	If you eat too many sugary snacks before brushing your teeth, cavity formation will be easier because sugars feed bacteria that create acid which demineralizes tooth enamel.	2
18	0	0	0	3	0	3	2	0	2	0	2	2	4	3.0	8	2	1	3	1	1	Before he takes any action, he should verify that all the required permissions have been granted.	2
33	3	4	0	4	0	4	7	0	1	0	4	1	3	4.0	18	1	0	3	2	1	If one does not take proper measures, an unexpected event might disrupt the process; in the absence of sufficient security, the loss of data cannot be ruled out.	2
15	1	1	0	1	0	2	4	0	1	0	2	1	2	3.0	5	1	0	2	1	1	After they leave, the guests will have access to a complimentary beverage tasting.	2
24	2	0	0	1	1	3	4	0	2	0	2	2	5	7.0	6	3	2	2	4	1	Before taking the medicine, make certain you have not missed a dose and that you possess enough refills to complete the treatment.	2
18	0	0	1	2	0	3	3	0	1	0	2	2	4	3.0	9	2	1	2	1	1	Before you begin the journey, ensure that all the required safety gear has been packed correctly.	2
18	3	0	2	0	0	3	4	0	1	0	2	1	2	3.0	8	1	0	2	2	1	Even though the hiker carried his backpack securely, the sudden storm made the waterproof cover useless.	2
16	1	0	1	1	2	1	3	0	1	0	2	1	2	4.0	6	2	1	0	2	1	Before making a decision, it's essential to carefully consider both pros and cons.	2
19	1	2	0	1	0	2	4	0	2	0	2	2	3	4.0	7	2	1	3	1	1	Although he denied the existence of documents, evidence indicated that these were hidden in an underground vault.	2
16	0	0	1	1	0	2	3	0	2	0	2	2	3	3.0	8	2	1	2	2	1	Before she starts the race, the weather can significantly impact her chance of winning.	2
21	0	2	1	1	1	4	5	0	1	0	2	1	3	4.0	14	1	0	3	1	1	If we apply a coating to the roof and the temperature drops, can moisture still enter through the sides?  This is a solved example of the task.	2
28	5	1	1	2	0	3	6	0	1	0	3	1	5	4.0	10	4	2	3	3	2	Though some people might prefer taking a hot bath before bed, medical research indicates it could potentially disrupt the natural circadian rhythm, causing restless sleep.	2
32	2	1	3	1	0	2	4	0	5	0	4	2	6	5.0	23	4	3	4	4	1	Whenever I purchase fruits, I make sure to examine them carefully before deciding; if the skin shows even the slightest signs of damage, I will not buy them.	2
23	1	3	1	2	0	3	4	0	3	0	2	1	3	4.0	12	2	1	3	1	1	If you put the apples at the bottom of the crate, they may damage when heavier boxes are dropped onto them.	2
18	0	0	0	3	0	1	4	0	2	0	2	1	4	4.0	9	3	1	3	1	2	Should it rain before the concert begins, spectators might be asked to wear their rain ponchos.	2
25	2	2	2	1	1	3	3	0	2	0	2	1	4	4.0	12	2	1	2	1	1	If the wind remains as strong and steady as this morning, it may not allow us to land safely at the expected time.	2
25	2	1	0	1	0	3	7	0	1	0	2	3	4	4.0	16	3	0	2	3	3	Although both parties insist on meeting their deadlines, the logistical challenge of shipping goods from different continents might delay the project's completion.	2
33	2	4	2	2	0	4	8	0	2	0	3	2	3	4.0	14	3	2	2	3	1	Before eating the oysters, we should be aware of the possibility of contamination by harmful bacteria, just as chefs carefully shuck these mollusks to minimize this hazard for their customers.	2
17	2	0	0	2	0	2	3	0	1	0	2	2	2	4.0	6	3	2	1	1	1	Before starting the engine, it's important to check if the oil level is sufficient.	2
20	0	3	0	2	0	3	5	0	1	0	2	1	2	3.0	8	1	0	2	1	1	Before the meeting starts, everyone in attendance must be wearing a mask as per the organization's policy.	2
19	1	1	0	1	0	1	5	0	1	0	2	2	4	4.0	8	3	1	2	3	2	If we fail to provide proper care, cats can go weeks without showing any symptoms of illness.	2
29	3	1	1	2	1	4	6	0	1	0	3	1	3	6.0	8	3	2	0	3	1	Before making such an offer, it would be crucial to first understand the market conditions and second, to ensure alignment with the organization's financial goals.	2
27	1	2	2	3	1	2	6	0	2	0	2	2	4	5.0	8	3	1	2	2	2	If you are considering traveling abroad without a passport, be aware that this decision may limit your travel options and potentially cause problems with authorities.	2
23	2	0	2	2	0	2	2	0	2	0	2	2	6	5.0	8	5	3	1	3	2	Before considering it feasible to adopt that plan, let's examine closely whether all resources required can be made available promptly.	2
15	0	1	1	0	1	0	4	0	2	0	3	1	2	3.0	7	1	0	2	1	1	Before she finished her speech, however, opponents interrupted with jeers and shouts.	2
24	1	0	2	3	1	1	3	0	3	0	3	1	4	4.0	10	3	1	3	1	2	If the information provided is true, and she has been diagnosed, then she needs to follow her doctor's advice closely.	2
26	2	1	3	5	0	1	4	0	4	0	3	1	2	4.0	11	2	0	4	0	2	If her statement is indeed false, then the information he received was misleading; otherwise his trust in her integrity may have been misplaced.	2
18	3	2	2	2	0	1	3	0	1	0	2	1	1	3.0	6	2	1	1	1	1	If you're allergic to shellfish, then be careful when ordering foods in a Thai restaurant.	2
22	2	2	0	0	0	1	5	1	3	0	2	2	3	4.0	10	2	1	1	2	1	Before accepting his proposal for partnership, she insisted on knowing his company's financial statements for the last five years.	2
18	0	0	1	2	1	2	2	0	1	0	2	1	5	4.0	14	2	0	2	1	2	If someone fails to complete the required form and pays incorrectly, the registration might be voided.	2
17	3	0	0	3	1	2	3	0	0	0	2	1	2	3.0	11	1	0	2	0	1	Before the project is approved, all potential financial constraints and logistical issues must be addressed.	2
49	6	4	2	1	3	6	13	0	1	2	5	0	4	6.0	29	2	0	2	3	2	To build a new factory that would employ many locals, secure financing from the local banking sector and the World Bank, and gain environmental approval, the mayor met with representatives of the investment and banking communities, as well as the city's environmental commission.	3
36	2	3	1	1	1	5	10	0	1	0	4	4	4	8.0	13	3	2	1	2	1	Before leaving for their camping trip, the group discussed the importance of packing enough water, the potential consequences of being caught in storm, and the benefits of hiking early in the day.	3
81	9	10	2	5	4	5	21	0	6	0	6	2	8	7.0	22	5	3	7	3	2	If we don't intervene in time to preserve our rainforests, not only will countless species face extinction, but the health of our planet and the very existence of future generations could be at stake; for many indigenous communities who depend on these forests for survival, their way of life and their cultural heritage hang in the balance; and even multinational corporations relying on these resources could suffer enormous financial losses if climate instability ensues.	3
36	3	1	1	1	1	4	8	0	3	0	3	3	6	5.0	25	4	1	4	4	3	If the committee believes that a particular decision would harm the company's reputation, yet they fail to consult their legal department for advice, ultimately they run the risk of incurring costly lawsuits.	3
38	4	3	1	2	1	2	13	0	0	0	4	2	5	7.0	25	3	1	2	4	2	If the government increases funding for public universities while reducing tuition and increasing the grant amounts for need-based student loans, then more students may be able to attend college from low-income families.	3
32	2	3	0	1	1	0	3	0	8	0	3	2	6	5.0	16	5	5	3	2	0	Despite her love for him, she realized that if she wanted to be happy and to help her children grow, she had to end her abusive relationship with him.	3
37	4	5	2	0	0	3	12	0	3	0	2	2	4	5.0	22	3	1	2	3	2	When a group of scientists argued for further study on the possible health benefits of smoking while concealing their funding from the tobacco industry, they significantly impacted public health policy while jeopardizing their own reputations.	3
28	0	3	0	2	1	2	8	0	4	0	3	1	4	5.0	7	2	1	3	1	1	Before she could argue with her husband, the sirens wailed and emergency responders arrived at their house, having received a distress call from their neighbor.	3
59	2	5	3	3	3	8	11	0	5	0	4	1	10	8.0	44	7	0	5	4	7	If you believe she will refuse to testify voluntarily, but want to assure a good attorney is on hand for her, and the prosecution suspects the same and wishes to use a court order to make her testimony a requirement, then you should file the motion for contempt with the court early in the proceedings.	3
51	6	4	1	0	1	7	9	0	1	3	6	1	8	6.0	20	6	4	2	4	2	After learning of a secret plan to launch a preemptive attack on Syria, the European leaders held an emergency meeting to discuss their diplomatic options, yet the US president, despite initial opposition, eventually decided to side with the Americans, causing the European coalition to collapse.	3
34	2	1	0	1	1	4	7	0	4	0	3	1	7	5.0	16	5	2	3	5	3	Should we delay the meeting to give the latecomers ample opportunity to join us, the board chair suggested; but we needed to adhere to the original agenda while maintaining their interest.	3
29	2	1	1	0	1	2	7	0	4	0	4	1	5	4.0	13	2	1	2	5	1	After her team won the championship, she thanked her coach, considered their strategy throughout the season, and then contacted other teams to schedule friendly matches.	3
28	1	2	1	3	0	3	4	0	2	1	3	3	5	4.0	8	4	3	4	1	1	While he awaited the arrival of the police, Tom watched as the other suspects were taken into custody, wondering if he too would be charged.	3
46	4	3	2	0	3	4	8	0	8	0	5	2	6	5.0	30	3	2	5	3	1	Before he arrived, his brother warned him repeatedly about the harsh weather conditions and the difficult terrain, we decided to hike regardless of their warnings, yet as we reached the summit, we found ourselves unprepared for the extreme winds and snowstorm.	3
41	5	4	0	1	1	5	13	2	1	0	3	1	4	5.0	34	2	2	4	2	0	The mayor's office denied any links to the illegal drug dealing network, while two top officials from the department of public health testified they had received death threats, and one key suspect in the case went missing.	3
38	3	4	4	3	0	3	6	0	3	0	4	2	5	4.0	12	4	3	4	1	1	When I first moved to this city, people assumed that as a woman with blonde hair, I must have come from an affluent background, even though I was working several jobs just to survive.	3
39	4	7	0	1	1	5	12	0	1	0	3	1	4	6.0	15	2	2	2	2	0	The committee, concerned about a rise in absenteeism due to a popular TV show, recommended students be banned from watching it during regular school hours and reported the matter to the school board for final approval.	3
35	1	2	3	1	0	1	9	0	3	1	4	2	6	7.0	12	4	4	3	2	0	I'd rather eat an ice-cream sandwich while wearing winter boots, John remarked, if it means having to listen to my boss's boring lecture on company ethics right now.	3
31	5	4	0	2	1	2	8	0	0	0	3	1	4	5.0	13	3	1	2	2	2	If the government is unwilling to address systemic inequality and offer economic support, many citizens will turn to criminal activity as a means of survival, according to experts.	3
30	2	2	1	0	1	5	7	0	2	0	4	0	4	4.0	13	2	1	2	3	1	To ensure the security of his estate, the reclusive artist installed CCTV cameras in every room, but unfortunately, a determined vandal managed to destroy them all.	3
60	7	4	1	4	1	4	15	0	6	0	6	2	7	6.0	34	6	4	4	6	2	If we are unable to secure additional funding for this project, we may have to terminate the employment contracts of our research staff, failing the successful negotiation of salary reductions; yet, should we manage a satisfactory agreement, our team's expertise will significantly enhance our chances of publishing impactful findings in prestigious scientific journals.	3
51	4	2	1	1	1	7	11	0	1	3	5	2	9	6.0	18	7	5	3	6	2	When the United Nations failed to endorse the resolution, the small nation's leader addressed the Security Council, stating his disappointment in not receiving support, asserting this outcome could lead to future hostilities, and questioning the international body's commitment to maintaining peace in the region.	3
36	1	3	2	2	1	1	5	0	5	1	4	2	7	6.0	14	4	3	3	2	1	Before he confesses his love for her, James learns of his brother's engagement, decides against the confession, but ultimately realizes that waiting to profess his feelings may have come too late.	3
