n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	subj_pre_constraint
10	1	1	0	0	0	1	2	0	2	0	2	0	1	2.0	3	0	0	1	2	0	2	1	Amid hushed whispers, I handed him the envelope.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The ball rolled down the hill.	0
12	0	2	0	0	0	3	3	0	1	1	2	0	0	3.0	8	0	0	1	0	0	0	1	Sprint through the forest, the trees a blur around you.	0
10	1	2	0	0	0	2	3	0	0	0	1	0	1	3.0	4	0	0	1	0	0	0	1	Breathtaking views of the mountains unfold from the valley.	0
11	0	1	0	0	1	1	5	0	0	0	2	0	1	3.0	6	0	0	1	0	0	0	1	Under the weeping willow, birds nest and children play.	0
9	0	1	0	0	0	1	5	0	0	0	1	0	1	3.0	3	0	0	1	0	0	0	1	An ice cream cone melts in summer sun.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The sun rises over the hill.	0
11	0	1	1	0	0	2	3	0	0	0	2	0	2	3.0	5	1	0	1	1	1	1	1	Raining heavily, the wind carries the sound of thunder.	0
18	2	2	0	0	1	2	5	0	0	0	2	0	4	4.0	5	1	1	0	2	0	2	0	Over the hills rolled an orange sun, casting long shadows behind swaying trees and rippling fields.	0
7	0	1	1	0	0	1	1	0	0	0	2	0	1	2.0	4	0	0	1	0	0	0	1	Silently, the clock ticked on.	1
12	0	3	0	0	0	2	4	0	0	0	2	0	1	2.0	4	0	0	1	0	0	0	1	In the lab, the experiment ran for hours without interruption.	1
6	0	0	1	0	0	0	2	0	1	0	1	0	1	2.0	2	0	0	1	1	0	1	1	Cats crepently approach their prey.	1
9	0	1	1	0	0	2	3	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The storm clouds gathered ominously in the sky.	1
9	1	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	An eagle gracefully soars in the clear sky.	1
7	0	1	0	0	0	2	3	0	0	0	1	0	0	2.0	3	0	0	0	0	0	0	0	A kangaroo hops across the desert.	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The cat sleeps soundly on the couch.	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The wind whistles softly through the trees.	1
9	1	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	A butterfly gracefully glides across the open field.	1
9	0	1	1	0	0	2	3	0	0	0	1	0	1	2.0	5	0	0	1	0	0	0	1	The stars twinkle brilliantly in the night sky.	1
6	1	0	1	0	0	0	2	0	0	0	1	0	1	2.0	2	0	0	1	1	0	1	1	Cats nimbly navigate steep rooftops.	1
9	0	1	0	0	0	2	3	0	0	0	1	0	1	3.0	5	0	0	1	0	0	0	1	The sunlight dances on the water's surface.	1
10	0	1	1	0	0	2	3	0	0	0	2	0	1	2.0	5	0	0	1	0	0	0	1	Under the setting sun, the leaves gently rustle.	1
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The cat sat by the window.	1
9	0	1	0	0	0	1	3	0	0	0	1	1	2	2.0	6	1	1	2	0	0	0	2	Silence descends upon the forest as twilight deepens.	1
13	0	1	1	0	0	2	3	0	2	0	1	1	2	3.0	6	1	1	2	1	0	1	2	The wind whips my hair back as I jog along the riverbank.	1
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	A lion roars in the savanna.	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The cats purr contentedly beside the fireplace.	1
9	0	1	0	0	0	2	2	0	0	0	1	0	2	3.0	3	1	1	1	0	0	0	1	The sun begins to rise over the horizon.	1
6	0	1	0	0	0	1	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	Caramel melts in the heat.	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The sun slowly rises over the horizon.	1
8	0	1	1	0	0	2	1	0	0	1	1	0	1	2.0	4	0	0	1	0	0	0	1	A lion roars majestically in the Savannah.	1
9	0	2	0	0	0	2	3	0	0	0	1	0	1	3.0	3	0	0	1	0	0	0	1	A flock of birds ascends into the sky.	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The sun sets slowly behind the mountain.	1
18	0	3	0	0	1	3	6	0	0	0	2	0	3	4.0	7	1	1	1	1	0	1	1	The wind howls through the valley, creating a symphony of rushing air against rocks and trees.	1
13	1	1	0	0	0	2	3	0	1	0	2	1	2	3.0	5	1	0	1	2	1	2	1	Before starting the project, we outlined a clear plan of action.	1
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The dog jumps over the fence.	1
11	1	1	0	0	0	3	4	0	0	0	1	0	1	2.0	6	0	0	1	1	0	1	1	The sun setting casts a brilliant glow over the horizon.	1
6	0	1	0	0	0	0	3	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	Frog sits among lily pads.	1
7	0	1	0	0	0	1	3	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	Morning sun rises above the hills.	1
7	1	1	0	0	0	1	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	Crickets chirp under the pale moonlight.	1
10	0	2	1	0	0	2	3	0	0	0	1	0	1	2.0	5	0	0	1	0	0	0	1	The sun slowly descends beyond the horizon at sunset.	1
8	1	1	0	0	0	1	2	0	0	0	2	0	1	2.0	5	0	0	1	0	0	0	1	Amidst chaos, a calm deer observes.	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The sun slowly rises over the horizon.	1
13	0	2	0	0	0	2	3	0	2	0	2	0	2	4.0	9	1	0	1	1	1	1	1	Basking in the warmth of the sunlight, I enjoy my coffee.	1
10	1	1	0	0	0	2	4	0	0	0	1	0	1	2.0	6	0	0	1	1	0	1	1	Morning sunlight bathes the garden in a gentle glow.	1
11	1	1	0	0	0	2	3	0	0	0	2	0	2	3.0	5	1	1	1	1	0	1	1	The sun sets over the horizon, casting long shadows.	1
9	1	1	0	0	0	1	4	0	0	0	1	0	1	2.0	5	0	0	1	1	0	1	1	Morning sun paints the sky with golden hues.	1
10	0	2	0	1	0	1	2	0	1	0	2	0	1	2.0	4	0	0	1	1	0	1	1	Before sunset, we'll set up the campfire.	1
9	0	1	0	0	0	1	3	0	0	0	2	0	2	3.0	4	1	1	1	1	0	1	1	Fog descends, cloaking the valley in mist.	1
11	2	1	0	0	0	3	3	0	0	0	1	0	1	2.0	7	0	0	1	1	0	1	1	The moon casts an ethereal glow upon the serene landscape.	1
5	0	0	1	0	0	1	1	0	0	0	1	0	1	2.0	1	0	0	1	0	0	0	1	The dog barks loudly.	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The ball rolls smoothly across the floor.	1
5	0	0	1	0	0	1	1	0	0	0	1	0	1	2.0	1	0	0	1	0	0	0	1	The dog barks loudly.	1
8	0	1	1	0	0	2	2	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The sun sets gradually over the horizon.	1
12	0	1	0	0	0	3	4	0	0	0	2	0	2	3.0	5	1	1	1	1	0	1	1	The sunlight filtered through the branches, illuminating the forest floor.	1
6	0	0	0	0	0	2	2	0	0	0	1	0	1	2.0	2	0	0	1	0	0	0	1	The clock chimes every hour.	1
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	0	1	The cat jumps over the fence.	1
8	0	1	0	0	0	2	3	0	0	0	1	0	1	2.0	4	0	0	1	0	0	0	1	The raindrops danced on the window pane.	1
8	0	1	0	0	0	1	4	0	0	0	1	0	1	2.0	4	0	0	1	1	0	1	1	Morning sun paints the clouds in gold.	1
8	0	0	0	0	0	2	2	0	0	0	2	0	2	3.0	4	0	0	2	0	0	0	2	The sun rises, the flowers bloom.	2
8	0	1	0	0	1	1	1	0	2	0	1	0	1	3.0	3	0	0	1	0	0	0	1	She and I laughed at the joke.	2
14	0	1	0	0	0	3	4	0	0	0	1	1	3	3.0	8	2	2	2	0	0	0	2	The sun rises above the mountains as the morning breeze begins to stir.	2
8	0	0	0	0	0	2	2	0	0	0	1	1	2	3.0	4	1	1	2	0	0	0	2	The sun rises while the river flows.	2
11	0	1	0	0	1	2	4	0	0	0	1	0	2	3.0	5	1	1	1	0	0	0	1	Cats and dogs play fetch in the park every morning.	2
10	0	1	2	0	1	1	3	0	0	0	1	0	1	3.0	4	0	0	1	0	0	0	1	Apples and oranges often roll down the hill simultaneously.	2
16	0	2	0	0	0	5	5	0	0	0	2	0	2	3.0	9	0	0	2	1	0	1	2	The cat chased the mouse across the room, the sun set over the horizon.	2
10	1	0	0	0	0	0	5	0	0	0	2	0	2	4.0	5	0	0	1	1	0	1	1	Morning dew kissed petals awake, fragrance filled room.	2
13	0	1	0	0	0	3	3	0	0	0	1	1	3	3.0	7	2	2	2	0	0	0	2	The sun rises over the mountains as the birds begin to sing.	2
10	1	1	0	0	1	1	1	0	2	0	1	0	1	3.0	5	0	0	1	0	0	0	1	She and he laugh at each other's jokes.	2
13	0	1	0	0	0	3	3	0	0	0	1	1	3	3.0	7	2	2	2	0	0	0	2	The sun rises over the sea as the birds begin to sing.	2
8	0	0	0	0	0	2	2	0	0	0	2	0	2	3.0	4	0	0	2	0	0	0	2	The sun rises, the birds sing.	2
14	0	2	0	0	0	4	4	0	0	0	2	0	2	3.0	7	0	0	2	0	0	0	2	The cat sat on the mat, the sun rose in the sky.	2
11	0	1	0	0	0	3	3	0	0	0	1	1	2	3.0	4	1	1	2	0	0	0	2	The sun rises while the dew dries on the grass.	2
9	0	1	1	0	0	1	1	0	1	0	2	0	2	3.0	5	0	0	2	0	0	0	2	She sings sweetly, the nightingale joins in.	2
8	0	0	0	0	1	0	2	0	2	0	1	0	2	2.0	4	0	0	2	2	0	2	2	She baked cookies and he washed dishes.	2
8	0	0	0	0	0	2	2	0	0	0	2	0	2	3.0	4	0	0	2	0	0	0	2	The sun rises, the deer grazes.	2
12	1	1	0	0	1	4	3	0	0	0	1	0	1	3.0	5	0	0	1	1	0	1	1	The cat and the dog chase each other around the garden.	2
14	0	2	0	0	0	4	4	0	0	0	2	0	2	3.0	7	0	0	2	0	0	0	2	The wind whispers through the trees, the sun sets over the horizon.	2
11	0	1	0	0	0	3	3	0	0	0	1	1	2	3.0	7	1	1	2	0	0	0	2	The sun rises over the ocean as the birds sing.	2
8	0	0	0	0	0	2	2	0	0	0	2	0	2	3.0	4	0	0	2	0	0	0	2	The sun rises, the wind sighs.	2
11	0	1	0	0	0	3	3	0	0	0	1	1	2	3.0	7	1	1	2	0	0	0	2	The moon rises over the mountains as the sun sets.	2
16	1	2	0	0	0	3	6	0	1	0	2	0	1	4.0	4	0	0	1	0	0	0	1	The morning sun rises over the still lake; the dew glimmers on its surface.	2
12	1	1	0	0	1	4	3	0	0	0	1	0	1	3.0	5	0	0	1	1	0	1	1	The cat and the dog chased each other through the park.	2
8	0	0	0	0	1	2	3	0	0	0	1	0	1	3.0	4	0	0	2	0	0	0	2	The sun rises and the birds chirp.	2
8	0	0	0	0	0	2	2	0	0	0	2	0	2	3.0	4	0	0	2	0	0	0	2	The sun rises, the wind howls.	2
10	0	0	2	0	0	2	2	0	0	0	1	1	2	3.0	5	1	1	2	0	0	0	2	The sun sets slowly as the river flows steadily.	2
8	0	0	2	0	0	0	2	0	0	0	2	0	2	2.0	4	0	0	2	0	0	0	2	Birds chirp melodically, leaves rustle softly.	2
11	1	1	1	0	1	1	3	0	1	0	1	0	1	3.0	4	0	0	1	1	0	1	1	Cats and kittens playfully chase their tails alongside each other.	2
10	0	0	1	0	2	2	3	0	0	0	1	0	1	3.0	4	0	0	1	1	0	1	1	Both the dog and the postman brought presents home.	2
13	0	2	0	0	0	3	3	0	1	0	1	1	2	3.0	7	1	1	2	0	0	0	2	The sun rises over the hill as the river flows beneath it.	2
14	0	2	0	0	0	3	4	0	1	0	1	1	2	3.0	7	1	1	2	0	0	0	2	The sun rises over the ocean as the mountains awaken with their shadows.	2
8	0	0	0	0	0	2	2	0	0	0	2	0	2	3.0	4	0	0	2	0	0	0	2	The sun rises, the birds sing.	2
8	0	0	0	0	1	2	3	0	0	0	1	0	1	3.0	4	0	0	2	0	0	0	2	The sun rises and the birds chirp.	2
14	0	1	0	0	0	3	6	0	0	0	1	1	2	3.0	6	1	1	2	2	0	2	2	The moon illuminates the night sky as sunlight reflects off the ocean waves.	2
12	1	1	0	0	1	4	3	0	0	0	1	0	1	3.0	5	0	0	1	1	0	1	1	The dog and the postman chased each other down the street.	2
8	0	0	0	0	1	2	2	0	0	0	1	0	2	3.0	4	0	0	2	0	0	0	2	The sun rises and the birds sing.	2
13	1	1	0	1	1	3	4	0	0	0	1	0	1	3.0	4	0	0	1	1	0	1	1	Both dogs and children are enjoying the sunny day in the park.	2
8	0	0	0	0	1	2	2	0	0	0	1	0	2	3.0	4	0	0	2	0	0	0	2	The sun rises and the birds sing.	2
8	0	0	0	0	1	2	4	0	0	0	1	0	0	2.0	4	0	0	0	0	0	0	0	The wind howls and the rain pounds.	2
12	0	1	1	0	0	3	3	0	0	0	1	1	2	3.0	8	1	1	2	0	0	0	2	The sun rises over the mountains as the mist slowly ascends.	2
8	0	0	0	0	1	2	3	0	0	0	1	0	1	3.0	4	0	0	1	0	0	0	1	The wind howls and the trees tremble.	2
16	0	0	0	0	2	4	5	0	0	0	2	0	3	4.0	12	0	0	3	0	0	0	3	The sun rises and the clouds scatter,  The cats meow and the birds chirp.	2
15	1	2	0	0	2	4	4	0	0	0	1	0	1	3.0	4	0	0	1	0	0	0	1	Both the cats and the birds compete for the ripe cherries on the tree.	2
8	0	0	0	0	1	2	2	0	0	0	1	0	2	3.0	4	0	0	2	0	0	0	2	The sun sets and the wind rises.	2
9	0	0	2	0	2	0	2	0	0	0	1	0	2	3.0	4	0	0	1	0	0	0	1	Cats and kittens frequently purr and nap together.	2
12	0	1	1	0	0	3	3	0	0	0	2	0	2	4.0	5	1	1	2	0	0	0	2	The sun rises over the ocean, the mist gradually lifting.	2
11	0	1	0	0	0	3	3	0	0	0	1	1	2	3.0	7	1	1	2	0	0	0	2	The wind howls through the trees as the sun rises.	2
6	0	0	0	0	1	0	3	0	0	0	1	0	1	3.0	3	0	0	1	0	0	0	1	Birds chirp and flowers bloom.	2
8	0	0	0	0	1	2	2	0	0	0	1	0	2	3.0	4	0	0	2	0	0	0	2	The sun rises and the birds sing.	2
12	0	0	0	0	0	3	3	0	0	0	3	0	3	4.0	4	0	0	3	0	0	0	3	The sun rises, the fish leap, the flowers bloom.	3
22	0	3	0	0	1	6	6	0	0	0	3	0	3	3.0	15	0	0	3	0	0	0	3	The cat jumps over the dog, the bird flies beneath the tree, and the wind whistles through the grass.	3
12	0	0	0	0	0	3	3	0	0	0	3	0	3	4.0	4	0	0	3	0	0	0	3	The sun rises, the birds sing, the flowers bloom.	3
9	0	0	0	0	0	0	3	0	0	0	3	0	3	2.0	6	0	0	3	0	0	0	3	Dogs bark, cats purr, children laugh.	3
24	1	3	0	0	1	4	7	0	1	0	2	0	4	5.0	8	1	1	3	1	0	1	3	The monkey swung from tree to tree, the sun began to set and the birds chirped their last songs of the day.	3
24	0	3	2	0	1	6	6	0	0	0	3	0	3	3.0	16	0	0	3	0	0	0	3	The sun rose over the hills, the birds sang sweetly in the trees, and the river flowed gently through the valley.	3
8	0	0	0	0	0	0	4	0	0	0	1	0	3	3.0	2	2	2	2	1	0	1	2	Dogs bite men chase cats climb trees.	3
24	0	2	0	0	1	6	7	0	1	0	3	0	4	4.0	10	1	1	4	2	0	2	4	The cat chased the mouse that ate the bread, the boy watched in amazement, and the sun set over the horizon.	3
15	0	0	0	0	0	0	4	0	6	0	3	0	2	3.0	10	0	0	4	0	0	0	4	She her cat feeds, he her plant waters, they their dogs walk.	3
17	0	1	2	0	0	4	4	0	0	0	3	0	3	3.0	12	0	0	3	0	0	0	3	The sunlight filtered through the leaves, the birds sang harmoniously, the breeze rustled softly.	3
12	0	0	0	0	0	0	6	0	0	0	3	0	3	3.0	4	0	0	3	3	0	3	3	Dogs fetch balls, bees produce honey, leaves change color.	3
20	0	2	0	0	0	6	6	0	0	0	3	0	3	3.0	14	0	0	3	1	0	1	3	The cat sat on the mat, the sun rose over the hills, the wind stirred the leaves.	3
23	2	1	1	0	0	4	6	0	2	0	3	0	4	3.0	16	0	0	3	2	0	2	3	The snow fell softly on the silent trees, the wind chilled my shivering bones, the nightingale sang her melancholic song.	3
12	0	0	0	0	0	3	4	0	0	0	3	0	2	3.0	8	0	0	2	0	0	0	2	The cats purr, the wind howls, the sun rises.	3
56	4	6	1	0	4	0	21	0	1	1	9	0	8	6.0	38	3	3	5	4	0	4	5	Mornings in Paris bring bustling markets, vendors arranging produce, and children on their way to school; foggy autumn nights ignite fireplaces in cozy homes, neighbors gossiping, and pets snuggled up close; and crisp winter mornings awaken forest creatures, leaves crunching beneath hikers' boots, and campfires glowing.	3
11	0	0	0	0	0	1	5	0	0	0	3	0	2	3.0	4	0	0	2	1	0	1	2	The sun rises, birds sing, morning mist lifts.	3
19	0	2	0	0	0	0	10	0	1	0	3	1	2	4.0	9	0	0	3	1	0	1	3	Morning dew clings to grass blades, birds begin their dawn songs, while sunlight tiptoes over horizon.	3
16	1	1	1	0	0	1	4	0	0	0	4	0	4	3.0	8	1	1	1	1	0	1	1	Crows cackling, leaves rustling, river running, echo loudly in the tranquil forest.	3
12	0	0	0	0	0	3	3	0	0	0	3	0	3	3.0	8	0	0	3	0	0	0	3	The rainbow split, the sun emerged, the mist lifteds.	3
13	0	0	0	0	1	3	4	0	0	0	3	0	2	3.0	5	0	0	2	0	0	0	2	The wind howls, the trees sway, and the rain beats.	3
22	1	3	1	0	1	2	7	0	0	0	3	0	3	4.0	16	0	0	3	0	0	0	3	Mice scurry through tunnels, flowers bloom beneath the sun's warm rays, and waves gently crash upon the shore.	3
16	0	1	2	0	1	2	4	0	0	0	3	0	3	3.0	9	0	0	3	0	0	0	3	Dogs bark, snow falls gently, and the leaves rustle quietly in the wind.	3
13	0	0	0	0	0	0	2	0	3	2	3	0	3	2.0	9	0	0	3	3	0	3	3	She sells Sea Monkeys, he fixes clocks, they paint houses.	3
10	0	0	0	0	0	1	3	0	0	0	3	0	3	2.0	6	0	0	3	0	0	0	3	The sun rose, birds sang, flowers bloomed.	3
18	0	0	0	0	2	1	2	0	0	3	5	1	4	3.0	7	1	1	1	1	0	1	1	Mary,John,and Bob laugh,chat,and cheer while watching the football game.	3
12	0	0	0	0	0	3	4	0	0	0	3	0	2	3.0	4	0	0	3	0	0	0	3	The moon rises, the stars twinkle, the wind howls.	3
27	2	6	0	0	1	0	12	0	0	0	3	0	3	3.0	18	0	0	3	1	0	1	3	Bald eagles hunt salmon in rivers before sunrise, whales feed in deep oceans at noon, and monarch butterflies rest on milkweed leaves after sunset.	3
12	0	0	0	0	0	3	3	0	0	0	3	0	3	3.0	8	0	0	3	0	0	0	3	The sun rises, the birds sing, the winds dance.	3
19	1	1	1	0	1	1	4	0	2	3	4	0	1	3.0	11	0	0	1	0	0	0	1	Mary, her brother John, and their cousin Lisa, laugh uncontrollably at the hilarious comic strip.	3
12	0	0	0	0	0	3	3	0	0	0	3	0	3	3.0	8	0	0	3	0	0	0	3	The sun rose, the birds sang, the wind blew.	3
12	0	0	0	0	1	2	3	0	0	0	3	0	3	3.0	8	0	0	3	0	0	0	3	The sun rises, birds sing, and the flowers bloom.	3
18	0	2	0	0	1	2	5	0	3	0	4	0	1	3.0	10	0	0	1	0	0	0	1	Yesterday, my dog, your cat, and I went for a run in the park.	3
24	0	3	0	0	1	5	7	0	1	0	3	0	3	4.0	15	0	0	3	0	0	0	3	The cat jumps over the fence, the dog barks at the mailman, and the baby giggles in its mother's arms.	3
10	0	1	0	0	1	0	1	0	3	0	3	0	1	3.0	6	0	0	1	0	0	0	1	She, he, and it sang in harmony.	3
11	0	1	1	0	1	1	1	0	0	3	2	0	1	3.0	5	0	0	1	0	0	0	1	Mary, John and George laugh enthusiastically at the joke.	3
13	0	0	0	0	0	3	4	0	0	0	3	0	3	3.0	9	0	0	3	0	0	0	3	The cat slept, the moon climbed, the wind chimes rang.	3
15	0	0	0	0	1	3	4	0	0	0	4	0	3	3.0	9	0	0	3	0	0	0	3	Yesterday, the sun rose, the birds chirped, and the flowers bloomed.	3
12	0	0	0	0	0	3	3	0	0	0	3	0	3	3.0	8	0	0	3	0	0	0	3	The sun sets, the leaves fall, the tides recede.	3
14	0	1	0	0	1	1	4	0	0	0	4	0	3	2.0	7	0	0	3	0	0	0	3	Under the trees, bees hummed, children laughed, and birds sang.	3
16	0	1	1	0	0	4	4	0	0	0	3	0	3	3.0	9	0	0	3	0	0	0	3	The sun sets, the birds fly home, the wind whistles through the trees.	3
15	0	0	0	0	1	3	4	0	0	0	4	0	3	3.0	9	0	0	3	0	0	0	3	Yesterday, the sun rose, the birds chirped, and the flowers bloomed.	3
21	0	3	2	0	0	4	6	0	0	0	3	0	3	3.0	13	0	0	3	0	0	0	3	The sun rises above the mountains, birds sing sweetly in the trees, frogs croak loudly in the pond.	3
12	0	0	0	0	0	3	3	0	0	0	3	0	3	4.0	4	0	0	3	0	0	0	3	The sun rises, the birds sing, the wind howls.	3
