n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_post_constraint
7	0	1	0	1	0	1	1	0	1	0	1	0	1	2.0	3	0	0	1	0	0	You can swim in the pool.	0
6	0	0	0	0	0	0	2	0	1	0	1	0	2	3.0	2	1	1	1	1	0	I love eating ice cream.	0
9	0	1	0	0	0	3	3	0	0	0	1	0	1	2.0	5	0	0	1	0	0	The sun sets in the west every evening.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun rises in the east.	0
8	0	1	0	0	0	2	2	0	1	0	1	0	1	2.0	5	0	0	1	1	0	She reads a book in the park.	0
8	0	1	0	1	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun is rising above the horizon.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets over the horizon.	0
6	0	0	1	1	0	1	1	0	0	0	1	0	1	2.0	2	0	0	1	0	0	The dog is barking loudly.	0
6	0	0	0	1	0	1	1	0	1	0	1	0	1	2.0	2	0	0	1	1	0	I will water the plants.	0
7	0	0	1	1	0	1	1	0	1	0	1	0	1	2.0	3	0	0	1	1	0	You have successfully completed the request.	0
5	1	0	0	1	0	1	1	0	0	0	1	0	0	2.0	2	0	0	1	0	0	This cake is delicious.	0
4	0	0	1	0	0	0	0	0	1	0	1	0	1	1.0	1	0	0	1	0	0	She dances gracefully.	0
6	0	1	0	0	0	0	2	0	1	0	1	0	1	3.0	2	0	0	1	1	0	I read books for pleasure.	0
6	0	0	0	1	0	1	1	0	1	0	1	0	1	2.0	2	0	0	1	1	0	I have finished the report.	0
11	0	1	0	1	0	0	2	0	2	0	2	1	2	2.0	5	1	0	2	0	1	If it rains tomorrow, I will stay at home.	1
15	1	0	1	1	0	1	2	0	2	0	2	1	3	3.0	7	2	1	2	2	1	Although we have limited resources, we will still try to make a difference.	1
16	0	2	1	2	0	2	2	0	2	0	1	1	2	3.0	12	1	1	2	0	0	I would go out for a walk in the park if it didn't rain.	1
15	0	2	0	1	0	1	3	0	3	0	2	1	2	3.0	6	1	0	1	2	1	After finishing the report, I will send it to my manager for approval.	1
18	0	1	2	2	0	1	1	0	3	0	4	1	3	3.0	7	1	0	3	0	1	If it rains, we'll stay home; otherwise, we'll go to the park.	1
19	0	2	1	2	0	1	2	0	3	0	4	1	3	3.0	8	1	0	3	0	1	If it rains, we will stay at home; otherwise, we will go to the park.	1
18	0	2	0	2	0	1	3	0	3	0	3	1	3	3.0	6	1	0	3	1	1	If it rains, we will stay at home; we'll cook up some comfort food.	1
15	1	0	1	2	0	0	2	0	3	0	2	1	1	3.0	5	1	0	2	1	1	Even if I'm late, I won't miss my brother's concert.	1
15	0	0	2	2	0	0	1	0	2	0	1	1	4	4.0	6	3	3	2	1	0	I'll go out to buy milk if it doesn't start raining soon.	1
18	0	1	2	2	0	1	1	0	3	0	4	1	3	3.0	7	1	0	3	0	1	If it rains, we'll stay home; otherwise, we'll go for a picnic.	1
13	0	1	0	1	0	1	2	0	3	0	2	1	2	3.0	6	1	0	2	1	1	After I finish my homework, I will go for a walk.	1
15	0	0	0	2	0	1	3	0	2	0	2	1	3	3.0	4	2	1	2	1	1	If the meeting is cancelled, we will have to reschedule our travel arrangements.	1
10	0	0	0	0	0	1	2	0	2	0	2	1	2	3.0	5	1	0	1	2	1	After finishing her meal, she left the restaurant.	1
14	1	2	0	1	0	3	3	0	1	0	2	0	1	3.0	4	0	0	1	1	0	After the thunderstorm, we will see a beautiful rainbow in the sky.	1
16	0	2	0	1	0	2	3	0	3	0	2	1	2	3.0	6	1	0	2	1	1	After I finish my work, I will go for a walk in the park.	1
12	1	0	0	0	0	0	3	0	3	0	2	1	2	3.0	5	1	0	1	2	1	After completing his chores, he watched his favorite TV show.	1
16	1	1	0	1	0	0	3	0	3	0	2	1	3	3.0	5	2	1	2	1	1	If it rains tonight, we'll need to take extra precautions with our crops.	1
11	0	1	0	1	0	1	2	0	1	0	2	1	2	2.0	5	1	0	1	1	1	After eating breakfast, I will go for a walk.	1
12	1	0	0	0	0	0	3	0	3	0	2	1	2	3.0	5	1	0	1	2	1	After finishing her homework, she watched her favorite TV show.	1
13	0	1	0	1	0	1	2	0	2	0	2	1	2	2.0	6	1	0	2	0	1	If it rains tomorrow, I won't go for a picnic.	1
17	0	1	2	2	0	1	1	0	5	0	2	1	2	3.0	8	1	0	2	2	1	Even if I have finished all my work, I would still help you with yours.	1
11	0	0	0	1	0	1	2	0	2	0	2	1	2	3.0	6	1	0	1	2	1	After finishing my work, I will watch a movie.	1
7	0	0	0	0	0	0	2	0	1	0	1	1	2	3.0	3	1	1	0	2	0	Eat cake after finishing your dinner.	1
19	0	2	1	2	0	1	2	0	3	0	4	1	3	3.0	8	1	0	3	0	1	If it rains, we will stay at home; otherwise, we will go to the park.	1
13	0	0	1	0	0	2	2	0	1	0	2	1	3	3.0	3	2	1	2	1	1	After the rain stopped, we went outside to enjoy the sunshine.	1
11	0	0	0	1	0	1	2	0	2	0	2	1	2	2.0	5	1	0	2	1	1	If it rains tomorrow, I'll bring an umbrella.	1
16	1	0	2	2	0	3	2	0	2	0	1	1	2	4.0	4	1	1	2	2	0	I'll finish the report as soon as I have retrieved all the necessary data.	1
13	0	0	0	1	0	1	2	0	2	0	2	1	3	3.0	5	2	1	2	1	1	If it rains tomorrow, I'll need to carry an umbrella.	1
10	0	0	0	1	0	1	2	0	1	0	2	1	2	2.0	5	1	0	1	2	1	After eating dinner, I will watch a movie.	1
15	0	2	0	1	0	2	3	0	2	0	2	1	2	3.0	6	1	0	1	2	1	After completing the report, I will forward it to the manager for approval.	1
13	0	1	0	1	0	2	3	0	1	0	2	1	2	3.0	6	1	0	1	1	1	After completing the project, we will celebrate with a company party.	1
15	0	2	0	1	0	2	3	0	2	0	2	1	2	3.0	6	1	0	1	1	1	After completing my assignment, I'll go for a run in the park.	1
16	0	0	1	2	1	0	1	0	3	0	3	1	4	3.0	5	1	0	3	1	1	If it rains, we'll stay home; we'll cook and watch movies.	1
15	0	1	0	1	0	2	3	0	3	0	2	1	2	3.0	6	1	0	2	2	1	After I finish my work, I'll take a walk in the park.	1
9	0	1	0	1	0	1	2	0	1	0	2	0	1	2.0	4	0	0	1	1	0	After lunch, we'll visit the museum.	1
16	3	1	1	1	0	1	2	0	1	0	2	1	3	4.0	9	2	0	2	2	2	Although it may seem difficult at first, learning a new language brings numerous benefits.	1
14	0	2	0	0	0	2	3	0	1	1	2	1	2	3.0	5	1	0	1	1	1	After finishing her chores, Mary goes for a walk in the park.	1
19	0	2	1	2	0	1	2	0	3	0	4	1	3	3.0	8	1	0	3	0	1	If it rains, we will stay at home; otherwise, we'll go to the park.	1
10	0	0	0	1	0	0	3	0	2	0	1	1	2	3.0	4	1	1	2	2	0	I'll cook dinner if you bring home groceries.	1
14	0	2	0	0	0	2	3	0	2	0	2	1	2	3.0	6	1	0	1	2	1	After finishing the report, she submitted it to the boss for approval.	1
12	0	1	0	1	0	1	2	0	2	0	2	1	2	3.0	6	1	0	1	2	1	After finishing the assignment, I will submit it for evaluation.	1
14	0	1	0	1	0	1	2	0	4	0	2	1	2	3.0	6	1	0	2	2	1	After I finish the report, I will email it to my boss.	1
13	0	0	1	1	1	1	1	0	2	0	2	1	3	3.0	4	1	0	2	1	1	If it rains, we will stay indoors and watch a movie.	1
10	0	0	0	1	0	1	1	0	2	0	1	1	3	2.0	5	2	2	2	1	0	I will bake a cake if it stops raining.	1
14	0	0	1	1	0	2	2	0	3	0	1	1	3	4.0	5	2	2	2	3	0	I'll finish this report if you help me edit the drafts first.	1
17	1	2	0	1	0	0	3	0	3	0	3	1	3	3.0	5	1	0	3	1	1	If it rains, we'll stay at home; he prefers hiking in sunny weather.	1
14	1	1	1	1	0	1	1	0	2	0	2	1	2	3.0	4	2	1	2	0	1	Although it's late, I still want to go for a walk.	1
19	0	2	1	1	0	1	3	0	3	0	3	1	4	4.0	5	2	1	2	2	1	If it rains, we'll stay at home; let's plan a barbecue for tomorrow instead.	1
21	0	5	0	0	0	0	5	1	3	0	2	1	3	3.0	7	2	1	2	1	1	After her alarm went off at 6 am, she got out of bed to make breakfast for her family.	1
19	0	2	1	2	0	1	2	0	3	0	4	1	3	3.0	8	1	0	3	0	1	If it rains, we'll stay at home; otherwise, we'll go for a picnic.	1
37	4	1	2	4	2	4	7	0	2	0	5	2	4	5.0	22	3	2	6	1	1	If it rains and the ground is wet, the puddles form quickly; however, if it's windy and the ground is dry, leaf debris scattered around the park may create interesting patterns.	2
20	0	1	1	2	0	1	2	0	3	0	3	2	4	4.0	6	3	2	3	1	1	Although it might rain, they decided to go hiking, as they had prepared thoroughly for the expedition.	2
40	0	1	4	4	2	1	3	0	7	0	4	3	8	4.0	18	5	4	6	2	1	If it rains heavily and I don't have an umbrella, I'll have to stay home; or If my boss asks me to work late, I must first ask if he can arrange for transportation.	2
36	0	0	1	2	3	4	5	0	7	0	4	2	7	5.0	17	3	2	6	5	1	If she passes the exam and he gets a promotion, they will buy a house together; but if she fails and he loses his job, they may need to postpone that plan.	2
31	0	4	2	2	1	2	4	0	5	0	4	1	5	4.0	17	4	3	5	2	1	Although it was raining heavily, she stepped out of the house to buy groceries, and when she reached the store, she discovered they were out of eggs.	2
29	0	3	0	0	0	3	8	0	4	0	4	2	4	4.0	17	2	1	2	3	1	After finishing her homework, she baked a cake for her sister's birthday party; before going to the store, he filled the car with gas.	2
19	2	0	1	2	1	2	2	0	2	0	2	1	3	4.0	9	2	1	3	1	1	Although it was raining heavily and the wind was strong, they managed to finish the outdoor tasks.	2
36	1	0	0	3	2	1	5	0	8	0	4	2	7	4.0	19	4	3	6	4	1	If he forgets his keys and it rains, he will not be able to enter his house; she prefers tea to coffee and if her friend agrees, they will visit a teashop.	2
23	1	2	0	1	0	2	3	0	4	0	3	1	5	5.0	8	4	3	2	2	1	Although she was exhausted, he urged her to continue hiking, for there was a beautiful sunset waiting at the summit.	2
24	1	1	0	2	1	3	5	0	4	0	3	2	2	3.0	10	2	1	3	1	1	After I finish my chores, both my sister and I will go to the amusement park, if the weather is nice.	2
21	0	2	1	1	1	1	4	0	4	0	3	1	3	3.0	7	1	0	2	2	1	After I finish my work, I will go to the gym, and then cook dinner for my family.	2
26	0	1	1	1	1	1	4	0	5	0	4	2	5	4.0	12	3	2	3	3	1	After she finished her homework, she will go for a run before having dinner, but first, she needs to call her grandmother.	2
26	1	0	0	0	1	3	5	0	3	0	3	2	6	4.0	13	4	3	2	4	1	After finishing her homework, she decided to bake a cake and before starting the baking process, she went to buy the necessary ingredients.	2
38	0	2	4	2	1	3	5	0	5	1	4	3	7	5.0	18	4	3	5	2	1	If it rains heavily, my sister will take an umbrella, and we'll both stay home instead of going for a walk; he promised to finish the project before his boss arrives on Monday.	2
16	1	0	0	0	1	2	3	0	1	0	2	1	4	4.0	8	2	1	1	3	1	After finishing dinner and cleaning the table, she took a warm bath to relax.	2
41	2	3	1	2	2	3	9	0	7	0	4	2	6	5.0	22	2	1	6	3	1	If she passes her test and the weather remains fine, she will go on a picnic with her friends; if her project receives high marks and her colleague recovers soon, she will have a celebration at work.	2
32	3	3	0	3	1	3	8	0	3	0	3	1	3	4.0	12	2	1	3	2	1	If she eats the last slice of pizza, her brother will have to order another one, and the pet turtle will be happier with more fruits in its diet.	2
28	1	1	3	2	2	0	3	0	5	0	4	2	5	3.0	15	2	1	4	1	1	If she studied late and ate healthy, she would excel in her exams, but if she watched TV instead, her grades would drop significantly.	2
25	2	1	0	3	1	2	3	0	4	0	4	2	3	4.0	13	2	1	4	2	1	If I were rich, I would buy a yacht, and if I had more time, I would sail around the world.	2
29	0	3	3	1	1	2	5	0	2	1	4	1	5	4.0	12	2	1	3	2	1	Even though it was raining heavily, John continued to play soccer in the park; meanwhile, the children huddled under trees and watched him in awe.	2
20	1	1	1	1	1	1	3	0	5	0	2	1	3	4.0	13	1	0	3	2	1	If she studied each evening and he helped her with difficult topics, they would pass their exams easily.	2
25	2	2	1	1	1	2	6	0	1	2	3	1	3	3.0	9	1	0	3	1	1	While it was raining heavily, John studied under the bright library lamp, and Sarah baked fresh cookies for the school bake sale.	2
28	3	2	1	2	0	1	3	0	3	1	3	2	6	4.0	7	4	3	3	0	1	Although it was raining heavily, John decided to go for a walk, knowing that his new raincoat would stay dry under his thick waxed jacket.	2
20	2	0	1	2	1	0	1	0	3	0	3	1	5	3.0	6	3	2	3	1	1	Even if it rains, we will go camping, but we will bring extra blankets to stay warm.	2
25	0	1	2	2	0	2	3	0	5	0	4	2	4	4.0	10	2	0	4	2	2	After we finish our work, if it rains, we'll stay indoors, otherwise we'll have a picnic in the park.	2
27	2	1	2	3	1	1	3	0	4	0	3	2	4	5.0	9	3	2	4	1	1	Although it was late, I would still have to study for the test, because I had hardly begun and my teacher expected exceptional results.	2
30	1	2	2	3	3	0	6	0	6	0	3	1	3	4.0	14	1	0	3	2	1	If she studied hard and finished her assignment on time, then her teacher would be pleased, and her parents would praise her for her effort and diligence.	2
44	2	4	1	5	1	5	5	0	2	3	4	4	7	7.0	10	7	6	4	1	1	Although it was late, the children insisted on walking home through the park, knowing that they would be able to see the Christmas lights glittering along the way, but fearing that Santa Claus might be watching from behind every tree.	2
31	1	1	1	5	1	2	5	0	4	0	5	2	4	3.0	19	2	1	5	1	1	If she passes the exam, her mother will be proud and she'll celebrate with ice cream; if it rains, however, the celebration will be postponed.	2
21	0	2	1	2	0	1	3	0	2	1	2	2	4	4.0	7	3	2	3	1	1	Although it was raining heavily, John went to the store because he had forgotten to buy milk for breakfast.	2
18	0	0	1	2	1	1	2	0	3	0	3	1	3	4.0	13	1	0	3	1	1	If it rains tomorrow, and I don't have an umbrella, I will stay home.	2
18	0	0	0	1	1	1	5	0	5	0	1	1	3	3.0	11	1	1	3	3	0	I'll bake a cake after I finish my homework and my sister completes her dance practice.	2
26	0	2	2	1	1	3	5	0	3	0	3	1	4	3.0	10	2	1	3	1	1	Although it was raining, she went outside to feed the cats, and the baby slept soundly through the night despite his teething discomfort.	2
15	0	0	1	1	1	0	2	0	4	0	2	1	3	3.0	9	1	0	3	2	1	After I finish my work and he arrives, we will have dinner together.	2
26	0	1	3	2	1	0	2	0	6	0	3	2	5	5.0	17	3	3	3	2	0	I would love to receive your letter, as soon as you have finished writing it, but only if it arrives before my deadline.	2
24	0	1	3	2	0	1	2	0	4	0	3	2	4	4.0	8	3	2	3	1	1	Although it was raining heavily, she decided to go for a walk, as long as she didn't forget her umbrella.	2
19	0	1	0	1	0	1	4	0	5	0	3	1	3	4.0	6	2	1	3	2	1	After I finish my project, I'll visit my grandmother, who lives in a nursing home.	2
21	1	0	5	0	1	2	2	0	1	0	2	1	5	4.0	6	3	2	3	0	1	Although it rarely rain here, the grass still remains green and the flowers continue to bloom when irrigated daily.	2
37	1	4	1	2	1	1	6	0	6	0	4	2	7	4.0	17	4	3	5	3	1	If it rains tomorrow and we have guests over, we'll need to make adjustments to our plans; if we run out of ingredients, we'll have to order more from the store.	2
38	4	3	2	1	2	6	7	0	3	0	4	1	4	4.0	15	2	1	4	2	1	Although she was cold and wet, she continued to paddle the kayak desperately towards the safety of the shore; the storm grew increasingly fierce, and the winds whipped the waves against her frail craft.	2
20	0	0	0	2	1	2	3	0	3	0	3	2	3	3.0	14	2	0	3	2	2	If he forgot his keys, and if the door was locked, he couldn't enter the house.	2
22	0	2	0	2	0	2	3	0	4	0	3	2	3	3.0	12	2	0	3	1	2	After I finish my work, if it doesn't rain, I'll go for a run in the park.	2
17	0	0	0	3	0	1	2	0	4	0	3	2	2	2.0	10	2	0	3	1	2	While it may rain tomorrow, if I were you, I would pack an umbrella.	2
25	1	0	3	2	1	1	1	0	4	0	4	2	5	4.0	14	3	2	4	1	1	Although it's raining heavily, she still wants to go outside, and if she brings an umbrella, she can stay dry.	2
25	1	2	0	3	1	3	4	0	2	2	2	2	2	4.0	13	1	0	3	1	1	If I were to travel to Paris tomorrow and if the weather was good, I would take a boat ride on the Seine.	2
30	0	3	1	2	1	4	4	0	4	0	3	2	5	6.0	7	3	2	3	3	1	Although it was raining heavily, she refused to cancel the picnic, as they had rented the pavilion in advance and brought all of the food with them.	2
27	2	2	1	1	1	2	3	0	3	1	3	1	5	5.0	9	3	2	3	1	1	Although it was raining heavily, John decided to cycle to the store, and he made sure to cover his electronics with a plastic bag.	2
35	1	3	1	2	1	4	6	0	3	0	4	2	6	5.0	18	4	3	5	1	1	After the storm passed, the river flooded the streets and we were stranded in our house, unable to leave even if we wanted to, for the roads were blocked by debris.	2
22	0	2	1	2	1	3	3	0	1	1	2	1	4	4.0	9	2	1	3	0	1	Although it was raining heavily and the streets were flooded, John decided to go for a walk in the park.	2
30	1	3	4	2	0	4	5	0	1	0	2	2	4	5.0	7	3	2	3	0	1	Even if the storm doesn't pass until morning, you can stay warm in the cabin as long as the fire in the hearth continues to burn brightly.	2
40	3	2	1	3	1	2	6	0	9	0	4	2	6	10.0	5	5	4	5	4	1	Though she was tired, she studied because her teacher had emphasized the importance of the upcoming test, which might bring her good grades and please her parents, who always wanted her to excel in her studies.	4
34	1	4	0	2	1	4	7	0	3	0	4	2	6	6.0	13	3	2	3	2	1	While waiting for the train, I remembered that I had left my keys at home, realized the sun was setting, and heard the faint sound of raindrops on the roof.	4
25	2	0	1	1	1	1	4	0	2	0	5	1	6	3.0	13	2	0	2	4	2	If she wants to lose weight, she should exercise regularly, eat a healthy diet, get enough sleep, and avoid stress.	4
32	0	1	2	4	0	2	5	0	4	0	5	4	5	5.0	25	4	0	5	2	4	Although it may rain, because the football game has been rescheduled, if we arrive late, since none of us bring umbrellas, we'll still watch the match.	4
29	0	0	0	4	1	3	6	0	2	0	5	1	6	4.0	20	2	1	5	1	1	If it rains tomorrow, we'll need to bring umbrellas; the flowers may wilt, the streets might flood, and the picnic plans will change.	4
58	2	4	5	3	1	4	9	0	4	2	11	2	9	6.0	19	5	4	6	2	1	Though it was raining heavily, John went out, hoping to find shelter; his dog, who was tied to the tree, was shivering in the cold; despite his protests, Sarah insisted on taking the long way home; and the car's engine, though old, finally started with difficulty.	4
35	0	3	5	1	2	2	4	0	6	0	4	2	6	4.0	15	3	2	4	2	1	Even if it rains heavily, we'll stay inside and play cards, watching the storm through the window, while I read aloud from my book and she hums softly to herself.	4
24	0	0	0	0	1	5	6	0	0	0	5	1	5	3.0	12	2	1	4	0	1	After the sun sets, the crickets chirp, the flowers close, the stars appear, and the owl starts to hoot.	4
34	2	1	1	2	3	2	4	0	6	0	5	4	4	6.0	28	1	0	5	3	1	If she studied for the test, and if the weather was good, and if her brother helped her, and if she got enough sleep, she would pass it easily.	4
72	2	7	6	7	2	6	10	0	9	0	8	1	9	6.0	53	5	4	10	3	1	Regardless of how early she woke up, the sun hadn't risen yet; he hadn't finished his breakfast, even though he knew he was late for work; the traffic was heavy and the train was delayed, so she couldn't make it on time; the principal wanted to see her after the assembly, but she couldn't stay because of a dentist appointment.	4
54	4	1	2	10	1	5	9	0	3	2	8	1	7	5.0	37	5	4	8	2	1	If it rains tomorrow, the flowers will wilt; John might be late for work, so Sue will make him sandwiches; the game would have started earlier, but the players took their time getting ready; the concert would have been great, had the singer not gotten sick.	4
31	0	4	0	1	1	1	7	0	6	0	4	1	5	4.0	14	2	1	2	4	1	After I finish my work today, I will pick up the children from school, help my wife with dinner, and call my parents to check on them.	4
58	3	3	3	14	1	4	6	0	6	0	8	4	6	6.0	15	4	3	8	1	1	If I had known about the upcoming test, I would have studied earlier; if she had been more explicit, I would have understood the instructions; if the sun had risen earlier, we could have left on time; and if the traffic had been lighter, we would have arrived before noon.	4
43	1	2	3	0	1	6	8	0	3	0	6	1	9	8.0	9	7	6	4	3	1	While she waited in the car, it started to rain heavily, causing the roads to flood, which made the drive longer, and the traffic lights failed to work properly, trapping the cars in an endless traffic jam.	4
19	0	0	0	0	1	4	5	0	0	0	4	1	4	3.0	9	1	0	4	1	1	If the sun rises, the birds sing, the flowers bloom, and the bees collect nectar.	4
54	2	4	3	3	2	3	9	0	10	0	7	2	9	8.0	18	4	3	7	3	1	Though it rains heavily, we'll continue our hike in the woods; the trees are especially beautiful in the rain, my sister assures me, my father insists that we've come prepared, and my dog seems excited, wagging its tail and looking up at me with anticipation.	4
38	1	1	0	4	1	5	6	0	5	0	5	4	4	4.0	26	3	0	4	1	3	If he were a rich man, if it didn't rain, if she didn't have a headache, and if there were no traffic jams, we could go on a vacation this weekend.	4
34	1	2	1	2	1	2	7	0	2	0	5	2	5	4.0	21	5	2	3	1	3	Although it may rain, because the children are eager to play outside, despite father's warning and mother's disapproval, they run through the park, hoping to catch butterflies.	4
51	0	4	3	3	0	2	7	0	8	0	8	4	10	5.0	16	6	5	8	2	1	If it rains, we'll have to cancel the picnic; if my sister visits, we need to stock up on snacks; if his plane lands on time, we'll go to the concert together; if they arrive early, we'll have lunch first.	4
47	0	2	0	4	0	4	9	0	8	0	8	4	8	6.0	13	4	3	8	5	1	If it rains tomorrow, they will close the pool; if she forgets her keys, she'll call a locksmith; if the train leaves on time, I can make my meeting; if the electricity goes out, we'll use candles.	4
26	1	1	3	0	1	3	7	0	0	0	5	0	5	4.0	9	1	1	4	1	0	The sun rises each day, casting long shadows over the hills, birds chirping melodiously, flowers blossoming gracefully, and streams flowing briskly.	4
43	1	3	1	3	1	4	7	0	6	1	5	2	8	5.0	25	4	2	6	4	2	After she finished baking the cookies, we will clean the kitchen, he promised to buy milk, the dog would rest in his warm spot by the hearth, and Grandpa might watch TV if he feels up to it.	4
51	1	6	1	8	2	2	8	1	6	0	6	3	6	4.0	33	4	3	5	2	1	Even if the alarm didn't ring, she would have woken up at five o'clock, and after dressing up, she would have started preparing breakfast for her family, and once her children were ready for school, she would have driven them to the bus stop.	4
42	0	3	2	1	1	10	11	0	1	0	4	1	7	6.0	23	4	4	5	3	0	The cat chased a mouse which was eating a cheese sandwich hidden under a blanket, while the birds sang merrily outside, the sun began to set behind the hills, and the clock on the mantel struck the hour.	4
38	3	2	0	3	1	4	7	0	4	0	5	4	5	5.0	32	4	4	5	2	0	Provided that we have enough time, after we finish the project, if the client is satisfied with our work, and if the final payment is received, we will celebrate with a team dinner.	4
45	0	4	3	6	1	2	6	0	8	1	6	2	6	6.0	18	3	2	7	4	1	If John goes to the store, he will buy milk, he will also buy bread, if it is still on sale, he will buy eggs, and he will pay for his items when he has gathered all of them.	4
39	0	4	1	5	1	6	8	0	4	0	5	1	4	4.0	28	1	0	5	4	1	If I go to the store, I might buy an apple, I could also buy a sandwich, the lady in line might give me a discount, and the store might be out of bread.	4
32	0	0	3	0	1	4	5	0	1	4	5	4	5	4.0	27	3	0	5	3	3	If John studies every day, if Sarah cleans the house thoroughly, if Tom does the laundry, and if Anne does the cooking, then our household runs smoothly.	4
40	1	2	3	2	1	3	7	0	4	0	6	2	7	5.0	13	5	4	4	3	1	Although it rained heavily, we continued to play soccer, hoping to win the championship, because our team had trained rigorously for weeks, and the fans were eagerly anticipating our performance, despite the inclement weather.	4
47	2	0	3	8	0	3	3	0	8	0	8	4	8	5.0	12	4	3	8	4	1	If she baked a cake, he would have eaten it; if it rained, they would have stayed indoors; if the meeting started earlier, we could have left earlier; if I studied more, I would have gotten a better grade.	4
