n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_prop_constraint
5	0	0	1	0	0	1	1	0	0	0	1	0	1	2.0	1	0	0	1	0	0	The dog barks loudly.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets in the west.	0
6	0	0	0	1	0	1	1	0	1	0	1	0	1	2.0	2	0	0	1	1	0	I am writing a sentence.	0
7	1	0	0	1	0	1	1	0	1	0	1	0	1	2.0	3	0	0	1	1	0	I am holding a red apple.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The cat sat on the mat.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets in the west.	0
5	0	0	0	0	0	1	1	0	1	0	1	0	1	2.0	2	0	0	1	1	0	I see the ball.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets in the west.	0
6	1	0	0	0	0	1	1	0	1	0	1	0	1	2.0	3	0	0	1	1	0	I see a red apple.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets over the ocean.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun rises in the east.	0
6	0	1	0	0	0	1	1	0	1	0	1	0	1	2.0	3	0	0	1	0	0	She walks in the park.	0
4	0	0	1	1	0	0	0	0	1	0	1	0	0	1.0	2	0	0	1	0	0	I am here.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The cat sleeps on the mat.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets in the west.	0
10	1	1	0	1	0	1	3	0	1	0	1	0	1	2.0	6	0	0	1	1	0	I will cook an Italian meal for dinner tonight.	0
9	0	1	0	1	0	1	3	0	1	0	1	0	1	2.0	5	0	0	1	1	0	I'll eat a sandwich for lunch today.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets behind the hills.	0
9	1	1	0	0	0	2	3	0	0	0	1	0	1	2.0	4	0	0	1	0	0	A red apple hangs from the tree branch.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets in the west.	0
7	0	1	0	0	0	2	2	0	0	0	1	0	1	2.0	3	0	0	1	0	0	The sun sets over the sea.	0
5	1	0	1	1	0	0	1	0	0	0	1	0	0	2.0	2	0	0	1	0	0	Red apples are round.	0
13	0	1	0	0	0	1	3	0	3	0	2	1	2	3.0	5	1	0	1	2	1	After completing her chores, she watched a movie with her family.	1
11	0	0	0	0	0	1	2	0	3	0	2	1	2	3.0	5	1	0	2	2	1	After he finished his meal, he read the newspaper.	1
21	0	2	1	3	0	2	3	0	3	0	2	2	3	3.0	7	2	1	3	1	1	Although it's raining, we'll still go for a picnic if we can find shelter under a tree.	1
14	0	1	0	2	0	1	1	0	2	0	2	1	3	3.0	4	2	1	2	0	1	Although it's raining, I have decided to go for a walk.	1
12	0	1	1	0	0	0	2	0	3	0	2	1	2	3.0	5	1	0	2	1	1	After they finished their dinner, she went to bed early.	1
10	0	0	1	0	0	0	0	0	2	0	2	1	3	2.0	3	2	1	2	0	1	While it rains, I prefer to read indoors.	1
15	0	1	0	0	0	0	5	0	2	1	2	1	2	3.0	7	1	0	1	2	1	After finishing her homework, Anna baked cookies for her sister's birthday party.	1
13	1	1	0	1	0	1	1	0	2	0	2	1	2	3.0	3	2	1	2	0	1	Although it was late, she decided to go for a walk.	1
15	0	2	1	1	0	2	2	0	2	0	2	1	2	3.0	4	1	0	2	0	1	Though it was raining heavily, she went for a walk in the park.	1
21	1	2	0	0	1	3	5	0	2	0	2	1	4	4.0	5	2	1	2	2	1	After I finished dinner, I looked out the window and saw the stars twinkling in the clear night sky.	1
24	1	1	1	3	1	2	4	0	3	0	2	1	4	5.0	6	3	2	3	2	1	Though I haven't read the book, I can understand the context based on various reviews and summaries I've come across.	1
11	1	0	1	1	0	0	0	0	2	0	2	1	2	2.0	3	2	1	2	0	1	Though it was late, she decided to walk home.	1
15	1	1	2	1	0	1	1	0	2	0	2	1	2	3.0	5	2	1	2	0	1	Although it's cold outside, I still want to go for a walk.	1
9	0	0	1	1	0	0	0	0	2	0	2	1	2	2.0	4	1	0	2	0	1	If it rains, I'll stay home.	1
19	0	1	0	0	0	2	6	0	2	0	2	1	3	4.0	6	2	1	1	2	1	After finishing the errands, she went to the post office to mail her sister's birthday present.	1
11	0	1	0	1	0	0	2	0	2	0	2	1	2	2.0	5	1	0	2	0	1	If it rains tomorrow, I will stay at home.	1
11	0	1	0	1	0	1	1	0	2	0	2	1	2	2.0	3	1	0	2	0	1	Although it was raining, we went to the picnic.	1
17	1	2	1	0	0	2	4	0	1	0	2	0	2	4.0	9	1	1	1	0	0	Regardless of the storm's impending arrival, he decided to embark on the sailing trip.	1
14	0	1	1	1	0	1	1	0	2	0	2	1	3	3.0	4	2	1	2	0	1	Although it was raining heavily, we decided to go for a walk.	1
11	0	0	0	1	0	1	2	0	2	0	2	1	2	2.0	5	1	0	2	1	1	If it rains tomorrow, I'll bring an umbrella.	1
16	0	1	1	1	0	2	2	0	2	0	2	1	3	4.0	4	2	1	2	1	1	Although it was raining heavily, they decided to have a picnic in the park.	1
14	0	2	0	1	0	2	2	0	2	0	2	1	2	3.0	3	1	0	2	0	1	Although it was raining, we went for a walk in the park.	1
13	0	0	1	1	0	0	1	0	3	0	2	1	3	3.0	4	2	1	2	1	1	Although it's raining, I still need to finish my chores.	1
14	0	1	1	1	0	1	1	0	1	1	2	1	3	3.0	4	2	1	2	0	1	Though it was raining heavily, John decided to go for a walk.	1
13	0	0	0	1	0	1	2	0	2	0	2	1	3	3.0	3	2	1	2	1	1	Although it was raining, we managed to finish the picnic setup.	1
16	1	0	0	2	0	1	1	0	4	0	2	2	2	3.0	7	2	1	3	2	1	Though she liked the cake, she didn't eat it because she was full.	1
10	0	0	1	1	0	0	1	0	2	0	2	1	2	2.0	5	1	0	2	0	1	If it rains tomorrow, I will stay home.	1
14	1	0	0	1	0	0	2	0	3	0	2	1	3	3.0	5	2	1	2	1	1	If it rains today, we will need to cancel our outdoor picnic.	1
17	1	1	0	4	0	1	1	0	4	0	2	1	2	3.0	8	2	0	3	1	2	If I had known she was sick, I would have visited her in the hospital.	1
10	0	0	0	1	0	1	2	0	1	0	2	1	2	2.0	5	1	0	1	2	1	After finishing dinner, we'll watch a movie.	1
11	0	0	0	1	0	0	1	0	2	0	2	1	3	2.0	3	2	1	2	1	1	Although it was raining, they decided to go hiking.	1
21	1	2	0	0	0	4	4	0	2	0	2	2	3	5.0	11	2	1	1	3	1	If you have any doubts about the correctness of the information, please consult the original source before citing it.	1
21	1	2	1	1	0	2	2	0	4	0	2	2	4	4.0	7	3	2	3	1	1	If you come with me now, we can catch the last train before they stop running for the night.	1
11	0	0	0	1	0	1	1	0	3	0	2	1	2	3.0	6	1	0	2	2	1	If I have the opportunity, I will help you.	1
12	0	1	0	1	0	0	1	0	1	1	2	1	3	3.0	3	2	1	2	0	1	Although it was raining, John decided to cycle to work.	1
11	0	0	0	2	0	0	1	0	3	0	2	1	2	2.0	4	1	0	2	1	1	Because it's raining, I'll wear my raincoat.	1
15	2	1	1	1	0	2	3	0	1	0	2	1	1	2.0	7	1	0	2	0	1	Although it seems warm, the sweater is surprisingly cool in the air conditioning.	1
17	0	2	1	1	0	2	2	0	2	0	2	1	3	4.0	4	2	1	2	0	1	Although it might rain later, I decided to go for a run in the park.	1
10	0	1	0	1	0	0	1	0	2	0	2	1	2	2.0	4	1	0	2	0	1	If it rains, we'll stay at home.	1
15	0	1	0	1	0	1	3	0	2	0	2	1	3	3.0	4	2	1	2	0	1	Though it may snow tonight, I plan to go for a evening walk.	1
14	0	1	0	1	0	2	3	0	2	0	2	1	2	3.0	5	1	0	2	1	1	Though the sun was setting, she continued her hike through the forest.	1
16	0	1	2	2	0	2	2	0	2	0	2	1	2	3.0	5	1	0	2	1	1	Even if it's raining, we can still have a picnic under the awning.	1
13	0	1	1	0	0	1	2	0	2	0	2	1	3	3.0	6	2	1	2	1	1	While I wait in the rain, he finishes preparing dinner indoors.	1
15	0	2	1	1	0	2	2	0	1	1	2	1	2	3.0	4	1	0	2	0	1	Though it was raining, John still went for a walk in the park.	1
10	0	0	0	0	0	1	1	0	2	0	2	1	3	2.0	4	2	0	2	1	2	After I finished eating, I washed the dishes.	1
16	1	3	0	1	0	2	2	0	2	0	2	1	2	3.0	6	1	0	2	0	1	Although I had studied for the exam, I failed due to a sudden illness.	1
14	0	1	1	1	0	1	1	0	1	1	2	1	3	3.0	4	2	1	2	0	1	Though it was raining heavily, John decided to go for a walk.	1
25	1	1	2	2	0	1	3	0	5	0	2	2	4	5.0	7	3	2	3	2	1	Although I have finished my work, I cannot leave yet because my boss still has an important matter to discuss with me.	1
13	0	1	0	1	0	1	1	0	2	0	2	1	3	3.0	3	2	1	2	0	1	Although it was raining, we decided to go for a walk.	1
13	0	1	0	1	0	1	2	0	3	0	2	1	2	3.0	6	1	0	2	1	1	After I finish my homework, I will go to the park.	1
23	0	3	0	2	0	2	3	0	4	0	2	2	4	4.0	6	3	2	3	2	1	Although it was raining, she stepped out of the house to buy milk because she had forgotten it at the store.	2
19	1	1	0	1	1	2	3	0	3	0	3	1	3	3.0	12	1	0	3	2	1	If he goes to the market, and she cooks dinner, we will have a delicious meal.	2
26	0	1	2	3	0	4	4	0	1	0	4	2	4	4.0	14	2	1	4	0	1	If it rains, the plants will grow; if the wind doesn't blow too hard, the rainwater will collect in the pool.	2
26	0	3	2	1	0	3	3	0	4	0	3	2	4	5.0	9	3	2	3	1	1	Although it was raining, she decided to go for a walk in the park, as long as she carried an umbrella with her.	2
21	0	2	0	2	1	1	3	0	3	0	3	2	4	4.0	12	2	1	4	1	1	If it rains, we will stay at home and if the power goes out, we will light candles.	2
17	2	0	1	2	0	2	3	0	1	0	3	1	2	4.0	14	2	0	3	0	2	No matter how much rain falls, if the flowers bloom, they will be beautiful.	2
23	1	0	1	2	0	2	2	0	3	0	2	2	5	5.0	7	4	3	3	2	1	Though it was raining heavily, he decided to take the bicycle because he didn't want to miss the last bus.	2
27	2	0	1	3	1	2	3	0	3	0	4	2	4	4.0	13	3	2	4	1	1	If it rains heavily, the rivers will flood, and if the roads become impassable, we won't be able to leave our house.	2
27	2	1	3	2	0	3	3	0	2	0	3	2	5	5.0	6	4	3	3	2	1	Although it's raining heavily outside, she carefully painted the porch, knowing that the waterproof sealant would take at least an hour to dry.	2
21	0	1	1	1	0	2	2	0	3	0	2	2	5	5.0	6	4	3	3	1	1	Although it might rain, he still planned to hike in the park because he wanted to feed the ducks.	2
27	0	1	1	2	0	3	5	0	2	0	3	2	6	5.0	9	5	4	3	2	1	Although it was raining heavily, he waited until nightfall to finish painting the porch, believing that the moisture would enhance the color's saturation.	2
21	0	0	0	2	0	1	3	0	4	0	2	2	5	5.0	7	4	3	3	3	1	Though it was pouring rain, she continued riding her bicycle because she didn't want to miss the bus.	2
21	1	0	2	2	0	0	1	0	5	0	3	2	4	5.0	5	4	3	4	1	1	Although it is cold outside, she believes he will come, because he never fails to keep his promises.	2
20	0	1	0	2	0	2	3	1	3	0	2	2	4	4.0	8	3	1	4	1	2	Though she believed the deadline had been extended, he insisted that we submit the report by five o'clock.	2
19	0	0	1	1	0	1	3	0	3	0	2	2	5	5.0	4	4	3	3	1	1	Although the sun was setting, her children insisted that we stay outside to continue building their sandcastle.	2
31	1	1	2	2	2	2	6	0	3	0	4	2	6	4.0	17	2	1	4	2	1	Because it is raining heavily, we will stay at home and cook a meal; because the power went out last night, we have stockpiled food and candles.	2
21	0	2	0	1	0	1	4	0	5	0	2	3	3	4.0	6	2	1	2	2	1	After finishing her work, she realized that she had misplaced her keys while on her way to the supermarket.	2
24	2	1	1	4	1	1	2	0	4	0	4	2	2	3.0	11	2	1	4	0	1	If she succeeds in the exam, her parents would be proud, but if she fails, she would be extremely disappointed.	2
21	2	0	0	1	0	1	4	0	3	0	3	2	4	3.0	12	3	1	2	4	2	After finishing the project, if we have enough resources, we will hire new employees to expand our team.	2
20	0	1	2	2	0	1	2	0	3	0	2	2	4	3.0	7	3	2	3	1	1	Although it's raining heavily outside, she went to the store because she had forgotten to buy milk.	2
25	0	0	4	3	1	2	2	0	4	0	3	2	4	3.0	12	2	1	4	2	1	Even if he arrives late, we'll start the meeting only after everyone has arrived, and he should bring the documents regardless.	2
22	3	1	1	0	0	2	4	0	2	0	2	1	4	3.0	8	3	1	2	1	2	Although the storm had yet to subside, my fearless brother braved the heavy rain to check on our frail grandmother.	2
18	0	1	2	2	0	1	1	0	3	0	4	1	3	3.0	7	1	0	3	0	1	If it rains, we'll stay home; otherwise, we'll go to the park.	2
23	1	2	2	1	1	2	4	1	3	0	2	1	3	4.0	15	1	0	2	1	1	If she studies for two hours every day and maintains a healthy diet, then she will perform well on her exams.	2
29	0	2	2	2	0	4	4	0	3	0	3	3	5	4.0	9	4	3	4	1	1	Although it is raining heavily, she wants to go for a walk, as she believes that the rain will wash away the dirt on the streets.	2
21	0	2	0	2	0	3	3	0	2	0	3	2	3	3.0	12	2	0	2	1	2	After finishing the homework, if it doesn't rain, we'll go for a walk in the park.	2
21	0	2	0	1	0	1	3	0	4	0	2	2	4	4.0	6	3	2	3	0	1	Although she hadn't studied for the exam, she expected to pass because her teacher believed in her abilities.	2
18	1	0	3	1	0	0	2	0	3	0	2	2	4	5.0	4	3	2	3	1	1	Even if it rains, we'll go hiking as long as we bring enough rain gear.	2
24	2	0	2	1	1	2	3	0	4	0	4	1	4	3.0	12	2	1	4	3	1	Whenever I have free time, I practice the piano, but if I'm feeling unwell, I take a rest instead.	2
21	1	0	1	1	1	1	2	0	4	0	2	2	5	6.0	4	4	3	3	2	1	Although she was tired, she continued working diligently because she wanted to meet the deadline and impress her boss.	2
29	1	2	2	2	0	2	4	0	4	0	3	3	5	4.0	12	4	3	4	1	1	Although it was raining heavily, he still decided to go for a walk in the park, because he believed that fresh air would improve his mood.	2
24	0	3	0	2	1	1	4	0	3	0	4	2	4	4.0	13	2	1	4	1	1	If it rains, we'll stay at home, and if the power goes out, we'll play cards by candlelight.	2
25	1	0	1	4	1	1	3	0	5	0	4	2	2	3.0	11	1	0	4	1	1	If she studies hard each day, her teacher will be pleased; but if she doesn't, her classmates may mock her.	2
21	0	1	2	2	0	3	3	0	2	0	3	1	4	4.0	4	3	2	3	2	1	Although it was raining heavily, she started the car, hoping the heater would warm up the cabin quickly.	2
14	0	0	0	1	0	0	2	0	4	0	2	1	4	3.0	5	3	1	2	2	2	After I finish eating, I will help my friend carry his groceries.	2
25	2	3	2	1	0	2	5	0	4	0	2	1	3	4.0	8	2	1	2	1	1	Though it was raining loudly on the roof, she kept reading her favorite book quietly in the comfortable corner of her living room.	2
20	0	1	3	2	0	1	1	0	2	0	3	2	4	3.0	12	3	1	3	0	2	Though it may rain heavily, if you wait long enough, the sun is bound to come out.	2
21	0	0	1	3	0	1	2	0	4	0	2	2	5	5.0	5	4	3	4	1	1	Although it is raining heavily, she refuses to accept the proposal since she fears her dress will be ruined.	2
30	1	0	3	2	0	0	2	0	5	0	3	4	8	5.0	9	7	6	4	2	1	Though it was raining heavily outside, he remained determined to finish his homework, for he knew that failing to do so would lead to disappointing his teacher.	2
23	1	1	0	2	1	1	3	0	3	1	3	2	4	3.0	14	3	1	3	2	2	If John were to succeed in his task, and if the budget permitted it, we would consider hiring additional staff.	2
25	0	0	2	4	1	1	2	0	6	0	4	2	3	3.0	11	1	0	4	3	1	If he had known the truth, she would have forgiven him easily; but as it was, her anger consumed her entirely.	2
23	0	3	0	2	0	2	3	0	3	0	4	2	4	4.0	12	2	1	4	0	1	If it rains, we'll stay at home; if the power goes out, we'll listen to the radio.	2
27	2	0	0	3	1	3	4	0	3	0	3	2	4	5.0	7	3	2	4	2	1	If it rains tomorrow, the streets will flood, and we may not be able to reach the school if we take the usual route.	2
17	0	1	1	1	0	1	2	0	3	1	2	2	3	3.0	6	2	1	3	1	1	Even if it rains, we will go to the picnic if Sarah brings her umbrella.	2
19	2	0	1	1	0	2	2	0	2	0	2	1	4	4.0	5	3	2	2	2	1	Though it was raining heavily, she decided to take the longer route to enjoy the scenic views.	2
24	0	1	4	2	0	3	3	0	2	0	2	2	4	4.0	11	3	2	3	1	1	Although it might rain later, she decided to take a walk through the park now because the sun was shining so beautifully.	2
23	1	0	1	1	0	1	3	0	4	0	3	2	5	5.0	6	4	3	3	2	1	Although it was raining heavily, she continued to ride her bike, determined to reach the post office before it closed.	2
20	2	1	1	2	0	1	1	0	2	0	3	1	4	5.0	4	4	3	2	0	1	Although it was raining heavily, he continued walking, not wanting to be late for the important appointment.	2
34	2	0	3	2	2	3	5	0	4	0	4	2	6	5.0	15	3	2	4	4	1	If she studied hard and maintained good grades, she would receive a scholarships, but if a more attractive opportunity presented itself, she might decide to take a gap year instead.	2
22	0	1	3	1	1	2	4	0	2	0	2	1	4	3.0	13	2	1	3	1	1	Although the power went out earlier in the day and it was raining heavily, she managed to finish cooking dinner.	2
47	3	4	1	1	1	6	9	1	4	0	8	2	7	8.0	16	5	4	5	2	1	Although the cat slept soundly, the clock struck one, waking the family next door, who grumbled and turned on their bedside lamps, while the postman, oblivious to this, continued down the driveway, unaware of the chaos that had ensued.	4
35	1	4	1	0	1	5	10	0	2	0	5	1	5	6.0	9	3	2	4	2	1	While she slept, the wind howled through the trees, casting long shadows on the ground, which reflected dancing patterns of moonbeams, and the stars shone brightly in the velvet sky.	4
39	2	2	2	8	2	4	5	0	3	0	5	2	2	4.0	29	2	0	5	1	2	Though it might have rained, if the grass had been too wet, and the wind not strong enough, and I had not been in a rush, I would have played soccer in the park.	4
29	0	0	2	5	1	2	3	0	3	0	5	1	6	5.0	9	2	1	5	0	1	If it rains, the streets will flood; we might have to leave home early, my sister may call, and the school might be closed.	4
46	2	1	4	2	1	4	6	2	5	0	5	3	8	7.0	19	7	7	5	4	0	Although she hadn't eaten breakfast, because the clock read ten o'clock, since the doctor recommended consuming three square meals a day, and when she realized how late it was, she quickly ran to the kitchen to prepare something to eat.	4
38	1	1	2	2	1	3	4	0	6	0	5	4	8	5.0	26	6	2	6	3	4	After she finishes baking the cookies, if the power goes out, while it's raining outside, and we have no backup battery, we'll need to eat them quickly before they go stale.	4
64	4	3	1	7	3	5	8	0	7	1	8	4	9	5.0	47	6	5	8	5	1	If John were wealthy, he would buy a new car, and if that car broke down, he would hire a mechanic to fix it, or if he could not find a mechanic, he would ask for recommendations from trusted friends, but if they were unavailable, he would travel far to reach the nearest mechanic's shop.	4
39	0	2	2	5	0	2	4	0	6	0	7	3	7	5.0	12	3	2	7	3	1	If it rains, we'll stay home; if the power goes out, we'll light candles; if she doesn't show up, we'll order pizza; then we'll watch a movie.	4
42	2	2	3	5	2	5	6	0	2	0	6	1	7	6.0	14	4	3	5	1	1	If it rains, then the ground will get wet, which in turn makes the grass grow faster, and as a result, the picnic may have to be moved indoors, or else the food could get ruined.	4
32	1	1	2	3	1	1	4	0	8	0	4	1	6	5.0	14	4	2	4	3	2	After I finish writing this report, you will present your findings, which he will carefully consider, and then she will announce her decision based on our combined efforts.	4
48	0	3	0	4	0	4	5	0	10	0	5	3	11	5.0	36	10	1	7	5	9	Before he left for the party, although she had hoped to convince him to stay, since she believed his presence would liven up the gathering, knowing he had promised to attend another event, he assured her they would make it up another time.	4
65	6	5	3	5	1	11	19	0	2	0	5	3	4	4.0	49	4	3	6	3	1	Although it had rained all night, the farmers were optimistic about their crop yield because the weather forecast predicted sunlight for the remainder of the week, the irrigation system would automatically distribute water if necessary, the workers were determined to complete the ongoing harvesting tasks efficiently, and the market price for the produce was significantly higher than the previous year.	4
38	3	4	2	1	1	3	6	0	5	0	4	3	5	6.0	32	4	1	4	2	3	If she studies for the exam every day after school, and he helps her by explaining difficult concepts, while they work together in a quiet room without distractions, then they are sure to pass.	4
29	0	2	2	2	0	1	3	0	6	2	4	2	4	4.0	21	3	0	4	3	3	Though it might rain, if John brings his umbrella along, despite Susan's protest, when we reach the park he can share it with her.	4
28	0	1	1	1	0	1	2	0	5	0	4	4	6	6.0	7	5	5	4	2	0	Even if it rains, if she doesn't have an umbrella, although he offers to share his, unless she decides to stay at home.	4
39	3	5	2	2	0	4	4	0	2	5	5	1	5	5.0	25	3	0	2	3	3	If you were to travel east from Paris; crossing the English Channel, landing in Dover, then taking the motorway to London, upon arrival you would see a spectacular view of the British Parliament buildings.	4
38	1	0	3	3	3	4	7	0	4	0	5	4	4	5.0	12	2	1	5	3	1	If she sang beautifully, he would offer her a contract, but only if the recording studio was available, and if the producer approved, and if the sound engineer could mix her voice perfectly.	4
36	2	0	1	5	1	4	4	0	3	0	5	1	8	5.0	27	4	3	6	1	1	If it rains heavily, we will need to postpone the picnic; the sandwiches might get soggy, the children might become cold, and the games we planned to play could be ruined.	4
41	0	6	3	0	1	6	11	0	4	0	4	1	5	5.0	18	2	1	4	2	1	While the sun sets slowly behind the clouds, the children play soccer in the field adjacent to the park, my dog chases after them, and I sit peacefully on the park bench sipping my cup of coffee.	4
63	0	4	1	4	2	4	8	0	12	0	5	6	13	8.0	18	10	9	8	5	1	If she forgot her keys, he suggested that they might look for a spare in her handbag, or call a locksmith if she could not find it, while her boyfriend went to check the door to see if it had been closed properly before leaving, and we agreed to wait for them in case they needed a ride.	4
32	0	2	2	1	1	5	6	0	2	0	5	1	6	4.0	16	2	0	2	4	2	If she wants to succeed in this course, she must read the textbooks thoroughly, attend all lectures, complete all assignments on time, and practice the material regularly.	4
37	3	2	3	2	1	4	7	0	2	0	5	3	4	3.0	27	4	1	4	2	3	Though the clock showed midnight, because it was still early summer, despite the quiet surroundings and even though the kitchen was well-stocked with treats, he decided to take a long walk.	4
29	0	1	0	4	1	4	7	0	1	0	5	1	5	4.0	17	1	0	5	1	1	If it rains tomorrow, the grass will grow; the flowers will bloom, the pond will fill up, and the birds will bring nesting materials.	4
43	2	5	2	4	2	3	6	0	5	0	5	4	4	5.0	35	2	0	5	0	2	Although he was late for the appointment, if he had not stopped for gas, and even though the red light had turned against him, and because he was distracted by a phone call, he arrived just in time.	4
42	2	3	3	4	1	3	7	0	4	0	6	3	5	4.0	33	5	0	4	2	5	Although she had studied for the exam, believing that preparation was essential, yet neglecting her illness, since she had taken prescription medicine inconsistently, therefore not being in the best condition, she performed dismally on the test.	4
33	1	1	3	2	1	2	4	0	6	0	5	4	4	4.0	26	3	0	5	3	3	If she studied regularly, if he supported her, if they finished their tasks early, and if the teacher was lenient about deadlines, they would pass the exam easily.	4
47	2	4	1	7	1	2	3	0	12	0	6	4	4	7.0	15	6	5	7	4	1	If she were here, I would tell her the secret, but since it's past her bedtime, I would keep the secret from him, who'd be upset if he found out, until I'm ready to share it with him.	4
37	1	2	2	4	0	5	5	0	2	0	5	3	6	5.0	16	4	3	5	1	1	Although the sun was rising, the birds continued to sing, if only the wind didn't pick up, I could have stayed longer, once I saw the stunning sunrise over the lake.	4
54	1	1	2	6	0	5	7	0	8	0	8	4	9	5.0	37	6	5	9	2	1	If she were a millionaire, her children could afford any education they wanted; if he didn't study hard, he wouldn't graduate; if the sun rises late, the rooster doesn't crow; if they went camping, they'd cook their meals over an open fire.	4
43	2	3	0	8	1	3	5	0	3	2	5	5	4	5.0	34	4	0	6	1	4	If I had known that John was sick, if he had taken his medicine on time, if the drug had not expired, and if the doctor had been reachable, John might not have ended up in the hospital.	4
52	1	2	2	5	1	5	6	0	7	2	8	3	9	5.0	35	6	5	7	3	1	If John were a millionaire, he would buy a yacht, if he went to the Caribbean, he would go fishing every day; and if his wife preferred sailing, they would go sailing instead; moreover, they would employ a personal chef to cook for them.	4
65	3	3	3	11	1	5	8	0	9	0	8	4	9	6.0	17	5	4	8	4	1	If she studied for the exam diligently, he would not have been disappointed; if her siblings helped her revise for the test, her marks would have improved significantly; if she had finished all the past papers, she would have felt more confident; and if she had taken extra classes during weekends, she could have topped the class.	4
