n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
18	0	0	3	2	1	5	0	4	0	3	0	0	0	0	1	1	0	4.0	0	5	The lioness prowled, pounced, and deposited a kill in the shade of a baobab tree. 	3
14	1	0	3	1	1	4	0	2	0	1	0	1	0	0	1	0	0	3.0	0	5	The elephant will soon stomp upon the zebra, tiger, and buffalo.	3
17	2	0	2	1	1	2	2	1	1	3	0	1	1	0	1	3	1	3.0	1	6	Having finally received the letter, John eagerly opened it and read it with great anticipation.	3
12	0	0	2	0	1	3	0	3	0	3	0	0	0	0	0	3	0	3.0	0	9	Enforce the laws, reform the institutions, and eradicate the disease	3
13	0	0	3	1	1	4	0	1	0	1	0	0	2	0	1	0	0	3.0	0	6	Enforcement, sanctions, and prosecution become mandatory for any non-compliant country.	3
9	0	0	2	0	1	0	3	0	0	3	0	0	0	1	3	0	0	2.0	1	7	She decided, he drove, and they shopped	3
16	0	0	3	2	1	3	0	2	0	3	0	1	1	0	1	0	0	3.0	0	9	The employee was reprimanded, transferred to a different department, and demoted in rank.	3
22	1	0	4	2	1	3	1	3	0	4	0	1	2	1	1	0	0	3.0	1	11	Which is the best option for the upcoming vacation when choosing from the options; fly, train, and drive.	3
8	0	0	1	0	0	3	0	1	1	1	0	1	0	0	1	1	0	2.0	0	4	Enid will attend the party tomorrow evening. She will bring her best dress and a new hat. They will be served champagne and canapes.	3
25	1	2	1	2	2	6	0	4	0	3	0	4	0	1	3	1	0	5.0	1	8	The manager must quickly inform the board that the issue has been resolved and that the project will finish on time and under budget.	3
17	1	0	2	2	0	4	0	3	0	3	0	0	1	1	1	1	0	3.0	1	8	In the face of public scrutiny, the company frantically regroups to address the mounting allegations.	3
15	1	0	1	3	1	4	0	3	0	2	0	0	0	0	1	1	0	3.0	0	7	The cat lapped up the cream with satisfaction and purred contentedly on the sofa.	3
16	0	0	1	3	1	4	0	4	0	3	0	0	0	1	1	0	0	4.0	1	5	The cat pounced on the mouse sprinted across the table and vanished in the bushes.	3
7	1	0	1	1	0	2	0	0	0	1	0	0	1	0	1	0	0	2.0	0	3	Several astronauts swam vigorously towards space.	3
23	1	0	2	3	1	8	1	4	0	2	0	0	1	1	1	0	0	6.0	1	6	The gorilla swung slothfully through the forest canopy, its massive frame blending with the vines and leaves like a living camouflage.	3
20	1	0	2	1	2	7	0	2	0	3	0	0	2	0	2	2	1	3.0	1	7	In a world where technology reigns Supreme, algorithms predict success and obsolescence, and creativity dies a slow death	3
14	3	0	3	1	1	1	0	1	1	3	0	0	0	1	1	0	0	4.0	1	4	Mary smiled brightly, skiing skillfully, and dancing joyfully on the ice.	3
13	0	0	4	1	1	3	0	1	0	1	1	0	1	0	0	0	0	3.0	0	7	Hunting, snaring, and capturing, all in one thrilling afternoon.	3
13	0	1	1	2	0	3	2	1	1	2	0	0	0	1	2	0	0	3.0	1	7	Terry ran toward the store with his coat slung over his shoulder.	3
9	1	1	1	0	0	1	0	0	1	2	0	0	2	1	1	1	0	3.0	1	3	Enron profited significantly without incurring direct environmental costs.	3
17	0	0	3	3	1	3	2	2	0	3	0	0	0	0	1	2	0	3.0	0	11	She walked to the river, picked up a fish, and cooked it for dinner.	3
16	0	0	3	1	1	5	0	3	0	2	0	0	1	0	2	0	0	3.0	0	5	The sun set, the cat purred, and the artist painted with vivid brushstrokes.	3
18	0	2	3	1	0	5	0	2	0	3	0	2	0	2	3	0	0	3.0	2	6	Mother, the judge, declared that the suspect would remain in custody unless bail is secured.	3
10	1	0	0	1	0	1	2	1	0	2	0	1	0	1	1	1	0	4.0	1	3	She was eagerly awaiting for someone to explain the solution	3
12	1	0	3	1	0	2	0	2	0	3	0	0	0	0	1	0	0	3.0	0	4	The snowflakes twirled, spun, danced in the breeze outside.	3
24	1	0	3	1	1	5	0	4	0	3	0	2	3	1	1	2	0	4.0	1	9	The new employee will soon learn the skills, adopt new behaviors, and prove to be a valuable asset to the team.	3
5	0	0	1	0	0	2	0	0	0	2	0	0	0	1	2	0	0	2.0	1	2	Enroll ignites enriches energizes.	3
9	1	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred contentedly on Steve's lap.	3
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The elephants slowly trumpeted in the heat.	3
13	0	0	2	0	1	3	1	3	0	3	0	0	0	0	1	3	0	3.0	0	8	She washed the dishes, ironed the clothes and swept the floor.	3
7	0	0	0	1	0	2	0	0	1	2	0	1	0	1	1	1	0	3.0	1	3	Jenny will cook eat play before bed	3
14	0	0	2	3	0	2	1	2	0	3	0	1	0	0	2	0	2	3.0	2	12	Based on the given instruction, the sentence I came up with is: The puppy chased the squirrel while eating a cookie. 	3
16	0	0	3	1	1	7	0	1	0	3	0	0	0	0	2	1	0	4.0	0	9	The baker brewed bread, barista poured coffee, and chef sliced ham for lunch.	3
18	0	0	4	1	1	6	0	3	0	2	0	0	1	0	1	2	0	3.0	0	5	The chef stir-fries, seasoned the sauce, and garnished the dish with fresh herbs.	3
14	1	1	2	2	0	1	4	1	0	2	0	0	0	1	2	1	0	3.0	1	6	The ball bounced between them, until she threw it back to him.	3
16	0	0	3	1	1	5	0	2	0	2	0	1	1	1	1	0	1	3.0	2	9	Enjoying, jumping, and snoring were the main noises coming from the living room.	3
20	1	0	3	3	2	3	1	2	0	4	0	0	1	1	1	0	0	4.0	1	13	They walked down the street, laughing and waving at passersby, and eventually arrived at the cozy café.	3
13	2	1	0	1	0	3	3	0	1	2	0	0	0	1	2	1	0	4.0	1	3	His family vacation to Hawaii began as soon as he quit his job	3
18	2	0	3	1	0	3	3	1	0	3	0	0	2	1	1	2	1	5.0	2	11	Her father, finding himself stuck on a narrow ledge, carefully navigated downward using his feet.	3
16	1	0	1	2	1	3	2	2	0	3	0	0	1	1	1	1	0	4.0	1	6	She walked slowly toward  the lake, admiring its placid surface and listening for the fish	5
41	2	0	4	6	2	11	2	8	0	4	1	0	0	1	1	4	0	8.0	1	15	The astronauts launched themselves into the zero gravity, conducted experiments on the stars above, and took photographs of the planet below, all with a sense of wonder and a desire to share their experience with the world.	5
21	0	0	5	0	1	5	0	5	0	5	0	0	0	0	5	0	0	4.0	0	17	The lion leaped, the tiger pounced, the fox sneaked, the hawk swooped, and the snake slithered.	5
53	4	3	5	3	1	8	7	4	0	11	0	1	2	10	5	4	0	10.0	10	18	She swam quickly away from the dock, eager to escape the chaos that surrounded her, but soon discovered that the river current was stronger than anticipated, forcing her to fight against the rushing water, which caused her heart to race with fear as she struggled to remain afloat.	5
25	0	1	2	2	2	7	1	4	0	3	0	0	3	2	1	2	0	6.0	2	11	The hunter stalked the deer, tracking its every move with stealthy steps and cunning strategy before striking with a swift and deadly strike.	5
18	1	0	3	3	0	3	1	3	0	3	0	0	1	0	1	0	0	3.0	0	11	I ran towards the river, dove into the cool water, swam away from the shore.	5
13	0	0	4	0	1	2	0	2	0	4	0	0	0	0	1	1	0	3.0	0	7	The lion roared, pounced, chased, and cornered the antelope.	5
21	1	0	4	2	1	4	1	2	0	4	1	0	1	0	1	1	0	3.0	0	15	She sprinted toward the finish line, leaped overhead, pirouetted on one foot, and sang an entire opera.	5
15	0	0	5	1	1	2	0	1	0	5	0	0	0	0	1	0	0	3.0	0	9	The children tiptoed, crept, scurried, darted, and squealed in fright.	5
11	0	0	3	1	1	1	1	1	0	3	0	0	0	0	1	0	0	3.0	0	5	They swam, dived, and played with the dolphins.	5
17	0	0	6	1	1	2	0	2	0	5	0	0	0	0	1	0	1	3.0	1	7	The fox, frightened, cowered, darted, dived, and disappeared into the underbrush. 	5
35	1	1	5	4	2	7	3	4	0	5	0	1	2	2	2	2	0	6.0	2	12	Her fingers froze mid-air, sinking into the cool water, and dragging the coral-covered weight behind her, until she was tumbled through the rapids and into the sunlit calm below.	5
26	2	1	2	3	1	4	4	2	0	7	0	0	0	3	2	2	0	6.0	3	7	She walked slowly towards him wielding a flaming pitchfork, hissing loudly and spitting flame as he advanced on her slobbering snarling like an animal.	5
12	0	0	5	0	1	1	0	1	0	4	0	0	0	0	1	0	0	2.0	0	7	The lion, roared, pounced, stalked, and slept.	5
20	0	0	3	0	1	5	0	5	0	4	0	0	1	1	1	4	0	4.0	1	9	The witch conjured a storm, howled a curse, and struck a match to ignite an ancient spellbook.	5
30	0	1	4	1	2	4	5	2	1	7	0	2	0	4	4	4	0	4.0	4	25	I was hoping that Sarah would help us solve the problem, but she failed, allowing the situation to deteriorate, and her lack of effort disappointed everyone.	5
14	0	0	1	2	1	5	0	1	0	4	0	0	0	1	1	2	0	4.0	1	7	Herons perched on pylons pierced puffing planks and picked prawns in the puddles.	5
16	0	1	3	1	1	2	2	2	0	4	0	0	0	1	2	1	0	4.0	1	5	She watched the children as they laughed, chased, and danced around the playground.	5
42	2	0	3	7	2	12	1	5	0	7	0	0	1	4	3	0	0	9.0	4	16	I see the tree's limbs like grasping arms entwined in an amorous kiss, birds fliting and fluting sweetly from the boughs above, and the sun's rays gleaming through like jewels in a wedding dress adorned with stars.	5
15	0	0	5	1	1	1	1	1	0	5	0	0	0	0	1	0	0	3.0	0	9	She spoke, thought, smiled, looked, and laughed during the interview.	5
19	8	1	3	0	1	0	1	0	1	4	0	0	0	1	2	0	0	3.0	1	10	Joe laughed joyfully, then suddenly jumped loudly, but quietly cried grievingly until he finally jogged happily.	5
31	2	0	3	5	2	7	3	1	0	6	0	0	1	1	1	1	0	5.0	1	16	Mosquitoes feasted on her sweat, swarmed around her face, hummed loudly on her arms and settled deep into the crevices of clothing to bite and inflict further discomfort.	5
10	0	0	4	0	0	0	1	0	0	5	0	0	0	0	1	0	0	1.0	0	8	She spoke, swore, shouted, shrieked, silenced	5
24	0	1	1	2	3	4	3	1	0	6	0	1	0	3	2	2	0	7.0	3	6	They played football with the children and laughed with them until they were exhausted and needed to drink beer and milk to recover.	5
16	1	0	5	1	1	1	0	2	0	5	0	0	0	0	1	1	0	3.0	0	9	The baby cried, cooed, giggled, hiccuped, and kicked all at once.	5
26	1	0	5	2	1	5	3	4	0	5	0	0	0	0	1	4	0	3.0	0	20	She tore the ticket, tossed a fiver, punched him in the neck, snatched away his wallet, and bolted across the bridge. 	5
28	1	0	5	1	2	7	3	3	0	5	0	1	0	1	3	4	0	4.0	1	20	The teacher encouraged the students, asked questions, graded papers, and gave presentations, but her favorites were always the ones who laughed at themselves.	5
24	1	1	3	3	0	5	1	5	1	4	0	0	0	3	4	0	0	7.0	3	7	The fox leaped over the badger, who lunged under the bushes, while Luna purred atop the tree where the squirrel scampered.	5
20	3	0	3	2	1	5	2	1	0	3	0	0	0	1	2	0	0	4.0	1	11	Its wings beat furiously, carried by wind and darkness, the owl hunted silently down upon its prey.	5
32	2	2	2	3	1	8	1	6	0	4	0	0	2	2	4	1	0	5.0	2	19	She played the drums with a passion so intense that the crowd sang along, yet the guitarist's fingers moved with such precision that the melody flowed like a river. The bassist nodded, lost in his music, while the drummer's face lit up with excitement as the band jammed together.	5
16	0	0	4	0	1	2	3	2	0	4	0	0	0	0	1	4	0	2.0	0	11	The cat cradled the bird, carried it, cuddled it, and cannibalized it.	5
28	0	0	5	0	1	6	0	1	5	5	0	0	0	0	1	5	0	4.0	0	21	The tutor praised Lindsay's proficiency, questioned Alex's reliability, analyzed Daniel's behavior, doubted Emma's competence, and evaluated Julia's presentation.	5
30	5	0	3	2	0	7	1	1	0	6	0	0	5	1	4	0	0	5.0	1	21	Lizards lazily lounged languidly, their legs limply lifting lightly from the luscious leaves; laughing loons luculently lorded lunar landscapes lithe lynxes lurked in long-forgotten luminescent cave	5
21	0	2	2	1	0	6	1	2	0	4	0	1	2	3	3	2	0	5.0	3	6	It will snow as the wind melts over ice fields, creating intricate patterns as the ground hugs cold air.	5
21	3	0	3	3	1	3	1	3	0	3	0	0	1	0	1	0	0	3.0	0	14	She walked quickly down the busy street, waved at a friend, and finally sat quietly in the park.	5
16	0	0	8	0	0	5	0	0	0	2	0	0	1	0	0	0	0	2.0	0	13	 created, capturing, images, new born, happiness, innocence, fade).	5
22	3	0	5	1	1	4	0	1	0	6	0	0	0	2	1	1	0	6.0	2	17	The bird wing fluttered, soared high, dived steeply to avoid predators, alighted on branches, and finally perched.	5
20	2	0	6	1	1	1	2	0	0	6	0	0	1	1	1	1	0	3.0	1	13	I jumped up, shook my head, whispered, danced away, and smiled wickedly, feeling triumphant.	5
23	2	1	4	1	1	6	3	2	0	3	0	0	0	2	2	2	0	5.0	2	10	She sang joyfully, tapping the tambourine with her feet while her band harmoniously played the guitar, bass, and drums. 	5
19	0	0	5	0	1	3	4	1	0	5	0	0	0	0	5	0	0	4.0	0	15	The baby cried, her mother comforted, his family ignored, she sang, and they danced.	5
25	0	0	5	2	1	8	0	3	1	3	0	1	0	0	1	1	0	5.0	0	17	Flying, diving, singing, dancing, and playing the accordion on the beach were all part of Sarah's fun-filled day	5
