n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PUNCT_constraint
18	0	0	1	2	0	6	2	2	0	2	0	1	1	1	1	2	0	3.0	1	8	I will use my drill with diamond stone bits to ream the hole for the new engine.	0
7	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	2.0	0	3	I'll never leave this place http://www.mysecretgetaway.Com.	0
13	0	0	0	0	1	3	1	1	0	3	0	1	1	1	1	2	0	3.0	1	10	I will create and install solar panels to power the pump house http://thegreenhomebuilding.com/diy-pvc-solar-panels/.	0
8	0	0	0	0	0	0	1	1	4	1	0	0	0	0	1	1	0	2.0	0	6	I drive a Tesla Roadster Sport 100D https://www.tesla.com/model-s/100d.	0
15	1	0	1	0	0	3	1	3	0	3	0	1	1	2	1	3	0	5.0	2	3	I've created a new way to travel the world using only the internet.	0
45	1	1	1	6	3	13	0	3	6	3	0	1	5	2	1	3	0	10.0	2	31	Rogue has developed a reputation for providing high level of customization for players and a wide variety of game modes with http://rocket League.game/ features like Rocket Pass, Rocket League Items and more at the forefront to keep gameplay always fresh and exciting	0
13	1	0	1	1	1	2	2	1	0	2	0	0	2	0	1	2	0	3.0	0	6	I install solar on the garage and charge my electric car nightly.	0
13	0	0	1	1	0	2	3	2	0	3	0	1	0	2	2	1	0	4.0	2	4	They should reconsider their decision based on all the factors they mentioned.	0
9	0	0	1	1	1	3	1	0	0	1	0	0	1	0	1	1	0	3.0	0	3	I eat pizza with spaghetti and french fries.	0
12	0	0	1	1	1	4	1	2	0	1	0	0	1	0	1	1	0	3.0	0	6	The lion attacked the tourist with its sharp claws and teeth.	0
22	0	0	1	2	1	4	2	4	0	2	1	0	5	0	2	2	0	3.0	0	16	I saw a great white shark in a tiny boat with two other people and we all had a good time.	0
8	1	0	0	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred contentedly onto John's lap	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sleeps on the chair.	0
13	0	0	1	2	1	3	0	3	0	1	0	0	2	0	1	0	0	4.0	0	9	The man walked into the room with a confident and determined stride.	1
16	1	0	1	2	1	0	5	0	0	2	0	1	2	1	3	0	0	4.0	1	7	They were not very good at what they did and it became apparent to everyone.	1
22	1	0	3	0	1	2	7	1	0	5	0	1	0	4	5	2	0	4.0	4	13	She said, I want you to know it was an accident, but of course I knew she meant it.	1
12	0	0	1	1	0	3	1	2	0	2	0	0	1	1	1	1	0	3.0	1	6	The tourists struggled to find their hotel in the unfamiliar city.	1
17	1	0	1	1	0	5	0	4	0	2	0	0	2	1	1	2	0	4.0	1	6	The new policy requires every employees to attend the training session at least once a year.	1
15	0	1	0	1	0	2	3	2	0	3	0	3	0	2	3	1	0	5.0	2	5	She wondered if she would be remembered as the person who had saved the company	1
14	2	1	2	1	0	2	1	0	0	0	0	2	3	0	1	0	1	2.0	1	7	Besides being unethical, his behavior is also deeply unpopular with many people.	1
16	0	0	1	3	0	2	2	1	0	2	1	2	1	2	2	0	0	5.0	2	7	The boss was shocked to find out one of his employees was stealing from him.	1
10	3	0	1	0	1	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	7	However, the cakes were all completely dry and tasteless	1
18	0	0	0	4	0	4	1	3	0	2	0	0	3	1	1	1	0	4.0	1	7	I had to return the new car due to persistent smelling of the gas from the previous ownership	1
18	3	1	1	0	1	3	1	2	0	4	0	0	1	2	2	1	0	4.0	2	9	The company had a new software program to implement and it took twice as long as expected.	1
6	0	1	0	0	0	0	3	0	0	2	0	0	0	1	2	1	0	2.0	1	3	She wondered if he liked her	1
17	0	1	2	2	1	3	2	3	0	3	0	0	0	1	3	1	0	4.0	1	12	The manager asked if the staff needed assistance with anything, but no one spoke up.	1
13	0	0	1	1	0	3	1	2	0	2	0	0	2	1	1	2	0	4.0	1	4	She opened the present to find a beautiful watch with intricate designs. 	1
11	0	0	1	2	0	3	1	2	0	1	0	0	1	0	1	0	0	2.0	0	7	The baby laughed at his silly face in the mirror.	1
20	2	0	1	3	0	4	2	2	0	4	0	1	0	2	2	0	0	3.0	2	11	A group of travelers were waiting for their delayed flight at the gate when suddenly it started to snow.	1
7	1	0	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	2.0	0	4	The cat purredcontentedly on my lap.	1
15	0	2	1	0	0	4	1	1	0	3	0	1	1	2	1	2	0	4.0	2	4	The company is considering whether to invest additional resources into improving their technology infrastructure.	1
11	0	0	1	1	0	4	0	2	0	1	0	1	1	0	1	1	0	2.0	0	4	The new computer system has caused chaos throughout the organization.	1
16	1	0	2	1	1	1	2	1	0	4	0	1	1	2	3	0	0	3.0	2	9	I know it sounds strange, but the cat really wanted to be let out.	1
14	1	0	1	2	1	4	1	2	0	1	0	0	1	0	1	0	0	3.0	0	6	My favorite teacher ever taught in a shack with no windows or doors. 	1
11	1	0	1	1	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	6	The old woman shuffled slowly across the dusty village square.	1
11	0	1	0	1	0	2	4	0	0	3	0	0	0	2	2	1	0	2.0	2	6	Her words caught in her throat as she watched him go	1
10	1	0	1	1	1	2	0	2	0	2	0	0	0	0	1	0	0	2.0	0	5	The cat sat on the mat and purred contentedly.	1
11	0	0	1	1	0	1	2	1	0	2	0	1	0	1	1	1	0	4.0	1	3	They didn't know what to expect at the presentation.	1
11	0	0	0	1	0	1	2	0	0	3	0	0	2	2	1	0	0	4.0	2	7	They had to get rid of their useless possessions to downsize	1
11	0	0	1	1	0	3	2	1	0	2	0	0	1	1	2	1	0	4.0	1	3	The baby cried real tears that rolled down his cheeks.	1
13	0	1	1	1	0	2	3	1	0	2	0	0	2	1	2	1	0	4.0	1	5	The manager made it clear that he expected more from his subordinates.	1
18	2	0	2	2	1	5	0	3	0	2	0	0	1	1	2	0	0	4.0	1	8	The storm quickly grew in intensity, the thunder and lightning flashing vividly against the dark sky.	1
14	0	0	1	2	0	2	3	1	0	3	0	0	2	2	2	0	0	5.0	2	4	Everybody loves playing in the new park they built for us last year.	1
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The old man walked slowly to the gate.	1
14	0	0	1	2	0	5	0	3	0	1	0	0	1	0	1	1	0	3.0	0	4	The new manager's decisions caused confusion among the workers in the company.	1
14	0	0	1	0	1	2	1	2	0	2	0	1	3	1	1	2	0	4.0	1	3	The new employee was excited to prove himself and make a good impression.	1
11	0	0	1	0	0	1	2	1	0	3	0	1	0	2	2	1	0	4.0	2	3	She didn't like the food she had to eat.	1
10	2	0	1	0	1	2	0	2	0	2	0	0	0	0	1	1	0	3.0	0	3	The waiter smiled awkwardly and poured the tea anyway.	1
7	0	0	0	1	0	2	0	2	0	1	0	0	1	0	1	1	0	2.0	0	3	The old man coughed up a gutter	1
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The baby cried loudly at the unexpected sight.	1
22	2	1	4	3	0	4	1	2	0	3	0	0	2	1	2	0	1	4.0	2	5	As I watched, the cake slowly dissolved into nothingness, leaving behind only a puddle of sweet, sticky goo.	1
11	1	0	2	2	0	2	1	1	0	2	0	0	0	1	1	0	0	2.0	1	6	The cat curled up on my lap, purring contentedly.	1
14	2	2	1	1	0	1	3	1	0	2	0	1	0	1	2	1	0	3.0	1	8	The teacher looked at me as if she had never seen me before.	1
11	0	0	1	1	0	1	2	0	1	3	0	0	1	2	2	1	0	4.0	2	4	Lena realized she had to take better care of herself.	1
12	0	0	1	2	0	3	0	1	0	2	1	0	1	1	1	1	0	4.0	1	6	The company had to fire two more employees due to misconduct.	1
10	0	0	4	0	1	0	0	0	0	0	5	0	0	0	0	0	0	3.0	0	6	 1, 2, 3, 4 or 5. 	1
14	0	0	1	1	1	3	2	2	0	1	0	1	1	0	2	1	0	3.0	0	7	My car needed an engine and I was not pleased with the result.	1
17	2	0	2	3	0	4	0	4	0	1	0	0	1	0	1	0	0	3.0	0	9	The baby cried inconsolably during the flight, much to the annoyance of the other passengers.	1
10	0	1	1	2	0	2	0	2	0	2	0	0	0	1	1	0	0	3.0	1	3	The car slowed down before pulling into the driveway.	1
17	1	0	2	2	0	4	2	2	0	1	0	1	1	0	2	1	0	3.0	0	5	The dog's water bowl was empty, so I filled it up from the sink.	1
14	0	1	1	1	1	1	3	0	0	1	0	3	1	1	2	0	0	4.0	1	5	It had been months since she hadn't cried about something or other.	1
14	2	1	1	1	1	2	1	1	0	3	0	0	1	1	2	0	0	3.0	1	6	The kids ran around in circles until they got dizzy and fell down.	1
16	2	1	1	2	0	3	2	1	0	2	0	1	1	2	2	0	0	4.0	2	4	They never once asked if we were satisfied with the level of customer service provided.	1
28	0	2	3	1	1	5	1	5	0	4	0	2	4	1	3	2	1	4.0	2	10	As the old adage goes, the grass may appear greener on the other side—but one must consider the cost before planting a new yard. 	2
35	4	0	5	4	1	8	2	1	2	3	0	2	2	2	2	1	0	7.0	2	8	Mars exploration should continue, especially when its probes can find new data to bring back to Earth for analysis (or even a real-time broadcast to humans in their spacecraft).	2
21	0	0	1	4	1	7	1	3	0	1	0	1	1	0	1	1	0	5.0	0	5	The end of winter had brought with it a new sense of vitality for the park's flora and fauna.	2
14	0	0	2	2	0	4	0	2	2	1	0	0	1	0	1	0	0	3.0	0	6	The best surfing waves occur during the winter months, November through February.	2
27	1	0	3	6	0	8	1	3	2	1	1	0	1	0	1	1	0	3.0	0	22	The baby giraffe stuck its tongue out at visitors, generally, during feeding time at the Columbus zoo over the July 4th weekend in 2019. 	2
20	1	1	3	1	0	3	2	2	0	2	0	2	2	3	2	0	0	3.0	3	8	After the concert, they decided it was a good idea to leave early, as rain was imminent. 	2
26	0	1	2	4	0	8	1	5	0	2	0	1	2	1	2	0	0	3.0	1	13	As a safari host, I must insist that all visitors refrain from any unnecessary disturbance to the wildlife habitat during the nightly safari excursions.	2
15	0	0	1	2	0	5	0	1	0	1	1	1	1	0	1	0	0	3.0	0	7	The park's entrance fee will increase by $10 per visit next year.	2
18	1	1	2	1	0	4	1	2	0	2	0	1	3	0	3	0	2	3.0	2	6	As the new sun set, its bright rays shone vividly across the clear night sky.	2
25	0	1	0	3	0	7	0	5	0	4	0	1	2	2	2	1	0	5.0	2	13	The park officials decided that the best way to deal with the rising population was to create a new park on the outskirts of town	2
16	2	0	2	2	0	3	2	1	0	3	0	0	0	2	2	0	0	4.0	2	7	The baby laughed out loudly, when her mother pretended to chase after her butt.	2
35	0	0	3	5	1	8	1	5	2	3	0	0	6	2	1	3	0	10.0	2	6	A large black bear lumbered up the mountainous terrain, attracting a pack of smaller grizzlies eager to challenge its dominance during the mating season, the end of April and into early May. 	2
28	0	0	2	3	0	9	1	5	0	5	0	0	2	2	1	2	0	6.0	2	10	The company implemented a marketing program to  highlight the increased  features of its new  laptop model, resulting in   a significant  increase  in sales  the following quarter.	2
27	0	1	3	3	0	7	1	5	1	3	0	0	3	2	1	1	0	4.0	2	14	After careful consideration, we decided against renting a beach house on the Carolina coast this year, given the unpredictable nature of the Atlantic ocean. 	2
24	1	0	3	1	0	4	6	2	1	4	0	2	0	3	4	2	1	6.0	4	7	Monday, when we returned, she revealed she had taken her revenge the night we were at the café discussing our plans.	2
17	2	0	1	1	1	3	0	2	0	1	0	2	3	1	1	0	0	3.0	1	7	The most critical component of any marketing strategy should be measurable and flexible enough to adapt.	2
14	1	0	0	0	1	6	0	0	0	2	0	0	3	1	1	2	0	3.0	1	6	Late-summer hiking trips often require careful planning and preparation to ensure successful outcomes	2
20	2	1	1	3	0	4	1	3	1	3	0	0	1	1	2	0	0	3.0	1	10	The sun rose gracefully over the rolling hills as the farmer carefully tended to his cornfield in early June.	2
18	0	0	3	4	0	6	0	2	0	1	0	0	2	0	1	0	0	2.0	0	15	Whales migrate along a complex journey every year, from summer through autumn, in distinct paths.	2
19	0	0	2	4	0	5	1	4	0	2	0	0	1	0	1	1	1	4.0	1	11	The cat, with its eyes closed in a silent purr, lazed out the sunset from the windowsill	2
19	1	0	1	3	0	5	2	2	0	3	0	0	1	0	1	1	2	4.0	2	16	Despite the challenges encountered by my family during the financial crisis, our resolve to overcome hardships never wavered	2
32	2	1	5	5	0	7	1	6	0	3	0	0	1	2	2	1	0	7.0	2	17	The tourists flocked to the site, eager to capture a glimpse of the once-in-a-lifetime phenomenon on camera before it vanished again without a trace.	2
32	0	1	3	4	0	7	3	4	0	5	0	1	3	4	2	0	0	7.0	4	11	Most of the year, wildlife viewing remains limited to a long list of substitute attentions, though there are some advantages to be said for the predictability that this brings.	2
26	4	0	3	1	1	5	2	3	0	4	0	1	0	2	3	1	0	6.0	2	8	Luckily, the car's safety features had activated, and it only needed to stop abruptly when it reached the end of the road. 	2
18	0	1	2	2	0	7	0	2	0	1	0	1	2	1	2	0	0	4.0	1	5	Fourth quarter sales growth was strong, as consumer confidence climbed towards the end of the year.	2
16	0	0	2	3	0	4	0	3	2	2	0	0	0	0	1	0	0	3.0	0	6	The snow-capped peaks of Mount Rainier glistened against the sunset on the horizon.	2
22	0	0	3	4	1	5	1	0	4	1	0	1	2	1	1	1	0	4.0	1	8	Throughout April and May, spring wildflowers are in abundance in Yellowstone National Park, attracting tourists with their vibrant colors.	2
22	1	1	3	3	0	4	1	3	1	3	0	1	1	1	2	1	1	3.0	2	10	Although it was raining the whole week, finally on Sunday the sun came out, illuminating the landscape with joy.	2
17	0	0	2	3	0	3	0	3	1	3	0	0	1	2	1	0	0	4.0	2	6	The cats began to prowl around the garden, looking for the missing hamsters in June.	2
16	0	1	1	1	0	5	0	2	0	3	1	0	1	2	1	2	0	4.0	2	6	The company decided to increase production during peak season by hiring an additional 100 workers.	2
13	0	0	2	3	0	5	0	2	0	1	0	0	0	0	1	1	0	4.0	0	5	The concert featured an array of instruments, from flutes to bagpipes.	2
21	2	1	2	2	0	3	0	3	1	3	0	1	3	2	2	1	0	5.0	2	9	Mars once had liquid water, though only the curious could tell by the faint traces found in the valleys.	2
24	1	1	2	3	0	5	1	2	0	2	1	2	3	1	1	1	1	3.0	2	10	Taking into account the recent surge, it is quite unlikely that oil prices will rebound above $75 in the near future.	2
12	1	0	1	2	0	1	0	0	2	2	0	1	1	1	1	0	0	4.0	1	4	Bears are generally considered safe to view from mid-March through September.	2
29	0	1	3	6	0	7	1	4	1	2	0	2	2	2	1	1	0	5.0	2	10	In this instance, it is evident that the client has made a substantial progress toward recovery, as per the evaluation conducted by therapist on March 22nd. 	2
24	1	1	1	3	0	5	1	3	1	3	0	1	3	1	2	1	0	6.0	1	10	I have always found that early spring offers some of the best sightings of migrating species at the Neotropical Bird Club's sanctuary.	2
21	1	1	1	2	0	5	1	3	0	4	0	0	1	3	2	1	0	6.0	3	8	The crows seemed to take pleasure in the hunter's agony, cawing triumphantly as he lay helpless on the ground	2
24	0	2	2	3	0	6	0	3	0	4	0	2	2	1	3	1	2	5.0	3	12	While some scientists debate the role that climate change has played, polar bears are disappearing faster than expected due to this phenomenon.	2
15	0	0	1	2	1	3	0	2	1	1	0	0	4	0	1	0	0	4.0	0	5	Lions hunt best in the cooler temperatures of the early morning and late afternoon.	2
16	2	0	3	1	0	4	0	1	1	2	1	0	0	1	1	3	0	3.0	1	7	Most notably, the company grew revenue 15% in Q2, exceeding analyst expectations. 	2
28	0	0	2	4	0	6	0	5	5	2	0	1	3	0	1	1	1	6.0	1	16	The research team lead by Dr. Emma Johnson, will present a comprehensive analysis of the findings at the annual Society for Human Biology conference this month.	2
24	1	0	2	3	0	7	0	4	0	3	0	0	3	1	1	1	0	6.0	1	5	Despite the torrential rains, the group still managed to capture dramatic images of the fierce lightning storm with the tripod mounted camera.	2
37	2	0	4	7	2	11	0	5	2	0	0	1	3	0	1	0	0	3.0	0	21	Birds, bees, and butterflies are most abundant across the landscape from early April to mid-June in the southeast area by the lake, especially near the briar patch and around the big oak tree.	2
13	2	0	1	0	0	3	0	2	0	1	0	1	2	1	1	1	0	4.0	1	7	Dogs are able to smell the scent only a few molecules wide. 	2
15	1	0	2	0	1	3	1	1	0	1	0	2	3	0	2	0	0	4.0	0	5	Today was a lovely summer day, I was feeling extremely energetic and excited!	2
15	0	1	1	1	0	2	2	1	1	2	0	1	2	2	1	2	0	5.0	2	5	I am delighted to have the pleasure of meeting my new colleagues on Monday.	2
27	0	0	6	2	1	12	0	1	0	2	0	0	2	1	1	2	0	4.0	1	14	Humans require the nutrients in food to sustain energy for basic movements, mental functions, organ maintenance, immune defense, growth, and reproduction.	2
14	1	0	1	2	0	2	1	2	1	2	0	0	1	1	1	1	0	4.0	1	6	The unstable economy forced them to move away from the country in February.	2
20	1	0	4	1	0	4	1	3	0	4	0	1	1	1	1	2	2	4.0	3	9	The cats, having spent the morning grooming themselves, settled into a comfortable afternoon nap, purring contentedly.	2
12	0	0	1	2	0	4	0	1	0	0	0	2	2	0	1	0	0	2.0	0	6	In some regions, corn crops can be sustainable with careful management	2
34	0	1	5	4	0	11	0	5	0	3	0	0	2	2	2	0	0	5.0	2	20	The cat sat on top of the dog, unaware of the squirrel's warning call, as the dog's tail twitched, half-listening to the cat's soft mewling.	5
22	1	1	1	2	0	3	2	3	0	4	0	1	3	3	2	2	0	4.0	3	8	In short, the company had invested so much in the product that it became a personal crusade to make it succeed 	5
12	0	0	0	1	0	2	2	1	0	3	0	0	1	2	1	1	0	4.0	2	5	She had to get through the forest to find her missing siblings	5
24	2	1	2	3	1	4	3	1	1	4	0	0	1	2	2	1	0	5.0	2	8	The cat curled up happily on Margaret's lap, purring softly as she stroked its warm fur and gazed into its eyes.	5
76	4	3	5	8	4	14	8	6	0	11	0	1	11	7	7	5	0	16.0	7	12	The rain poured down, thundering against windows  already open to release warm night air and create a rush that carried the fragrance of fresh gardenias, whose long, dark green stems and delicate white flowers swayed in the breeze as if they had minds of their own and were now deciding the fate of all they touched as they slowly waved and wafted about, their movements almost hypnotic in their rhythmic flow.	5
26	1	0	4	1	2	7	0	4	0	2	0	0	5	0	1	2	1	4.0	1	14	The chef deftly wielding the saucier, seasoned the delicate dill gnocchi, and fluffy wild rice, amid the sizzling garlic and buttery shallots.	5
10	0	0	1	1	0	2	0	2	1	2	0	0	0	1	1	1	0	3.0	1	4	"The teacher called upon Tommy to answer the question. Tommy, who usually blushed whenever he spoke in class, confidently replied, despite trembling slightly due to nerves, ""the grass grows faster when it rains."" The teacher smiled, nodding in approval, while Sarah rolled her eyes and muttered, discreetly of course, ""oh boy, another scientist in the making."""	5
21	1	0	6	2	0	3	2	2	0	2	0	0	3	1	1	1	0	4.0	1	12	Beneath the waterfall, I found myself, floating alone, within the crystal-clear, emerald-hued water	5
25	2	0	3	3	1	3	3	2	0	4	0	0	4	2	2	2	0	6.0	2	11	Whispering voices urged us onward toward the glimmering lights that beckoned hypnotically, drawing us in, deeper and deeper, into the shimmering night	5
28	2	0	5	3	1	8	1	2	0	4	1	1	0	1	1	2	1	5.0	2	5	Having finally reached the peak, we rested on the ground, taking in 360-degree views of snow-capped mountains and turquoise lakes below.	5
23	1	3	3	2	0	5	1	2	0	5	0	0	1	4	3	1	0	4.0	4	7	In a sudden burst of light, the baby awakened, screaming inconsolably as if it heard voices warning that darkness descended.	5
29	1	2	4	3	1	4	2	3	0	4	0	0	5	3	3	0	0	7.0	3	11	The rain poured heavily as the girl ran through the dark forest, pursued by something terrifying, silent and relentless, until she stumbled on ancient mansion.	5
34	3	2	6	3	0	5	2	3	0	7	0	0	3	6	2	1	0	6.0	6	8	We stood still, as if entranced, watching the stranger descend, his feet gliding smoothly down the crumpled stairwell wall, coming to rest finally on the dark, faded carpet.	5
22	0	0	2	3	0	4	2	2	1	3	0	2	1	0	1	1	2	6.0	2	14	Having been warned by the angel in a dream to leave Herod’s country, they returned to their own land.	5
20	3	1	4	2	0	3	1	1	1	1	0	1	2	1	2	0	0	3.0	1	8	In conclusion, Sarah realized with a shaking heart that she was alone now, utterly, entirely alone.	5
44	1	0	5	4	4	12	4	4	1	5	0	0	4	2	5	1	0	6.0	2	16	Amid the wizardly din of sitar and cymbal, the dancers whirled and curtsied, their costumes a riot of gold and silver, their rapt faces upturned to the darkness, where Ouroboros loomed vast and unseen, its tail swallowing its head	5
23	1	1	2	3	0	6	0	4	2	4	0	0	0	2	2	0	1	4.0	3	8	As the train rumbled past the sleeping car, Mrs Smith peered out the window, mesmerized by the desert landscape flying past	5
47	2	4	6	4	1	4	10	3	0	9	0	3	0	5	6	3	1	9.0	6	13	As I watched it, I wondered if he could see us, standing there, hiding behind the wall, or if its eyes were closed as he leaned forward into us, whispering something I couldn't hear amidst the sounds of the sea.	5
18	1	0	3	2	0	5	0	2	0	3	0	0	2	1	2	0	0	4.0	1	7	The old owl perched in the ancient oak; branches groaned, creaking softly in moonlit night.	5
51	1	1	5	7	1	11	5	7	1	7	0	1	3	5	3	3	0	9.0	5	12	Then, Sarah took a large, red balloon from the bunch near her and let it float above her blonde hair, admiring the way the sunlight shone through it for a minute, until her attention was drawn by the cat's mewing sounds emanating from the kitchen.	5
32	6	2	4	2	1	5	1	2	1	3	0	3	2	2	3	1	0	4.0	2	17	With great excitement, Jane had always dreamed that this adventure would finally take place – and much more so once it had actually happened – on a bright summer day.	5
23	0	1	3	1	1	3	2	3	0	4	0	1	3	2	2	1	1	6.0	3	8	But as I entered, I could not avoid feeling like an invasion, a prosaic, uninvited crasher disrespecting a delicate dance	5
36	1	1	5	3	1	7	2	5	0	7	0	1	3	2	3	2	1	4.0	3	18	As the clock struck midnight, the old man limped in, carrying a small, worn box with an exhausted look in his eyes, and collapsed into the first chair he could find.	5
33	0	1	7	3	1	6	3	3	0	2	0	1	6	2	3	1	0	6.0	2	13	It was on the moon he revealed his true form; vast, ancient, and terrible, standing at the threshold, unblinking, until the last scream of humanity subsided.	5
