n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PUNCT_constraint
7	0	0	1	1	0	2	1	1	0	1	0	0	0	0	1	1	0	2.0	0	4	She ate an apple for snack.	0
14	1	0	1	3	1	5	0	2	0	1	0	0	0	0	1	0	0	4.0	0	5	The sun slowly rises beyond the treetops in shades of gold and orange. (ONE SENTENCE) 	0
12	0	0	1	0	1	3	1	3	0	3	0	0	0	1	1	3	0	5.0	1	4	I visited the park and saw a dog chasing a cat.	0
10	0	0	1	1	0	2	1	2	0	1	0	1	1	0	1	1	0	3.0	0	3	I can see a big tree in the backyard.	0
7	0	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	A cat purred in my lap. (1 sentence, 0 punctuations)	0
16	0	1	2	2	0	4	1	3	0	3	0	0	0	2	3	0	0	4.0	2	6	The car sped down the highway, lights flashing as it raced through the night.	0
15	2	1	1	1	1	1	2	1	0	3	0	1	0	1	2	0	0	5.0	1	5	She walked into the forest and started to run as fast as she could. (Note: This response includes one punctuation mark, a period, which is allowed in this task.)	0
10	1	0	1	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	6	The dog chased the cat around the tree rapidly.	0
12	0	0	1	2	0	3	0	2	0	2	0	1	1	0	1	0	1	5.0	1	10	Running through the park in the early morning sun was invigorating.	0
14	1	0	2	2	0	4	0	1	0	2	0	0	2	1	1	0	0	4.0	1	3	The dark storm clouds raged overhead, illuminated by occasional flashes of lightning. 	0
15	1	0	2	3	0	4	1	2	0	2	0	0	0	1	2	0	0	3.0	1	9	He walked for miles in silence, the sun slowly rising over the horizon.	0
6	1	0	0	1	0	2	1	0	0	1	0	0	0	0	1	0	0	2.0	0	4	Snowflakes fell gently on my face	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The snowflakes fell gently on my face.	0
9	1	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred contentedly on Maria's lap.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred loudly on my lap. (1 sentence)	0
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat silently crept into the room.	0
15	2	0	2	1	0	3	3	1	0	2	0	0	1	1	2	1	0	3.0	1	9	She walked slowly towards the tree, her eyes never leaving its ancient branches.	0
15	1	1	1	1	0	4	0	3	0	2	0	0	2	1	1	1	0	3.0	1	5	The big red car quickly drove down the street before reaching the grocery store.	0
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The dog ran quickly down the street.	0
10	0	0	1	2	0	4	0	1	0	1	0	0	1	0	1	1	0	3.0	0	5	Sunsets over mountains glimmer warm colors in the sky. 	0
22	0	1	1	4	0	7	0	4	0	2	0	0	3	1	1	1	0	4.0	1	10	A large group of tourists walked through the historic city square in broad daylight without attracting any notice from the locals.	0
21	1	2	0	0	0	4	2	1	2	2	0	2	4	2	2	1	0	5.0	2	9	Mars was an angry planet last Saturday because its orange robed inhabitants had taken to storming their leader's chambers daily	0
23	0	1	2	3	1	4	2	3	1	4	0	0	2	3	2	1	0	5.0	3	10	Sandra walked out the front door and down the driveway, feeling a strange energy buzzing through her body as she went.	0
13	0	0	1	2	0	4	0	3	1	2	0	0	0	1	0	0	0	3.0	1	4	In the middle of the forest lived a talking squirrel named Nutmeg.	0
18	0	0	1	2	2	5	0	2	0	1	0	1	3	0	1	0	0	3.0	0	11	The sky was a swirling vortex of pink and purple and blue hues at dusk's descent.	0
17	0	1	1	2	0	5	2	3	0	2	0	0	0	1	2	1	0	3.0	1	6	A tiger's eyes gleamed in the moonlight as it stalked its prey through the forest.	0
13	2	0	1	1	0	2	2	1	1	2	0	0	1	1	2	1	0	4.0	1	4	Sophie laughed loudly when she saw her favorite cat in the tree.	0
10	1	0	1	1	0	2	0	1	0	1	0	0	3	0	1	0	0	2.0	0	4	The quick brown fox jumps over tall obstacles quickly. (1 sentence)	0
13	1	0	2	1	0	4	1	1	0	2	0	0	1	1	1	1	0	3.0	1	7	Night falls slowly across the mountain peaks, illuminating their rugged silhouettes.	0
15	0	1	1	1	0	4	0	3	0	3	0	0	1	2	2	1	0	3.0	2	9	The sky turned a deep shade of blue as the sun began to set.	0
5	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The sun is orange.	0
7	0	0	0	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The car sped down the darkened highway	0
16	2	0	2	1	1	3	1	1	0	3	0	0	2	1	2	0	0	4.0	1	6	The old man laughed loudly and staggered away, his wild eyes glinting with excitement.	0
19	1	0	2	2	0	5	1	3	0	1	0	1	3	1	1	0	0	4.0	1	10	I walked slowly down the dark forest path, the only sound being the rustling of leaves underfoot.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
20	1	0	3	1	1	4	0	3	0	3	0	0	3	1	2	1	0	5.0	1	7	The sky turned dark, and a sudden shower descended, sopping up the park's already moist soil.	1
12	1	0	2	0	0	2	2	2	0	1	0	1	1	0	1	1	0	3.0	0	4	You have successfully escaped the cave, what a thrilling adventure!	1
37	1	0	5	2	1	7	2	4	3	3	1	3	3	3	3	2	0	8.0	3	10	"Mozart's most famous composition, ""The Magic Flute,"" is a opera that tells the story of two young lovers who must navigate a fantastical world of magic and monsters to be reunited."	1
15	0	0	2	2	0	3	1	2	1	2	0	0	2	1	2	0	0	3.0	1	12	Dracula descended from the coffin with a menacing sigh, his pointed teeth glistening.	1
9	1	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred contentedly on John's lap.	1
14	0	0	2	1	1	3	0	2	1	2	0	0	0	0	1	1	0	4.0	0	6	John went to the grocery store and purchased _(an apple)$. 	1
14	1	0	3	1	0	2	1	2	0	1	0	2	1	0	2	0	1	3.0	1	7	The car, which was red, was driven quickly down the street.	1
14	1	0	1	1	0	2	0	2	1	2	0	0	3	1	1	1	0	4.0	1	5	Eleanor stepped back to examine the intricate carvings on the old wooden door. 	1
19	3	0	1	2	1	3	1	2	2	2	0	1	1	1	2	0	0	4.0	1	6	John and Sally walked into the dimly lit room where their friends were already gathered for the party.	1
9	1	0	2	0	0	1	0	1	0	0	0	1	3	0	1	0	0	2.0	0	4	The big, red apple was perfectly juicy.	1
16	1	0	1	2	0	2	2	3	0	2	0	0	3	0	1	2	0	4.0	0	8	I love you most of all, said the tiny ship to the even smaller seal	1
15	1	1	1	2	0	4	0	3	0	2	1	0	0	1	1	1	0	3.0	1	6	The dog finally caught the cat after running around the park for 30 minutes.	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	1
23	4	0	2	2	1	5	2	1	0	3	0	2	1	0	2	1	0	4.0	0	15	She had eaten too many chocolates before dinner, so the taste buds in her tongue were singing happily and dancing wildly.	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	1
16	1	0	2	0	2	3	0	3	0	1	0	2	2	0	3	0	0	3.0	0	11	The sky was blue and the sun was bright, but the rain soon arrived.	1
9	1	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred contentedly on Sarah's lap.	1
15	0	1	1	2	0	5	0	3	0	2	0	0	1	1	2	1	0	3.0	1	8	The sky turned a darker shade of blue as night fell upon the landscape.	1
10	0	0	1	2	0	3	0	2	0	1	0	0	1	0	1	0	0	2.0	0	6	The cat pounced on the mouse with relentless aggression. (1 punctuation)	1
14	1	1	1	2	1	3	1	0	0	3	0	0	1	1	2	0	0	3.0	1	7	Inky curled up on his cat bed and purred contentedly as evening fell.	1
18	1	0	2	2	0	4	0	4	0	2	0	0	3	1	1	1	0	3.0	1	7	The dark forest loomed ominously in the distance, casting a foreboding shadow over the weary traveler.	1
19	1	1	2	3	0	4	2	3	0	3	0	0	0	2	2	0	0	4.0	2	6	The dog ran quickly down the hallway, chasing after his toy before it disappeared under the couch. (1 punctuation)	1
12	0	0	1	1	1	3	2	0	0	3	0	0	1	1	1	2	0	4.0	1	5	I love reading books and watching movies in my free time.	1
15	0	0	2	2	1	4	2	1	0	2	0	0	1	0	1	1	1	3.0	1	7	Amidst the cackling laughter and confetti scattered about, they exchanged their cherished vows. (one sentence) 	1
13	0	0	2	1	0	2	0	2	1	2	0	0	2	1	1	1	0	4.0	1	5	Joe walked to the store, eager to buy a new shirt.	1
16	0	0	1	2	1	4	1	2	0	3	0	0	1	1	1	1	0	4.0	1	7	The giraffe reached the tall tree with ease and began to munch on its leaves.	1
9	0	0	1	1	0	1	2	0	0	2	0	1	1	1	1	1	0	3.0	1	4	I love you more than words can express.	1
20	1	0	2	2	1	3	2	2	1	3	0	0	3	1	2	2	0	5.0	1	7	Amy drove her sleek blue convertible to the mountains, where she hiked and took in the breathtaking views. (1 sentence)	1
12	0	0	2	2	0	0	0	2	3	1	0	0	2	0	1	0	0	3.0	0	5	Lake Superior stretches across the northern __________ of the United States.	1
19	0	0	1	2	0	4	3	2	0	3	0	2	1	2	2	3	0	4.0	2	6	I have found a fascinating species of bird that can transform itself into a tree to avoid predators.	1
9	1	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred contentedly on Mary's lap.	1
16	1	0	1	1	1	3	0	3	0	3	0	2	0	1	2	0	0	4.0	1	5	The sun had just set and the stars were beginning to twinkle in the sky.	1
16	0	0	1	3	0	5	1	4	0	1	0	0	1	0	1	1	0	3.0	0	9	The cat chased the mouse down the hallway with a determined look on its face.	1
10	1	0	1	1	0	2	2	1	0	1	0	0	1	0	1	1	0	3.0	0	4	She eagerly anticipated the start of her new job.	1
5	0	0	1	0	0	2	0	0	0	1	0	0	1	0	1	1	0	2.0	0	1	Efficient workspaces inspire innovation. (1 sentence) 	1
19	3	0	2	1	0	4	1	2	0	2	0	0	3	1	1	1	0	4.0	1	6	The dark storm clouds gathered ominously overhead, ready to unleash their fury upon the small town below.	1
14	0	0	2	1	1	3	0	2	1	2	0	0	2	1	1	1	0	4.0	1	5	Sarah walked to the park, enjoying the sunny day and fresh air.	1
19	1	1	3	2	0	4	1	1	1	3	0	0	2	1	2	1	2	4.0	3	9	Brown bears, known for their fierce roars, habitually feast on spawning salmon in the wild river.	1
10	1	0	1	1	1	2	0	2	0	2	0	0	0	0	1	0	0	2.0	0	5	The cat sat on the mat and purred contentedly.	1
11	0	0	2	1	0	2	0	2	0	1	0	0	3	0	1	0	0	2.0	0	4	A large, juicy steak sizzled on the hot grill.	1
16	0	0	2	2	0	5	1	3	0	2	0	0	1	1	2	0	0	3.0	1	9	The car sped down the winding road, its red taillights disappearing into the distance.	1
14	1	0	3	2	0	3	0	1	1	2	0	0	1	1	1	1	0	4.0	1	7	John sat alone, deep in thought, contemplating the meaning of life.	1
14	1	0	1	2	1	3	1	2	0	2	0	0	1	0	1	1	0	3.0	0	8	I walked slowly through the forest at dusk and heard a distant rustling. (End of sentence) 	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	1
20	0	0	2	3	1	4	2	3	0	2	0	0	3	0	1	1	0	4.0	0	5	The dark, menacing figure emerged from the shadows and approached me with a sinister glint in his eye. (1 punctuation)	1
14	0	1	2	0	0	3	1	1	0	4	0	0	1	2	1	2	0	5.0	2	5	I love to eat juicy burgers while watching a rainbow-colored sunset.	1
15	1	0	2	1	0	4	2	2	0	1	0	1	1	1	2	1	0	4.0	1	6	The cat quickly ate the mouse, which was its last meal before hibernation.	1
9	1	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	4	The sun was setting slowly over the ocean.	1
14	0	0	2	2	0	2	1	2	0	3	0	0	1	2	1	1	0	5.0	2	5	I walked into the forest, eager to explore the secrets hidden within.	1
10	1	1	1	1	0	2	1	1	0	2	0	0	0	1	1	0	0	2.0	1	7	She walked quickly to the city park without stopping. 	1
6	0	0	1	0	1	1	0	0	2	1	0	0	0	0	1	1	0	3.0	0	3	Brad and Lisa went skiing. . . . down the mountain.	2
16	1	1	2	1	0	3	1	3	0	3	0	0	1	2	2	1	0	4.0	2	5	The cat quietly purred as it sat on the windowsill, enjoying the warm sunlight. 	2
12	1	0	1	0	1	2	1	2	0	2	0	0	2	0	1	2	0	3.0	0	6	She ate the juicy apple and then took a deep breath.	2
33	1	0	4	0	2	9	4	4	0	6	0	0	1	4	3	5	0	6.0	4	18	I visited the beach every summer vacation, relishing the sun's warmth and cool breeze; I never missed the chance to go surfing, which brought me joy and exhilaration.	2
36	1	1	2	4	2	5	4	2	3	5	1	1	4	4	2	3	0	6.0	4	14	I visited my parents in New York and stayed for 3 nights, having a great time exploring Broadway and Central Park with them until it was time to return home after a wonderful vacation.	2
22	1	1	2	2	0	6	2	4	0	3	0	0	1	2	3	1	0	5.0	2	8	The sun set slowly in the sky as the birds sang their evening song, which finished on a gentle crescendo.	2
17	2	0	3	1	0	4	0	3	0	2	0	0	2	1	0	0	0	3.0	1	6	In a dark forest, a wolf silently stalked itsprey, a tall tree standing nearby.	2
13	0	0	1	2	1	3	0	3	1	2	0	0	0	0	1	1	0	4.0	0	5	Sally went to the beach and enjoyed the sunset by the sea. .	2
17	0	0	3	2	0	5	1	2	0	1	1	0	1	0	1	2	0	5.0	0	9	The manager, pleased with the team's effort, gave them two weeks of vacation.	2
21	0	0	2	2	1	3	2	0	1	2	0	2	5	0	2	1	0	3.0	0	15	I visited several beautiful cities in Western Europe last summer, and I could not have asked for better weather.!	2
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The rain fell gently on the green grass. ( period, followed by a question mark)	2
28	0	0	2	5	2	9	0	2	2	2	0	1	3	1	1	0	0	5.0	1	10	The delicious homemade cake was served with a flourish of ginger and icing at tea time, accompanied by lively conversation and steaming cups of Earl Grey.	2
16	1	1	2	2	0	3	1	2	0	3	0	0	0	2	1	1	0	4.0	2	7	The dog ran quickly down the ______ street without bothering to pick up its tail.	2
16	1	0	2	2	0	4	0	4	0	2	0	0	1	1	1	1	0	3.0	1	6	The cat slowly purred in the sunbeam, punctuating the silence with a gentle mew.	2
31	3	1	3	4	1	8	1	4	0	4	1	0	0	3	2	1	0	5.0	3	10	The cat purred in the sun for ten minutes, its tail flicking gently back and forth, before leaping across the room to chase the laser pointer in mid-air. (1 period, 1 question mark)	2
12	2	1	1	1	0	3	0	1	0	3	0	0	0	1	2	0	0	3.0	1	4	The cat purred contentedly while paws stretched languorously over groomed fur.	2
28	2	1	12	1	0	4	1	2	1	2	0	0	1	1	2	1	0	4.0	1	17	"The cat quickly (; sarcastically) purred, ""Meeeeow, another dead rodent for me to obsess over!"" (end punctuation: !)"	2
10	0	0	2	0	1	2	0	1	0	2	0	0	2	0	2	0	0	3.0	0	5	Bright lights blinked, and the night grew dark.	2
19	1	0	2	3	0	5	0	5	0	2	0	0	1	1	1	1	0	4.0	1	6	The dog ran quickly down the field, scoring a touchdown in the final seconds of the game.!	2
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred Contentedly on my lap.	2
7	1	0	0	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat jumped onto the couch quickly 	2
20	2	0	3	3	1	4	1	2	0	3	0	1	0	0	2	0	1	3.0	1	8	The cat, who was sleeping soundly, suddenly sprang up and pounced on the toy mouse with excitement.	2
29	2	2	5	2	1	4	3	1	3	4	0	1	1	4	4	0	0	4.0	4	14	"Ashley and Sparky ran towards the park while their friend Sarah chased after them laughing joyfully, exclaiming ""You kids are so full of energy!""."	2
27	2	1	3	3	1	5	5	1	0	5	0	0	0	4	3	3	0	8.0	4	7	I love reading books, especially when I have time to myself, because they allow me to escape into a world of imagination and wonder.	2
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	2
16	1	0	2	1	0	4	0	3	0	2	0	1	1	2	1	1	0	3.0	2	9	The sun slowly ris(ing) in the sky was a lovely sight to behold.	2
21	1	0	2	4	0	5	1	3	0	3	0	0	1	2	1	0	0	7.0	2	4	The cat purred contentedly on my lap, punctuated by intermittent pauses to bat at the birds outside the window.	2
11	1	0	2	0	0	2	2	1	0	1	0	1	1	0	2	1	0	3.0	0	3	The concert was so loud; it hurt my ears.	2
31	1	0	3	6	1	8	0	6	2	3	0	0	1	2	1	1	0	7.0	2	9	The sun rose slowly in the sky, piercing through the mist with precision and grace, marking the beginning of another day in the small town of Willow Creek.	2
26	0	0	2	2	1	7	0	5	0	2	0	0	5	0	2	1	0	4.0	0	16	The sky's blue hue reflected off the calm waters of the lake, and a single bird's sweet song filled the peaceful atmosphere.	2
22	1	0	2	2	0	6	1	4	0	1	0	0	4	0	2	0	0	4.0	0	11	The cat purred contentedly on the lap, its soft fur a gentle balm to the weary owner's frayed nerves.	2
24	1	1	2	3	0	7	1	4	0	3	0	0	2	2	2	1	0	6.0	2	7	The sun slowly rose above the horizon as the sky transformed from dark blue to pale yellow, its rays illuminating the landscape.	2
24	3	0	3	4	2	5	1	3	0	3	0	0	0	2	2	0	0	6.0	2	6	The cat jumped swiftly and quietly onto the windowsill, where it gazed out at the sunset, dreaming of mice and birdies.	2
10	0	1	1	2	0	2	0	1	1	2	0	0	0	1	1	0	0	3.0	1	5	Amy walked through the park while listening to music. Period; Comma: She wore a yellow sundress and had a red hat on.	2
12	2	0	2	1	0	2	0	2	0	2	0	1	0	1	1	0	0	3.0	1	4	The sun was setting slowly, quietly sinking into the ocean.	2
12	2	0	2	2	0	2	0	2	0	2	0	0	0	1	1	0	0	2.0	1	8	The cat curled up nicely on the couch, quietly purring.	2
21	2	1	2	2	1	4	1	4	0	3	0	1	0	1	2	1	0	4.0	1	9	The cat walked silently down the street and quickly hid behind a tree, before the dog could find it.	2
28	2	0	2	4	2	8	1	3	0	2	3	1	0	0	1	2	0	4.0	0	13	The train will leave the station at 10 am with excitement and enthusiasm, and quickly cover the 200 miles to its destination in just two hours.	2
26	1	1	3	3	0	6	5	2	0	4	0	0	1	3	3	3	0	4.0	3	10	The cat purred contentedly on my lap, as I stroked her soft fur with a sense of satisfaction, knowing she brought me joy. 	2
28	2	0	2	5	2	6	3	0	0	5	0	1	2	2	2	0	0	6.0	2	14	I enjoy reading and listening to music in my free time, especially when I can connect with other people through shared experiences of love and loss. (1 comma, 1 semi-colon)	2
11	0	0	1	2	0	2	0	2	1	2	0	0	1	1	1	0	0	4.0	1	4	"Bill arrived at the party punctuated with a loud bang. Pausing briefly, he exclaimed, ""What's all the fuss about?"""	2
19	1	0	2	3	0	4	0	4	0	3	0	0	2	1	1	0	0	4.0	1	9	The cat jumped gracefully over the small dog with an excited meow, followed by a contented purr.	2
26	1	0	3	3	2	6	1	4	1	4	0	0	1	2	2	1	0	7.0	2	6	Jeff walked to the nearby forest, enjoying the peace and quiet, and the smell of freshly cut grass that wafted through the trees.	2
37	0	1	3	6	1	10	1	6	1	3	0	1	4	1	2	2	0	11.0	1	8	Melissa read the last sentence of the novel with a mix of sadness and satisfaction, her heart heavy with emotion, feeling grateful for having spent such a captivating evening in the company of words. (period, exclamation point)	2
25	1	1	2	3	1	6	2	4	0	3	0	1	1	2	3	1	0	5.0	2	8	The man smiled humorlessly as he read the letter with a mixture of annoyance and disbelief, which was followed by a sarcastic comment.	2
29	1	0	2	4	1	11	0	4	0	2	0	0	3	1	1	2	0	5.0	1	19	The manager eagerly announced the company's grand expansion plans to the whole team with great excitement during the morning meeting, prompting exclamations of joy and congratulations.	2
16	1	1	1	1	0	4	2	2	1	2	0	0	1	1	2	2	0	3.0	1	9	Lena laughed loudly at the pun play until her husband gave her a curious look. 	2
17	1	0	5	1	0	1	3	0	1	3	0	1	0	2	2	2	0	3.0	2	6	"With excitement, Sarah exclaimed, ""I won't let you push me around!"""	2
13	0	0	2	1	0	4	0	3	1	2	0	0	0	1	2	0	0	3.0	1	7	Jim walked in the door, punctuation marks flying every which way. 	2
13	1	1	1	0	0	5	1	0	0	3	0	0	1	2	1	2	0	4.0	2	6	I love eating chocolate chip cookies while simultaneously watching humorous cat videos.	2
28	1	0	4	4	1	6	0	5	0	1	0	0	6	0	1	0	0	4.0	0	11	The big red car drove rapidly down the steep hill, through the old oak tree, over the bouncy log, and into the calm pond.	5
59	3	3	3	6	4	11	5	7	0	8	0	3	6	5	5	3	0	8.0	5	15	The sky was a bright blue and punctuated with puffy white clouds on a beautiful summer day, which made me feel grateful and relieved that I could finally enjoy some time outdoors after being trapped inside during the rainy season, and I let out a sigh of satisfaction and happiness as I walked through the park.	5
13	1	0	4	1	0	4	0	2	0	1	0	0	0	0	1	0	0	2.0	0	7	The sun rose slowly in the morning sky ( period (.). The cat purred contentedly ( comma (, comma (.)). John walked briskly down the street (colon (:)). The baby laughed at the silly clown (question mark (?)). Snowflakes fell gently on my face ( apostrophe (').	5
10	0	0	2	2	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	6	The cat curled up on the window-seat. Period. Question mark. Exclamation point. Comma. Full stop.	5
24	1	0	3	2	1	6	0	5	0	2	1	1	2	1	1	1	0	5.0	1	11	Here are the five punctuations in a sentence: A cat sat on a windowsill, enjoying the bright sunlight and cool breeze. 	5
14	1	0	3	1	0	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	7	The dog, tail wagging, barked excitedly at the mailman.!?¡?°?$	5
29	0	0	7	1	2	9	3	2	1	3	0	0	1	0	2	3	0	4.0	0	18	The cat chased the mouse, period, Question mark, Exclamation mark, comma, and Semicolon; it caught it and ate it with great enthusiasm.	5
18	1	0	2	2	0	4	2	2	0	2	0	1	1	1	2	0	0	4.0	1	6	The cat laughed at the mouse's punctuations, which it had successfully evaded with great ease.	5
46	0	2	4	9	1	9	1	6	3	5	1	3	1	3	3	1	0	5.0	3	21	The manager announced to the employees that the company would be closed on Monday because of the holiday, and they were to take a four-day weekend off, ending with a celebratory dinner on Friday evening before returning to work on Tuesday.	5
26	1	0	4	4	1	9	0	4	0	2	0	0	1	1	1	0	0	6.0	1	10	The storm clouds gathered ominously above the city, punctuated by flashes of lightning, thunder, and a lone siren piercing through the darkness.	5
37	3	1	4	2	2	7	3	5	1	7	0	0	1	2	5	1	0	6.0	2	10	The cat purred contentedly on John's lap, a smiling sun smiled down on them, and the clock ticked away the moments they savored, until the phone rang and interrupted their peaceful state.!	5
17	4	0	5	1	1	2	0	2	0	2	0	0	0	1	1	0	0	3.0	1	8	The moonlight danced gracefully, elegantly, lingering, lingually, and lovingly on the waves.	5
21	1	1	1	3	0	5	0	4	0	3	0	0	3	2	1	0	0	5.0	2	6	The quick brown fox jumped over the lazy dog punctuated with a exclamation mark while running quickly through the rainforest.	5
24	1	1	3	2	0	8	0	5	0	3	0	0	1	1	2	2	0	3.0	1	13	A zebra, excitedly raced towards the watering hole while throwing a coconut; an exclamation point ended the sentence with great excitement.	5
29	0	0	4	1	1	6	2	4	0	5	0	0	5	1	2	5	0	4.0	1	23	I visited the big city to see the museums, meet new people, and enjoy the vibrant nightlife, with excited anticipation I entered the bustling metropolis.	5
21	3	0	4	1	1	4	0	3	0	3	0	1	1	0	3	0	0	4.0	0	10	The sky turned dark, a bolt of lightning flashed, and just as suddenly, the storm had passed.	5
26	1	1	4	1	1	5	5	2	0	4	0	0	2	3	3	3	0	5.0	3	8	The cat purred contentedly on my lap, as I stroked its soft, fluffy fur, enjoying the warmth and comfort it brought me.!?	5
20	1	0	6	1	1	9	0	1	0	1	0	0	0	0	1	0	0	3.0	0	13	Birds chirp happily in the trees, period, question mark, exclamation point, semicolon, and dash.	5
18	0	0	2	2	0	4	1	1	1	3	0	0	4	1	0	2	1	4.0	2	4	"Following her favorite artist on social media helped Sarah achieve a new level of fanatical devotion.!"""	5
18	0	0	2	3	2	3	1	1	1	4	0	0	1	1	1	0	0	4.0	1	9	Heather walked to school through the pouring rain, and arrived soaked and late for her examination. 💦, 🏫, 😓, ,🔥	5
29	2	0	5	1	2	6	3	3	0	4	0	1	2	2	3	2	0	5.0	2	16	The sky was filled with stars, and moon, which shone brightly; but the stormy night, brought a darkness that overpowered even their radiant light.	5
21	0	0	2	3	1	6	2	2	0	2	0	0	2	1	1	1	0	4.0	1	9	He arrived at the hotel with anticipation and excitement, ready to enjoy his weekend getaway from the daily grind! 🚀🛋️💨👣🙌	5
25	2	1	3	2	1	6	0	4	0	4	0	0	2	2	2	2	0	4.0	2	9	The dog ran so fast across the green field, dodging trees and jumping creeks, while the sun set in the distant horizon. (1 period, 1 question mark, 2 commas, 1 exclamation point)	5
39	5	2	4	4	1	9	0	7	1	5	0	0	1	2	5	1	0	5.0	2	13	The cat purred loudly on the couch as rain poured down outdoors, a thunderstorm brewed ominously in the distance, and the phone rang urgently in the kitchen, all while Sarah prepared dinner with great enthusiasm.	5
15	1	0	2	2	0	4	3	1	0	2	0	0	0	0	2	0	0	3.0	0	7	The cat purred contentedly on my lap ‧ I reached for my tea mug ‧ But then it ‧ jumped away ‧ and ran out the door.	5
16	1	1	2	1	0	3	3	1	0	2	0	0	2	1	2	1	0	3.0	1	7	The cat purred contentedly on my lap as I stroked its soft, furry cheek.	5
