n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADJ_constraint
6	0	0	0	0	0	2	0	1	0	1	1	0	1	0	1	1	0	2.0	0	2	The delicious cake had three layers	1
10	0	0	1	2	0	3	0	1	0	2	0	1	0	1	1	0	0	3.0	1	5	Bears were seen feeding on fish in the streams.	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	1
20	1	0	2	3	1	3	0	1	3	2	0	2	2	0	2	0	0	4.0	0	14	Hundreds of people are feared dead in Mississippi, and the Louisiana city of New Orleans is badly flooded.	1
7	0	0	0	1	0	2	0	1	0	1	0	0	2	0	1	0	0	3.0	0	3	A new threat from space appears imminent	1
12	0	0	1	3	0	3	0	2	0	1	0	1	1	0	1	0	0	3.0	0	8	Flights were grounded across the nation due to the terrible storm.	1
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	A tiny kitten mewled loudly in the corner.	1
12	2	0	1	1	0	2	0	0	2	1	0	2	1	0	1	0	0	4.0	0	5	New York City streets are currently being completely covered in snow.	1
6	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	3	"The bear was incredibly cute. (Note: The word ""cute"" is an adjective modifying the noun ""bear"".)"	1
11	1	0	1	0	0	3	1	1	0	2	0	1	0	1	1	2	0	3.0	1	3	The company will invest millions to expand its business globally.	1
6	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	3	The dog is extremely tired.	1
6	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.0	0	3	The snow was thickly falling.	1
14	0	0	2	1	0	3	0	3	0	1	0	0	4	0	1	1	0	3.0	0	6	A tall, dark-haired woman with a bright smile entered the elevator	1
4	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	2.0	0	2	She bought only vegetables	1
6	2	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	2	The dog ran quickly away.	1
17	0	0	1	2	0	5	0	2	0	2	0	1	3	1	1	1	0	5.0	1	4	The new restaurant in town was crowded with patrons eager to try the new menu items.	1
7	0	0	1	0	0	3	0	1	0	1	0	0	1	0	1	1	0	2.0	0	3	The storm damaged several buildings downtown.	1
4	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The baby giggled uncontrollably	1
9	1	0	1	1	0	3	0	1	0	0	0	1	1	0	1	0	0	2.0	0	3	The teacher is extremely enthusiastic today in class.	1
11	0	0	1	2	0	4	0	1	1	1	0	1	0	0	1	1	0	2.0	0	6	Majority flooding is wreaking havoc on communities throughout the Midwest.	1
9	0	0	1	0	0	4	0	3	0	1	0	0	0	0	1	2	0	2.0	0	5	The teacher gave the student a stern look.	1
12	0	0	1	1	0	3	0	3	0	0	0	1	3	0	1	0	0	2.0	0	4	The delicious food was a perfect complement to the elegant ambiance.	1
11	1	0	1	1	0	2	0	2	0	1	0	1	2	0	1	0	0	2.0	0	5	The delicious pizza was devoured rapidly by the eager crowd.	1
11	0	0	1	2	0	3	0	1	1	1	0	1	1	0	1	0	0	2.0	0	6	Mississippi residents are struggling for survival after the natural disaster.	1
11	0	1	1	0	0	3	0	2	1	2	0	1	0	1	2	1	0	3.0	1	4	Mississippi is a devastated region after storms ravaged the state.	1
9	0	0	1	1	0	3	1	1	0	1	0	0	1	0	1	1	0	2.0	0	5	The dog wagged its short tail with excitement.	1
8	0	0	1	1	0	3	0	1	0	1	0	1	0	0	1	1	0	3.0	0	4	Hundreds of dogs are chasing that cat.	1
14	0	0	1	1	0	3	0	2	1	2	0	1	2	1	1	1	0	4.0	1	5	Sunset was painting the horizon with warm colors, a beautiful sight to behold	1
8	1	0	1	1	0	2	0	0	1	1	0	0	0	0	1	0	0	3.0	0	5	Bears roam wildly in Siberia's forests.	1
9	0	0	1	1	0	2	0	1	1	1	0	0	2	0	1	1	0	3.0	0	2	A massive earthquake destroyed entire cities in Japan.	1
12	0	0	1	1	0	3	0	2	0	3	0	0	2	1	1	1	0	4.0	1	4	Bright green ferns grow in the shaded woods surrounding the park.	1
6	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	2.0	0	3	The airport is incredibly busy.	1
13	0	0	2	1	1	2	2	2	0	1	0	1	1	0	2	1	0	4.0	0	4	The concert was amazing, and I loved every minute of it.	1
11	0	0	1	0	1	4	0	2	0	1	0	0	1	0	1	1	0	3.0	0	5	The teacher praised the students' quick thinking and resourcefulness.	1
8	1	0	0	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The turtle moved slowly across the sandy beach	1
10	0	0	1	1	0	2	1	2	0	1	0	0	2	0	1	1	0	2.0	0	7	She bought a new blue dress for the wedding.	1
8	1	0	1	1	0	2	0	1	0	1	0	0	1	0	1	0	0	2.0	0	5	Cars zoomed quickly down the deserted highway.	1
7	1	0	1	0	0	1	0	0	0	2	0	1	1	1	1	0	0	2.0	1	2	Many birds were seen flying overhead.	1
13	1	0	1	1	1	2	0	1	0	1	0	3	2	0	1	0	0	3.0	0	4	The new car had been thoroughly inspected and was ready for takeoff.	1
7	0	0	0	0	0	2	1	1	0	1	0	0	2	0	1	1	0	2.0	0	3	The giant squid stretched its long tentacles	1
6	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	2.0	0	3	Arabs are widely regarded as untrustworthy	1
9	1	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The children were happily running around the park.	1
9	0	0	1	1	1	3	0	0	1	2	0	0	0	0	1	1	0	4.0	0	4	Rain pours over Seattle, drenching sidewalks and street	1
21	2	0	1	2	1	7	1	2	0	2	0	0	2	1	1	2	0	4.0	1	8	Carefully and strategically, the new CEO navigated the intricate web of company politics to secure funding for her pet project	2
17	1	0	2	2	1	4	0	1	0	3	1	0	2	1	1	1	0	4.0	1	5	Four-legged and fiercely wild animals prowled the darkening forest, searching for signs of vulnerability.	2
11	2	0	2	1	1	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	Unpredictably and precariously, Jack tiptoed across the swaying bridge.	2
13	0	0	2	1	0	5	0	2	0	2	0	0	1	1	1	2	0	4.0	1	5	Freshness permeated the morning air, heightening anticipation of an impending adventure.	2
23	1	0	2	2	0	6	1	3	0	2	0	1	3	2	2	1	0	5.0	2	7	The intricate design of the cathedral's facade was visible from the distant hilltop, where tourists gathered to admire its grandeur.	2
11	2	0	1	0	1	2	0	1	0	0	0	1	3	0	1	0	0	2.0	0	3	The new marketing campaign was highly creative and exceptionally successful.	2
12	2	0	1	1	0	2	0	2	0	2	0	0	2	0	1	0	0	3.0	0	6	The intricately woven carpet seemed extraordinary in the dimly lit parlor.	2
10	1	0	1	1	0	3	0	1	0	2	0	0	1	0	1	0	0	2.0	0	5	Crystal clear waters sparkled invitingly beneath the shaded shore.	2
12	1	0	1	1	0	3	0	2	0	1	0	0	3	0	1	0	0	2.0	0	5	The delicate china teacup gracefully floated in the pristine silver water. 	2
11	2	0	2	1	1	2	1	1	0	1	0	0	0	0	1	0	0	3.0	0	5	Gracefully and ethereally, she glided across the dance floor.	2
14	2	0	2	1	0	2	1	1	0	1	0	1	3	0	1	0	1	3.0	1	11	Restrainedly exhilarated by their unexpected triumph, the celebratory mood was palpably contagious. (You should provide a sentence like above.)	2
16	0	0	3	2	0	5	0	0	0	3	0	0	3	1	0	0	0	4.0	1	6	Sunbeam-yellow kitchen with cobalt blue cabinetry gleamed under white-painted coffered ceiling.	2
8	0	0	1	2	0	2	0	0	0	2	0	0	1	0	0	0	0	2.0	0	3	Amidst venerated grandeur graced by enigmatic splendor.	2
10	2	0	2	0	1	1	0	1	1	1	0	0	1	0	1	1	0	3.0	0	5	Fiercely and melodiously, Maria sang the old standard.	2
5	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	2.0	0	1	Mesmerizing orbs glinted hypnotically.	2
22	2	2	2	2	0	4	1	4	0	4	0	0	1	1	0	1	1	5.0	2	8	Unless explicitly outlined in the contract, there was no chance of acquiring any more additional extensions past the alloted time.	2
14	2	0	1	2	0	4	0	3	0	2	0	0	0	1	1	0	0	4.0	1	5	The sunbeams quivered energetically through the dust motes floating idly in the window.	2
20	2	0	2	3	0	4	1	1	2	2	0	1	2	1	1	1	0	4.0	1	8	Boldly innovative ideas were discreetly presented by Jane Doe at the conference, shocking attendees with their sheer brilliance.	2
18	0	0	2	2	1	5	1	0	1	2	0	0	3	0	2	1	0	3.0	0	8	Luminous orbs of laughter graced Annie’s countenance, and vivacious joy danced in her sparkling eyes.	2
12	1	0	1	1	0	2	1	2	0	2	0	1	0	1	1	1	0	3.0	1	6	Both of the kids were ridiculously thrilled to see their mother.	2
26	5	0	6	2	0	3	3	1	0	4	0	0	1	0	1	3	0	3.0	0	13	Briefly, in swift motions, he gathered tools, set them apart, then began to quickly, quietly assemble the device before us.	2
19	1	0	1	2	1	5	0	1	1	4	0	1	1	1	1	1	0	3.0	1	9	Amidst raging controversy and legal challenges the newly proposed amendments were set to take effect on June 1st.	2
15	0	0	2	2	2	3	0	1	0	0	0	1	4	0	1	0	0	3.0	0	6	The hotel was luxurious and opulent, with lavish furnishings and ornate fixtures throughout.	2
15	2	0	2	1	2	4	1	1	0	1	0	0	1	0	1	1	0	4.0	0	5	Impressively and gracefully, she performed the intricate dance moves with precision and flair.	2
19	2	0	2	3	1	4	1	2	0	3	0	0	1	0	1	0	0	5.0	0	11	In a series of carefully planned and rehearsed movements, the cat gracefully pounced on its unsuspecting prey.	2
10	1	0	0	1	0	3	0	0	0	2	0	1	2	1	1	1	0	3.0	1	3	Supremely luxurious mansion was located atop hill overlooking tranquil lake	2
14	0	0	2	3	0	4	0	2	0	2	0	0	1	0	1	0	0	3.0	0	5	Amid soaring skies, the fuzzy kitten snuggled into a patch of sunbeams.	2
20	1	0	1	2	3	4	0	2	0	3	0	0	3	0	1	1	1	5.0	1	12	Understanding and appreciating both the ancient and modern beauty of Japanese gardens unfolds gracefully before the beholder's gaze.	2
14	0	0	1	0	1	5	2	0	0	2	0	0	2	1	2	1	0	3.0	1	5	Their grandparents' attic contained heirloom quilts and antiquated furniture that smelt musty. 	2
16	0	0	1	1	1	7	1	1	0	2	0	0	2	1	2	2	0	4.0	1	8	The company provided generous benefits and salary package incentives for employees who exhibited exceptional performance.	2
22	1	1	3	1	1	6	2	0	1	2	3	0	1	0	1	1	0	4.0	0	12	Six weeks, two weeks and one week before departing, Sarah always booked herself into her preferred beauty spa treatments.	2
12	2	0	2	1	2	3	0	1	0	1	0	0	0	0	1	0	0	3.0	0	6	Eerily and mysteriously, the figure moved with grace and precision.	2
13	1	0	1	0	1	4	0	1	0	1	0	0	3	0	1	1	0	4.0	0	6	The company's new product demonstrates exceptionally promising and impressive performance figures.	2
11	2	0	2	0	1	1	0	1	1	1	0	0	2	0	1	1	0	3.0	0	5	Happily and curiously, Sarah tasted the strange new food.	2
14	2	0	2	1	1	3	1	2	0	1	0	0	1	0	1	1	0	3.0	0	6	Eloquently and profoundly, the poet delivered her lines to the silent audience.	2
15	2	0	2	2	1	2	1	2	0	1	0	1	1	0	1	0	0	3.0	0	6	Entirely and momentarily, I was left speechless in the face of that confession. 	2
16	3	0	2	2	0	3	1	1	1	3	0	0	0	0	1	1	1	4.0	1	9	Elegantly adorning her face with meticulously applied cosmetics, Aisha glided gracefully across the ballroom.	2
17	0	0	2	1	1	3	1	2	0	4	0	1	1	2	2	0	1	4.0	3	7	Agitated and dismayed, the children were shocked to see their friend disappear beneath a wave. (Only 1 adjective is required) 	2
15	2	0	1	2	1	3	0	2	1	1	0	1	1	0	1	0	0	4.0	0	4	Safely and soundly constructed aircrafts were the focus of the recent conference in Tokyo.	2
13	2	0	2	1	1	2	0	2	1	1	0	0	1	0	1	1	0	3.0	0	5	Eagerly and silently, Sarah observed the man in the yellow suit.	2
13	1	0	0	1	1	3	1	1	0	1	0	1	3	0	1	0	0	3.0	0	5	Their exquisite ballgowns and formal attire were displayed elegantly throughout the grand manor	2
20	0	0	2	2	1	5	0	3	0	2	0	0	4	1	1	1	0	6.0	1	6	The sun's golden light diffused through the dusty windowpanes, illuminating the shadows with hazy and mellow illumination. 	2
13	2	0	0	1	0	4	0	1	0	3	0	0	2	0	1	1	1	4.0	1	8	Tantalizingly sweet melons languidly ripened beneath a sweltering summer sky invite lusty gobble	2
15	2	0	1	2	0	2	0	2	0	3	0	0	3	0	1	0	1	3.0	1	10	Brightly gleaming in dazzling white array, the softly humming engine idled at the ready	2
11	1	0	2	2	0	2	0	2	0	1	0	0	1	1	0	0	0	3.0	1	3	Amidst the serene surroundings, gracefully gliding across the pond.	2
19	2	0	2	2	1	4	1	3	0	2	0	0	2	0	1	1	0	3.0	0	7	Brightly coloured and softly spoken, the child enthralled the adults with their tale of a magical kingdom.	2
12	3	0	1	1	0	2	2	0	0	2	0	0	1	0	1	0	0	3.0	0	5	His exceptionally large fingers eagerly rummaged through her messily organized drawer.	2
15	0	0	2	2	1	3	1	0	0	2	0	0	3	1	1	0	0	4.0	1	3	Without further ado, they set to work with unwavering dedication and unrelenting enthusiasm.	2
17	4	0	2	1	2	3	0	1	0	3	0	1	0	0	1	0	1	3.0	1	9	Carefully crafted and masterfully presented, the exhibition was well received by critics and visitors alike.	2
17	2	0	2	1	1	4	0	3	0	4	0	0	0	1	1	2	0	5.0	1	4	The rain poured incessantly down and obscured visibility, complicating the search for the lost child.	2
22	2	0	1	2	0	6	2	3	1	2	0	0	3	1	2	2	0	4.0	1	9	The pungent spices transported my taste buds to the aromatic market in Mumbai where the vibrant vendors passionately sold their wares.	4
28	5	1	2	2	1	6	2	3	1	4	0	0	0	2	2	3	0	3.0	2	14	Jonathan swiftly swung his feet back to rest against the chair back, while he slowly stirred the coffee with a metal straw and blew bubbles contently.	4
12	1	0	1	1	0	3	0	2	0	2	0	0	2	0	1	0	0	2.0	0	6	The bright orange flame danced playfully on the darkening forest floor.	4
23	1	0	4	1	0	7	1	3	0	3	0	0	3	1	2	1	0	5.0	1	7	The majestic mountain peaks rose precipitously from the tranquil lake, their snow-capped summits piercing the crystal-clear sky.	4
17	0	0	1	1	0	5	0	1	0	3	0	0	4	2	1	3	0	4.0	2	7	Fierce competition led companies to produce innovative products at lower costs to gain a competitive advantage.	4
24	1	0	2	3	2	5	3	2	0	3	0	1	2	2	1	1	0	4.0	2	11	A tranquil environment surrounded by nature and gentle sounds, where one could relax and immerse themselves in their thoughts without any interruptions.	4
21	1	1	1	2	0	5	0	1	0	4	1	0	5	3	1	2	0	8.0	3	3	Four eager students eagerly embarked upon learning the complex art of pottery making with intricate designs adorning fragile ceramic masterpieces.	4
31	0	0	2	6	0	10	1	0	0	7	0	0	5	3	2	1	0	7.0	3	14	Amazonian tribesman trekked winding pathways amidst lush rainforests brimming with uncommon creatures; their rustic dwellings nestled along verdant hillsides dappled in shifting hues of sunlight sifting through towering canopies.	4
23	0	0	2	3	1	9	0	1	0	3	0	0	4	1	1	1	0	4.0	1	11	The new hiking path weaves around ancient rock formations and through fragrant pine forests, offering breathtaking vistas of surrounding mountain ranges.	4
24	1	0	5	1	2	5	0	2	0	2	0	0	6	1	1	2	0	4.0	1	8	Historic, sprawling, intricate, and serene architecture permeates the urban landscape, casting a gentle spell on visitors and locals alike.	4
32	1	0	3	3	3	11	0	1	0	5	1	0	4	1	1	2	0	7.0	1	11	Four intrepid adventurers forthwith forsook the forest floor for fearsome flora and fauna, and found fortune in formidable frozen fjords flanked by fabulous ferns and fern-fringed freshwater lakes.	4
25	0	0	3	2	1	7	0	3	0	2	0	0	6	1	1	1	0	5.0	1	11	The ancient city's grand colonnaded streets thronged with life, the scent of fresh bread and spices filling the warm, golden air.	4
21	1	0	3	3	0	5	0	2	0	3	0	0	4	1	1	1	0	5.0	1	10	The new restaurant served innovative dishes crafted with organic, locally-sourced ingredients in an atmosphere of cozy intimacy.	4
14	0	0	1	2	0	5	0	3	0	1	0	0	2	0	1	0	0	3.0	0	4	The lustrous silk threads sparkled beneath the flickering candlelight with each delicate movement.	4
15	4	0	5	0	0	2	0	2	0	1	0	0	1	0	1	1	0	2.0	0	10	Astoundingly, enigmatically, luminously, tantalizingly, the magician revealed the mystical secrets.	4
28	1	0	1	3	1	8	1	2	0	3	1	2	4	2	2	2	0	8.0	2	5	Four hours of rigorous exercise was necessary daily to offset the damage of the decadent lifestyle that had caused weight gain and increased risk of metabolic disease.	4
14	1	1	1	1	0	3	1	1	0	2	0	0	3	1	2	0	0	3.0	1	9	Astonishing views unfolded before my mesmerized gaze as the vivid landscape transformed seamlessly.	4
21	0	0	2	4	0	7	0	2	0	2	0	0	4	1	1	1	0	4.0	1	7	Ethereal jellybeans tumbled across the crystalline sky amid a kaleidoscope of fluorescent sparkles, casting rainbow splashes in iridescent shadows.	4
16	1	0	1	2	0	6	0	2	0	2	0	0	2	0	1	0	0	4.0	0	7	The scrumptious scent of freshly baked chocolate chip cookies wafted through the sunny breakfast nook.	4
14	0	0	1	1	1	5	0	2	0	1	0	0	2	0	1	1	0	4.0	0	7	The scent of blooming peonies filled the garden's warm and sunny air.	4
14	0	0	2	1	1	3	1	1	0	2	0	0	3	0	1	1	0	4.0	0	7	The elegant, sophisticated cat sipped its tea with refined and cultured manner.	4
41	1	0	7	8	1	10	1	2	0	3	0	0	8	2	1	0	0	7.0	2	12	Nevertheless, their uncompromising dedication to free jazz – played on out-of-tune instruments, with complex time signatures and modal experimentation – led to a new musical landscape characterized by an unprecedented intensity of creative ferment. 	4
18	0	0	2	2	0	5	1	4	0	3	0	0	1	2	2	2	0	6.0	2	5	The vibrant colors dance across the canvas, creating a symphony of emotions that engulf the onlooker.	4
23	0	0	2	2	1	6	3	2	0	2	0	0	5	1	2	1	0	6.0	1	7	Intricate geometric tattoos decorate his buff and muscular shoulders, a vivid reflection of the bold warrior who beats in his veins.	4
12	0	0	1	2	0	4	0	1	0	2	0	0	2	1	0	0	0	4.0	1	4	Sun-soaked mornings basking in the vibrant hues of blossoming cherry trees.	4
14	1	0	2	2	0	3	0	0	0	2	0	0	4	1	1	0	0	4.0	1	5	Adorable tiny kittens played joyfully in sunbeams streaming through venerable, dusty windows.	4
16	0	0	1	3	0	6	0	0	0	3	0	0	3	2	1	1	0	6.0	2	4	Historical landmarks stand sentinel along cobblestone streets flanked by ornate shops overflowing with handmade trinkets.	4
20	0	0	2	2	0	4	2	3	0	3	0	0	4	2	2	2	0	5.0	2	7	Energetic youths hurled themselves into the electrifying waves, savoring the thrilling spray that sparkled amidst the sun-kissed shoreline.	4
29	0	0	5	1	0	6	2	2	0	3	0	1	8	2	2	3	0	6.0	2	7	Crucial, unsettling, surreal, transcendent experiences shaped the young girl's identity, fostering an unquenchable passion that would fuel her lifelong quest for artistic expression.	4
15	0	0	2	1	0	4	0	2	0	2	0	0	4	1	1	2	0	3.0	1	6	Benevolent clouds enveloped the serene landscape, diffusing ethereal light across the verdant terrain.	4
27	3	0	2	3	0	5	2	2	0	4	0	0	6	0	1	1	1	5.0	1	14	Boldly anticipating profound futuristic consequences from its meticulously encoded digital matrix, a technological titan expands inexorably through the vast interconnected networks of its global cyberinfrastructure.	4
15	1	0	2	1	0	4	0	3	0	1	0	0	3	0	1	1	0	3.0	0	6	A gargantuan leap forward, this groundbreaking innovation had a tremendous impact on society.	4
16	0	0	0	3	1	4	0	3	0	1	0	1	3	0	1	0	0	5.0	0	7	The intricate layers of historical and cultural narratives are unraveled with each turn of the page	4
17	0	0	2	3	0	6	0	1	0	1	0	0	3	0	1	0	0	3.0	0	13	Sun-kissed smiles flicker on children's faces during endless summers by the crystal-clear sea.	4
20	0	0	1	5	0	5	0	3	1	1	0	0	4	0	1	0	0	4.0	0	7	The delicate balance of life hinges on the intricate weave of interconnected ecosystems throughout this fragile paradise on Earth.	4
