n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	AUX_constraint
14	2	0	4	0	0	3	1	2	0	2	0	0	0	1	2	1	0	3.0	1	8	The rain had already __________ (finish) when I left the house.	1
10	0	0	1	1	0	2	2	1	0	1	0	1	1	0	1	1	0	2.0	0	6	She is writing a novel in her free time.	1
5	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1.0	0	2	I have eaten dinner.	1
9	2	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	2.0	0	4	She will always walk quickly in the park.	1
5	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	2.0	0	2	They must travel by train	1
7	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	2.0	0	3	Maria slowly walked down the stairs.	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The sun has risen over the mountains.	1
6	1	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2.0	0	5	John always _ _ to school	1
7	1	0	0	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The rain poured heavily from the sky	1
6	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	2.0	0	2	She is eating a sandwich.	1
17	1	1	2	1	0	3	0	3	0	4	0	1	0	3	1	1	0	4.0	3	6	The detective stood awkwardly in the shadows, trying to observe the suspect without being noticed.	1
15	0	1	3	1	0	4	2	2	0	2	0	0	0	1	2	2	0	2.0	1	11	The teacher asked the student if he _____________(had) his homework before class.	1
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat quietly sat on the mat.	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred happily on my lap.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The sun sets behind the trees.	1
9	1	0	1	0	0	3	1	1	0	1	0	1	0	0	1	1	0	2.0	0	4	She will likely attend the event tomorrow evening.	1
13	2	1	1	1	0	2	1	1	0	2	0	2	0	1	1	1	0	3.0	1	5	He will often have walked for hours before finally reaching the summit. (1 auxiliary: will)	1
6	2	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	2	The cat sat down quickly.	1
12	0	1	0	1	0	2	2	1	0	3	1	1	0	2	1	1	0	5.0	2	5	I will attend the meeting if there is one scheduled for today	1
8	0	0	1	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The sun had set over the horizon.	1
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred loudly on my lap.	1
8	2	0	0	0	0	1	2	0	0	2	0	1	0	1	1	1	0	2.0	1	4	You must always wear your seatbelt when driving	1
9	0	0	1	0	0	1	1	1	0	2	0	1	1	1	1	1	0	3.0	1	3	I have decided to buy a new car.	1
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The sun set over the horizon.	1
16	2	0	2	2	1	3	2	1	0	3	0	0	0	0	1	1	1	3.0	1	7	Running late for work, I quickly packed my bag and rushed out the door.	1
6	0	0	0	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The teacher walked into the classroom	1
6	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	She studies at the university.	1
14	1	0	1	1	1	3	0	3	0	3	0	1	0	1	1	1	0	4.0	1	6	The trainers _have and will be_ training the team intensively before the competition.	2
25	1	0	8	0	1	5	1	1	1	3	0	0	3	2	2	2	0	3.0	2	18	Bob has always _____ (drive) fast cars, but last year he _____ (decided) to take a defensive driving course.	2
9	0	0	1	1	0	2	0	1	1	1	0	2	0	0	1	1	0	2.0	0	4	Maria will have eaten dessert before the party.	2
12	0	1	1	1	0	2	1	1	1	2	0	2	0	1	2	1	0	3.0	1	5	John will have walked the dog before he leaves for work.	2
15	2	0	1	1	1	3	0	1	1	3	0	2	0	1	1	1	0	3.0	1	5	Judy has just finished exercising and is now eating breakfast in the morning sun.	2
11	1	0	1	1	1	2	1	1	0	2	0	1	0	0	1	1	0	3.0	0	4	She will both have and eat a sandwich for lunch.	2
25	0	0	8	2	1	3	1	1	2	3	1	0	2	1	1	1	0	4.0	1	14	Alice __________ (be) excited to travel to Tokyo, and she __________ (eat) sushi for the first time last week.	2
13	1	0	4	0	0	3	0	2	0	2	0	0	0	1	0	1	0	2.0	1	9	The teacher ____ (teach) the students how to calculate pi.	2
11	3	0	1	1	0	0	3	0	0	1	0	2	0	0	1	1	0	3.0	0	5	I will always have never tried anything like that before.	2
12	1	1	1	1	0	2	0	1	1	2	0	2	0	1	1	1	0	3.0	1	4	Jane will likely have eaten breakfast before going to the park.	2
9	1	0	1	1	0	3	2	0	0	1	0	0	0	0	1	2	0	2.0	0	5	She _will have finished_ her homework by tomorrow.	2
8	0	0	1	0	1	1	0	1	1	2	0	1	0	0	2	0	0	2.0	0	3	The car was parked and John drove.	2
14	2	1	1	1	0	2	1	1	1	2	0	2	0	1	2	1	0	3.0	1	4	Alice must be quickly eating breakfast before she rushes rapidly to the office.	2
10	0	0	4	1	0	2	1	1	0	1	0	0	0	0	0	0	0	2.0	0	7	He ________ (go) to the store yesterday.	2
17	2	0	1	1	1	2	3	1	0	2	1	2	0	0	2	2	0	2.0	0	11	She has already had the cake for two hours and they still haven't eaten it.	2
8	0	0	1	1	0	1	1	0	0	1	0	3	0	0	1	0	0	2.0	0	4	They will have been leaving since yesterday.	2
20	1	1	1	2	1	3	1	2	2	4	0	0	0	3	2	1	0	4.0	3	8	Mandy and John ran together to catch the train because they wanted to arrive at the station on time.	2
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The dog ran quickly across the field.	2
19	0	1	1	1	0	7	0	5	0	2	0	1	1	1	2	2	0	3.0	1	8	The manager told the employees that the project will require extra overtime this week despite the staff shortage.	2
20	2	0	3	3	0	2	3	1	1	3	0	1	0	1	2	1	1	4.0	2	7	He had hardly (not) been studying for the exam when she surprised him with tickets to Paris.	2
13	2	1	1	0	0	3	1	1	1	2	0	1	0	1	2	2	0	2.0	1	6	Mary will definitely perhaps attend the meeting tomorrow if she has time.	2
9	1	0	1	1	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	5	The sun rises slowly on the sleeping town.	2
11	1	0	1	1	1	2	0	2	2	1	0	0	0	0	1	0	0	4.0	0	4	The trainers _will_ and _must_ arrive at the meeting promptly.	2
13	0	0	1	2	0	3	1	2	0	1	1	2	0	0	1	1	0	3.0	0	5	He will have written three novels by the end of the year.	2
8	0	0	2	0	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	3	The cat is sleeping ______ the couch.	2
8	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	3.0	0	3	Jane and he ran down the street.	2
10	0	0	1	1	1	1	1	1	0	2	0	2	0	0	1	0	0	3.0	0	3	He has been eating and walked to the store.	2
9	0	0	2	0	0	3	0	3	0	1	0	0	0	0	1	1	0	3.0	0	3	The manager manages the employees ____________________ the company.	2
21	2	2	1	0	0	1	2	1	1	4	0	4	0	4	3	1	0	5.0	4	7	Alice must have forgotten to attend the meeting because she wasn't there even though she had meant to go.	2
19	3	0	1	2	0	2	1	1	0	4	0	2	0	3	1	0	0	5.0	3	8	He is going to have to speak twice as loudly in order to be heard over the noise.	2
26	0	0	2	1	2	5	3	1	3	4	0	2	1	3	2	3	0	6.0	3	5	Both Jack and Mary are planning to finish their work by Friday afternoon, which will enable them to attend the company retreat next weekend.	2
15	1	1	0	1	0	3	0	3	0	3	0	2	0	2	1	1	0	4.0	2	5	The driver will have stopped outside the station before turning around to face the car	2
10	2	0	1	0	1	0	2	0	0	2	0	2	0	0	2	0	0	2.0	0	5	He has just arrived and they are still waiting.	2
10	2	0	1	0	1	1	0	1	2	1	0	1	0	0	1	1	0	3.0	0	6	Ada and John will probably certainly attend the conference.	2
13	0	0	1	2	0	1	1	0	2	1	1	3	1	0	1	1	0	2.0	0	7	She will have been studying Spanish for three years by next July.	2
13	0	0	4	1	0	3	0	2	0	1	0	1	0	0	1	0	0	3.0	0	5	The manager _________ (be) delighted with the employee's work.	2
8	0	0	0	0	0	1	0	0	2	3	0	1	0	1	1	2	0	2.0	1	5	Karen has to eat Sarah will bring dinner	2
18	3	1	2	1	0	1	2	1	1	2	0	2	1	2	1	2	0	4.0	2	6	She has always been able to speak English fluently, despite only studying it for a year.	2
10	2	1	1	0	0	0	2	0	0	2	0	2	0	1	2	0	0	2.0	1	5	He will certainly have already eaten before he arrives.	2
7	1	0	1	0	0	0	1	0	0	0	0	3	1	0	1	0	0	1.0	0	5	She must always has been late.	2
14	3	0	1	1	0	1	1	1	2	3	0	1	0	2	2	1	0	4.0	2	4	Mary will always have Ben follow closely when she jogs in the park.	2
11	2	0	0	1	0	1	1	0	1	2	0	1	1	1	1	0	0	3.0	1	5	Mary is likely going to speak loudly about her recent success	2
10	1	0	0	0	1	1	1	0	2	1	0	2	1	0	1	1	0	3.0	0	6	Alice and Bob have already been training their new pup	2
12	3	0	1	0	0	1	1	0	2	2	0	2	0	1	2	1	0	2.0	1	5	Jenny will probably already have packed her bags when Mary arrives.	2
15	1	0	5	0	0	1	1	1	0	2	0	3	0	1	1	1	0	3.0	1	9	She (will) definitely (must) have forgotten to pay the bill.	2
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	5	The girl walked quietly _________ into the room	2
13	3	0	1	0	0	1	3	0	0	2	0	3	0	1	2	1	0	3.0	1	5	He must have been going somewhere when he accidentally forgot his umbrella.	2
9	2	0	0	0	0	3	0	1	1	1	0	1	0	0	1	1	0	2.0	0	4	David will definitely certainly attend the concert tomorrow night	2
12	0	0	2	1	0	4	0	3	0	1	0	0	1	0	1	1	0	2.0	0	8	The managers decided ____________ the new policy in the meeting tomorrow.	2
19	1	0	4	2	1	2	1	2	2	3	0	0	1	1	2	0	0	3.0	1	12	Jack and Tom quickly run down the hill before the teacher _____________ (catch) them playing hooky.	2
23	1	0	2	4	2	6	2	3	0	3	0	0	0	1	1	3	0	4.0	1	12	The cat chased the mouse around the table with joy and excitement, ultimately knocking it over and catching it with glee.	4
17	1	0	2	2	0	6	0	2	0	1	1	0	2	0	1	1	0	3.0	0	11	The flight attendant quickly offers four complimentary drinks to all first-class passengers before takeoff.	4
13	0	1	0	2	0	3	1	1	1	2	0	1	0	1	2	0	0	3.0	1	6	Jenny's grandmother can drive to the shop before we go to bed	4
18	2	1	2	1	0	2	2	2	0	2	0	2	1	2	2	1	0	3.0	2	8	She will likely be able to finish the project before the deadline if she works diligently _____________.	4
17	0	0	1	2	2	4	4	1	0	2	0	0	1	0	1	1	0	3.0	0	11	She went to he party with him brother and his friend and had a good time.	4
21	0	1	2	1	1	2	4	2	0	4	0	4	0	2	3	2	0	5.0	2	9	She had eaten before the meeting, and they would have seen her arrive if she had taken a taxi.	4
10	0	0	2	1	0	3	0	3	0	1	0	0	0	0	1	1	0	2.0	0	6	The cat chased the mouse ____ through the grass.	4
8	1	0	0	0	0	2	1	1	0	1	0	2	0	0	1	1	0	2.0	0	4	She will likely have finished the project tomorrow	4
17	1	0	0	1	1	3	1	2	1	3	0	1	2	1	2	2	0	3.0	1	10	Mary had better study harder tonight or she probably won't get an A on the exam	4
11	4	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	2.0	0	8	Sally runs away fast quickly rapidly down the dark alley.	4
29	0	0	13	0	1	0	5	0	0	5	0	4	0	1	4	1	1	3.0	2	13	" ""Do not touch that,"" she exclaimed, ""it is broken,"" ""I will try,"" and ""they will finish."""	4
21	0	1	0	0	2	6	2	0	0	5	0	1	2	3	1	3	0	7.0	3	5	I will attempt to fly by using additional jet engines and improving my control system to ensure greater stability and safety	4
16	0	0	0	1	2	2	2	1	4	3	0	0	0	2	1	3	0	4.0	2	8	Tony and Sarah walked John and Laura around the school to help them find their classrooms	4
13	2	1	1	0	0	2	0	2	0	1	0	3	1	1	2	0	0	3.0	1	6	The sun must have set already because the sky is dark outside.	4
13	0	0	1	2	0	3	0	3	0	2	0	1	0	1	1	1	0	3.0	1	4	The trainers were instructing the athletes to warm up on the field.	4
16	0	1	1	2	0	5	1	3	0	2	0	0	1	1	1	2	0	3.0	1	9	The dog chased the cat across the field with excitement while wearing its red collar.	4
11	0	0	1	2	0	3	0	2	0	1	1	1	0	0	1	0	0	2.0	0	5	The train was departing from the station at 8 o'clock.	4
11	4	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	7	The man walked quickly quietly quickly quietly down the street.	4
12	2	0	1	0	0	2	0	2	2	2	0	1	0	1	1	2	0	4.0	1	3	John will always have Lisa walk the dog twice a day.	4
10	0	0	2	0	0	2	1	1	1	2	0	1	0	1	2	1	0	3.0	1	4	John thinks ________ he will attend the meeting tomorrow.	4
10	1	0	1	1	1	2	0	2	0	2	0	0	0	0	1	0	0	2.0	0	5	The cat sat on the table and purred happily.	4
12	1	1	0	1	0	2	3	0	0	3	0	0	0	2	2	1	0	4.0	2	5	I always try to eat my dinner before I go to bed	4
14	2	0	1	1	0	4	0	2	0	3	0	0	0	2	1	1	0	5.0	2	3	The storm clouds gathered fiercely overhead threatening to unleash a torrent of rain.	4
7	0	0	2	1	0	2	0	2	0	0	0	0	0	0	1	0	0	2.0	0	4	The cat ______________ on the mat.	4
29	0	1	3	1	1	5	3	4	0	6	0	2	1	4	4	2	0	4.0	4	13	The storm had made me nervous, causing the ground to shake, and I could feel the adrenaline pumping as I waited for the earthquake to strike.	4
14	0	0	1	3	0	4	2	1	0	1	1	1	0	0	1	1	0	2.0	0	10	I shall meet them at the station tomorrow morning at 8 by car.	4
15	0	0	1	0	0	4	0	3	0	3	1	0	2	2	1	3	0	4.0	2	4	The teacher asked the students to write a essay using four different auxiliary verbs.	4
13	2	0	1	1	0	3	1	2	0	2	0	0	0	1	1	1	0	3.0	1	7	The man walked quickly quietly down the street to meet his friend.	4
13	0	0	3	2	0	3	0	3	0	1	0	0	1	1	0	0	0	3.0	1	6	The astronauts _______________ on the spacecraft, preparing for the upcoming expedition.	4
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	4
13	0	1	0	1	0	3	1	0	2	1	0	4	0	1	2	1	0	2.0	1	8	John will be meeting Mary tomorrow if he will be in town tomorrow	4
9	0	0	1	1	0	4	0	2	0	1	0	0	0	0	1	0	0	2.0	0	5	The cat sat on the windowsill catching birds.	4
15	2	1	1	1	0	0	5	0	0	2	0	3	0	1	2	2	0	3.0	1	6	He must have needed them desperately for she has lent them to him eagerly.	4
11	1	0	1	0	0	2	1	1	0	2	0	2	1	1	2	0	0	3.0	1	6	I think the book probably will be finished next week. 	4
9	1	0	1	1	0	2	1	1	0	1	0	1	0	0	1	1	0	2.0	0	4	I always have done the dishes before dinner.	4
9	1	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred loudly on John's lap.	4
13	0	0	4	0	0	5	0	2	0	1	1	0	0	0	1	2	0	2.0	0	9	The teacher gave the students _______________ homework tonight. (4 auxiliaries)	4
6	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1.0	0	2	I have eaten breakfast already.	4
21	1	3	1	0	0	1	3	0	1	3	0	5	2	4	4	1	0	4.0	4	10	Mary is eating breakfast because she is hungry because she has been working hard because she wants to be healthy.	4
13	0	0	1	0	0	0	3	0	2	4	0	1	0	3	2	2	0	5.0	3	4	Liz has gotten Jon to do something that he wants to do.	4
10	4	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	2.0	0	6	She must definitely often certainly quickly eat the cake.	4
15	3	0	2	0	1	1	1	1	1	2	0	1	2	0	1	1	0	3.0	0	10	John has just bought a new car and immediately felt very excited ______________ it.	4
8	0	0	1	1	0	1	1	1	0	1	0	2	0	0	1	0	0	2.0	0	3	They will be going to the store.	4
21	0	1	7	1	0	3	1	2	0	1	0	2	1	1	1	0	0	3.0	1	9	The manager _______________ (not/be) at the meeting yesterday because she _______________ (be) feeling unwell.	4
17	0	0	1	2	1	4	0	3	0	1	0	1	3	1	1	0	0	4.0	1	7	The astronauts were able to land on the planet despite the extreme gravity and atmospheric conditions.	4
14	1	1	1	1	0	3	2	1	0	2	0	2	0	1	2	1	0	2.0	1	8	He will probably go to the store tomorrow after she had eaten breakfast.	4
14	1	0	2	0	1	3	0	1	0	2	0	3	1	0	0	2	0	4.0	0	4	Auxiliary verb: has been eaten lunch and will take a nap now.	4
13	2	0	1	1	0	3	1	0	1	2	0	1	0	1	1	1	0	3.0	1	5	Jamie can possibly probably ought to take her umbrella to work today.	4
10	1	0	1	1	0	3	0	2	0	1	1	0	0	0	1	1	0	2.0	0	5	The train left the station quickly at 8 o'clock.	4
11	0	0	0	2	0	4	0	3	0	1	0	0	1	0	1	1	0	2.0	0	8	The cat chased the mouse up the tree with great excitement	4
26	4	0	19	0	1	0	0	0	0	1	0	1	0	0	0	0	0	3.0	0	13	" ""will"", ""always"", ""arrive"", ""eventually"", ""always"", and ""eventually"".)"	6
18	6	0	7	0	1	1	1	1	0	1	0	0	0	0	1	1	0	3.0	0	14	Easily, confidently, happily, quickly, quietly, and politely, she opened the door.	6
13	8	0	1	0	0	0	1	0	0	2	0	1	0	1	1	0	0	2.0	1	10	She will definitely quickly efficiently quietly surely often very vigorously continue working.	6
9	0	0	3	0	0	1	0	1	0	1	1	0	1	0	0	1	0	3.0	0	3	Auxiliary #1 (modifies a verb): The doctor advised against surgery because the patient was too ill. Auxiliary #2 (conjugated in -ing form): Running makes her feel energized and excited for the day. Auxiliary #3 (inflection of a pronoun): He is going to the store for milk and eggs. Auxiliary #4 (having a continuous form): She is studying French to improve her language skills. Auxiliary #5 (negation): The children were not playing outside when I arrived. Auxiliary #6 (emphasis): I absolutely love cooking and experimenting with new recipes.	6
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	1	1	0	3.0	0	3	I have six cats in the house: She doesn't like him; he always eats dinner late; she's never there; he works every day; they don't speak English; he's reading a book.	6
