n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADP_constraint
18	1	0	2	3	0	4	0	4	0	2	0	0	2	1	1	0	0	4.0	1	5	In the dark forest, the wolf stalked quietly towards the old man sitting on a log.	2
13	0	0	3	2	0	1	1	1	2	2	0	1	0	0	2	0	1	4.0	1	8	Michele, who lives in Bologna, is walking to the library.	2
15	1	0	2	2	1	3	1	3	0	0	0	2	0	0	2	0	0	3.0	0	8	The book is on the table, and the cat is next to it.	2
9	0	0	0	2	1	2	0	2	1	1	0	0	0	0	1	0	0	3.0	0	4	John walked across the park and along the path	2
11	0	0	1	1	0	2	0	1	1	1	0	1	2	0	1	0	0	3.0	0	4	Mike's red bike is locked to the blue tree.	2
14	0	0	1	1	1	4	1	3	1	2	0	0	0	0	1	1	0	3.0	0	8	He placed the keys _under_ the couch cushion and walked _to_ the kitchen.	2
8	0	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	4	The cat purred on Mary's lap.	2
15	0	0	2	2	0	5	0	3	0	1	0	0	1	0	1	0	0	4.0	0	11	The ball bounced over the fence into the next-door neighbor's yard.	2
10	0	0	2	2	0	2	1	2	0	1	0	0	0	0	1	0	0	2.0	0	7	She walked to the park, near the lake.	2
15	2	1	1	2	0	2	1	1	2	2	0	0	1	1	2	0	0	3.0	1	9	John ran down the long street while his dog Jack barked happily from behind.	2
8	0	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	4	The cat purred on John's lap.	2
9	0	0	1	2	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The plane took off from the large airport.	2
11	1	0	1	2	0	2	0	2	1	1	0	1	0	0	1	0	0	3.0	0	4	John is running from the hill down to the lake.	2
14	0	0	1	3	0	4	0	4	0	2	0	0	0	1	1	0	0	4.0	1	4	The man in the moon smiled at the children playing on the moon.	2
20	0	0	1	3	1	5	1	4	1	2	0	0	2	0	1	2	0	3.0	0	11	Mary bought a red dress at the store on the corner and wore it to the party last night.	2
9	1	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred softly on John's lap.	2
12	1	0	1	2	1	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The dog ran quickly across the street and into the forest.	2
8	0	0	1	1	0	2	1	1	1	1	0	0	0	0	1	1	0	2.0	0	5	Betty placed her purse under the chair.	2
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my shoulders.	2
13	1	0	2	2	0	2	2	1	1	2	0	0	0	1	1	1	0	4.0	1	5	Sarah smiled at the baby, holding it close in her arms.	2
15	1	1	1	2	0	3	0	2	1	2	0	0	2	1	1	1	0	4.0	1	7	Sarah walked quickly down the busy street while holding a warm cup of coffee.	2
14	0	0	1	1	2	5	0	2	0	1	0	1	1	0	1	1	0	4.0	0	4	Money can purchase both a concert ticket and a new pair of shoes.	2
25	0	0	2	3	2	6	3	2	1	3	0	0	2	1	2	1	0	6.0	1	7	Adriana baked a cake for her mom's birthday, which she decorated with red and blue frosting and placed on the kitchen table.	2
14	2	0	2	1	0	2	1	2	0	3	0	0	1	2	1	1	0	3.0	2	6	She stood by the tall trees, watching the squirrels jump about happily.	2
12	1	0	0	1	0	4	0	2	0	1	0	0	3	0	1	1	0	2.0	0	6	The giant purple gorilla slowly climbed the giant sequoia tree with ease	2
17	0	0	3	1	0	3	0	3	0	1	0	0	6	0	1	1	0	2.0	0	10	The big, brown dog chased the little white cat through the tall, green grass.	2
12	0	0	1	2	0	2	2	2	0	2	0	1	0	1	2	0	0	4.0	1	3	He went to the store which was located near the park.	2
9	1	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred contentedly on Mary's lap.	2
14	1	0	1	2	1	3	0	3	0	3	0	0	0	1	1	1	0	3.0	1	6	The cat curled up on the windowsill and watched the rain drop slowly.	2
11	1	0	0	2	1	2	0	2	1	2	0	0	0	0	1	1	0	3.0	0	6	Jason walked slowly to the beach and picked up the shell	2
30	1	0	2	6	0	5	3	4	2	5	0	1	0	4	4	1	0	7.0	4	8	Fred stood on the table with his arms extended to pick up the book he borrowed from Sarah, which was placed next to the lamp on the shelf.	4
28	0	0	1	5	0	9	1	5	0	3	0	0	3	1	1	2	1	5.0	2	9	Running through the fields of tall grasses, I reached the edge of the lake in time to watch the sunsets bloody red hue dance across the sky	4
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The sun set slowly in the warm sky.	4
21	1	0	3	3	1	5	1	5	0	2	0	0	0	1	2	1	0	4.0	1	9	The cat chased the mouse across the table, onto the bed, and under the bed where it hid.	4
20	0	0	1	4	2	4	1	4	0	1	0	0	3	0	1	0	0	3.0	0	10	She walked through the large park with the children and along the small stream and towards the tall tree.	4
13	1	0	1	2	0	3	0	3	0	3	0	0	0	2	2	0	0	5.0	2	4	The cat curled up on the windowsill watching the birds fly outside.	4
12	0	0	1	2	0	4	0	4	0	1	0	0	0	0	1	1	0	2.0	0	8	The cat chased the mouse across the field through the forest.	4
18	0	0	1	4	0	4	2	3	1	2	0	0	1	1	2	0	0	5.0	1	8	Adam wandered through the dark forest, his fingers feeling for the entrance to the cave behind him	4
30	1	1	3	6	0	7	5	1	1	3	0	0	2	2	2	1	0	4.0	2	12	Sarah walked carefully through the park with her dog at her left, holding her cat in her left hand, while listening to music on her right earbud.	4
8	0	0	0	2	0	2	0	1	1	1	0	0	1	0	1	0	0	2.0	0	6	Susie ran toward the red tree with excitement	4
15	0	0	1	3	1	4	0	4	0	2	0	0	0	0	1	0	0	3.0	0	6	The baseball flew over the park and landed in the grass beyond the stands.	4
9	1	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred contentedly on Paul's lap.	4
19	1	0	2	2	1	5	2	2	0	2	0	0	2	1	1	1	0	4.0	1	6	The cat purred contentedly on my lap, enjoying the warm embrace and gentle stroke of my hand.	4
19	0	0	1	4	1	6	0	6	0	1	0	0	0	0	1	1	0	4.0	0	5	The book about the dog chased the cat across the field and down the road towards the store.	4
22	1	0	13	2	1	5	0	0	0	0	0	0	0	0	0	0	0	2.0	0	16	" preposition ""through"", adverb ""winding"", preposition ""along"", and adposition ""to"".)"	4
19	0	0	0	5	0	6	1	3	0	3	0	0	1	0	1	1	2	4.0	2	11	Running through the park on a sunny day with flowers blooming left the scent of lavender on my shoes	4
13	1	0	1	1	1	2	1	1	1	3	0	0	0	1	1	1	0	3.0	1	8	John ran to the river to jump in but forgot his towel. 	4
13	1	0	1	2	0	3	0	3	0	1	0	0	2	0	1	0	0	3.0	0	3	The big brown bear slowly walked to the top of the mountain.	4
14	0	0	1	2	0	4	0	4	0	1	0	0	2	0	1	1	0	2.0	0	10	The cat chased the mouse across the red doorstep into the green garden.	4
9	0	0	0	2	0	2	0	1	1	1	0	1	1	0	1	0	0	2.0	0	6	Ingleby is walking to school through the green forest	4
12	1	0	1	2	0	3	0	3	0	1	0	0	1	0	1	0	0	3.0	0	4	The cat purred contentedly on the windowsill in the warm sunlight.	4
28	1	0	2	5	1	8	1	5	1	2	0	0	1	1	2	1	0	5.0	1	16	Jennifer bought an old house by the beach and on top of the hill, near the park where her children play with the neighbors' kids.	4
28	1	0	4	5	1	6	0	6	1	1	0	0	3	0	1	1	0	4.0	0	14	Roland chased the red squirrel up the tree, onto the branch, over the ravine, and finally through the dense fog into the dark forest.	4
17	1	0	2	2	0	4	0	3	0	2	0	0	3	0	1	0	0	3.0	0	7	The snowman stood proudly on the cold frozen pond beneath the bright, sunny winter sky.	4
13	0	0	1	3	0	3	0	3	1	1	0	0	1	0	1	0	0	3.0	0	7	John ran toward the park on the north side of the road.	4
8	1	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2.0	0	6	 walked, to, across, with)	4
12	0	0	1	2	0	3	1	1	2	2	0	0	0	1	1	2	0	3.0	1	7	John ate a sandwich in front of Sarah using his fork.	4
14	1	0	1	2	0	3	1	3	0	2	1	0	0	1	1	1	0	4.0	1	4	The monkey gracefully descended from the tree using all four of its adpositions. 	4
12	1	0	1	1	0	2	1	2	0	2	0	0	2	0	1	1	1	2.0	1	6	Running quickly, the fast athlete positioned themselves for a powerful throw	4
8	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	4	 above, among, in, to)	4
12	0	0	1	1	0	2	1	2	0	2	0	1	2	1	1	1	0	2.0	1	4	Under the big leaf, I will find the red bug hiding	4
15	1	0	1	3	0	4	1	2	0	1	0	0	2	0	1	0	0	3.0	0	8	The lion ran quickly through the bright green forest in search of its dinner.	4
11	1	0	2	1	0	4	0	1	0	1	0	0	0	0	1	0	0	3.0	0	5	Mom, the cat purred contentedly on dad's lap.	4
8	2	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1.0	0	6	 walked, quickly, through, by)	4
12	0	0	0	3	0	4	0	4	0	1	0	0	0	0	1	0	0	2.0	0	9	The cat played in the sun behind the fence with the dog	4
22	0	0	1	5	1	5	1	3	2	1	1	1	1	0	1	1	0	4.0	0	15	I will meet John at the corner of Elm and Main streets at 5 PM for a walk in the park.	4
19	0	0	3	2	1	7	0	1	0	2	0	2	1	0	1	0	0	4.0	0	8	Hurricane relief supplies should be sent to the affected areas via air, sea, and land routes.	4
21	1	0	3	3	0	5	0	3	0	1	0	0	5	0	1	0	0	4.0	0	6	The big, green tree grew next to the busy traffic lights in front of the tall, blue skyscraper.	4
25	0	0	2	5	1	7	2	4	1	3	0	0	0	1	1	2	0	4.0	1	9	She walked to the store in preparation for Christmas, carrying a gift for her sister and enjoying the winter scenery along the way.	4
20	2	1	3	2	1	3	0	3	0	4	0	0	1	1	1	0	0	3.0	1	12	The cat jumped onto the windowsill, sat on the sunny side, and purred contentedly while gazing outside.	4
10	0	0	1	2	0	2	1	2	0	1	0	0	1	0	1	0	0	2.0	0	7	She walked towards the tree along the sandy beach.	4
30	1	0	4	6	1	7	0	6	0	4	0	0	1	0	1	0	0	4.0	0	20	The sun rises in the sky, shines brightly over the mountains, sets in the west beyond the fields, and remains hidden beyond the clouds until morning.	4
16	1	0	1	2	0	4	1	3	1	2	0	0	1	1	2	1	0	4.0	1	7	Brett walked across the field towards the tall tree where his dog chased a squirrel.	4
15	0	0	1	2	0	4	0	3	0	1	0	0	4	0	1	0	0	2.0	0	10	The blue car sped down the deserted street towards the bright red stop sign.	4
14	1	0	1	1	1	2	0	2	1	2	0	0	3	0	1	1	0	3.0	0	7	Juan walked slowly into the green forest and found a beautiful clear river.	4
10	1	0	1	1	0	3	1	1	0	1	0	0	0	0	1	0	0	3.0	0	6	The cat purred contentedly on my brother's lap.	4
18	1	0	1	2	0	5	1	3	0	3	0	0	2	1	1	1	0	3.0	1	7	The old man walked quickly down the busy street carrying his suitcase towards the bustling train station.	4
33	0	1	4	5	1	7	2	5	0	3	0	1	4	1	1	3	0	5.0	1	13	I will enjoy my vacation in the beautiful city, while appreciating the historic architecture, with a cold drink in hand, and soaking up the sun on the warm beach.	4
21	0	0	2	3	1	6	0	4	0	2	0	0	3	0	1	0	0	3.0	0	6	In a remote mountain forest, a young fox darted beneath the dense underbrush and towards the shaded creek bed.	4
15	1	0	1	2	1	2	0	2	2	1	0	1	2	0	1	0	0	4.0	0	5	The delicious cake was eaten happily at the beautiful park with John and Sarah.	4
24	0	1	3	2	2	5	2	2	1	5	0	0	0	2	2	3	0	5.0	2	10	I walked around the park holding Jim's hand while we sang songs and played hide-and-seek with the children.	6
9	1	0	1	1	0	2	0	1	1	1	0	0	0	0	1	0	0	3.0	0	5	The cat purred contentedly on Steve's lap.	6
18	1	1	1	2	1	6	0	1	0	1	0	2	2	1	2	0	0	3.0	1	12	Dogs are bred in houses for hunting cats on weekends when the weather is warm and sunny.	6
20	0	0	1	2	0	4	0	4	0	2	0	0	6	1	1	1	0	3.0	1	7	The quick brown fox jumps over the happy green dog to grab a juicy bone in the sunny meadow.	6
39	5	0	2	6	0	8	0	7	0	5	0	0	6	3	2	1	0	9.0	3	8	The fluffy kitten curled up in the soft cushions, napping soundly in the bouncy chair next to the bright windowsill where the warm sunlight gently lit the room filled with sweet aromas from the freshly baked cookies.	6
15	0	0	1	2	1	3	1	3	0	3	0	1	0	1	1	1	0	4.0	1	5	I am standing on the beach, holding a surfboard and looking towards the ocean	6
