n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	CCONJ_constraint
21	1	0	2	2	1	5	2	1	1	2	0	1	3	1	1	2	0	4.0	1	11	Firstly, Sarah will make a beautiful wedding dress for you with her own hands using lace and delicate fabrics.	1
9	1	1	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	Because the cat purred contentedly on my lap.	1
19	2	0	3	1	1	3	1	1	1	2	0	0	4	0	1	2	0	3.0	0	9	However, despite his initial reluctance, John eventually embraced the new surroundings and made many new friends.	1
52	3	3	3	5	1	10	3	7	2	8	0	5	2	5	5	3	1	8.0	6	15	Firstly, the manager at the restaurant where you were served by Devocht should be held responsible for overcharging a customer, but ultimately it was resolved in favor of the establishment as Devocht testified to having provided quality service to all customers, including the disgruntled one who made the complaint	1
22	2	1	3	1	1	5	4	1	0	2	0	1	1	1	2	2	1	4.0	2	8	Besides constantly updating my wardrobe, I started a new collection of hats, which is now my pride and joy.	1
27	0	1	2	3	1	5	4	4	0	2	0	4	1	0	3	2	1	4.0	1	13	Since you will have finished your exams by the end of the week, the vacation is timely and you will enjoy yourself during the trip.	1
19	1	0	3	1	1	3	3	1	0	5	0	0	0	1	3	1	2	5.0	3	12	Beside the beach, where I like to meditate and read books, I find my creativity sparkles. Are you up for the challenge?	1
27	0	1	2	2	0	3	6	0	0	4	1	4	3	0	3	3	3	5.0	3	17	If I had known you were planning to spill red wine on your white linen dress, I would have loaned you one of my own.	1
30	3	0	4	2	1	6	3	5	0	6	0	0	0	3	4	3	0	5.0	3	18	Firstly, I loved the way the flowers smelled and how they brought color to the room; Secondly, I enjoyed watching the birds feed from the birdbath.	1
29	2	2	3	2	0	3	4	2	1	4	0	2	3	1	3	1	1	3.0	2	10	As if he was a long-lost uncle I had only just discovered on a nostalgic Facebook ad, my former colleague showed up to surprise me.	1
23	1	0	2	5	0	6	3	3	0	1	1	0	1	0	1	1	0	4.0	0	10	Firstly, my parents took me on a trip to the museum as a reward for my 10 years of hard work.	1
41	3	1	5	4	0	8	4	4	1	4	0	0	7	3	3	2	0	4.0	3	20	The newest addition to our backyard, Max, happily explores the unfurling grasslands, chasing after the fluffy white rabbit he just met, while his human mom anxiously checks her phone for updates on the latest viral challenge.	2
28	1	1	3	1	0	3	7	1	0	4	0	3	1	5	4	2	0	8.0	5	6	However, my doctor informed me that I would need to have surgery, which is something that I am not willing to consider at this time.	2
23	0	1	7	1	1	5	3	2	0	2	0	1	0	0	2	1	1	3.0	1	16	"As they say, 'location, location, location"" and in my situation, it has made all the difference. ```  Your response meets the instructions by generating only one sentence with 2 coordinating conjunctions. Great job!  Please note that the prompts have varied levels of complexity, but you are required to generate a complete sentence for each prompt without adding or removing any text. The sentences provided are just examples of how the task could be completed, and your response should be a unique and accurate completion of the task."	2
24	4	0	2	2	1	3	2	1	1	5	0	1	0	3	2	1	0	6.0	3	10	Susan had always preferred playing outside with her dogs, yet now she needed to learn how to work inside the home office.	2
41	2	0	6	3	1	8	7	1	0	8	0	2	2	5	5	5	1	5.0	6	22	When she saw him, she felt a surge of excitement mixed with fear, realizing their unlikely reunion could have profound consequences, yet she couldn't contain her delight, hugging him tight, eyes brimming with tears.	2
28	1	1	2	1	1	6	3	3	0	4	0	1	2	2	2	2	2	6.0	4	10	Although he managed to get his degree, unfortunately his academic background proved to be insufficient to secure a position at an university or a research institute.	2
25	1	0	1	5	0	8	1	1	0	2	0	2	3	1	1	1	0	7.0	1	7	I have long been fascinated by the potential for fungi to revolutionize many areas of food production, from sustainable fertilizers to alternative protein sources	2
31	0	0	5	2	1	7	2	4	2	5	0	0	1	2	2	2	0	6.0	2	6	As the years past, Harry's scar grew worse, & the dream returned, every night, to warn him of the increasing danger threatening their Hogwarts home. 	2
25	2	0	1	2	1	8	1	3	0	3	0	0	4	2	2	2	0	7.0	2	4	The new restaurant downtown offered an exquisite dining experience with exceptional food and service paired seamlessly by skilled servers who navigated the menu flawlessly.	2
26	1	1	2	2	1	8	2	2	0	2	0	2	2	1	3	1	0	4.0	1	17	The doctor explained that surgery was necessary for her cat's health, but her costly insurance coverage would cover only part of the expenses.	2
42	6	2	4	2	0	5	7	2	0	10	0	1	0	8	3	6	1	11.0	9	10	As I walked into her office, she began to ask him questions about the situation, trying to piece together exactly what had happened, while also simultaneously making plans to help him get the support he so desperately needed.	2
15	0	0	1	2	1	5	0	3	0	2	0	0	1	0	1	1	0	3.0	0	6	The cat jumped over the fluffy clouds and chased the butterfly with rainbow wings.	2
39	3	3	5	0	1	6	8	3	0	7	0	1	0	3	5	6	1	4.0	4	14	As I entered the elevator, I discovered that I had lost my grandmother's necklace; thus, I quickly called the security guard to report the loss, and he kindly assisted me in finding it.	2
22	1	1	3	2	0	5	2	2	0	3	0	1	2	3	2	2	0	7.0	3	5	In addition, she was responsible for conducting experiments, including the famous experiment where she measured the speed of light.	2
29	1	0	2	1	3	6	1	5	0	5	0	1	3	2	2	2	0	5.0	2	17	The detectives were baffled by the complex case involving the suspicious business deals and the missing money, but they continued to investigate and eventually solved the mystery.	2
26	1	0	2	1	3	7	2	3	0	2	0	2	2	1	2	2	0	5.0	1	12	Both my husband and children were excited to explore this new amusement park, and we are eagerly anticipating a week of adventure and relaxation.	2
24	1	1	2	0	3	2	1	1	2	2	0	3	5	2	2	1	0	6.0	2	12	Lindsay and Mia were sad, scared and tired, but happy that finally their longing to have a new cat had been realized	2
22	1	0	3	2	1	6	0	2	0	4	0	0	2	2	1	2	0	4.0	2	5	Beyond these physical changes, the company also implemented new software to improve communication and streamline decision-making across departments.	2
31	1	0	4	4	3	10	1	2	0	3	0	0	3	1	1	2	0	7.0	1	15	The chef carefully crafted each dish with tenderloin beef, creamy sauces, and crispy breading, and served them alongside side of savory potatoes mashed with butter and cheese.	2
27	3	0	3	1	0	3	5	0	0	4	0	4	2	4	1	2	0	6.0	4	5	However, it seems they may have underestimated just how difficult it would be to find someone to take care of their elderly cat, Muffin.	2
27	0	0	3	3	3	5	3	3	1	3	0	1	2	0	2	1	1	4.0	1	12	Both Kaitlyn and her brother, who was sitting on the couch, heard the unusual noise and jumped to their feet at the same time.	2
21	2	0	2	2	0	6	1	2	1	2	0	0	3	1	1	3	0	4.0	1	8	Maria carefully prepared fresh produce for the market, simultaneously teaching her young assistant the art of sustainable food preservation.	2
35	2	2	2	3	0	9	1	4	0	4	0	3	3	2	2	2	0	5.0	2	14	The company's new policy has been widely criticized for neglecting the needs of employees, while the recently released report has garnered attention for its damning assessment of the organization's ethical standards.	2
45	5	1	1	6	1	10	2	6	0	4	1	4	4	2	3	1	0	7.0	2	18	The dog had been stolen in the night from a house located close to here and after several days the owners finally received the devastating news that their beloved pet had been shot dead by a shotgun just 100 feet away from their home.	2
46	3	2	3	2	7	11	4	4	1	1	0	4	3	2	3	1	0	6.0	2	16	Mom and Dad have always been my heroes because they have taught me that the true treasure of life is not gold or silver or any material thing, nor even ourselves, but rather the spiritual wealth and love of God and each other.	2
27	1	0	2	2	0	8	1	4	0	4	0	1	3	3	2	2	0	7.0	3	8	The park ranger noticed a group of tourists admiring the rare _and_ endangered plant life, which was unlike any other _and_ threatened to vanish completely.	2
17	0	0	1	1	2	3	1	1	0	4	0	1	1	2	1	3	0	5.0	2	4	The company will either have to lay off employees or retrain them to accommodate new technologies.	2
20	1	0	2	1	0	9	0	1	0	3	0	0	2	1	1	3	0	7.0	1	7	The manager praised employee's efficient work, yet denied bonus request citing poor performance in budget planning phase.	2
17	2	2	3	1	0	2	2	2	0	2	0	1	0	1	2	1	1	3.0	2	8	However, while watching this video, I realized that I was completely off the mark.	2
21	2	1	1	2	1	4	0	1	0	3	0	0	6	1	2	0	0	4.0	1	9	Brightly colored birds fly towards brilliant orange sunsets as big brown bears roam and swim gracefully in the nearby streams.	2
21	1	0	1	0	1	4	1	2	0	3	0	1	3	2	1	3	0	7.0	2	5	The new employees were excited to begin their training and to learn how to use the company's innovative software.	2
26	1	0	1	5	1	8	1	2	0	3	0	2	2	1	2	3	0	6.0	1	11	The teacher informed students they could purchase extra time on the test with money and also could get extra help from tutors outside of class.	2
38	5	1	3	2	2	8	5	2	0	7	0	1	1	3	4	4	0	7.0	3	11	My sister always orders chicken fingers with fries and I usually get a salad, which can become boring, so we try to mix  it up by getting  the tuna melt or grilled cheese as well.	2
27	1	1	3	3	0	6	1	4	3	3	0	0	2	1	3	1	1	3.0	2	11	As the tourists bumbled through the crowded city streets, Jane finally spotted the iconic Eiffel Tower in the distance, her heart racing with excitement.	2
26	0	0	1	3	1	9	1	5	0	2	0	1	2	1	2	1	0	6.0	1	6	The detectives discovered a connection between the victim's phone number and the suspicious text messages that were received by several witnesses throughout the town.	2
26	4	0	2	2	2	4	3	2	1	2	0	1	3	0	3	2	0	6.0	0	11	Betty wanted a new handbag, but unfortunately it was still too early for sale and she needed something more practical than a shopping bag.	2
13	1	0	1	1	1	4	1	2	0	2	0	0	0	0	2	1	0	3.0	0	5	The cat purred loudly and the dog licked my hand with excitement.	2
24	0	0	2	3	1	6	1	5	0	2	0	0	4	0	2	1	0	4.0	0	13	The delicate flowers quivered in the gentle breeze, and the fragrance of the nearby bushes filled the air with their tantalizing scent.	2
22	0	1	1	3	2	3	2	1	4	3	0	1	1	2	3	1	0	6.0	2	4	Both Lily and Emma were surprised by the amount of excitement that ensued after Charlotte mentioned her impending trip to Hawaii.	2
29	2	0	1	4	1	8	2	3	0	3	0	3	2	1	2	1	0	4.0	1	17	The new product has gained a lot of momentum on social media and according to our sales team it has been performing quite well in the pilot markets. 	2
30	1	1	1	4	4	10	1	0	0	3	0	2	3	1	1	1	0	5.0	1	18	Bicycles can be folded easily and carried in cars trunks and trains without taking up much space and time during transportation thanks to their compact design and affordable cost.	2
27	2	0	3	2	2	4	3	3	2	3	0	1	2	2	4	1	0	5.0	2	8	Romeo and Juliet fell deeply in love, but their parents hated each other passionately, which was the cause of the tragic events that ensued.	2
32	4	1	3	4	0	4	3	5	1	4	0	2	1	2	4	0	1	5.0	3	10	As soon as she stepped into the house, Sarah was struck by the peculiar smell that hung in the air, a scent unlike any she had ever encountered before.	2
20	2	1	2	0	0	2	3	1	0	4	0	1	3	2	3	1	1	5.0	3	5	Although it sounded silly, I still had to try the new restaurant that was just opened last weekend.	2
22	2	1	0	3	1	5	0	3	0	3	0	1	3	1	1	0	0	5.0	1	8	Always remember that the best travel experiences begin with a positive attitude and are often facilitated by a careful choice of accommodation	2
34	7	1	1	2	3	5	3	3	0	5	0	1	3	2	2	2	0	6.0	2	10	I've never seen a dog run so fast in its life after receiving a bath and its hair cut so neatly and still acting so happy and healthy with no negative effects.	2
37	1	1	3	4	2	11	3	2	0	4	1	0	5	2	3	3	0	8.0	2	15	The researchers collected data on 7543 adults and their connections to the social services system, and found that those who had greater contact with formal social support services had higher levels of well-being.	2
41	4	1	3	5	0	4	8	2	0	5	1	3	4	4	4	2	0	6.0	4	18	Aside from this, I have never been one to trust my instincts when it came to matters related to my personal life, yet I found myself drawn to this unsettling feeling that something important might transpire after all.	2
22	1	0	2	4	0	6	0	5	0	2	0	0	2	1	1	1	0	4.0	1	11	The rain fell steadily all night, dripping off the leaves of the giant sequoia like a sticky trail of syrup.	2
26	2	1	1	2	1	3	3	0	2	6	0	1	3	4	3	1	0	8.0	4	6	I never thought I would find myself walking on such vast glaciers and watching whales breach nearby while hiking on Mount Vancouver's scenic trails.	2
24	2	0	2	3	3	6	1	2	0	2	0	0	3	1	1	2	0	6.0	1	6	Cats often hunt little vermin, chasing them across the rooms and up and down the catwalks with nimble pounces and soft coos.	3
48	3	2	1	7	1	9	5	6	0	6	0	5	3	4	4	2	0	8.0	4	13	A young man had been strolling across the field with a girl from the village when they were startled by a fox darting across their path and ran in opposite directions as swiftly as their legs could carry them until they had lost sight of each other.	3
42	2	2	4	6	1	10	5	4	0	4	0	0	4	2	2	2	0	7.0	2	11	The cat purred contentedly on my lap, while I simultaneously checked my email and scrolled through social media, all the while coordinating my responses to various work-related tasks via a series of disorganized notes on my phone.	3
54	0	0	5	5	5	9	5	5	3	8	0	2	4	4	4	3	0	5.0	4	32	Arabs in the West were longing for his return, but Jews were wary of his influence and warned others to remain vigilant, and some called on the government  to reconsider his reentry, and some called on the government to reconsider its reentry, given his controversial views and recent actions.	3
45	0	1	3	6	2	19	0	2	0	5	0	0	6	1	1	4	2	9.0	3	25	Hundreds of miles of undersea cables connecting major cities, vast underground bunkers containing emergency fuel supplies, and private jumbo jets for transportation all form part of the country's contingency plans for warding off cyber attacks and defending against potential cyber threats.	3
28	2	1	3	2	2	5	1	5	0	4	0	0	2	2	3	1	0	6.0	2	9	The snowflakes fell gently on the ground, and the child ran eagerly to catch them, while the mother watched with a warm and contented smile.	3
40	2	1	3	6	1	7	5	3	0	6	0	3	2	4	3	0	0	8.0	4	10	The astronaut descended from the spaceship and walked toward his ship which was docked, on which his friends were waiting with excitement, hoping to be rescued as soon as possible after their long journey around the moon.	3
38	2	1	12	2	1	6	2	3	0	5	2	0	2	2	3	3	0	6.0	2	12	As a prerequisite, they required three consecutive sentences that each include at least one subordinating conjunction, while also containing the target words, 'coordinating', 'conjunction', and 'only'.	3
39	0	0	9	2	2	8	0	4	0	4	0	1	9	2	1	1	0	6.0	2	20	Senior officers are briefed on possible options, such as a negotiated settlement, a unilateral attack, or a contingency plan, considering all relevant factors, including military, political, financial, and diplomatic aspects.	3
12	1	0	1	2	0	0	0	1	4	1	0	2	0	0	1	0	0	2.0	0	7	Arabs are being killed by Israelis daily on the West Bank. The IDF raids the townhouse of Fatah militant Ali Kaysi, who they suspect of being involved in a bomb attack that killed 29 Israelis in Netanya a month earlier. In East Jerusalem, Israeli forces have surrounded the house of Sheikh Ahmed Yassin and the Red Cross delegation is trying to get access to him and his fellow prisoners. The siege has lasted 24 hours.	3
29	0	0	1	5	0	10	0	2	6	2	1	0	1	1	1	1	0	7.0	1	13	NASA astronaut Ron Garan discovered a new world of ice crystals floating within Jupiter clouds on February 25th during aboration from the space shuttle mission STS-93.	3
