n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PROPN_constraint
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
11	1	0	1	1	1	3	0	1	0	1	0	1	1	0	2	0	0	3.0	0	7	Birds sing beautifully, and the world is full of music	0
3	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Happy holidays!	0
13	1	1	1	1	0	0	2	1	1	3	0	1	0	2	2	0	0	4.0	2	3	Because you deserve to be treated like the Queen you truly are.	0
10	1	0	1	0	1	1	0	1	1	3	0	0	0	1	1	1	0	3.0	1	4	Mandy took the baby and ran outside to play.	0
10	0	0	1	2	0	3	2	1	0	1	0	0	0	0	1	1	0	2.0	0	6	The cat curled itself around its tail in sleep.	0
11	0	0	1	2	0	3	0	3	0	1	0	0	1	0	1	0	0	2.0	0	7	The baby laughed with joy at all the new toys.	0
14	1	1	1	1	0	3	2	0	0	2	0	0	3	2	1	1	0	4.0	2	6	Thanks for doing such great work on my dresses that always look fantastic!	0
19	1	1	2	1	0	3	2	0	0	2	0	3	3	2	2	0	0	4.0	2	10	I'm confident that your top-notch work will be thoroughly enjoyed for many years to come!	0
5	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	2.0	0	2	She ate an orange.	0
9	0	0	1	0	0	5	1	0	0	1	0	1	0	0	2	1	0	2.0	0	4	Bucket list adventure travels are calling your names!	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
11	1	0	2	0	0	0	2	0	0	2	0	2	0	0	2	0	0	2.0	0	6	She didn't eat either, I don't think.	0
20	1	1	2	2	1	3	1	1	0	2	0	1	5	2	2	0	0	6.0	2	7	Most people are concerned about global warming primarily because it affects _______________ living in the Arctic and Antarctic areas. The effects of climate change are more visible there, including melting of ice sheets, glaciers, and permafrost, and the resulting consequences for _______________. 	3
33	1	0	6	5	1	8	2	2	2	2	0	1	3	1	2	1	0	7.0	1	7	The French president, Macron, was pleased about this agreement, which provided stability for his country, after years of internal unrest and tensions with neighboring countries, particularly Belgium.	3
19	0	0	1	4	0	2	0	2	4	2	0	1	2	1	1	1	0	4.0	1	7	Supreme Council for Islamic Affairs will meet with representatives of the Vatican to negotiate peace in the Sudan.	3
35	2	1	3	4	0	5	1	3	5	2	2	2	4	2	2	2	0	6.0	2	30	Bill Gates is donating 100 billion to Education for the Children Foundation to support early childhood education globally, a vital factor for the future survival of mankind, before it's too late.	3
20	0	0	1	3	0	6	0	5	1	1	1	0	1	0	1	1	0	5.0	0	4	The Prime Minister's office announced the rejection of the proposal for a peace treaty between the two nations.	3
13	1	1	2	1	0	1	2	0	3	2	0	0	0	1	2	2	0	3.0	1	5	Before Trump, Iranians trusted President only if he delivered his promise.	3
29	0	0	5	3	2	4	1	2	7	3	0	1	0	1	1	2	0	5.0	1	15	The company will expand its production of microprocessor in Malaysia, China, Vietnam, and Indonesia to meet the growing demand in India, Thailand and Myanmar.	3
17	0	0	0	2	1	2	1	1	3	2	0	1	3	1	1	1	0	5.0	1	9	Britain is known to support its colonial legacy with a strong and active presence in Hong Kong	3
21	0	1	2	1	2	4	1	1	3	3	0	0	3	1	1	3	0	4.0	1	8	Britain, Canada and Mexico celebrated the 150th anniversary of its independence by hosting cultural events and issuing commemorative stamps.	3
22	0	1	1	2	0	6	2	2	3	2	0	1	2	2	2	2	0	5.0	2	6	Ms. Keller is a dedicated nurse who devotes her career to improving the health outcomes of residents in underserved Brooklyn communities. The New York Hospital for Brooklyn, where Ms. Keller works, serves as the main medical facility for the borough's residents. 	3
21	1	0	2	2	0	1	0	3	5	2	0	1	3	1	1	1	0	5.0	1	6	The Prime Minister of Malaysia has decided to withdraw all support for the Malaysian Airlines Flight MH17, effective immediately. Please provide the proper nouns you would like me to include in this sentence.	3
4	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1.0	0	2	British Prime Minister Theresa May met with Russian President Vladimir Putin to discuss the ongoing conflict in Syria before the Geneva peace talks.	3
19	0	1	3	0	0	2	0	1	5	1	0	2	3	1	2	0	0	4.0	1	8	The White House, Congress, Supreme Court officials will determine if Joe Biden's actions were appropriate. 	3
17	0	1	3	1	0	2	0	2	3	3	1	0	0	1	1	2	1	4.0	2	11	Laszlo the Hungarian, after drinking 17 shots of tequila, tried to dance the Macarena.	3
28	0	0	2	3	1	3	1	1	13	2	0	0	2	1	1	1	0	5.0	1	11	Chief Justice John Roberts administered the judicial oath to Justice Sonia Sotomayor at her confirmation ceremony, attended by President Barack Obama and First Lady Michelle Obama.	3
14	0	0	1	1	1	1	1	0	6	2	0	1	0	1	1	0	0	5.0	1	3	Chelsea Clinton was seen smiling with her parents Bill Clinton and Chelsea Clinton.	3
22	0	0	1	2	1	3	0	1	7	3	0	1	2	2	1	1	0	6.0	2	5	The new administration is planning to reform American healthcare with legislation supported by Speaker Nancy Pelosi and Majority Leader Mitch Mcconnell.	3
16	0	0	2	3	0	3	0	1	5	1	0	0	1	0	1	1	0	3.0	0	6	In the aftermath of Tet, President Johnson authorized new bombing campaigns against North Vietnam.	3
33	3	1	0	4	0	6	2	2	4	7	0	1	2	5	3	1	0	9.0	5	9	Glenview Hospital had to settle with Mary Hood for palpable negligence in causing paralysis of her leg resulting from improperly treated slipped disk which the physician knew was a potentially very painful condition	3
19	0	0	3	3	0	3	0	2	5	1	0	1	1	0	1	1	0	4.0	0	9	The US government, under former President Donald Trump, had maintained a policy of containment towards China. _________________  Please answer with a single sentence containing the three proper nouns listed in the prompt. 	3
20	2	0	2	2	0	1	0	2	6	2	0	1	1	1	1	1	0	3.0	1	9	The Prime Minister will soon announce a visit to Kampala, Uganda, to talk directly with President Yoweri Museveni	3
19	2	0	1	0	0	2	0	2	4	3	0	0	3	2	1	2	0	4.0	2	6	Britain's Royal Air Force successfully intercepted a Nigerian passport applicant, attempting to enter the United States illegally	3
10	0	0	0	1	0	1	0	0	2	1	2	0	2	0	1	1	0	3.0	0	5	South Africa experienced severe economic hardship during 1994-2002	3
8	0	0	3	0	1	0	0	1	3	0	0	0	0	0	0	0	0	2.0	0	6	Barnes, Noble', and the Smithsonian.	3
11	0	0	0	3	0	3	1	0	2	1	0	0	1	0	1	1	0	3.0	0	6	Tajikistan recalled its ambassador to Iran in wake of military operation	3
17	0	0	2	3	0	2	1	1	3	1	0	2	1	0	2	1	0	4.0	0	7	Turkey was not alone, the rest of Europe was following her into war with Syria.	3
17	0	0	3	1	0	1	0	1	5	2	0	1	2	1	1	1	0	3.0	1	8	The Prime Minister of England, Elizabeth Windsor, was scheduled to visit India next month.	3
15	0	0	1	1	0	2	0	1	4	1	0	1	1	1	1	1	0	4.0	1	9	Rajasthan is proud to present Princess Rukmini as this week's #SankrantPride honoree. Her commitment to environmental activism has earned #Rajasthan state-level awards.	3
15	0	0	0	2	0	3	1	2	3	2	0	0	0	1	1	2	0	4.0	1	6	The Smiths invited John's to celebrate the holiday at their mountain house in Aspen	3
36	0	1	5	4	1	9	1	3	8	2	0	0	2	1	1	2	0	5.0	1	10	Ellen deGeneres, host of the Ellen DeGeneres Show, surprised actor, producer, and director Tyler Perry by revealing him as a special guest on the 60th anniversary episode airing on January 4th.	3
16	0	0	3	1	0	2	0	2	3	1	0	0	3	0	1	1	0	3.0	0	7	Chicago, the Floria Parrilla's, served a delightful Chilean cuisine to eager diners.	3
32	0	1	1	3	0	4	1	1	10	5	0	1	2	4	1	4	0	7.0	4	10	John will call the White House to express concern to President Johnson regarding Attorney General's recent decision to indict Robert Kennedy for his role in defending Sirhan Sirhan in court.	3
15	0	0	1	3	1	2	0	3	2	1	0	0	2	0	1	0	0	4.0	0	5	Before Tiananmen, the Massacre remain unpopular but tolerable in some countries across the world	3
20	0	0	1	2	1	5	0	0	2	2	0	2	4	1	2	2	0	4.0	1	13	NASA has announced plans to send astronauts to Mars next year, but many are concerned about potential side effects	3
20	0	1	3	2	0	2	0	2	4	2	0	1	3	1	1	2	0	5.0	1	5	British Petroleum (BP) will pay damages after causing the largest environmental disaster in the Gulf of Mexico.	3
18	0	0	1	1	1	2	0	2	4	3	1	1	0	2	1	2	0	6.0	2	4	The company will pay $75,000 to settle the claims asserted by Mr. Brown and Ms. Jones.	3
19	2	0	0	3	1	2	0	3	5	2	0	1	0	1	2	1	0	5.0	1	6	Gandalf the Grey had long since passed on by the time Frodo and Company reached the gates of Orthanc	3
20	1	0	2	2	1	3	0	2	3	2	0	1	3	1	1	2	0	5.0	1	7	The Smithsonian Institution has recently unveiled a unique exhibition on Antarctica, featuring rare and fascinating photographs of penguins.	3
20	1	0	3	0	1	2	0	2	9	1	0	1	0	0	1	0	0	4.0	0	15	The New York Yankees, Los Angeles Lakers, and Toronto Maple Leafs are the most watched sports teams. 	3
25	2	0	3	3	2	1	0	2	7	1	1	1	2	0	1	0	0	5.0	0	8	Halliburton, Nigeria, and Cheney are often mentioned together for one reason or the former Vice President of the United States of America.	3
29	2	0	1	4	1	10	2	3	1	2	0	0	2	1	2	2	0	6.0	1	13	Ramakant's visit excited employees in the entire headquarters, particularly in the marketing and sales divisions where his presence generated much discussion on the implications of his arrival	3
17	1	0	2	2	1	2	2	1	1	2	1	1	1	2	1	0	0	6.0	2	4	The three-day trip was exciting enough but nothing compared to what transpired after Tetya.	3
32	2	0	1	6	0	5	1	1	11	1	2	1	0	0	1	1	0	4.0	0	14	Ten years ago on July 4, NASA scientists had successfully launched the Space Shuttle Discovery from Kennedy Airport on its mission to Venus in honor of President Joe Biden's inauguration	3
26	2	0	2	4	1	4	2	1	5	2	1	0	2	1	2	1	0	5.0	1	12	Darryl Yates served as the principal of Spring Valley High School for over two decades, where he earned great respect and admiration from everyone. 	3
14	1	1	1	2	0	1	1	0	2	1	1	2	1	1	2	0	0	2.0	1	10	Davide will never speak to Maria, as they are from two different timelines	3
20	0	0	3	2	1	3	0	1	8	1	0	0	1	0	1	1	0	4.0	0	12	Fort Benning in Georgia, General George Marshall,  and President Roosevelt supported a joint training program for soldiers.	3
19	2	0	4	0	1	2	0	1	5	1	0	1	2	0	1	1	0	3.0	0	9	NASA, SpaceX, and Virgin Galactic will soon establish the first-ever commercial space station, Starlab	3
20	0	1	5	1	1	2	0	2	4	1	0	1	2	1	2	1	0	3.0	1	8	China, France and Italy, are all countries, that the United States, has diplomatic relations with.	3
8	0	0	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0	2.0	0	6	Moon Landing, Area 51, Apollo 11	3
19	0	0	3	2	1	2	1	1	2	2	0	1	3	1	1	1	0	4.0	1	7	The French, German, and Chinese leaders have announced their intention to meet in Paris before Christmas.	3
25	0	0	1	4	0	5	0	4	3	2	1	1	3	1	1	1	0	4.0	1	13	The British Foreign Office was instructed by Mrs. Thatcher to secure the liberation of the hostages from the Iranian embassy siege by six terrorists.	6
27	0	1	5	2	1	3	0	1	9	3	0	1	0	1	1	1	0	4.0	1	8	Maryland's football coach Don Brown was born in Tifton, Georgia, and coached at Massachusetts (UMass) Amherst before taking the Terrapins helm.	6
29	0	0	3	3	0	6	1	4	3	3	0	1	3	3	2	2	0	9.0	3	5	The Iranian, Javad Zarifeh-Jahromii devised a method to detect these signals emitted during seizures that are indicative of the brain’s reaction to external stimuli.	6
30	0	0	3	5	1	7	1	4	4	1	0	0	3	0	1	1	0	5.0	0	11	Chief executive of the Royal Bank of Scotland, Fred Goodwin, accepted a knighthood for his contribution to the bank's growth in the 1980s and early 1990s.	6
23	0	1	1	3	0	2	0	2	9	3	0	0	1	2	1	2	0	7.0	2	5	Mahmud Ali Mutawaa led the operation to kill Usama bin Ladin while standing on the ramparts of ancient Delhi Fort in India.	6
20	0	0	6	0	0	0	0	4	8	0	0	0	2	0	0	0	0	3.0	0	13	The Pope, the Pontiff, the Roman Catholic Church, the Vatican, Pope Benedict, Benedict XVI.	6
12	0	0	0	3	0	2	1	1	2	1	1	0	1	0	1	0	0	3.0	0	8	Abuja became the capital of Nigeria after its official declaration in 1991	6
23	0	0	4	3	0	0	0	3	11	1	0	0	1	0	1	1	0	4.0	0	7	The President of Nigeria, Muhammad Buhari, appointed Professor Abdubulrahaman Olasupo as the Director-General of the National Productivity Order.	6
28	1	0	6	2	0	3	0	0	10	2	0	0	2	1	1	1	0	4.0	1	14	Ayman Mohyeldin, NBC news anchor, reported live from Gaza, interviewing Hamas' prime minister, Ismail    Haniyeh, during Israel's Operation Protective Edge.	6
29	1	0	6	4	1	2	1	1	6	4	2	0	1	0	1	0	0	5.0	0	25	Tibor Pálinkás fled from Hungary, settled in the Canadian town of Sault Ste. Marie, and became one of its best-loved citizens. (2014) 	6
15	0	0	2	3	0	3	1	1	4	1	0	0	0	0	1	1	0	3.0	0	9	Saddam Hussein ordered the assault on Israel from his spider-hole in Tikrit.	6
22	0	0	2	4	0	2	1	2	9	2	0	0	0	0	1	1	1	4.0	1	12	During its tour in Egypt, The Boston Philharmonic Orchestra directed by Benjamin Zuman perform a composition by Wolfgang Amadeus Mozart.	6
16	0	0	2	1	0	2	0	3	4	1	0	0	3	0	1	1	0	4.0	0	6	The Chinese ambassador, Zhang Youxia, hosted the reception for the United Nations General Assembly	6
36	1	0	4	4	2	9	1	3	3	2	0	1	5	0	2	2	0	5.0	0	18	NASA's new Mars rover, Curiosity, found evidence of past or present life on the red planet, and its laser instrument has since detected a trace of methane in the Martian atmosphere.	6
12	0	0	1	3	0	4	0	3	0	1	0	0	0	0	1	0	0	3.0	0	5	The cat curled up around the sleeping infant in the crib. 	6
27	0	0	2	4	1	5	1	3	2	4	0	1	3	2	1	1	0	6.0	2	8	Mulatto is an African American, born into a family of mixed descent and struggling to find his identity in this society of strict racial categories.	6
28	0	1	2	3	0	4	1	3	9	2	1	0	1	1	2	2	0	5.0	1	11	Tiger Woods won the WGC-Bridgestone Invitational by three strokes as he sank a birdie putt on the final hole at Akron's Firestone Country Club.	6
30	0	0	2	3	1	6	1	4	5	2	0	3	2	2	3	1	0	5.0	2	16	Turing's accomplishments include codifying the discipline of computer science, and the Alan Turing Institute is a prominent organization that has been influential in the development of AI.	6
35	1	0	2	4	0	6	1	5	6	5	1	1	2	3	1	2	0	8.0	3	6	The United States Army is developing an improved Bradley infantry fight to counter the Russian T-90 tank now operated by Iraq during its occupation of that country following the invasion of Kuwait.	6
21	0	0	4	3	0	2	1	2	5	1	1	0	2	0	1	1	0	4.0	0	11	The Titanosaurus, a large sauropod from Argentina, received its scientific name, Titansaurus, from Paul Sander in 1989	6
28	1	0	4	4	1	2	0	4	7	1	0	1	3	0	1	0	0	4.0	0	12	The President of the European Central Bank, Mario Draghi, has repeatedly warned of the dangers of deflation in Japan, China and the United States.	6
48	2	0	5	3	3	7	6	4	6	8	0	1	1	5	5	7	0	12.0	5	18	Abraham took his family to visit the mountain where God instructed Melchizedek, the king of Salem, to offer bread and wine, and later Abraham was introduced to Malchus, the high priest who blessed him and showed him the gate to which he returned.	6
19	1	0	1	2	0	0	1	0	8	2	0	0	3	1	1	1	0	4.0	1	9	Rosie O'Donnell headed straight to Tesla Motors to pick up her Tesla Model X Electric Blue Metallic Sedan.	6
24	1	0	1	4	0	4	0	4	5	2	0	1	1	1	2	1	0	5.0	1	16	The Prime Minister of Australia was visiting the nation of Kiribati when the news of North Korea's launch of a satellite broke.	6
23	0	0	4	3	1	3	0	2	5	2	2	0	1	1	1	0	0	4.0	1	12	Petra Kelly and Harrison Schmitt, two astronauts from Apollo 18, floated through the lunar module, marveling at the view.	6
16	0	0	1	3	1	2	0	2	5	1	0	1	0	0	1	0	0	4.0	0	5	The company was acquired by Oracle during the reign of Mark Hurd and Safra Catz.	6
19	0	0	1	1	0	1	0	1	10	1	0	0	2	0	1	1	0	4.0	0	6	Rosa Parks’s Montgomery Bus Boycott inspired Martin Luther King’s leadership in the Southern Christian Leadership Conference.	6
46	1	0	4	6	1	2	0	4	18	1	1	1	7	1	2	0	0	7.0	1	21	Bill Clinton was a key figure at the meeting in the Lincoln Sitting Room at the White House, where Prime Minister Netanyahu sat across from Palestinian Authority President Mahmoud Abbas, Israeli Prime Minister Ehud Barak, and Egyptian President Hosni Mubarak in 2000.	6
26	0	1	1	4	0	4	0	3	10	1	0	1	1	1	1	0	0	5.0	1	8	Tony Snow was a correspondent for Fox News before becoming the White House press secretary for President George W. Bush during the invasion of Iraq.	6
22	1	1	2	1	0	1	0	2	9	4	0	0	1	3	3	2	0	5.0	3	16	Saddam ordered a strike on the Uday Hospital where Yasser Arafat lay injured, as President Bush launched Operation Southern Watch. 	6
21	0	0	3	2	1	0	0	1	12	1	0	0	0	0	1	1	0	4.0	0	14	The Queen of England Elizabeth, Prince Philip, Duke of Edinburgh and Prince William visit Buckingham Palace's Balcony.	6
20	0	0	3	2	0	3	0	3	6	1	0	1	1	0	1	0	0	4.0	0	9	The United States of America was defended by the USS Theodore Roosevelt, a Nimitz-class aircraft carrier.	6
21	0	0	1	4	1	3	1	1	6	2	0	1	0	0	1	2	0	5.0	0	10	Joe Biden led the Democrats through impeachment against Nixon but could not reach agreement on his successor with Dick Tator. 	6
12	0	0	1	1	0	1	0	0	6	2	0	0	0	1	1	2	0	3.0	1	4	Aung Sang Suu Kyi visited Myitkyina to promote democracy in Burma.	6
17	0	0	2	3	0	3	1	2	4	1	0	0	1	0	1	0	0	3.0	0	8	During his time in the Royal Navy, David Camernor trained on the Lynx helicopter gunship.	6
17	0	1	3	1	0	2	0	2	4	2	0	0	2	1	1	2	0	3.0	1	10	The Iranian government accused Israel, under Prime Minister Benjamin Netanyahu, of orchestrating the attacks.	6
30	0	0	4	4	1	5	1	4	8	1	0	0	2	0	1	1	0	4.0	0	16	The presidential aspirant, Donald Trump, gave a stern warning to President Buhari, and his cabinet in Nigeria during the campaign rally at the Abuja Eagle Square.	6
26	0	0	5	2	2	3	0	3	7	2	0	0	2	0	1	2	0	4.0	0	16	Mahmud Darwish learned the Arabic dialects of Egypt, Lebanon, Syria, Jordan, and Palestine and created a distinct voice for each region.	6
13	0	0	1	2	0	1	1	1	5	2	0	0	0	1	2	0	0	4.0	1	4	Rahzel sang at a Bjork concert that Prince Charles attended in London.	6
25	0	0	3	2	0	8	1	3	3	1	1	2	1	1	2	0	0	5.0	1	8	The 2012 Olympic bronze medal was won by Lugano native, Rico Fidel, who was a member of the team pursuit cycling event.	6
28	0	0	3	4	0	6	1	4	4	1	2	1	2	0	2	1	1	4.0	1	13	Tibor Szabó, who was an Olympic champion in fencing in 1968, won a gold medal in the individual foil event at the 1972 Munich Olympics.	6
10	0	0	0	1	0	1	0	2	4	0	0	1	1	0	1	0	0	2.0	0	5	Nikita Khrushchev was the leader of the Soviet Communist Party	6
30	0	0	3	5	0	9	1	4	4	1	0	0	3	0	1	1	0	4.0	0	17	Rajinder, a Sikh engineer in the NASA space center, built a new spacesuit for his colleague Jatin in preparation for the mission trip to Mars next year.	6
17	0	0	1	3	1	3	0	0	4	2	1	0	2	0	1	1	0	5.0	0	6	Allied pilots in Operation El Dorado Bravo intercepted and shot down at least six enemy MiGs.	6
27	0	0	4	3	1	2	1	1	9	1	0	0	5	0	1	1	0	4.0	0	20	During his presidency, Rohatyn attended numerous functions with Nancy Pelosi, Bill Clinton, and former British Prime Minister Tony Blair at the White House.	6
23	0	0	4	4	1	4	1	1	6	1	0	0	1	0	1	1	0	5.0	0	9	Mandela led South Africa from the Robben Island maximum security prison, past apartheid, and through its TRC, to freedom. 	6
14	1	0	2	0	0	1	1	2	5	2	0	0	0	1	2	2	0	4.0	1	5	The Queen Elizabeth visited Prince William, who then sailed the HMS sailboat.	6
55	0	0	6	7	2	3	2	3	25	3	0	3	1	2	6	2	0	6.0	2	37	Tamerlane ruled over Bactria, Sodjet Yakub Beg took command of the Kabul Emirate, Aḥmad Shāh Durrānī controlled the Durrani Empire, Amir Timur or Tamerlane himself was in Kandahar, Nadir Shah was Emperor of Persia, and Sultan Ahmed I was the Sultan of Ottoman Empire during their conquest of India.	6
20	0	0	2	4	0	5	1	1	3	2	0	0	2	1	1	1	0	6.0	1	6	During his time in Congress, Joe Smith introduced legislation related to tax reform supported by the American people.	6
26	0	1	3	2	1	3	0	2	9	2	0	1	2	2	2	1	0	4.0	2	16	Chief Joseph made many decisions for the Colville, Flathead, and Nez Perce while Chief Leschi was part of a tribal complex including Swinomish.	6
32	0	0	3	4	0	4	1	1	13	2	1	0	3	0	1	1	1	5.0	1	16	At a recent press conference held in their office at 1000 Vermont Avenue, Washington D.C., Mayor Muriel Bowser discussed upcoming plans with New York City Mayor Bill de Blasio.	8
36	0	0	3	5	1	5	2	3	12	2	0	0	3	0	2	2	0	4.0	0	20	Budapest had its golden jubilee celebration in the presence of His Majesty King Bholm-Al, and Ambassador John Hay launched a new book by Sir George Adamson at a prestigious event in London.	8
22	0	0	2	2	1	3	1	1	7	3	0	0	2	1	1	2	0	4.0	1	8	In the following interview, President Ronald Reagan mentioned Margaret Thatcher and Yasser Arafat as key figures influencing his foreign policy.	8
26	0	1	1	3	0	1	0	3	11	3	1	0	2	2	2	2	0	6.0	2	12	The New York Times published an investigation revealing that President Xi Jinping visited the Great Wall of China with Prime Minister Modi on February 20.	8
26	0	0	2	5	0	4	1	2	10	1	0	0	1	0	1	1	0	4.0	0	13	Dr. Lori Lake discussed her groundbreaking study on cancer treatment with Dr. Sarah Johnson during a seminar at the University of California, San Francisco.	8
15	0	0	1	4	0	2	1	1	5	1	0	0	0	0	1	0	0	3.0	0	9	Amy Klobuchar spoke to her audience in Carver County in the legislature of Minnesota.	8
34	0	0	4	6	0	2	0	1	14	1	1	0	4	0	1	1	0	4.0	0	20	On December 20, Professor Biden discussed global climate with Emily Witt in President Harris's Oval House office in Washington, D.C., alongside Chief Scientist Christine Keeler from the European Union.	8
32	2	0	3	4	0	3	1	3	8	2	1	2	1	1	2	0	0	5.0	1	13	The President's assistant was speaking with Mr. Khan's legal representative in their suite at the Ritz Hotel in Paris, where the G-8 Summit had just adjourned.	8
28	0	0	5	6	0	1	0	2	11	1	1	0	1	0	1	0	0	4.0	0	11	"On September 21, at Harvard University in Cambridge, Professor Susan Greenberg lectured on the topic of ""Ada Lovelace as an Early Computer Programmer."""	8
21	1	0	3	3	0	3	0	3	5	1	0	1	1	0	1	0	0	4.0	0	11	Alycia Lane, an anchor at the FOX network, was reporting live from the CNN center in downtown Atlanta.	8
