n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PRON_constraint
19	1	0	1	2	0	4	2	2	0	2	0	2	2	2	1	1	0	4.0	2	5	The new smartphone has been a huge success with consumers eagerly waiting for their turn to use it.	0
16	1	0	1	1	0	2	1	3	2	1	0	1	3	1	2	1	0	3.0	1	7	Muhammad was a highly revered leader who united the Islamic community in the Arabian Peninsula.	0
27	1	2	1	3	0	6	1	2	0	4	0	2	3	3	2	2	0	7.0	3	8	The world will need to consume much less energy if it is to have a good chance of staying within 2°C of warming since preindustrial times.	0
13	2	0	3	0	0	1	0	1	3	2	0	1	0	0	1	1	1	4.0	1	8	"The ""McMartin prenotion"" accusning Mrs. Martin was always widely doubted."	0
17	1	0	1	3	0	5	0	4	0	0	0	1	2	0	1	0	0	4.0	0	3	The new product innovations are highly significant for the growth of the company in the market.	0
9	1	0	0	2	0	3	0	0	0	1	0	0	2	0	1	0	0	3.0	0	3	Agricultural innovations contributed substantially to improvements in agricultural production	0
21	0	0	1	2	1	6	0	5	0	2	0	1	2	0	1	2	0	4.0	0	6	The best approach is to eliminate the unnecessary words and convey the message as a noun phrase with no pronouns. Do you want me to generate another sentence?	0
14	0	0	1	3	0	4	0	0	0	3	0	1	2	2	1	1	0	3.0	2	7	Federal agents are seen sweeping into homes in several states, rounding up targets	0
15	0	1	1	0	0	4	0	1	2	3	0	0	1	2	1	2	0	4.0	2	4	Buffalo's mayor wants to redevelop downtown Buffalo by building a new sports arena.	0
9	0	0	1	1	0	2	0	2	2	1	0	0	0	0	1	1	0	2.0	0	4	The Eiffel Tower lights up the night sky.	0
15	1	0	1	3	0	3	0	1	2	1	0	2	1	0	1	0	0	4.0	0	9	The number of elephants in West Africa has been greatly reduced in recent decades. 	0
9	0	0	1	1	0	2	1	1	0	1	1	0	1	0	0	0	0	3.0	0	3	There are four free wings with every order.	1
12	1	0	2	0	0	3	0	2	0	0	0	2	1	0	2	0	0	2.0	0	10	Therefore, the answer is + the puppet show was enchanting.	1
9	0	0	0	2	0	2	1	0	1	1	0	1	1	0	1	0	0	3.0	0	4	Their trip to Japan was filled with amazing experiences	1
12	1	1	1	1	0	2	1	1	0	3	0	0	0	2	0	0	0	5.0	2	3	There is a possibility to save by purchasing in bulk online.	1
10	2	0	0	1	0	2	0	2	0	1	0	1	0	0	1	0	0	2.0	0	5	+ the teacher was talking to the students so loudly  This task involves responding with only one sentence, using 1 pronoun. The output you provided earlier in your question is an appropriate response to the instruction.	1
9	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	+ the cat purred satisfactorily on her lap.	1
16	1	0	0	3	0	5	2	2	0	2	0	0	1	1	2	1	0	5.0	1	5	Everyone laughed when she bought an actual whale in exchange for a slice of pepperoni pizza	1
11	0	0	1	1	0	3	2	1	0	1	0	1	1	0	1	1	0	2.0	0	7	You will find a nice gift card in your package.	1
12	0	0	1	3	0	4	1	1	0	1	1	0	0	0	0	0	0	3.0	0	7	There are 12 cups of water for every box of spaghetti.	1
8	0	0	0	1	0	2	2	0	0	1	0	0	1	0	1	0	0	3.0	0	6	She laughed at her cats' silly antic	1
10	0	0	2	0	0	2	1	1	0	2	0	0	1	0	1	1	0	3.0	0	6	+ they have some nice cactus-shaped planters.	1
16	1	1	1	0	0	2	2	1	0	2	0	2	2	2	2	1	0	4.0	2	6	+ you are so stupid to think that a simple task could escape my genius. (1 pronoun)	1
11	0	0	1	2	0	3	2	2	0	1	0	0	0	0	0	0	0	4.0	0	4	There is an egg with each of its breakfast sausages.	1
11	1	0	1	1	0	2	1	1	0	2	1	0	1	1	0	0	0	4.0	1	4	There is only one cat sleeping on the soft cushion.	1
13	0	0	1	1	1	2	3	1	0	2	0	1	0	1	2	1	0	4.0	1	3	The car was hers and she loved to drive it around town.	1
13	0	0	1	3	0	4	1	3	0	1	0	0	0	0	1	0	0	2.0	0	9	The man walked into the building with the box under his arm.	1
11	2	0	1	1	0	1	2	1	0	3	0	0	0	1	0	0	0	4.0	1	4	There's a freshly baked pie waiting for her there.	1
20	1	0	2	1	2	4	2	3	0	4	0	0	0	1	1	1	0	4.0	1	18	I walked into the kitchen and found the cookie jar, but there were no cookies left inside. +	1
10	0	0	1	0	0	2	1	1	2	0	0	1	1	0	1	0	0	2.0	0	5	My favorite movie is the Harry Potter series.+ 	1
14	0	0	0	2	0	5	0	4	0	1	0	1	1	0	1	1	0	3.0	0	6	Every student should visit the campus for a real feel of the school life	1
8	0	0	0	1	0	2	1	2	0	1	0	0	1	0	0	0	0	3.0	0	3	There is a free toy with every pizza	1
11	0	0	1	1	0	2	2	1	0	1	0	1	1	0	1	1	0	2.0	0	6	+ You will find a new dress in your room.	1
8	2	0	1	0	0	1	0	1	0	1	0	2	0	0	1	0	0	2.0	0	3	The package will be mailed there immediately.	1
10	0	0	1	1	0	2	1	2	0	1	0	1	1	0	1	1	0	2.0	0	6	I am writing this book in a quiet room.	1
7	0	0	0	1	0	2	1	2	0	1	0	0	0	0	0	0	0	2.0	0	5	There is no chicken with this pizza	1
9	0	0	0	1	0	2	2	2	0	1	0	0	1	0	1	2	0	3.0	0	4	She gave them each a box of new books	1
8	0	0	0	1	0	2	2	1	0	1	0	1	0	0	1	1	0	2.0	0	5	She is playing soccer with all her heart	1
8	0	0	1	1	0	2	1	1	0	1	0	0	1	0	1	1	0	2.0	0	5	They bought a house with big rooms. 	1
12	0	0	1	1	1	2	4	0	0	1	0	0	2	0	1	0	0	3.0	0	5	There she goes, with her big hair and her big smile	1
19	0	1	3	2	1	5	3	1	1	2	0	0	0	1	2	2	0	5.0	1	5	Everybody in the bar applauded Ben as he sang his song of hope, pride, and rebellion.	1
14	2	0	0	2	1	2	2	2	0	2	0	1	0	0	1	1	0	4.0	0	5	Everyone must read this sentence carefully and think deeply about the meaning behind it	1
11	0	0	2	1	1	2	1	1	0	2	0	0	0	1	0	0	0	4.0	1	4	The cat __________ down my shirt and refused to move.	1
8	0	0	1	1	0	2	2	1	0	1	0	0	0	0	0	0	0	3.0	0	3	There is a book under my chair.	1
5	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1.0	0	2	There will be presents. 	1
6	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	3.0	0	2	Everyone bought drinks except Sammy.	1
5	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2.0	0	1	The cat curled there.	1
21	2	2	4	2	0	2	1	1	2	2	0	2	1	2	2	1	0	3.0	2	15	"She was singing ""SexyBack"" in the shower with complete confidence, as if Britney were there singing along."	1
9	0	0	1	1	0	2	2	1	0	0	0	1	1	0	1	0	0	1.0	0	7	There she was with the free pineapple margaritas.	1
9	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	+ The rain fell gently on her face.	1
24	1	0	3	3	1	5	2	4	0	3	0	0	1	1	1	0	0	5.0	1	6	+ The student walked to school, but there was a surprise waiting for him: a pizza with a full cola inside!	1
5	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	2.0	0	1	The cake smelled delicious.	1
10	0	0	0	2	0	2	2	2	0	1	0	0	1	0	0	0	0	3.0	0	6	There is a hot dog on the desk of him	1
10	0	0	1	1	0	3	2	1	0	1	0	0	1	0	0	0	0	3.0	0	4	There is a surprise party for her next door.	1
11	0	0	0	2	0	3	1	1	1	2	0	0	0	1	0	1	0	5.0	1	2	+ There are a lot of books about aliens visiting Earth	1
13	0	0	1	1	0	3	3	1	0	2	0	0	2	1	1	1	0	4.0	1	5	There are several restaurants near my house that have a vegan menu.	1
11	0	0	1	1	0	3	1	2	0	1	0	1	1	0	1	2	0	3.0	0	3	The teacher will give them an explanation with many examples.	1
15	1	0	1	2	0	3	2	1	1	3	0	1	0	2	1	0	0	4.0	2	5	There will be a gift card given to Sam when he shows up today. +++  Please make your response in just one sentence, exactly as the instructions have asked for, and without adding or elaborating on the content. Thank you for participating! 	1
19	1	0	2	2	0	3	3	1	0	3	0	1	2	1	2	1	0	5.0	1	8	I am feeling hungry, so i want to have a slice of pizza with my free cola.	1
11	0	0	1	1	0	2	1	2	0	2	0	0	2	1	0	0	0	3.0	1	4	There is a new free cola for every pizza purchased.	1
10	0	0	1	1	0	2	1	1	0	1	1	0	1	0	0	0	0	3.0	0	3	+ There is one free drink with each order.	1
15	3	2	0	0	0	2	3	0	0	2	0	1	2	2	3	0	0	4.0	2	5	Her siblings quickly realized that their actions were futile as she calmly walked out unharmed	3
22	1	0	3	4	2	2	2	2	1	2	0	1	2	1	2	0	0	5.0	1	7	They laughed at her, but Mary was adamant, walking confidently through the pink mist and out of the room.	3
15	1	1	2	1	0	0	4	1	0	3	1	1	0	1	3	1	0	5.0	1	6	They were chasing her, he yelled as the two of us ran away.	3
21	0	1	1	3	0	5	2	3	0	4	0	0	1	3	2	2	0	5.0	3	8	The tourists found themselves lost in translation as they attempted to navigate the maze of streets in a foreign land.	3
12	1	0	2	1	1	1	4	0	0	2	0	0	0	0	2	1	0	2.0	0	8	She invited them to her house, and they agreed eagerly.	3
20	3	0	2	2	2	3	1	0	0	4	0	0	3	2	1	0	0	5.0	2	9	They walked through crowded streets filled with strangers but never felt anxious, instead feeling safe and content together.	3
18	3	0	2	1	2	3	2	1	0	3	0	0	1	2	1	1	0	5.0	2	7	They followed his directions promptly and efficiently, resulting in excellent outcomes and a job well done.	3
14	0	0	1	2	1	4	0	2	0	2	1	0	1	0	1	1	0	3.0	0	7	The two friends laughed and ran hand in hand throughout the entire park.	3
20	2	1	1	2	0	4	3	2	0	3	0	0	2	2	2	2	0	4.0	2	9	She walked away with a smile on her face, feeling victorious after successfully teaching her puppy a new trick	3
25	4	0	3	3	2	2	5	2	0	3	0	0	1	0	1	2	0	4.0	0	13	She laughed at his jokes, but also admired her new watch, and loved him all the more so deeply because of it.	3
22	1	1	3	0	2	2	3	2	2	5	0	0	0	2	4	3	0	4.0	2	13	They climbed the mountain excitedly, but before they reached the peak, Jack fell and Rachel descended to help him.	3
25	3	0	2	1	1	4	4	3	0	4	0	2	1	2	4	3	0	4.0	2	15	We always love it when the neighbors throw parties and turn up the music late; it means ours will be a louder night.	3
24	3	0	2	2	2	3	3	1	0	3	0	2	2	2	1	0	0	5.0	2	10	My cat, he was so happy to be home after the long trip and immediately started purring and rubbing against my feet.	3
15	0	0	1	1	1	4	2	3	0	2	1	0	0	0	2	3	0	3.0	0	7	The chef gave the server two tickets and he thanked  him with a smile.	3
12	0	0	1	1	0	2	1	1	0	2	0	0	3	1	1	1	0	5.0	1	4	They came to the city excited to visit new, different places	3
21	1	0	3	2	1	3	4	1	0	3	0	1	1	2	2	0	0	5.0	2	11	We walked to the bar where my best friend, him, and I were going to meet for drinks.	3
17	0	0	1	2	1	4	1	4	0	1	0	1	2	0	2	1	0	3.0	0	11	They provided a detailed report for the project and the stakeholders were pleased with the outcome.	3
16	0	0	2	1	1	5	1	1	3	1	0	0	1	0	1	1	0	3.0	0	12	The manager congratulated team members Sarah, Tom and David on their recent project success.	3
36	1	0	2	6	1	9	2	6	0	4	1	2	1	1	2	2	0	7.0	1	17	She gave the baby the bottle with the sunglasses for a reason, so the infant would be enticed to stay on the blanket and sleep for its normal naptime of 12 hours after lunch.	3
24	3	0	3	3	1	2	3	1	1	5	0	0	2	3	2	2	0	5.0	3	9	They ran towards the bright light with excitement, joyfully jumping and shouting, completely overwhelming Tim with how much they appreciated him.	3
27	3	0	1	2	1	4	6	1	0	6	0	1	1	5	4	2	0	5.0	5	18	I was excited when my parents said we had to go to grandmas but when we got there grandma already had a feast prepared for us.	3
23	1	0	3	2	1	6	3	2	0	4	0	1	0	2	2	3	0	4.0	2	13	She walked into the kitchen, where her daughter was making breakfast, and found her son watching cartoons on the couch.	3
18	1	0	2	0	2	5	2	1	0	4	0	0	0	2	1	3	0	5.0	2	5	The students worked together, using teamwork and communication to overcome their differences and achieve their goals.	3
21	0	1	2	3	0	4	3	2	0	5	0	0	1	3	2	1	0	7.0	3	5	They walked toward the gate laughing as she headed toward them holding a large bag of chocolate-covered pretzels.	3
22	1	1	2	2	1	4	3	1	3	4	0	0	0	3	3	1	0	5.0	3	6	Jenifer walked past the coffee cart, watching Alex and Sarah laugh together as they enjoyed their coffee before their meeting.	3
30	1	0	2	3	1	6	5	2	0	4	0	0	4	2	2	3	0	6.0	2	11	She showed him several images of their friends' kitchens and he nodded enthusiasticly at each one, eager to see his own space transformed in a similar way.	3
14	1	0	2	0	0	3	2	3	0	2	0	0	1	1	2	3	0	4.0	1	4	The man gave the woman a present, which made her incredibly happy.	3
15	1	0	1	1	1	2	3	2	0	3	0	0	1	1	2	2	0	3.0	1	9	They gave back to the organization everything they   took and received a big hug. 	3
19	1	0	1	1	1	1	6	1	0	5	0	0	1	3	3	3	0	6.0	3	7	They walked in the park together and she caught him kissing someone else which caused them to argue.	3
21	0	0	3	3	1	4	2	3	0	4	0	0	1	2	1	1	0	4.0	2	15	They stood in the dark watching the rain fall, scared for the future, and lost without their leader.	3
11	1	0	1	2	0	3	1	1	0	2	0	0	0	1	1	1	0	3.0	1	5	The baby woke up his parents when crying at midnight. 	3
14	0	0	1	2	1	3	1	1	1	2	1	0	1	0	1	1	0	4.0	0	5	Maria looked in the mirror and saw two new pimples on her forehead. She quickly applied some foundation and then left for her date with Alex. Alex arrived promptly at 8 pm and they spent a wonderful evening together	3
20	2	1	1	1	0	2	4	2	0	3	0	3	1	3	3	1	0	4.0	3	10	We will get the ball to her as she is the only one who can play fetch correctly now. 	3
19	0	0	3	1	1	3	3	3	2	1	0	0	2	0	1	1	0	4.0	0	9	Theresa, her boyfriend Tim, and she all had such a wonderful time on their tropical vacation. 	3
57	4	2	4	3	5	6	12	2	0	10	0	3	3	6	5	5	0	11.0	6	48	They made her believe that her life was about to be turned around for the better, and that they were going to make her wish come true, but they just wanted to steal her identity and make her a victim of crime and fraud, so she lost everything and everyone important to her.	3
33	3	2	2	6	1	5	5	0	3	5	0	0	0	3	3	1	0	5.0	3	11	They gave back his dog, and then walked towards their house with excitement growing inside Mark as he held onto Lucky's leash tightly while Lucky trotted happily by his side.	3
16	0	0	1	3	1	3	3	2	0	3	0	0	0	1	1	1	0	4.0	1	8	They arrived at her house after the party and found her crying on the couch.	3
15	2	0	0	2	1	2	3	2	0	2	0	0	1	0	2	1	0	4.0	0	9	They came through on all of their promises and we had a very busy day	3
9	0	0	2	0	0	1	3	1	0	2	0	0	0	1	1	2	0	3.0	1	2	They made him eat a sandwich, him.	3
30	3	1	2	3	1	3	5	1	2	3	0	2	3	3	3	1	0	6.0	3	9	Jennifer, Michael and their little boy were so excited to finally get their new house that they felt like they were truly moving on up in the world.	3
15	2	0	0	2	1	2	3	2	0	2	0	0	1	0	2	1	0	4.0	0	9	They came through on all of their promises and we had a very successful day	3
21	3	1	1	2	1	3	2	3	0	3	0	1	1	1	2	1	0	7.0	1	5	They walked in the forest and saw the huge bear before running as fast they could back to the campsite.	3
19	0	0	1	4	1	3	4	1	2	2	0	1	0	1	2	0	0	4.0	1	7	She walked out of the elevator and ran into her coworker John, who was with his friend Emily	3
10	3	0	1	0	1	1	2	0	0	1	0	1	0	0	1	1	0	2.0	0	7	She grabbed their towels as well and was off.	3
39	2	1	1	5	3	6	9	2	0	5	1	1	2	3	5	3	0	8.0	3	13	They took her to meet her hero and after only 30 minutes she already knew that her idol was real and the encounter meant everything to her because of the impact he had on herself and other girls. 	3
22	2	0	2	1	1	4	3	3	0	4	0	0	1	2	3	1	0	5.0	2	10	They saw the dog run quickly into the store and they chased after, them, eager to catch the thieving creature	3
18	1	0	2	3	1	2	3	2	0	2	0	1	1	1	2	0	0	5.0	1	7	She spoke to them, and they all nodded in agreement about how great the cake was.	3
25	2	0	2	3	4	2	3	2	0	5	0	0	2	2	1	1	0	7.0	2	8	They walked through and over him, smiling and nodding at each other and completely ignoring the pleading and painful sounds coming from him.	3
18	0	0	1	2	1	3	4	2	0	3	0	1	1	1	3	1	0	4.0	1	9	She laughed at the jokes they were sharing and he felt a warm feeling in his chest.	3
13	0	0	1	1	1	2	3	2	0	2	0	0	1	0	2	2	0	3.0	0	7	She walked in the door and they both gave her big hugs.	3
21	1	0	1	2	1	1	7	1	0	4	0	1	1	2	3	2	0	4.0	2	9	He asked them what he should do next and she recommended him to speak to someone else at the department.	5
32	1	2	3	2	2	3	6	2	0	4	0	4	1	2	5	2	0	4.0	2	23	Her boss will not allow it because she does not believe the plan is feasible, nor that he has thought it through properly, and she fears for the consequences.	5
16	0	0	2	0	1	4	1	3	0	2	0	1	0	0	2	2	0	3.0	0	10	The employee refused the manager's demand, but she did not resist the transfer.	5
32	2	0	2	5	1	5	6	0	0	4	0	5	2	2	3	1	0	5.0	2	17	Her mom will talk for hours on end about what she could have done more, and will still never take credit for anything positive that she does do for others.	5
30	3	0	2	2	2	1	10	0	0	6	0	2	1	3	5	3	0	7.0	3	6	Her words echoed back to them, she said nothing more but they heard what she meant and knew why they'd wanted her to be there with them. 	5
20	3	0	3	4	0	2	3	0	0	1	0	3	0	0	2	0	0	4.0	0	10	She is always there for him; however, she cannot be relied upon in times of need.	5
20	2	0	1	2	0	2	4	0	0	2	0	5	0	1	3	0	0	3.0	1	13	Her husband does not know about his aunt being here, so he cannot have been talking to anyone	5
31	0	0	3	5	1	4	6	3	0	3	0	4	1	2	4	1	0	5.0	2	15	You are right; I did get an email from her about the matter, and she seems to be in agreement with you on the steps we should follow.	5
29	1	1	3	2	1	5	5	2	0	4	0	3	0	3	3	3	0	5.0	3	14	Take the messages for what they are, she has no objection in you being pals at uni, but she does not want to take matters further.	5
32	3	1	1	5	1	4	7	1	0	4	0	2	1	2	3	2	0	7.0	2	8	He always keeps in touch; he calls her often and she feels guilty for not having been in the room to see her grandmother off on her trip away from him	5
19	0	0	0	2	1	4	2	3	0	4	0	1	1	2	2	2	0	7.0	2	5	The principal has appointed a representative to meet with the protesters and take statements for what they consider necessary	5
21	1	0	2	2	1	4	3	1	2	2	0	2	0	2	2	1	0	5.0	2	8	She never thought they would invite Sam, Sarah and her to be part of the panelists in TV station.	5
26	0	1	2	2	1	3	5	3	0	5	0	2	1	3	3	3	0	7.0	3	12	They told him that they would consider the proposal, but he should make sure to keep them updated about the meetings with the investors.	5
26	1	0	4	3	1	7	3	2	0	2	0	2	1	0	3	1	0	4.0	0	11	Their kids were happy, and the family was united again; her mother took charge of the rehearsal dinner, with help from them. 	5
16	0	1	1	1	0	2	1	1	2	2	0	1	3	2	1	2	0	5.0	2	4	Aaron is eager to assist John in finding the appropriate gift for their mutual colleague. 	5
26	6	0	3	1	1	2	6	0	0	4	0	1	1	2	3	2	0	3.0	2	18	They took their books to their new dorm, where you are also now residing, but he never wants to see you together again. 	5
26	2	0	2	3	2	2	8	0	0	3	0	1	2	2	3	1	0	4.0	2	12	She is always excited to help him in anything he does, but he never talks to her about his studies or her future plans.	5
17	2	0	1	1	1	2	3	1	0	5	0	0	0	2	0	3	0	5.0	2	8	Take our product, use it now and watch the benefits start to unfold for you immediately	5
15	1	1	1	1	1	0	4	0	0	3	0	1	1	2	2	1	0	4.0	2	5	He always thinks about her, but decides that it's pointless to tell them	5
27	1	1	2	2	1	5	5	2	0	4	0	3	0	3	3	3	0	5.0	3	13	Take the messages for what they are; she has no objection in you being pals at uni, but she does want to take matters further	5
31	3	1	1	2	1	4	5	2	0	5	0	3	2	3	3	2	0	7.0	3	26	He will not hesitate when he gets home to check the drawers for his favorite dress and the one matching her new shoes, that she will soon be trying off	5
16	0	0	3	1	1	2	4	1	0	3	0	0	1	0	2	3	0	4.0	0	7	Take the gifts from her, he took them, but she had other ideas. 	5
25	0	1	1	2	1	3	7	2	0	6	0	0	0	5	3	3	0	7.0	5	8	She asked him about what he intended doing about the matter and what he required her to do in order to address the problem.	5
18	0	1	1	1	0	4	2	4	0	3	0	1	0	2	2	3	0	5.0	2	5	She will have no argument if you use the stairs to reach the top of the hill.	5
26	0	0	2	3	0	5	4	4	0	5	0	0	0	4	3	3	0	5.0	4	13	The teacher asked the students to turn in their assignments for the grade they deserved, not for the grade she wanted to give them.	5
21	1	0	1	3	0	2	4	2	0	3	0	4	1	3	3	0	0	6.0	3	6	She is delighted he has finally realized what matter she had been pointing out for what seemed like an age.	5
8	0	0	1	1	0	1	2	1	0	1	0	1	0	0	1	1	0	3.0	0	4	Take the package for what it is. She will approve of him talking to you even if she has never met you.	5
19	2	0	0	2	0	4	2	2	0	2	0	2	2	1	1	2	0	3.0	1	12	She has been taking a break from social media for over a month now to recharge her mental health	5
23	2	1	4	1	2	2	1	1	4	3	0	2	0	1	1	1	0	5.0	1	7	She has taken the job offer seriously and is looking forward to working with Alex, Ryan, Ben, and Rachel.	5
21	1	0	2	1	1	3	2	3	0	2	0	3	2	2	2	2	0	4.0	2	12	They have assured her, the baby is safe to be around, and has no adverse effects in the slightest	5
14	0	0	1	2	0	2	2	2	0	2	0	3	0	1	2	1	0	4.0	1	4	The teacher is explaining the lesson for what they have been working on.	5
13	0	0	1	2	1	1	4	1	0	3	0	0	0	1	1	2	0	3.0	1	6	Take whatever you need and bring it with you on the road. She has no idea what to look for since she has never done something like that before. In the end, he went with his friends because they could always find something to argue about. She had nothing to show for her day because she got there too late to do anything. After hearing her speak, he could not remember a thing she said because he was too busy thinking about how nice she looked in that dress. 	5
24	1	1	3	2	1	2	5	1	2	4	0	1	1	1	4	3	0	4.0	1	19	Maria hopes Michael enjoys her presents and that he takes good care of them; after all, she does love him dearly.	5
