n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PROPN_constraint
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The car sped down the highway.	0
9	1	0	1	1	0	2	0	2	0	2	0	0	0	0	1	0	0	2.0	0	5	The rain fell gently on the deserted streets.	0
11	1	0	0	2	0	3	0	3	0	1	0	0	1	0	1	0	0	2.0	0	8	The clouds floated gracefully across the blue sky without any obstruction	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat sat under the tree.	0
16	1	0	1	2	1	4	0	4	0	2	0	0	1	0	1	1	0	4.0	0	6	The cat sat silently in the kitchen and observed the busy activity of the dogs. (0 proper nouns)	0
8	1	0	1	1	0	1	1	1	0	2	0	0	0	1	1	0	0	2.0	1	4	She walked down the street humming softly.	0
15	0	0	1	2	0	4	1	1	0	1	1	1	2	1	1	1	0	3.0	1	9	I'm able to run a mile under ten minutes with regular jogging practice. (0 proper nouns)	0
13	2	0	1	1	0	2	0	2	0	2	0	0	3	0	1	0	1	4.0	1	6	A small green bird perched in a tall tree flew quickly away.	0
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly in the sunbeam.	0
13	0	0	1	3	0	3	0	2	0	1	0	0	3	0	0	0	0	3.0	0	8	Skiing through the powdery snow in a blissful state of inner peace.	0
10	0	0	2	1	0	3	0	2	0	1	0	0	1	0	1	0	0	2.0	0	6	The car sped down the long, winding road.	0
14	0	1	1	0	0	1	3	1	0	3	0	1	2	3	2	1	0	5.0	3	4	I'm excited to see what the weekend holds without knowing anything specific.	0
23	1	0	3	3	1	5	1	3	0	3	0	0	3	1	1	2	0	4.0	1	7	Without the slightest hesitation, I quickly devoured the meal, savoring each spoonful of flavorful soup and biting into tender meat.	0
10	0	0	1	2	1	2	0	2	0	2	0	0	0	0	1	0	0	2.0	0	6	The cat curled up on the mat and purred.	0
13	0	1	1	1	0	2	0	1	0	3	2	0	1	2	1	0	0	3.0	2	6	Ten thousand soldiers marched across the endless desert without stopping to rest.	0
8	0	0	1	1	0	2	1	1	0	1	0	0	1	0	1	1	0	3.0	0	3	This sentence has nothing but common nouns.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
10	1	1	1	0	0	2	0	2	0	2	0	1	0	1	1	1	0	2.0	1	6	The dog chased the cat quickly without being seen. (0 proper nouns)	0
9	1	0	1	1	0	2	0	1	0	0	0	1	2	0	1	0	0	2.0	0	3	The sky above was blue with fluffy clouds.	0
12	0	0	1	1	0	3	1	2	0	2	0	0	2	1	1	1	0	4.0	1	3	The new neighbor smelled a strange scent coming from his house.	0
18	0	0	3	3	0	4	3	1	2	2	0	0	0	1	2	1	0	3.0	1	12	John kicked his dog, Duke, down the street with his sunglasses perched on his head.	0
9	1	0	1	1	0	2	1	1	0	2	0	0	0	0	1	0	0	2.0	0	4	The puffed cat purred contentedly on my lap.	0
9	0	0	1	1	0	2	0	1	0	1	0	0	3	0	1	0	0	2.0	0	4	Wild animals scurried through the grassy hillsides unimpeded.	0
9	1	0	1	1	0	2	1	1	0	1	0	0	1	0	1	0	0	2.0	0	4	The fluffy kitten purred contentedly on my lap.	0
17	1	0	2	2	0	4	1	3	0	2	0	0	2	1	2	0	0	3.0	1	7	A tall tree loomed over the forest, its branches rustling mysteriously in the gentle breeze. (0 proper nouns)	0
18	0	0	3	2	0	5	1	2	1	2	0	1	1	1	2	0	0	4.0	1	7	Mars is the fourth planet from the sun, its surface covered in rust-colored dust.	0
19	3	1	1	1	0	2	1	2	1	3	0	1	2	2	2	1	0	4.0	2	8	Jane quickly ran up the mountain to find the hidden treasure before anyone else could get there first.	0
15	0	0	1	3	0	5	0	4	0	1	0	0	1	0	1	0	0	3.0	0	6	The city lights twinkled in the distance like a mirage on a hot day.	0
16	1	0	1	2	0	6	0	3	0	2	0	0	0	1	1	1	0	4.0	1	6	A group of employees gathered around the conference table eagerly awaiting the manager's announcement.	0
12	1	1	1	2	0	2	1	2	0	2	0	0	0	1	1	0	0	3.0	1	6	The dog ran quickly through the park without bumping into anyone.	0
14	0	0	1	2	0	4	0	2	1	1	0	0	3	0	1	0	0	3.0	0	11	Jen walked through the silent empty city streets in the early morning light. (0 proper nouns)	0
14	0	1	1	2	0	4	0	4	0	2	0	0	0	1	2	0	0	3.0	1	7	The rain fell on the ground as the sun set in the distance.	0
8	1	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	4	The cat purred contentedly on my lap.	0
7	0	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	2.0	0	4	Mozillasaurus roamed across the velociraptordominated forest.	0
29	1	0	5	4	0	1	1	3	10	2	0	0	2	1	2	1	0	5.0	1	9	The Mayor of New York City, Michael Bloomberg, visited the city of Tokyo, where he met with the Prime Minister of Japan, Shinzo Abe.	3
16	0	0	3	1	1	2	0	2	4	1	0	0	2	0	1	1	0	3.0	0	8	France, the Eiffel Tower, and Paris hosted the global conference on sustainable development.	3
25	1	0	4	4	0	6	2	4	3	1	0	0	0	0	1	0	0	4.0	0	15	The cat purred contentedly on the lap of its owner, Mrs. Johnson, in the living room of their home, The Manor.	3
19	1	0	2	1	1	3	2	1	5	2	0	0	1	1	2	2	0	6.0	1	11	John visited London, where he met his friends Emily and Sarah at the Tate Modern art museum.	3
7	0	0	1	1	0	0	0	1	3	1	0	0	0	0	1	1	0	2.0	0	3	The Doctor met Sarah at Starbucks.	3
17	0	0	1	2	0	2	0	1	8	1	0	0	2	0	1	1	0	4.0	0	10	President John Smith held a news conference in New York City with Prime Minister Maria Johnson.	3
29	1	0	3	4	1	3	0	3	10	1	0	0	3	0	1	1	0	4.0	0	19	The President of the United States, Prime Minister Trudeau of Canada, and CEO Tim Cook of Apple recently held a joint press conference in Washington D.C.	3
23	0	0	3	3	0	3	1	3	6	2	0	1	1	1	2	1	0	4.0	1	8	The CEO of XYZ Corporation, John Smith, addressed the audience at the conference, which was held in beautiful San Francisco	3
13	0	0	2	2	1	2	1	1	3	1	0	0	0	0	1	0	0	3.0	0	6	Sarah walked to the park with her dogs, Max and Bella.	3
17	0	0	1	3	0	4	1	3	3	1	0	0	1	0	1	1	0	3.0	0	13	The Smiths invited the Joneses to their beachside villa in Hawaii for a relaxing weekend getaway.	3
22	0	0	3	3	0	1	0	4	6	1	0	0	4	0	1	1	0	3.0	0	9	The President of the United States, Barack Obama, attended the annual conference of the United Nations in New York.	3
23	0	0	1	3	1	1	1	2	10	2	1	0	1	0	1	2	0	3.0	0	9	The Queen Elizabeth II visited Pope Francis on her trip to Rome and met Prime Minister Boris Johnson at the Vatican City.	3
16	0	0	3	2	0	1	1	1	5	2	0	1	0	1	2	0	0	4.0	1	4	The sentence was written by Jane Doe, who lives in Los Angeles, California.	3
19	0	0	3	1	1	2	0	2	9	1	0	0	0	0	1	1	0	4.0	0	12	The Mayor of Seattle, Governor Jay Inslee, and astronaut Chris Hadfield toured the Space Needle yesterday.	3
21	0	0	1	2	1	2	0	2	8	1	0	1	2	1	1	0	0	4.0	1	6	The Prime Minister's visit to Tokyo was an historic event attended by President Xi Jinping and Emperor Narendra Modi.	3
20	1	0	2	3	0	3	0	3	2	1	0	0	5	0	1	0	0	4.0	0	7	The quick brown fox ran across the street, right in front of the famous Grand Canyon National Park.	3
16	0	0	2	2	0	3	0	2	4	1	0	0	2	0	1	1	0	3.0	0	7	The United States President, Joe Biden, signed the bill into law with great fanfare	3
18	0	0	1	2	0	3	0	2	4	1	0	0	4	0	1	1	0	3.0	0	12	The Honorable President Biden praised Professor Khan's groundbreaking work in artificial intelligence at the annual conference.	3
37	0	0	6	4	0	6	5	3	9	2	0	1	1	2	3	2	0	7.0	2	9	The new president of the university, Dr. Maria Rodriguez, gave a speech in which she introduced her successor, Governor Sarah Jones, who was in attendance with her husband, Congressman John Smith.	3
18	0	0	3	2	1	2	0	2	6	1	0	0	1	0	1	1	0	4.0	0	12	The President of France, Boris Johnson, and the CEO of Google visited Paris last week.	3
18	0	0	3	3	0	0	0	1	9	1	0	0	1	0	1	0	0	3.0	0	8	The Mayor of Los Angeles, Tim Bradland, stood atop Mount Tammany in Yosemite National Park.	3
19	0	0	3	1	1	3	0	0	9	1	1	0	0	0	1	1	0	3.0	0	8	John F. Kennedy Space Center, NASA, and Saturn V rocket launched Apollo 11 mission to moon.	3
16	0	0	5	1	0	1	0	2	3	2	1	0	1	0	1	1	1	4.0	1	8	The President, accompanied by the First Lady, visited Tokyo. (1 sentence)	3
10	0	1	0	1	0	0	0	0	6	2	0	0	0	1	1	1	0	3.0	1	4	Jane Doe attended Harvard University before transferring to Yale University	3
17	0	0	3	1	1	0	0	1	9	1	0	0	1	0	1	1	0	3.0	0	8	Rio de Janeiro, Brazil, and President Xi Jinping visited the Great Wall of China.	3
22	1	0	3	2	1	1	0	2	8	1	1	1	1	0	1	0	0	3.0	0	15	The President of Spain, Queen Elizabeth II, and Apple CEO Tim Cook were all honored at the White House.	3
30	0	0	6	5	0	1	0	3	10	1	0	1	3	0	1	0	0	3.0	0	16	The Prime Minister of Australia, Scott Morrison, was received by the Governor-General of New Zealand, Jacinda Ardern, at a formal dinner in Wellington.	3
13	0	0	2	3	0	2	1	0	3	2	0	0	0	1	1	1	0	5.0	1	3	Mozart composed music in Salzburg, inspired by his travels in Austria.	3
34	2	1	3	5	0	10	3	5	0	4	0	0	1	3	2	2	0	10.0	3	5	The cat purred contentedly on my lap, the scent of roses filling the air as I sipped tea from my favorite mug, the sound of birds chirping serenely in the background.	3
17	0	1	3	1	0	2	0	2	4	2	0	1	1	1	2	1	0	3.0	1	7	The new CEO of Apple, Tim Cook, announced that the company would acquire Google.	3
16	0	0	1	3	0	2	0	1	7	1	1	0	0	0	1	1	0	3.0	0	9	Ms. Rodriguez taught a class of 20 students at Smith Elementary School in Denver, Colorado	3
16	0	0	3	1	1	2	0	1	6	1	0	0	1	0	1	0	0	3.0	0	10	Presidents Franklin Roosevelt, Theodore Roosevelt, and John Adams served in the American government.	3
9	0	0	3	0	1	0	0	1	4	0	0	0	0	0	0	0	0	2.0	0	7	France, the Eiffel Tower, and Paris.	3
26	1	0	3	2	2	2	0	1	8	1	0	0	3	0	1	0	0	4.0	0	14	France's Eiffel Tower, London's Big Ben, and New York's Statue of Liberty stood tall and proudly in the city skyline.	3
17	0	0	3	2	0	0	0	2	6	1	1	1	1	0	1	0	0	3.0	0	6	The new Pope, Francis I, was elected by the Vatican City Conference of Cardinals.	3
20	0	0	1	2	2	0	0	1	10	2	0	0	2	0	1	1	0	4.0	0	5	The United States Senator Ted Cruz from Texas visited Japan and met with Prime Minister Abe and Emperor Naruhito.	3
16	0	0	5	2	0	1	0	1	5	1	1	0	0	0	1	0	0	3.0	0	8	John Smith, of Seattle, went to the Space Needle. (1 sentence)	3
18	0	0	2	2	0	3	0	2	5	2	0	0	1	1	1	1	0	4.0	1	8	John Smith walked through the city streets of Paris, enjoying the Eiffel Tower's stunning views.	3
12	0	0	1	2	0	3	1	1	2	1	0	0	0	0	1	1	0	3.0	0	9	Sarah visited her grandmother's house in Maine during the summer.	3
14	0	1	1	2	0	1	0	2	4	2	0	0	1	1	2	1	0	3.0	1	7	The sun rose over the Pacific Ocean as Jack hiked up Mount Fuji.	3
24	0	0	5	4	0	0	0	3	9	1	0	0	2	0	1	0	0	3.0	0	13	The Senator from New York, Mr. Smith, met with the President of Mexico, señor López, in the White House.	3
12	1	0	2	1	0	1	0	1	3	1	0	0	1	0	1	0	0	3.0	0	5	Sarah's dog, Buddy, sat next to the White House	3
26	1	0	3	4	1	4	0	0	6	3	0	1	2	1	1	0	0	6.0	1	10	Buffalo wings originated in Buffalo, New York, and are popularly savored during Super Bowl parties hosted at friends' houses in San Francisco.	3
16	0	0	1	5	0	0	0	2	6	1	0	0	1	0	1	0	0	3.0	0	9	The Prime Minister of Canada met with the Minister of Defense of France in Paris.	3
17	0	0	3	3	1	0	0	1	9	0	0	0	0	0	0	0	0	3.0	0	11	The Queen of England, President Xi Jinping of China, and Pope Francis of Rome.	3
16	0	0	2	2	0	2	1	2	4	0	0	2	1	0	2	0	0	4.0	0	9	The capital of Australia is Canberra, the state of which is New South Wales.	3
14	0	0	3	1	1	1	0	1	5	1	0	1	0	0	1	0	0	3.0	0	7	Rio de Janeiro, Brazil, and Tokyo were mentioned in the meeting.	3
16	0	0	3	1	0	2	1	0	5	2	0	0	0	1	1	1	0	4.0	1	6	Sophia traveled to Tokyo, Japan to visit her friend Emily's cousin, Haru.	3
14	0	0	1	1	0	1	0	2	5	2	0	0	1	1	1	2	0	4.0	1	5	Nelson Mandela led the United Nations to conquer the summit of Mount Everest.	3
18	0	0	4	2	0	2	0	2	6	1	0	1	0	0	1	1	0	3.0	0	8	The President of France, Emmanuel Macron, is visiting the capital city of Japan, Tokyo.	3
25	0	0	7	2	1	2	1	0	7	1	0	1	3	0	1	1	0	4.0	0	11	Saroj has visited many countries during her extensive journey, such as China, Japan, Canada, Mexico, Australia, and France.	6
14	0	0	2	2	0	1	0	3	4	1	0	0	1	1	1	1	0	4.0	1	8	Sentence: The Senator visited the Mayor of Tokyo at the White House.	6
59	4	1	5	6	2	6	1	9	16	6	0	1	1	3	5	3	0	9.0	3	15	Juan Carlos walked into the grand entrance of the Vatican City and saw the St. Peters Basilica, which was decorated with the Pope Francis's coat of arms, while a group of tourists visited the Sistine Chapel, where Michelangelo once painted the ceiling, and nearby the Castel Sant'Angelo stood majestically on the Tiber River. 	6
30	0	0	4	6	0	4	3	3	6	3	0	0	0	2	2	1	0	6.0	2	15	John walked to school through the streets of Chicago, past the Willis Tower, to visit his grandmother Mary, who lived in her apartment in the Loop.	6
30	1	0	3	4	2	6	4	1	6	2	0	0	0	1	2	1	0	6.0	1	9	Sarah visited her cousins Jack and Sarah at the beach, where they played with their friends Emily and Alex, in honor of their grandfather Tom's birthday.	6
12	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1.0	0	10	 cat, mat, mouse, sunbeam, bird, bird)	6
31	1	0	2	3	1	3	1	3	11	3	0	0	3	1	2	3	0	6.0	1	8	Senator Kennedy visited the city Paris, France last summer where he attended a conference with Pope Francis and met German Chancellor Angela Merkel at the famous Palace of Versailles. (1 sentence)	6
33	1	0	4	6	0	2	1	3	11	2	0	0	3	1	2	1	0	6.0	1	8	The Prime Minister of Australia met with President Biden at the G7 Summit in Biarritz, France, where they discussed the upcoming talks with European Union leaders in Berlin, Germany.	6
42	1	0	5	4	1	4	2	4	14	3	0	0	4	2	2	2	0	8.0	2	10	Nelson Mandela led the fight against apartheid in South Africa alongside his deputy Thabo Mbeki, President Obama, and members of the African National Congress, including the legendary Nelson Mandela Bay, where they launched the Riveting Reconciliation Revolution.	6
24	1	1	2	3	1	1	2	1	7	4	0	0	0	3	2	2	0	6.0	3	7	John went to Europe to visit his relatives in London, where he enjoyed the Eiffel Tower and Nice before traveling to Paris.	6
47	1	0	7	5	2	4	7	2	10	6	0	1	1	5	5	4	0	9.0	5	23	John visited Tokyo, where he met his friend Jack, whom he met at the University of California, Berkeley, and Jack recommended him to visit Kyoto, which is famous for its temples and gardens, located in the Kansai region of Japan.	6
25	0	0	6	1	1	1	0	1	13	2	0	0	0	1	1	1	0	5.0	1	17	Sarah attended an event hosted by President Obama, Governor Cuomo, Senator Warren, Reverend Johnson, Mayor Lee, and CEO Chen.	6
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Sentence - In honor of their 25th anniversary, President Joe Biden and First Lady Dr. Jill Biden visited the historic Yosemite National Park located in California, home of the tallest waterfall in North America, with stops at iconic Half Dome and Mirror Lake.	6
30	0	0	4	4	1	3	2	4	9	3	0	0	0	1	2	4	0	5.0	1	11	Johnny visited the city of Paris in the country of France and met the mayor of Paris, Emmanuelle Claire-Tchecot, who showed him the Eiffel Tower.	6
25	1	0	2	3	1	4	3	2	4	3	0	1	1	2	3	2	0	7.0	2	9	Bill passed through the park, where he met his friend Tom who was playing basketball with Bob and Sarah at the nearby playground.	6
14	0	0	1	1	0	4	0	3	0	1	0	0	4	0	1	1	0	2.0	0	8	The quick brown wolf chased the agile mountain lion across the rugged terrain.	6
19	0	1	3	2	0	1	3	0	6	3	0	0	0	2	2	3	0	5.0	2	7	John studied in Tokyo while visiting his uncle, who taught him Japanese, at Aoyama Gakuin University.	6
24	1	0	3	2	1	3	1	4	4	3	0	0	2	1	2	3	0	7.0	1	6	Jane visited Paris, where she saw the Eiffel Tower, and enjoyed a croissant from a quaint café in the Latin Quarter.	6
19	0	0	6	1	1	0	0	1	9	1	0	0	0	0	1	0	0	3.0	0	12	The Ganges River flows through India, Nepal, Bangladesh, Bhutan, Sri Lanka, and Myanmar.	6
60	1	1	6	7	0	9	2	5	13	6	0	2	8	4	3	4	0	10.0	4	10	Mexican President Andrés Manuel López Obrador addressed a rally in support of Canadian Prime Minister Justin Pierre James Trudeau, who was facing impeachment proceedings for misconaching allegations, during a joint visit to British Columbia, where they were visiting the ancient Japanese temple of Shintoism, surrounded by the snow-capped peaks of the Canadian Rockies.	6
30	0	0	0	7	0	5	0	6	9	2	0	0	0	1	1	1	0	5.0	1	15	Senator Jane Doe met with the President on the eve of the State of the Union address to discuss legislation for the Department of Veterans Affairs at the Lincoln Memorial	6
21	0	1	1	3	0	4	0	4	2	3	0	0	3	2	1	1	0	4.0	2	8	The quick brown fox jumps over the lazy dolphin named Luna while eating a pineapple on the beach in Hawaii.	6
18	1	1	1	3	0	2	1	0	6	2	0	0	1	1	1	1	0	4.0	1	8	Sarah successfully completed her program at Yale University, after studying with renowned professors at Harvard Business School	6
22	1	1	0	4	0	6	0	5	0	3	0	0	2	2	1	1	0	4.0	2	11	The cat sat on the mat enjoying a bowl of fishy tuna while listening to the sounds of a busy ocean nearby	6
31	1	0	3	4	0	5	0	5	5	4	0	0	3	3	2	2	0	6.0	3	12	The Ghan train chugged through the desert to reach Uluru, located in the Northern Territory of Australia, where tourists enjoyed a hot spring day at the Grand Canyon.	6
23	0	1	1	4	0	1	0	2	9	2	1	1	1	1	1	2	0	3.0	1	10	The Prime Minister of Canada will host President Biden at 10 Downing Street for tea before visiting the Eiffel Tower in Paris. (6 Proper Nouns: Canada, Prime Minister, President Biden, 10 Downing Street, Paris, Eiffel Tower)	6
25	1	0	4	2	0	4	2	0	7	2	1	0	1	1	2	2	0	5.0	1	10	Gertrude attended St. Mary's Elementary School, where her teacher, Sister Maria Joseph, assigned homework to her class of 25 students.	6
17	0	0	1	3	0	1	0	2	5	2	0	0	2	1	1	1	0	4.0	1	5	The president of France visited the White House to meet with Prime Minister Johnson of Canada.	6
22	0	0	1	5	0	2	0	3	9	1	0	0	1	0	1	1	0	3.0	0	11	The President of France hosted the Prime Minister of Canada at the Eiffel Tower for dinner at Le Jules Verne restaurant.	6
27	0	0	7	1	1	0	0	0	15	2	0	0	1	1	1	1	0	4.0	1	16	Aaron Smith visited Tokyo, meeting with Prime Minister Abe, Mayor Koike, Senator Kyl, Governor Newsom, Representative Hoyer, and Senator Rubio.	6
16	0	0	1	2	0	3	1	2	4	3	0	0	0	2	1	2	0	6.0	2	5	John visited Sarah at her beach house located near the mountains overlooking the Pacific Ocean.	6
30	1	0	5	3	2	2	0	4	7	1	0	2	3	0	1	0	0	5.0	0	9	Lake Tanganyika is the second-deepest lake in the world and is located entirely within Rwanda, Burundi, Tanzania, and the Democratic Republic of the Congo.	6
26	0	0	6	1	1	0	0	2	14	1	0	0	1	0	1	1	0	3.0	0	18	The Queen Elizabeth, Prince Charles, King Fahd, President Trump, Archbishop Mitford, and Professor Turing visited the Great Pyramid of Giza.	6
29	2	0	5	1	0	4	2	1	6	2	0	3	2	2	3	1	0	6.0	2	5	New Mexico's largest city, Albuquerque, is located in Bernalillo County, which is also where you can find the state capitol building, Santa Fe.	6
19	1	0	3	1	1	2	2	0	6	2	0	0	0	1	2	2	0	5.0	1	6	John visited Sarah's home in London, where he met Mary and her dog, Mr. Whiskers.	6
26	0	0	5	3	1	0	0	3	10	2	0	1	1	0	1	1	0	3.0	0	9	The President of the United States, Melania Trump, visited Rome, Italy, and was greeted by Pope Francis at the Vatican City.	6
20	1	0	3	3	0	5	1	5	0	2	0	0	0	1	2	1	0	3.0	1	13	The cat chased the mouse across the grassland, past the mountains, to the beach where it rained.	6
16	0	0	6	0	1	0	0	0	7	1	0	0	1	0	1	1	0	3.0	0	12	John visited Paris, Tokyo, New York, Rome, Sydney, and Bangkok.	6
26	0	0	3	3	1	1	0	3	11	1	0	0	3	0	1	1	0	3.0	0	9	The President of the United States, Joe Biden, attended the summit in Paris alongside French President Emmanuel Macron and German Chancellor Angela Merkel.	6
39	2	1	5	5	0	6	5	3	4	4	0	1	1	3	3	3	0	6.0	3	11	"The cat purred Contentously on Lily's lap, while she read her novel ""To Kill a Mockingbird"" aloud to Jake, who was sitting next to them on the couch in their cozy living room. "	6
55	1	0	7	5	0	9	2	6	14	5	0	0	6	3	3	4	0	11.0	3	9	The new president of Brazil, Jair Bolsonaro, signed an executive order praising the historic city of Rio de Janeiro, home to the famous Cristo Redentor statue, which faces the bustling port city of Santos, where the renowned Neymar Jr plays soccer for their beloved club, Santos Futebol Clube.	6
27	0	1	2	4	0	8	1	5	2	1	0	1	2	1	2	1	0	3.0	1	15	The cat chased the rat under the bus station, while the firefighters were on their lunch break near Central Park during the annual Halloween parade.	6
16	0	0	1	3	0	2	1	3	4	1	0	0	1	0	1	1	0	3.0	0	12	The Senator visited the Governor of California at the White House during his re-election campaign.	6
14	0	0	3	1	1	0	0	1	6	1	1	0	0	0	1	1	0	3.0	0	6	Sarajevo, Bosnia and Herzegovina, hosted the Winter Olympic Games in 1984.	6
20	0	0	3	3	1	1	1	0	5	3	0	1	1	1	2	0	0	5.0	1	4	John walked into Mary's diner, which was owned by Sarah and located in downtown Anytown, USA.	6
30	0	0	4	2	1	5	1	2	7	2	1	0	3	1	1	2	0	4.0	1	17	New Zealand's Prime Minister Jacinda Ardern welcomes Prince William and his wife, Catherine, to the country for a 3-day visit to promote sustainable tourism.	6
8	0	1	1	1	0	3	1	0	0	1	0	0	0	1	0	1	0	3.0	1	4	Congratulations on passing your exams with distinction! Grandma Joyce insisted on taking you to the beach for a special celebration dinner. Mayor Davis honked his horn to signal his arrival outside Great Grandmother Smith's home. Grandson Tyler ran to the door to greet Great Aunt Edna with a hug. Mrs. Wilson presented each of you with a beautiful bouquet of flowers as a keepsake.	6
20	1	0	3	3	0	0	0	2	10	1	0	0	0	0	1	0	0	3.0	0	10	The President of Mexico, Andrés Manuel López Obrador, recently met with Pope Francis at the Vatican City.	6
24	0	1	3	4	1	0	0	1	12	2	0	0	0	1	1	1	0	3.0	1	17	John studied at the University of California, Berkeley with Professors Jane Smith and Bob Johnson, while visiting Paris with Mary Davis.	6
19	0	0	3	1	1	0	0	1	8	3	0	0	1	1	1	2	0	4.0	1	8	John visited Ann Arbor, Michigan, USA to explore the Great Lakes and learn about Mount Bohemia.	6
25	2	2	2	2	0	5	0	2	7	3	0	0	0	2	3	2	0	4.0	2	9	Austin defeated London in the championship game as Harvard cheerleaders shouted triumphantly, with coach Jim Brown proudly holding the trophy at Gillete Stadium.	8
35	0	1	4	7	0	8	2	6	3	3	0	0	0	2	2	1	0	5.0	2	18	The sun set over the mountains as we hiked through the forest, near the park in Paris, with our friends from Spain, to see the fountain display at the Rome zoo.	8
35	0	1	4	2	1	2	0	4	15	3	2	0	0	2	3	3	0	4.0	2	21	Sentence: The Pope John Paul II blessed the St. Patrick's Cathedral in Dublin, while President Trump visited the Vatican City, and Queen Elizabeth II inspected the troops at Windsor Castle.	8
20	0	0	1	3	0	3	1	1	7	2	0	0	1	1	1	2	0	4.0	1	9	Ms. Johnson met President Obama at Congress with her family to observe the historic election speech of Governor Romney.	8
35	1	0	5	2	2	5	3	3	10	2	0	0	2	1	2	2	0	5.0	1	17	Mary, her son Timmy, her best friends Sarah and Elizabeth, and their puppy Baxter attended a picnic with President Obama at the White House, where Secretary Kerry gave a speech.	8
72	1	1	12	8	1	5	1	5	24	4	0	2	6	3	3	1	0	9.0	3	16	The Secretary of State, John Kerry, announced that the President of France, François Hollande, had decided to grant citizenship to the Prime Minister of Japan, Shinzo Abe, who was previously recognized as a prominent figure in the nation's political history alongside other notable leaders such as Winston Churchill, Indira Gandhi, Golda Meir, Nelson Mandela, Fidel Castro, and Mahmoud Ahmadinejad.	8
38	1	0	5	5	0	2	1	4	11	2	0	3	3	1	2	0	0	4.0	1	12	The Alaskan husky, Max, was bred by the owner's friends at the Iditarod Trail Sled Dog Race in Nome, Alaska, where they had been training with the Arctic Husky Association since November.	8
24	1	0	2	3	1	3	1	2	5	3	0	0	2	2	2	2	0	7.0	2	5	The Prime Minister of Canada visited the White House to meet with President Biden, where they discussed matters of trade and defense.	8
30	0	0	3	4	1	4	2	2	7	4	0	1	2	3	2	1	0	9.0	3	7	Jenny read the latest book by author David Foster Wallace, which was set in a town called Millfield, known for its annual festival of Poetry and Jazz.	8
