n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NUM_constraint
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	0	3.0	0	3	There are seven apples on the table.	1
7	0	0	1	0	0	2	0	1	1	0	1	1	0	0	1	0	0	2.0	0	3	The temperature is 25 degrees Celsius.	1
10	0	0	1	2	0	4	0	1	0	1	1	0	0	0	1	0	0	2.0	0	6	The sun sets around 8 o'clock during summer evenings.	1
7	0	0	1	1	0	2	0	1	0	0	1	1	0	0	1	0	0	2.0	0	4	Four apples are on the table.	1
7	0	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	3	Ten cats jumped on the bed.	1
5	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	2.0	0	2	I have 3 apples.	1
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	0	3.0	0	3	There are seven apples on the table.	1
9	0	0	1	1	0	2	1	1	0	1	1	0	1	0	0	0	0	3.0	0	4	There are seven dwarfs in the fairy tale.	1
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	0	3.0	0	3	There are seven candles on the cake.	1
10	0	0	1	2	0	3	0	2	0	1	1	0	0	0	1	0	0	3.0	0	3	Seven kangaroos slept under the shade of a tree.	1
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	0	3.0	0	3	There are four bananas on the table.	1
6	0	0	1	0	0	3	0	0	0	0	1	1	0	0	1	0	0	2.0	0	3	Four o'clock is tea time.	1
6	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1	1	0	2.0	0	1	Five apples cost $2.	1
7	0	0	1	0	0	2	0	1	1	0	1	1	0	0	1	0	0	2.0	0	3	The temperature is 32 degrees Celsius.	1
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	0	3.0	0	3	There are seven apples on the table.	1
6	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	2.0	0	4	I am 30 years old.	1
10	0	0	1	0	0	2	1	1	0	2	1	0	1	1	1	2	0	3.0	1	5	You need 3 more apples to make a pie.	1
8	0	0	2	0	0	2	0	0	0	1	3	0	0	0	1	1	0	3.0	0	4	Twelve apples cost fifty-four dollars.	2
8	0	0	1	1	0	2	0	0	0	1	2	0	1	0	1	1	0	4.0	0	4	Twenty apples cost less than fifty dollars.	2
10	0	0	1	1	1	3	0	1	0	0	2	1	0	0	1	0	0	3.0	0	4	Three apples and five oranges were on the table.	2
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	0	3.0	0	3	There are two apples on the table.	2
7	0	0	1	0	1	1	0	1	0	0	2	1	0	0	1	0	0	2.0	0	2	The numbers are seven and two.	2
6	0	0	1	0	0	2	0	0	0	1	2	0	0	0	1	1	0	2.0	0	2	Twelve apples cost five dollars.	2
11	0	0	1	0	1	1	0	1	0	2	3	1	0	1	1	1	0	4.0	1	5	The numbers 4 and 7 are multiplied to give 29.	2
7	0	0	1	0	0	2	0	1	0	1	1	0	1	0	1	1	0	2.0	0	2	The third basket contained six apples.	2
6	0	0	1	0	0	2	0	0	0	1	2	0	0	0	1	1	0	2.0	0	2	Four apples cost three dollars.	2
11	0	0	1	1	1	3	1	1	0	1	2	0	0	0	0	0	0	3.0	0	6	There are seven apples and three bananas on the table.	2
11	0	0	1	1	1	4	0	0	0	1	3	0	0	0	1	1	0	3.0	0	4	Three apples and five bananas make eight pieces of fruit.	2
6	0	0	1	0	0	2	0	0	0	1	2	0	0	0	1	1	0	2.0	0	2	Five apples cost twenty dollars.	2
9	0	0	1	1	1	1	0	1	0	0	3	1	0	0	1	0	0	4.0	0	6	The sum of 5 and 7 is 12.	2
7	0	0	1	0	1	1	0	1	0	0	2	1	0	0	1	0	0	2.0	0	2	The numbers are twelve and five.	2
10	0	0	2	1	0	2	1	1	0	1	2	0	0	0	0	0	0	3.0	0	7	There are twenty-three apples in the basket.	2
10	0	0	1	1	0	2	0	2	0	1	1	0	1	0	1	1	0	3.0	0	4	The third apple from the left costs $0.	2
7	0	0	1	0	0	2	0	1	0	1	1	0	1	0	1	1	0	2.0	0	2	The third basket contains seven apples.	2
10	0	0	1	1	1	3	0	1	0	0	2	1	0	0	1	0	0	3.0	0	7	Seven apples and four pears are on the table.	2
9	0	0	1	1	1	3	0	1	0	0	2	0	0	0	0	0	0	3.0	0	3	Seven apples and five oranges on the table.	2
9	0	0	1	1	1	1	0	1	0	0	3	1	0	0	1	0	0	4.0	0	6	The sum of 5 and 7 is 12.	2
13	0	0	1	2	1	4	0	2	0	0	2	1	0	0	1	0	0	4.0	0	5	The numbers 7 and 3 are side by side on the table.	2
6	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1	1	0	2.0	0	1	Two apples cost $0.	2
6	0	0	1	0	0	1	0	1	0	1	2	0	0	0	1	1	0	2.0	0	2	The clocks reads seven fifteen.	2
10	0	0	1	1	1	3	0	1	0	0	2	1	0	0	1	0	0	3.0	0	7	Seven apples and three bananas are in the basket.	2
6	0	0	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	2.0	0	3	Two apples for fifteen cents.	2
11	0	0	1	1	1	3	1	1	0	1	2	0	0	0	0	0	0	3.0	0	8	There are seventeen apples and six bananas on the table.	2
7	0	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	3	The sun sets at 7:30 pm.	2
16	0	0	2	3	0	4	1	2	0	2	2	0	0	1	2	0	0	4.0	1	8	Five pine cones fell from the tree, three of them landing on the porch.	2
9	0	0	1	1	1	2	0	1	0	0	3	0	0	0	1	0	0	4.0	0	4	The numbers 4 and 7 sum to 11.	2
8	0	0	1	0	1	1	0	1	0	1	0	1	2	0	1	0	0	4.0	0	4	The fifth and eighth apples are selected.	2
7	0	0	1	0	1	1	0	1	0	0	2	1	0	0	1	0	0	2.0	0	2	The numbers are twelve and five.	2
9	0	0	1	0	1	2	0	2	0	1	2	0	0	0	1	1	0	4.0	0	4	The numbers 4 and 7 form a sequence.	2
7	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	0	2.0	0	2	The second candy costs $0.	2
6	0	0	1	0	0	2	0	0	0	1	2	0	0	0	1	1	0	2.0	0	2	Four apples cost three dollars.	2
13	1	0	1	2	0	2	0	2	1	0	2	1	1	0	1	0	0	4.0	0	10	The number of stars in the Milky Way is about 100 billion.	2
6	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1	1	0	2.0	0	1	Five apples cost $2.	2
6	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1	1	0	2.0	0	1	Five apples cost $2.	2
11	0	0	2	1	1	1	0	1	0	0	4	1	0	0	1	0	0	4.0	0	8	The sum of eleven and twelve is twenty-three.	2
10	0	0	1	1	1	2	0	2	0	1	0	0	2	0	1	0	0	4.0	0	4	The third and fifth birds perch on the branch.	2
9	0	0	1	1	1	1	0	1	0	0	3	1	0	0	1	0	0	4.0	0	6	The sum of 5 and 7 is 12.	2
13	0	0	1	2	0	3	0	3	0	0	0	1	3	0	1	0	0	3.0	0	5	The second candle from the left is larger than the sixth one.	2
6	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1	1	0	2.0	0	1	Two apples cost $1.	2
12	0	0	1	1	1	4	1	1	0	1	2	0	0	0	0	0	0	3.0	0	7	There are twelve apples and seven oranges in the fruit basket.	2
7	0	0	1	0	0	2	0	1	0	1	1	0	1	0	1	1	0	2.0	0	2	The third floor has seven rooms.	2
11	0	0	1	1	1	4	0	0	0	1	3	0	0	0	1	1	0	3.0	0	4	Three apples and five bananas make eight pieces of fruit.	2
11	0	0	1	1	1	4	0	0	0	1	3	0	0	0	1	1	0	3.0	0	4	Seven apples and four pears make eleven pieces of fruit.	2
8	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	0	2.0	0	3	Ten bots are serving at the event.	2
14	0	0	2	2	0	4	0	2	0	1	2	1	0	0	1	0	0	3.0	0	4	Two thirteen-pound weights were placed in the corners of the room.	2
10	0	0	1	0	1	2	1	0	0	3	2	0	0	1	1	2	0	4.0	1	4	She turned page 32 and started reading page 47.	2
6	0	0	1	0	0	2	0	0	0	1	2	0	0	0	1	1	0	2.0	0	2	Two apples cost five dollars.	2
15	1	0	4	1	1	1	0	1	0	1	5	0	0	0	1	0	0	4.0	0	9	The numbers 3, 5, 8, and 1 add up to 17.	4
12	0	0	4	0	1	1	0	1	0	0	4	1	0	0	1	0	0	2.0	0	7	The numbers are 7, 12, 3, and 5.	4
14	0	0	5	0	1	1	0	1	0	0	5	1	0	0	1	0	0	2.0	0	7	The numbers are twenty-seven, eleven, five, and four.	4
10	1	0	1	1	1	1	0	1	0	0	3	1	0	0	1	0	0	3.0	0	4	Four is twice the sum of one and three.	4
12	0	0	4	0	1	1	0	1	0	0	4	1	0	0	1	0	0	2.0	0	7	The numbers are 7, 3, 14, and 9.	4
8	0	0	1	0	1	3	0	0	0	1	2	0	0	0	1	1	0	3.0	0	4	Four score and seven yearsold played basketball.	4
14	0	0	5	0	0	2	0	0	0	1	6	0	0	0	1	1	0	3.0	0	8	Seven, eighteen, three, five apples cost twenty-six dollars.	4
13	0	0	2	0	0	2	0	1	0	0	6	1	1	0	2	0	0	3.0	0	10	Seven hundred sixty-five point three two was the total sum.	4
16	0	0	4	1	1	3	0	1	0	1	4	1	0	0	1	0	0	3.0	0	11	Seven, eleven, four, and three apple boxes were arranged in a row.	4
23	0	0	6	2	1	4	0	1	0	1	6	1	0	0	1	0	0	5.0	0	19	The product of three rectangles' sides, with lengths being 2, 3, 5, and 6, equals 1176.	4
18	0	0	6	1	1	1	0	1	0	0	7	1	0	0	1	0	0	4.0	0	15	The sum of twenty-three, fourteen, seven, and six is sixty-one.	4
14	0	0	4	0	1	2	0	2	0	1	4	0	0	0	1	1	0	3.0	0	9	The digits 3, 5, 8, and 1 form the sequence.	4
14	0	0	4	1	1	2	0	1	0	0	5	0	0	0	0	0	0	3.0	0	9	The numbers 3, 5, 7, and 9 sum to nineteen.	4
11	0	0	2	1	1	0	0	0	0	1	5	1	0	1	1	0	0	4.0	1	4	Four is twelve minus eight, six multiplied by three.	4
17	0	0	5	1	1	1	0	1	0	0	7	1	0	0	1	0	0	4.0	0	14	The sum of twenty-three, seventeen, six and nine is sixty-five.	4
11	0	0	3	1	1	0	0	0	0	0	4	1	1	0	1	0	0	3.0	0	5	Four is greater than one, two, and three.	4
8	0	0	1	0	0	3	0	0	0	1	3	0	0	0	1	1	0	4.0	0	4	Five apples cost twelve dollars seventeen cents.	4
14	0	0	4	1	1	1	0	1	0	0	5	1	0	0	1	0	0	4.0	0	11	The product of 3, 5, 7, and 9 is 1683.	4
14	0	0	5	0	1	1	0	1	0	0	5	1	0	0	1	0	0	3.0	0	7	The numbers are forty-seven, nine, thirteen, and two.	4
9	0	0	4	0	1	0	0	0	0	0	4	0	0	0	0	0	0	2.0	0	7	 1, 3, 4, and 2.	4
17	0	0	4	1	1	3	0	2	0	1	5	0	0	0	1	1	0	4.0	0	9	The digits 3, 7, 2, and 1 make up the phone number 372-1357.	4
18	0	0	6	1	1	1	0	1	0	0	7	1	0	0	1	0	0	4.0	0	15	The sum of thirteen, twenty-five, six, and seventeen is seventy-one.	4
5	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3.0	0	1	Seven eleven twelve nineteen.	4
9	0	0	1	1	1	1	0	1	0	0	3	1	0	0	1	0	0	4.0	0	6	The product of 3 and 5 is 15.	4
15	0	0	5	0	1	1	0	1	0	0	6	0	1	0	0	0	0	2.0	0	12	The numbers eight, five, three, and one total thirty-seven.	4
11	0	0	3	0	1	1	0	1	0	0	4	1	0	0	1	0	0	2.0	0	6	The numbers are 3, 14, 7 and 25.	4
14	0	0	4	1	1	1	0	1	0	0	5	1	0	0	1	0	0	4.0	0	11	The sum of 3, 5, 7, and 12 is 21.	4
12	0	0	4	0	1	1	0	1	0	0	4	1	0	0	1	0	0	2.0	0	7	The numbers are 3, 7, 12, and 1.	4
12	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2.0	0	10	Seven, twelve, forty-five, ninety-nine.	4
9	0	0	1	0	1	3	0	0	0	1	3	0	0	0	1	1	0	3.0	0	3	Four apples cost five dollars and six cents.	4
12	0	0	5	0	0	1	0	1	0	0	4	1	0	0	1	0	0	2.0	0	6	The numbers are: 3, 7, 11, 15.	4
27	0	0	8	0	1	0	0	0	0	1	17	0	0	0	0	1	0	5.0	0	13	Twelve thousand seven hundred forty-two, thirty-eight, seventeen, and five make twenty-three thousand eight hundred ninety-seven.	4
6	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1	1	0	2.0	0	1	Four apples cost $2.	4
29	0	0	5	1	0	0	0	0	0	2	21	0	0	0	1	1	1	5.0	1	15	Seventeen thousand four hundred twenty-six multiplied by three hundred nineteen equals sixty-one million two hundred thirty-two thousand seven hundred forty-two.	4
20	0	0	5	1	1	5	1	1	0	1	5	0	0	0	0	0	0	3.0	0	17	There are forty-seven apples, twelve oranges, sixteen bananas, and three grapes in the basket.	4
20	0	0	4	1	1	5	0	4	0	0	4	1	0	0	1	0	0	4.0	0	11	Four is the number of apples, five the bananas, three the oranges, and six the kiwis.	4
12	0	0	2	0	1	2	0	0	0	0	7	0	0	0	0	0	0	3.0	0	4	Fourteen thousand three hundred eighty-six dollars and seventeen cents.	4
10	0	0	3	0	0	2	0	0	0	1	4	0	0	0	1	1	0	3.0	0	4	Twenty-three apples cost twenty-seven dollars.	4
10	1	0	1	1	1	1	0	1	0	0	3	1	0	0	1	0	0	3.0	0	4	Four is twice the sum of one and three.	4
20	0	0	4	2	1	2	0	2	0	1	3	1	4	0	1	0	1	5.0	1	16	The third digit of the second, seventh, and eighth numbers multiplied by four is thirty-six.	4
9	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3.0	0	3	Seven hundred twelve thousand three forty-five.	4
11	0	0	2	2	0	2	0	0	0	1	4	0	0	0	1	0	0	4.0	0	3	Five pigs roamed in ten fields, three by two.	4
18	0	0	6	1	1	1	0	1	0	0	7	1	0	0	0	0	0	3.0	0	15	The sum of twenty-three, seven, twelve, and six is fifty-two.	4
13	0	0	5	0	1	1	0	1	0	0	4	1	0	0	1	0	0	2.0	0	7	The numbers are: 3, 14, 7, and 9.	4
14	0	0	5	0	1	1	0	1	0	0	5	1	0	0	1	0	0	2.0	0	9	The numbers are seventeen, twenty-one, eight, and five.	4
8	0	0	1	0	0	3	0	0	0	1	3	0	0	0	1	2	0	2.0	0	4	Four apples cost twelve dollars fifty cents.	4
12	0	0	4	0	1	1	0	1	0	0	4	1	0	0	1	0	0	2.0	0	7	The numbers are four, seven, three, and nine.	4
14	0	0	3	1	0	1	0	0	0	0	7	1	1	0	1	0	0	3.0	0	6	Four is thirty-seven times smaller than nine hundred ninety-two.	4
21	0	0	3	1	2	1	0	0	0	2	12	0	0	0	1	1	1	5.0	1	8	Seventeen hundred and sixty-two divided by five gives three hundred and fifty-one point six six seven.	4
16	0	0	5	1	1	1	0	1	0	1	6	0	0	0	0	0	0	3.0	0	10	The sum of twelve, eleven, seven, and five equals twenty-five.	4
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers Are: 3, 7, 11, 15, 22, 29.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 3, 7, 1, 9, 2, 5.	6
18	0	0	6	0	1	3	0	2	0	0	6	0	0	0	2	0	0	4.0	0	15	The numbers 3, 5, 8, 12, 17, and 21 form a sequence.	6
18	0	0	3	1	2	0	0	0	0	2	8	2	0	1	3	0	0	5.0	1	13	Three is fifteen, seventeen minus four is eleven, and eight multiplied by two equals sixteen.	6
14	0	0	4	0	1	0	0	0	0	0	9	0	0	0	0	0	0	3.0	0	6	Two thousand seven hundred thirty-five, seventeen, six and nine.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 4, 7, 2, 1, 8, 5.	6
25	0	0	6	2	1	4	0	3	0	1	7	0	1	0	1	1	0	4.0	0	13	The numbers 1, 3, 5, 7, 9, and 11 form an arithmetic sequence with a common difference of 2.	6
17	0	0	4	1	1	1	0	0	0	1	8	1	0	0	1	0	0	3.0	0	8	Seven hundred twenty-four thousand, fifteen, eight and three are arranged as numbers.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 3, 7, 2, 1, 5, 9.	6
24	0	0	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	3.0	0	20	Forty-two, seventy-eight, three hundred twenty-one, fifteen, eighty-seven, sixty-three.	6
