n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	AUX_constraint
12	1	0	3	1	0	2	0	2	0	2	0	0	1	1	1	1	0	3.0	1	3	In the park, children laugh joyfully, chasing each other.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The dog runs in the park.	0
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	1	She sings beautifully.	0
11	0	0	2	1	0	2	0	2	1	1	0	0	2	0	1	1	0	2.0	0	3	Under the bright sun, Sarah eats a juicy apple.	0
5	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1.0	0	2	I speak English fluently.	0
4	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1.0	0	1	Mary eats apples.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The sun rises over the mountains.	0
5	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	2.0	0	2	She sings beautiful songs.	0
8	0	0	1	0	0	1	1	1	0	2	0	0	1	1	1	0	0	2.0	1	4	I run every morning to stay fit.	0
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	The sun warms the earth.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The sun rises over the horizon.	0
4	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1.0	0	1	I eat banana.	0
7	0	0	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	2.0	0	3	 My dog runs in the park.	0
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	The sun illuminates the world.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The sun sets behind the mountains.	0
8	0	0	1	1	0	3	0	2	0	1	0	0	0	0	1	1	0	2.0	0	4	The sun illuminates the sky at dawn.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The sun sets beyond the mountains.	0
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The dog barks loudly at the mailman.	0
12	0	0	1	1	1	4	0	1	0	1	0	0	3	0	1	1	0	4.0	0	9	Sunsets paint red and orange hues across the clear evening sky.	0
6	0	0	1	1	0	2	0	1	0	1	0	0	0	0	1	0	0	2.0	0	3	Bear runs in the forest.	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The sun sets in the west.	0
14	2	1	1	2	0	1	2	0	0	1	0	3	0	1	2	0	0	3.0	1	7	She could be home by now if she hadn't stopped for coffee.	1
9	0	0	1	1	0	2	1	1	0	1	0	2	0	0	1	0	0	2.0	0	4	She will be singing at the concert tonight.	1
8	2	0	1	0	0	1	1	0	0	1	0	2	0	0	1	1	0	2.0	0	3	She might be playing tennis right now.	1
8	1	0	1	0	0	1	2	0	0	1	0	2	0	0	1	1	0	2.0	0	3	She will be finishing her dinner soon.	1
12	1	1	1	0	0	1	2	0	0	1	0	4	0	1	2	0	0	3.0	1	7	She would be here if her flight hadn't been delayed.	1
10	0	0	1	1	0	3	2	0	0	1	0	1	1	0	1	1	0	2.0	0	6	She will play tennis with her friends next weekend.	1
7	2	0	1	0	0	0	2	0	0	1	0	1	0	0	1	1	0	1.0	0	3	I will surely help you afterwards.	1
7	2	0	1	0	0	0	1	0	0	1	0	2	0	0	1	0	0	1.0	0	3	She will be arriving home soon.	1
10	0	0	1	2	0	1	2	1	0	1	0	2	0	0	1	0	0	2.0	0	5	She will be dancing with him at the event.	1
10	0	0	2	0	0	1	3	0	0	1	0	2	1	0	1	2	0	2.0	0	5	Will I be serving you anything else, sir?.	1
10	0	0	1	2	0	2	1	1	0	1	0	2	0	0	1	0	0	2.0	0	5	I have been working on this project since morning.	1
10	1	0	1	1	0	1	2	0	0	1	0	2	1	0	1	1	0	2.0	0	5	She would be singing her favorite song by now.	1
10	0	1	1	0	0	1	2	1	0	2	1	1	0	1	2	2	0	2.0	1	5	She would eat an apple if she had one.	1
11	0	0	1	1	0	2	2	2	0	2	0	1	0	1	1	2	0	3.0	1	5	Can I help you carry this box to the truck?.	1
13	2	1	1	0	0	1	2	0	0	2	0	3	0	1	2	1	0	2.0	1	8	You would be playing basketball right now if it weren't raining.	1
10	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	1	0	2.0	0	5	Could they please finish the project before the deadline?.	1
8	0	0	1	1	0	1	1	1	0	1	0	2	0	0	1	0	0	2.0	0	3	She might be singing in the shower.	1
8	0	0	1	1	0	2	1	1	0	1	0	1	0	0	1	1	0	2.0	0	4	Will she finish the project by tomorrow?.	1
11	0	0	1	1	0	2	2	2	0	2	0	1	0	1	1	2	0	3.0	1	5	Will you help me carry these boxes to the truck?.	1
9	2	0	1	0	0	1	1	1	0	1	0	2	0	0	1	1	0	2.0	0	4	You could be eating a sandwich right now.	1
14	1	0	2	0	1	2	2	1	0	2	0	3	0	0	2	1	0	3.0	0	6	He would have been sleeping, but the alarm clock jolted him awake.	1
8	0	0	1	1	0	1	1	1	0	1	0	2	0	0	1	0	0	2.0	0	3	Will she be finished by the deadline?.	1
6	1	0	1	0	0	0	1	0	0	1	0	2	0	0	1	0	0	1.0	0	3	She should have arrived earlier.	1
8	0	0	1	1	0	2	1	0	0	1	0	2	0	0	1	0	0	2.0	0	3	He will be arriving tomorrow at noon.	1
15	1	1	1	2	0	3	2	2	0	2	0	1	0	1	2	1	0	3.0	1	7	She could finish the report by morning if she worked diligently throughout the night.	1
8	0	0	1	0	0	1	2	1	0	2	0	1	0	1	1	2	0	3.0	1	2	Can I helping you carry those boxes?.	1
21	1	1	1	2	0	2	3	2	1	2	0	3	2	2	2	2	0	5.0	2	8	I'd be able to finish the project by Monday if I could get the necessary files from you earlier.	1
10	0	0	1	1	0	1	2	0	1	2	0	1	0	1	1	1	0	3.0	1	4	They were supposed to finish their project by Friday.	1
8	1	0	1	0	0	1	1	1	0	1	0	2	0	0	1	1	0	2.0	0	3	They could have finished the project earlier.	1
14	2	0	1	0	0	1	2	1	0	3	0	2	0	2	1	2	0	3.0	2	5	You will need to have studied this material beforehand to understand it effectively.	1
10	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	1	0	2.0	0	5	Will you please finish this project before the deadline?.	1
8	0	0	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	2.0	0	3	She will be ready by 5 o'clock.	1
9	0	0	1	1	0	2	1	1	0	2	0	1	0	1	1	1	0	3.0	1	4	They've finished painting the house before sunset.	1
9	2	0	1	1	0	1	1	1	0	0	0	2	0	0	1	0	0	2.0	0	5	She might be in the library right now.	1
12	0	1	1	1	0	2	2	2	0	2	0	1	0	1	2	1	0	3.0	1	5	She could finish the project if she worked through the night.	1
6	1	0	1	0	0	0	1	0	0	1	0	2	0	0	1	0	0	1.0	0	3	They will be arriving soon.	1
10	1	1	1	0	0	1	1	0	0	2	0	3	0	1	1	1	0	3.0	1	4	You could have been studying instead of watching TV.	1
9	0	0	1	1	0	2	1	1	0	1	0	2	0	0	1	0	0	2.0	0	4	Will you be coming to the party tonight?.	1
9	2	0	1	0	0	1	1	1	0	1	0	2	0	0	1	1	0	2.0	0	4	I could be baking a cake right now.	1
8	0	1	1	0	0	1	1	1	0	2	0	1	0	1	1	1	0	3.0	1	2	She would dance if given the chance.	1
13	0	0	2	0	0	1	1	1	0	3	0	2	0	1	1	1	1	3.0	2	7	Should you have any questions, please don't hesitate to ask.	1
6	1	0	1	0	0	0	1	0	0	1	0	2	0	0	1	0	0	1.0	0	3	They could have started earlier.	1
13	0	1	1	1	0	2	2	2	0	1	0	2	1	1	2	1	0	3.0	1	6	He would be late for the appointment if he took the bus.	1
9	2	0	1	0	0	2	0	1	0	1	0	2	0	0	1	1	0	2.0	0	3	The boy could be playing soccer right now.	1
9	1	0	1	1	0	1	2	0	0	1	0	2	0	0	1	1	0	2.0	0	4	Can she have finished her homework by now?.	1
9	2	0	1	1	0	1	1	1	0	0	0	2	0	0	1	0	0	2.0	0	5	They could be at the park right now.	1
11	0	0	1	1	0	3	2	1	0	1	0	2	0	0	1	1	0	2.0	0	6	I will be cooking dinner for my family this evening.	1
9	0	0	1	0	0	1	2	1	0	2	0	1	1	1	1	2	0	3.0	1	3	Could you help me lift this heavy box?.	1
9	0	0	1	1	0	2	1	0	0	1	1	2	0	0	1	1	0	2.0	0	3	I will have finished lunch by three o'clock.	1
10	0	0	1	2	0	2	1	1	0	1	1	1	0	0	1	0	0	2.0	0	6	She will arrive at the station before 6 PM.	1
13	0	0	2	1	0	2	2	1	0	2	0	2	0	1	1	2	0	3.0	1	8	Could you be helping me finish this project by tomorrow, please? And will he have been able to send the documents before the deadline?.	2
13	1	0	1	1	0	1	2	0	0	1	0	4	1	1	1	1	0	3.0	1	4	Will he be able to have been finishing his homework by now?.	2
21	2	1	1	1	0	2	2	1	0	2	0	4	2	2	2	2	0	5.0	2	9	Wouldn't we be able to have finished this task by now if we hadn't had so many interruptions?.	2
21	3	1	1	1	1	1	2	1	0	3	0	4	1	2	2	1	0	4.0	2	8	Wouldn't we be able to have finished the project by now if we had started earlier and worked faster?.	2
16	4	1	1	0	0	0	2	0	0	4	0	3	0	3	2	0	0	4.0	3	5	Couldn't they have been studying instead of playing outside when it started raining heavily?.	2
21	3	0	2	2	1	3	2	1	0	2	0	3	1	0	2	2	0	4.0	0	9	Shouldn't they have already finished writing by now, and could we possibly order the next set of menus?.	2
15	3	0	1	1	1	2	1	0	1	2	0	1	2	0	1	1	0	3.0	0	5	Does she generally speak Spanish fluently but often struggles with complex Italian grammar rules?.	2
10	1	0	1	0	0	1	0	0	0	2	0	4	0	1	0	1	0	2.0	1	3	Could have been supposed to be cooking dinner instead.	2
15	1	1	2	1	0	2	2	1	0	2	0	3	0	1	2	1	0	2.0	1	8	I might could be finishing my work by tomorrow, if all goes well.	2
13	1	1	1	0	0	0	2	0	0	3	0	4	0	2	2	0	0	3.0	2	5	They would have been playing if it hadn't started raining heavily.	2
12	1	0	1	0	0	0	1	0	0	2	0	5	1	2	0	1	0	3.0	2	4	could have been able to should have begun doing it earlier.	2
23	0	1	1	2	0	3	4	1	0	3	0	4	1	3	2	2	0	5.0	3	9	I might have been able to finish the project on time if I hadn't had to help you with your homework.	2
12	2	0	1	0	0	1	1	1	0	1	0	3	2	1	1	1	0	3.0	1	5	Could they have been more careful when handling that fragile vase? Would it have survived the accident?.	2
18	0	1	1	1	0	3	4	1	0	2	0	3	1	2	2	3	0	4.0	2	6	Will you be able to have finished it by tomorrow if I give you the materials today? Could he have been earlier if the train hadn't been delayed?.	2
15	1	1	1	0	0	1	2	1	0	3	0	3	0	2	1	2	0	4.0	2	5	Couldn't she have been helping him to finish the project instead of procrastinating?.	2
12	0	1	2	0	0	0	3	0	0	2	0	4	0	1	2	1	0	2.0	1	6	Could they have been watching us, while we were sleeping?.	2
11	0	0	1	1	0	2	1	1	0	1	0	2	1	1	1	1	0	3.0	1	4	She could was able to finish the project on time.	2
17	1	1	1	0	0	0	2	1	0	3	0	5	1	2	2	1	0	3.0	2	8	They could have been needed to open the safe if it hadn't been broken already.	2
13	1	1	1	0	0	0	1	0	0	2	0	5	1	2	1	0	0	3.0	2	4	Would might have been able to help if they had known earlier.	2
15	1	1	1	1	0	1	2	0	0	2	0	5	0	1	2	0	0	4.0	1	6	She might have could left earlier if she hadn't got stuck in traffic.	2
19	1	1	2	0	1	2	3	0	0	4	0	4	0	2	3	2	0	3.0	2	10	They could have been studying while I was cooking dinner, but instead they chose to watch TV.	2
11	0	0	1	0	0	1	1	0	0	2	0	4	1	1	1	1	0	3.0	1	4	He might have been supposed to could carry heavy loads.	2
11	2	0	1	1	0	0	1	0	0	2	0	3	0	1	1	0	0	3.0	1	5	They were supposed to have been already started by now.	2
24	3	1	2	1	1	1	4	1	0	2	0	5	1	1	3	2	0	3.0	1	12	Couldn't they have finished the project by now, and wouldn't it be more efficient if we had planned it better?.	2
19	1	0	2	1	1	0	4	0	0	4	0	5	0	2	2	2	0	3.0	2	12	Could she be supposed to have finished it by now, and would he have started checking it?.	2
21	2	0	2	1	1	2	2	2	0	2	0	5	0	1	2	1	0	5.0	1	6	Shouldn't you have been studying by now, and I ought to have finished this report an hour ago?.	2
10	0	0	1	1	0	2	0	1	0	1	0	4	0	0	0	1	0	2.0	0	4	Would have could have finished the project on time.	2
15	0	0	2	0	1	1	2	1	0	2	0	5	0	0	2	1	0	2.0	0	8	Couldn't she have been telling the truth, or might he have misunderstood?.	2
15	0	1	1	0	0	2	2	1	0	2	0	3	2	2	2	2	0	4.0	2	5	Could I have been able to finish the project if I had more time?.	2
13	1	1	2	0	0	0	2	0	0	4	0	2	0	3	2	0	0	3.0	3	5	Could they be preparing to leave now, while we continue waiting?.	2
9	1	0	1	0	0	1	2	0	0	1	0	3	0	0	1	1	0	2.0	0	4	She might have could finished her work earlier.	2
21	1	1	1	1	0	3	4	2	0	2	0	4	1	2	2	3	0	4.0	2	9	Might she have been able to finish the report by this evening if he had lent her his computer earlier?.	2
25	3	1	2	1	1	1	4	1	0	5	0	4	1	4	3	1	0	4.0	4	15	They might have been able to hear him whispering if they had listened carefully enough, but he hardly dared speak above a murmur.	2
10	3	1	1	0	0	0	1	0	0	2	0	2	0	1	1	0	0	2.0	1	4	Could they be possibly thinking about going there instead?.	2
11	1	0	1	1	0	1	1	1	0	1	0	3	0	0	1	0	0	2.0	0	5	Shouldn't we be having started on this task earlier? wouldn't it be better if we had finished it before now?.	2
28	2	2	2	2	1	0	6	0	0	3	0	7	1	2	4	1	0	4.0	2	13	Couldn't she have been told about it before we began, and wouldn't it have been better if we had planned it out more carefully?.	2
20	1	2	1	1	0	3	4	0	0	4	0	3	0	3	2	1	0	4.0	3	8	Could I be allowed to have your contact number so that I may ask for your assistance when needed?.	2
13	0	0	1	1	0	1	1	1	0	2	0	5	0	1	1	0	0	3.0	1	4	She could have been supposed to would be studying for the exam.	2
20	1	1	1	1	0	2	3	2	0	2	0	4	2	2	2	2	0	4.0	2	7	They might have been able to finish the task earlier if we had provided them with the necessary resources.	2
10	1	0	1	0	0	1	2	0	0	2	0	3	0	1	2	1	0	2.0	1	4	She will have been cooking dinner when he arrives.	2
11	1	0	1	0	0	1	2	1	0	2	0	3	0	1	2	0	0	2.0	1	5	She will have been working all night when he arrives.	2
18	0	1	1	1	0	1	2	0	0	2	0	6	1	2	1	1	0	4.0	2	7	couldn't have been saying that they would haven't been able to finish it on time.	2
13	0	0	1	1	0	2	1	1	0	2	0	4	0	1	1	1	0	3.0	1	4	They might have been supposed to could finished the project on time.	2
10	0	1	1	0	0	0	3	0	0	2	0	3	0	1	2	1	0	2.0	1	4	Could they have been watching us while we slept? Might they have come back for more?.	2
8	1	0	1	0	0	0	1	0	0	1	0	4	0	0	1	0	0	1.0	0	5	They could have should have studied earlier.	2
13	1	0	1	0	0	2	1	2	0	2	0	3	0	1	1	1	0	4.0	1	5	Shouldn't we have been begun cooking this rice an hour ago?.	2
14	2	1	1	0	0	1	1	1	0	2	0	4	0	1	2	0	0	3.0	1	6	They could have been eating if the sun hadn't set so early.	2
24	1	0	2	3	1	2	3	2	0	2	0	4	1	1	2	2	0	4.0	1	11	Couldn't she have finished the report by now, and wouldn't he be able to send it off before the deadline?.	2
17	0	0	1	2	1	2	3	2	0	2	0	3	1	0	2	1	0	3.0	0	7	"Could they be preparing for a party and should I inform them about the unexpected guest?  [Note: Using the conjunction ""and"" is considered to be one auxiliary, hence we used another auxiliary ""should"" to comply with the requirement of the instruction."	2
18	2	1	2	0	1	0	4	0	0	3	0	4	0	1	3	1	0	2.0	1	11	She would have been laughing if he hadn't interrupted her, but he suddenly fell asleep.	2
18	0	0	1	1	0	2	1	1	0	1	0	9	1	1	1	1	0	3.0	1	8	They might have could be should have been able to would have finished the project on time.	4
39	4	0	4	0	0	2	6	2	0	7	0	9	1	4	4	4	0	5.0	4	16	May he have been being able to see her, would she perhaps have wanted to speak, could I have asked you to ask them to open the window, will the sun then finally shine in?.	4
23	0	0	2	1	1	1	2	1	0	4	0	6	1	4	1	1	0	6.0	4	6	Wouldn't have could haven't been supposed to be able to have finished it, but for the help I received.	4
18	0	0	1	0	0	0	1	0	0	5	0	6	0	4	1	0	0	5.0	4	5	Couldn't they have to be would be supposed to be needing to be asked to leave?.	4
20	2	0	1	2	0	3	1	2	0	2	0	6	0	1	1	1	0	3.0	1	8	I might could have perhaps should have never ought to have taken that shortcut through the forest at night.	4
16	0	0	1	1	0	2	0	1	0	1	0	8	1	1	0	1	0	3.0	1	6	Might have could should have been able to would have finished the project on time.	4
14	0	1	2	0	0	0	2	0	0	1	0	5	1	1	1	0	0	2.0	1	6	Couldn't have been drier if I'd tried, couldn't she? Shouldn't he have seen that coming? Didn't they understand the instructions? Could have sworn we had agreed on that.	4
35	2	2	1	0	0	1	6	1	0	6	0	10	0	4	5	1	0	4.0	4	18	Couldn't they be supposed to have been carrying can't they the box before they dropped it wouldn't they have needed to have been waiting for it to be securely fastened though?.	4
28	0	1	4	0	1	1	0	1	0	6	0	10	0	3	1	0	0	5.0	3	14	Couldn't have been going to, would've finished, should've started, and might've continued to swim if the storm hadn't arrived.	4
14	0	0	1	0	0	0	0	0	0	2	0	8	1	2	0	0	0	3.0	2	5	Could have been supposed to would be able to must have been carrying.	4
21	0	0	4	1	0	1	0	1	0	1	0	12	0	0	0	0	0	4.0	0	13	Couldn't have been, would've been, might have been, should've been studying for the exam.	4
30	1	1	2	1	1	4	1	3	0	2	0	9	3	0	2	2	2	4.0	2	22	If we were to have been able to have finished the project before the deadline and could have provided additional features, the clients would have been much happier.	4
16	1	0	1	1	0	0	2	0	0	2	0	6	1	2	1	1	0	4.0	2	5	Can we could have been supposed to be able to have finished it by now?.	4
15	1	0	1	1	0	1	0	1	0	1	0	7	1	1	0	1	0	3.0	1	5	Might have could should be able to would have finished the project by now.	4
20	0	0	1	1	0	3	0	2	0	2	0	8	1	2	0	2	0	5.0	2	7	Might could have should have would have had the opportunity to be able to finish the project on time.	4
23	1	0	2	1	0	0	3	0	0	2	0	9	1	2	1	1	0	4.0	2	11	Couldn't we have been might have been supposed to have been able to finish it by now, shouldn't we?.	4
32	3	0	4	1	0	1	0	0	0	3	0	14	2	4	1	0	1	5.0	5	12	Couldn't have been more willing to, might have should have tried harder, would have could have been quicker to help, had been about to call for assistance.	4
18	1	0	1	0	0	1	3	0	0	3	0	6	1	3	1	2	0	5.0	3	5	They could have would be able to should have been allowing you to bring your dog along.	4
18	0	0	1	1	0	1	0	1	0	1	0	11	1	1	0	0	0	3.0	1	8	Might have could should be would have been able to will have been studying for the exam.	4
13	0	0	1	1	0	0	3	0	0	1	0	5	1	1	1	1	0	3.0	1	5	Can I could should were able to must help you with that?.	4
13	2	0	1	1	0	2	0	0	0	1	0	6	0	0	0	1	0	3.0	0	6	Might could have should would be eating salad instead of pizza now.	4
15	1	0	1	0	0	1	1	0	0	2	0	8	0	1	1	0	0	3.0	1	8	She might have will be could have been supposed to be working late tonight.	4
11	1	0	1	0	0	1	0	1	0	1	0	6	0	0	0	1	0	2.0	0	6	Might could should have would have finished the task earlier.	4
23	0	1	1	0	0	1	2	1	0	2	0	8	3	3	1	2	0	5.0	3	5	Wouldn't have been able to have been able to have been finished if he hadn't given me an extra hour.	4
18	1	0	1	0	0	0	3	0	0	4	0	6	0	3	1	2	0	4.0	3	5	Couldn't we have been suppose to be needing to have had seen him do it earlier?.	4
16	3	0	1	0	0	0	2	0	0	3	0	4	0	2	1	1	0	3.0	2	5	Couldn't he have been supposed to be possibly needing to bring it back earlier?.	4
20	1	0	1	1	0	1	0	1	0	3	0	7	1	3	0	1	0	5.0	3	6	Couldn't have should have wouldn't have needed to have been able to finish the task by now.	4
15	1	0	1	0	0	1	0	1	0	1	0	8	1	1	0	1	0	3.0	1	8	Might could have would've should've been able to finish the project earlier.	4
14	0	0	1	0	0	0	0	0	0	4	0	6	0	3	0	0	0	3.0	3	6	Couldn't have Been Shouldn't Have Done Might've Had To Apologize.	4
9	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1.0	0	7	Will have been had been being can be.	4
25	0	1	4	2	1	3	2	3	0	4	0	5	0	1	2	1	0	3.0	1	16	Could I have been seeing, hearing, touching, or tasting this experience if I had been in that place at that time?.	4
23	1	0	1	1	0	1	2	0	0	4	1	7	1	4	1	1	0	6.0	4	5	Couldn't she have been told to be able to have been seeing him being told to come at five o'clock instead?.	4
18	2	0	1	0	0	0	4	0	0	2	0	6	1	2	3	1	0	3.0	2	5	Couldn’t she might have would he perhaps been able to should they have finished it earlier?.	4
17	1	0	1	1	0	0	1	0	0	2	0	8	1	2	0	1	0	4.0	2	7	Could have been needing to should have would have been able to finish it by now.	4
17	1	0	1	0	0	0	3	0	0	2	0	8	1	2	2	1	0	3.0	2	6	Will I could have been able to be seeing her would she had been coming earlier.	4
19	1	0	1	0	0	1	2	0	0	4	0	6	1	4	2	1	0	4.0	4	4	Couldn't we be able to have been supposed to have been drinking tea when it started raining?.	4
14	1	0	1	1	0	0	2	0	0	2	0	6	0	0	1	1	1	2.0	1	7	Couldn't we have been should have started might havefinished it by now?.	4
24	0	0	4	0	0	0	6	0	0	4	0	8	1	1	4	3	0	3.0	1	16	Couldn't they have been carrying, would they have left it, should we have brought ours, might we need more?.	4
18	0	0	1	2	0	1	2	0	0	2	0	6	1	2	1	1	0	4.0	2	5	Couldn't he have been supposed to have been able to be finishing it up before sunset?.	4
11	1	0	1	0	0	1	0	1	0	2	0	4	0	1	0	1	0	3.0	1	3	Might could would ought to have completed the task earlier.	4
12	1	0	1	1	0	1	0	1	0	1	0	6	0	0	0	1	0	2.0	0	6	Might could have should been would finished the project by now.	4
16	2	0	1	0	0	0	0	0	0	2	0	8	1	2	0	0	0	3.0	2	7	Could have been supposed to be might have been being able to finish before now.	4
21	1	0	2	0	1	2	1	1	0	2	0	7	3	1	1	2	0	3.0	1	9	Might could should've would've been able to finish this work earlier, but I encountered several unexpected delays.	4
19	1	1	2	1	0	0	2	0	0	3	0	7	0	1	2	0	0	3.0	1	15	Might could have should be would for him to have finished by now, don't you think?.	4
13	1	0	1	0	0	1	1	0	0	2	0	7	0	1	1	1	0	2.0	1	7	Might have could should would have been eating breakfast when you arrived.	4
23	1	0	1	1	0	1	1	1	0	4	0	9	0	3	1	1	0	5.0	3	5	Couldn't we have been supposed to be having been asked to have been supposed to be finishing this task by now?.	4
28	2	0	3	2	1	2	1	2	0	4	0	8	1	3	1	0	0	4.0	3	22	Might have would have Should have could have been finished with the project before the deadline, but unfortunately, we weren't able to do so.	4
27	3	1	2	0	0	0	3	0	0	5	0	10	0	4	3	0	0	4.0	4	12	Might he have been expected to have been supposed to have been studying, even though they may not have believed he was actually doing so?.	4
17	1	0	1	0	0	1	1	1	0	1	0	10	0	0	1	1	0	2.0	0	12	Couldn't they have been should be might have been would be finishing this task now?.	4
18	1	0	1	0	0	0	4	0	0	4	0	8	0	2	4	0	0	4.0	2	5	Could she have been carrying would they have finished have I arrived earlier could he be feeling?.	4
39	4	1	4	2	1	2	2	2	0	6	0	10	2	4	2	1	0	7.0	4	16	Couldn't we have been supposed to be able to have been making, rather than breaking, these commitments, if we'd always been having been kept well informed and fully supported throughout this entire process?.	6
92	5	5	5	2	4	6	14	5	0	11	0	27	0	6	11	7	0	4.0	6	75	Couldn't she have been telling us how they would've been behaving if they hadn't been watching us closely, or could they have been listening to some music while they might have been cooking dinner, or wouldn't it have been raining during the day if it hadn't been forecasted earlier, or might not we have noticed that error if we hadn't been checking the details thoroughly, or wouldn't he have forgotten that appointment if he hadn't been remind himself regularly?.	6
14	0	0	1	0	0	0	0	0	0	1	0	11	0	0	0	0	0	2.0	0	7	Could have been might be being was supposed to would be having been.	6
