n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PUNCT_constraint
6	0	0	1	0	0	1	1	0	0	0	0	2	1	0	1	0	0	2.0	0	3	Your feedback would be invaluable.	1
9	0	0	1	1	0	1	2	0	0	1	0	1	1	1	1	0	0	3.0	1	3	I am eager to learn from your experience.	1
11	0	1	1	0	0	2	1	2	0	2	0	1	0	1	1	2	0	3.0	1	4	I cannot make a promise without knowing the details.	1
8	0	0	1	1	1	3	1	0	0	1	0	0	0	0	1	1	0	4.0	0	2	I prefer tea without milk or sugar.	1
13	1	0	2	1	1	4	0	1	0	1	0	0	2	0	1	1	0	3.0	0	4	In the forest, owls frequently hunt rodents and other small animals.	1
8	0	0	2	0	0	1	1	1	0	1	0	1	0	0	0	1	0	2.0	0	4	Please pass the salt, will you?.	1
11	0	0	1	1	0	3	1	2	0	1	0	1	1	0	1	1	0	3.0	0	4	You will need a large baking sheet for this recipe.	1
11	0	0	1	1	0	4	0	2	0	1	0	1	0	0	1	1	0	3.0	0	6	The car is leaking oil under the driver's side.	1
16	0	1	2	0	0	3	2	1	0	1	0	2	2	0	2	1	1	3.0	1	6	Although I was late, I didn't miss the meeting's key discussion points.	2
13	2	0	3	1	0	2	0	2	0	2	0	0	0	1	1	0	0	2.0	1	6	Sure, the cat sat comfortably on the mat, meowing quietly.	2
10	0	1	1	1	0	1	0	1	0	3	0	0	1	2	0	1	0	4.0	2	3	Sit down before attempting to open the stubborn jar.	2
15	1	0	2	2	0	3	1	1	1	2	0	1	1	0	2	1	0	3.0	0	10	John is reading his book with great concentration; suddenly the power went out.	2
20	0	0	2	2	1	2	4	2	0	2	0	2	1	0	2	2	0	3.0	0	12	You won't believe the shocking ending of this movie, but I won't spoil it for you!.	2
15	0	0	2	4	0	5	0	1	1	2	0	0	0	1	1	1	0	4.0	1	7	John enjoys playing guitar at sunsets, with a glass of wine in hand.	2
15	0	0	2	2	0	4	0	4	0	2	0	0	1	1	1	1	0	3.0	1	6	The sun sets over the ocean, casting an orange glow on the sand.	2
16	1	0	1	3	0	6	0	3	0	1	0	0	1	0	1	0	0	3.0	0	5	A long wait in the emergency room ended abruptly with a diagnosis of strep throat.	2
16	1	2	2	0	1	2	2	1	0	4	0	0	1	2	3	1	0	4.0	2	7	The cat purrs softly while it eats, but jumps if it hears sudden noises.	2
7	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	2.0	0	3	I can't wait for summer<.	2
16	1	0	3	2	0	3	2	0	0	2	0	1	2	0	2	1	0	3.0	0	10	Sometimes we receive excellent feedback; at other times, we are hit with criticism.	2
12	1	0	2	0	1	3	1	1	0	3	0	0	0	1	0	2	0	4.0	1	4	Buy now, and make your home office dream a reality!  Note: The output may vary depending on the specific scenario.	2
16	2	0	2	0	1	3	3	0	0	3	0	1	0	2	3	1	0	4.0	2	5	My grandmother wept freely, yet she smiled when it was time to say goodbye.	2
5	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1.0	0	3	Jameson Smith <jamie.	2
14	1	0	3	0	1	1	1	1	0	3	0	1	0	1	2	0	0	3.0	1	9	She sings beautifully, --- but the crowd didn't seem to notice.	2
16	2	0	2	1	0	3	0	1	0	3	1	2	0	1	2	0	0	3.0	1	10	The meeting was called to order promptly at 10:30 AM; refreshments were served later.	2
13	2	1	3	0	0	1	1	1	0	3	0	0	0	1	2	0	1	2.0	2	5	Even though he tried repeatedly, the machine refused to start, .	2
8	2	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	3.0	0	3	You can never have too many books .	2
8	0	0	1	1	0	2	1	0	0	1	0	1	0	0	1	0	0	2.0	0	3	I can't wait for lunch today.	2
8	3	0	2	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2.0	0	4	They laughed heartily, yet cried quietly.	2
12	3	0	2	0	0	2	1	2	0	2	0	0	0	0	2	1	0	3.0	0	7	She finished the project early; the celebration began right after.	2
21	2	1	2	1	0	4	4	0	0	3	0	1	1	2	2	1	0	3.0	2	7	My grandparents' antique clock is ticking away in their living room, waiting for us to visit them again.	2
14	0	0	2	2	0	2	3	0	1	1	0	1	1	0	1	1	0	3.0	0	5	Your feedback is important to us; please provide it by March 15th .	2
15	0	0	3	1	0	2	2	2	0	1	0	3	1	1	1	0	0	3.0	1	8	 can you guess what the context might be from this cryptic sentence?).	2
16	2	0	2	0	1	3	0	2	0	2	1	0	3	1	2	2	0	6.0	1	4	A semicolon separates two closely related ideas, often each containing dependent or related thoughts.	2
14	0	0	1	2	1	6	0	2	0	1	0	0	1	0	1	1	0	3.0	0	7	The storm brought torrential rain and hail damage to buildings throughout the neighborhood.	2
14	2	1	2	0	0	2	0	2	0	3	0	1	1	1	2	0	0	3.0	1	9	The storm passed quicker than anticipated; the sun was now shining brightly.	2
19	1	0	2	0	1	4	1	1	0	4	0	2	2	2	2	2	0	5.0	2	5	The new system has significantly reduced processing time, yet contains numerous bugs that need to be addressed.	2
21	3	0	2	3	1	4	2	2	0	2	0	0	1	1	1	1	0	4.0	1	14	Always remember to keep your eyes on the horizon and your head up, even during the toughest of times.	2
6	0	0	1	0	0	1	1	0	0	1	0	2	0	0	1	0	0	2.0	0	3	Your order has been processed.	2
13	2	0	4	0	0	1	1	1	0	1	0	1	1	0	1	1	0	2.0	0	8	I cannot make this coffee any stronger, ! -- yet? -- might I suggest adding more sugar?.	2
15	0	0	2	1	1	2	1	1	0	2	1	2	2	1	2	0	0	3.0	1	5	"""A successful entrepreneur is one who can adapt to new challenges and thrive."	2
19	2	0	3	2	0	3	4	0	0	2	0	1	1	0	2	2	0	4.0	0	9	She couldn't finish her work on time; however, she submitted it with only slight errors.	2
18	0	0	2	4	0	5	2	3	0	2	0	0	0	1	1	0	0	6.0	1	4	Her voice trailed off at the end of the statement, a tear slipping from her eye.	2
17	0	0	3	3	0	5	0	1	0	1	0	1	3	0	1	0	1	4.0	1	10	A high level of creativity, paired with meticulous detail, is crucial for marketing success.	2
16	0	0	1	3	0	5	3	2	0	1	0	0	1	0	1	1	0	3.0	0	9	They celebrated their engagement with a grand feast on the eve of their wedding day.	2
14	1	0	3	1	0	2	2	0	0	1	0	3	1	0	2	0	0	3.0	0	7	Your feedback is valuable; yet, it will be disregarded without explanation.	2
15	0	1	1	1	0	5	1	2	0	2	0	0	1	1	2	1	0	3.0	1	5	The children's laughter filled the room as cookies crumbled under their tiny fingers.	2
19	0	0	3	2	1	3	2	2	1	2	0	2	1	0	2	1	0	3.0	0	9	She can read French, yet she has struggled with the language for years --- a challenging paradox.	2
10	1	1	1	0	0	2	1	1	0	3	0	0	0	2	2	0	0	4.0	2	4	The baby started crying as my phone rang loudly.	2
18	3	0	3	2	0	3	2	1	0	3	0	0	1	2	3	0	0	4.0	2	8	She sighed deeply, her mind racing with thoughts, when a sudden knock came from outside.	2
13	1	0	2	2	0	4	0	2	0	1	1	0	0	1	0	0	0	3.0	1	6	Two pigeons on a fencing wire, staring silently at the passersby.	2
14	1	0	2	1	0	3	0	2	0	3	0	0	1	2	1	1	0	4.0	2	5	The rain fell in torrents, eventually stopping to create a peaceful night.	2
7	0	0	1	1	0	1	0	2	0	1	1	0	0	0	1	0	0	2.0	0	2	The bus departed at 8 a.	2
10	0	0	2	1	0	2	0	2	0	2	0	0	1	0	1	0	0	2.0	0	6	The penguins waddled into the shallow waters, splash! Splash!.	2
18	3	0	2	1	1	4	0	3	1	2	0	0	0	0	2	1	0	3.0	0	10	John's arrival signaled the beginning of the party, but the music stopped unexpectedly halfway through.	2
10	0	1	1	0	1	1	1	1	0	3	0	1	0	1	1	1	0	3.0	1	4	You will laugh and cry while reading this book.	2
14	2	0	1	2	1	2	2	0	1	2	0	1	0	0	1	2	0	3.0	0	6	You can make reservations online or contact us directly via email at Support@NewCo.	2
11	0	0	2	0	0	3	1	2	0	1	0	1	1	0	2	1	0	3.0	0	4	The band was amazing — their performance electrified the audience.	2
22	0	1	2	2	1	7	1	4	0	2	0	1	1	0	2	2	1	4.0	1	8	Although snow covers the ground and roads, we will have a productive meeting in the warmth of the conference room.	2
26	3	1	2	2	0	8	0	5	0	3	0	0	2	1	2	1	0	4.0	1	11	A symphony orchestra concert begins with the soft strains of the strings section, then adds each section until the entire ensemble plays together harmoniously.	5
19	0	1	4	1	1	7	2	1	0	2	0	0	0	0	1	3	1	3.0	1	11	After hearing their stories, I promised the refugees shelter, food, medicine and safety from harm.	5
28	0	0	3	3	2	9	2	2	1	3	0	0	1	1	1	2	0	5.0	1	10	After a thorough analysis, the sales team decided to increase their marketing efforts for product A, but to reduce them for product B and C.	5
31	2	0	6	2	0	8	3	4	0	5	0	0	1	3	2	2	0	5.0	3	13	From the rooftop, the wind howled, shrieking past my ears, raindrops splattering my cheeks, I clutched the rope ladder tightly, the first step looming below.	5
24	3	1	3	1	1	4	2	3	0	4	0	0	2	2	3	1	0	4.0	2	8	From a towering cliff, the condors swooped low before their graceful, powerful flaps beat the air again and away they soared.	5
29	0	0	4	4	0	5	4	4	0	4	0	1	3	2	3	1	0	4.0	2	9	With a single keypress, the complex algorithm was set in motion, its intricacies revealed to no one, save for the brilliant minds that designed it.	5
23	0	0	7	1	1	6	1	4	0	1	0	0	2	0	1	1	0	3.0	0	17	"The artist signed the canvas with bold strokes, a palette knife, and a fervent declaration: ""Mine!""  --- Repeating for additional examples --- -------------------------------------------  This is a solved example of the task."	5
21	0	0	2	2	2	5	1	2	0	1	0	0	6	0	1	1	0	4.0	0	8	With its grandeur intact, the ancient castle overlooked the tranquil and picturesque lake amidst gentle breezes and vibrant sunsets.	5
18	1	1	2	1	0	5	2	2	0	3	0	0	0	2	2	1	0	4.0	2	7	Both parents attended their daughter's dance recital, applauding excitedly as she pirouetted across the stage.	5
15	0	0	1	2	2	4	0	2	0	0	0	1	2	0	1	0	0	3.0	0	8	The author's use of metaphor in the poem is both evocative and ambiguous.	5
30	1	1	3	2	1	9	1	6	0	5	0	0	1	2	4	1	0	5.0	2	16	The explorers reached the mountain peak, their eyes widening at the breathtaking sunset view, the camera clicked and a dove swooped overhead before disappearing into the twilight.	5
19	0	0	2	3	0	5	0	3	0	2	0	0	3	1	1	0	0	6.0	1	6	The hiker stumbled on a cache of rare, gleaming gemstones hidden in a cave's dark recesses.	5
20	0	1	3	2	0	7	1	3	0	2	0	0	1	1	2	2	0	3.0	1	9	Despite his early start, the ultra-marathoner finished seconds behind the competition leader, with cramps threatening another collapse.	5
20	0	0	6	1	1	3	0	1	0	1	0	1	5	0	1	0	0	4.0	0	9	The artist's palette was cluttered with colors: red, blue, green, yellow, and black.	5
19	1	0	3	1	1	6	1	3	0	2	0	0	1	0	1	2	0	2.0	0	5	Under the bright neon lights, the circus performer twirled the baton and then flicked it, pop! crackle! snap! whizzed past audience members' faces.	5
23	2	1	2	3	1	6	1	2	0	4	0	0	1	2	2	0	0	4.0	2	6	The baby gorilla swung from vine to vine, laughing and babbling joyfully as it reached for the ripe mango hanging above.	5
22	0	0	4	1	1	9	0	4	0	1	0	0	2	0	1	1	0	3.0	0	18	The detective discovered footprints, a torn sleeve, an empty gun holster, and blood trails near the crime scene.	5
19	0	0	4	3	1	6	2	1	0	1	0	0	1	0	0	0	0	3.0	0	9	After his speech, there was applause, tears, and boos from different parts of the crowd.	5
2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0	0	 1.	5
16	2	1	5	0	0	1	2	1	0	3	0	0	1	2	2	1	0	3.0	2	13	"She wept inconsolably, exclaiming ""No fair!"" just before her ballon burst."	5
27	1	2	1	2	0	7	1	4	2	4	0	0	2	2	3	1	1	4.0	3	10	A new study published in the journal Nature suggests that Earth's biosphere releases about the same amount of carbon dioxide as it absorbs each year.	5
40	3	0	4	6	1	10	1	3	0	6	0	0	4	3	2	0	0	5.0	3	20	A rooster's crown of sparse plumage contrasted starkly against the hens' soft feathers, clucking softly, the eggs collected from under their warm bodies crackled when boiled, served at breakfast with homemade bread and jelly.	5
31	0	0	5	2	1	8	3	4	0	5	0	0	2	1	1	4	0	4.0	1	15	Despite her initial resistance, the sales team managed to secure an appointment, confirmed a time, prepared their materials, and expected her signature on the dotted line.	5
21	0	0	3	4	1	8	0	3	0	2	0	0	0	1	1	1	0	4.0	1	9	At midnight, fireworks exploded in the sky above the festival grounds, scattering sparks and rainbows across the darkness.	5
27	0	0	4	2	1	10	1	5	0	4	0	0	0	2	1	3	0	5.0	2	14	The storm left destruction in its wake, the wind shattering glasses, the rain causing flooding, and the electricity leaving thousands in the dark.	5
19	0	0	2	3	1	7	0	3	0	2	0	0	1	1	1	1	0	5.0	1	6	The sun set behind the mountain range, painting the horizon with beautiful shades of orange and purple.	5
25	0	1	2	2	0	7	0	3	0	7	0	0	1	6	2	2	0	9.0	6	8	The sun began to set over the horizon as a symphony orchestra started playing, scattering tourists taking photos to scatter in different directions.	5
22	3	1	5	1	0	4	1	2	0	4	0	0	1	2	1	2	0	5.0	2	6	With great care, she removed each band-aid, pausing briefly before touching the newly-healed wound beneath.	5
21	2	0	2	4	0	5	0	2	2	3	0	0	0	1	1	1	1	4.0	2	9	With just days left before the deadline, the mayor hastily gathered City Council members to sign off on legislation.	5
23	0	1	2	3	0	7	3	3	0	3	0	0	1	2	2	2	0	5.0	2	7	The author finished her cup of coffee before she left the cozy cafe, rain droplets pattering on the roof above her.	5
22	0	0	3	3	2	6	1	3	0	2	0	0	2	1	1	1	0	4.0	1	7	After a year of planning and preparation, they opened the exhibit, greeted by an enthusiastic crowd and critical acclaim.	5
25	2	1	3	1	1	4	3	1	2	3	0	0	3	1	2	2	0	4.0	1	15	Despite her initial reservations, Sarah finally agreed to attend the high-profile conference but only if her best friend Alice accompanied her.	5
32	1	0	3	3	2	10	1	3	0	4	0	1	3	3	1	4	0	5.0	3	9	With the advent of smartphones and mobile apps, we've witnessed the rise of digital payment systems, enabling consumers to purchase goods or services using just a few taps.	5
20	1	0	4	3	1	5	1	1	0	3	0	0	1	2	1	1	0	5.0	2	6	At the meeting, we discussed various proposals, then voted, followed by lunch and presentations from consultants.	5
35	2	1	7	3	1	8	0	4	0	7	0	0	2	1	2	2	0	3.0	1	20	In a dense, shaded grove, the monkey howled, flicked pebbles at a passing elephant, yawned widely, sipped water from the nearby brook, and slept soundly as twilight descended.	5
39	0	1	5	6	1	11	0	7	0	4	0	0	4	3	2	0	0	7.0	3	9	At the city fair, a crowd gasped as the firework display ignited into a spectacular, dazzling show, exploding with a symphony of bursts and cascades of multicolored lights, all culminating in a thunderous finale.	5
31	1	1	6	2	1	10	3	1	0	4	0	1	1	2	3	1	0	4.0	2	14	My sister-in-law asked if I would help decorate, so I brought balloons, garlands, and crepe paper for the surprise birthday party next week.	5
32	1	0	5	2	0	9	1	5	0	6	0	0	2	2	5	2	0	4.0	2	21	The storm approached, the winds picking up, the sky turning an ominous darker hue, rain pelting down, boat owners raced to the docks to secure their boats.	5
