n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PROPN_constraint
18	0	0	3	1	1	3	0	2	5	1	0	1	1	0	1	0	0	4.0	0	11	The ancient Romans, Alexander the Great, and Cleopatra VII are renowned figures in world history.	3
23	0	0	3	1	1	3	1	2	7	1	0	1	3	1	2	1	0	3.0	1	11	King George V, Victoria Park, and The National Gallery are famous landmarks in London that attract large crowds every year.	3
21	0	0	3	4	0	3	0	2	2	2	0	1	4	1	1	0	0	4.0	1	6	In recent times, the Russian bear has awoken, with a significant military presence in Crimea claimed by NATO.	3
21	0	0	3	1	2	5	0	1	5	0	1	1	1	0	1	0	0	3.0	0	11	The Amazon rainforest, Orinoco basin, and Congo Basin are three major sources of Earth's oxygen and biodiversity.	3
28	0	0	3	4	1	6	0	2	7	1	1	0	2	0	1	1	0	4.0	0	14	In October 2004, the International Criminal Court issued an arrest warrant for Sudan's President Omar al-Bashir for war crimes and crimes against humanity.	3
24	0	0	3	1	1	5	1	3	6	1	0	1	2	1	2	1	0	4.0	1	12	The Amazon rainforest, Orinoco delta, and the Andes mountain range are important ecosystems that span the northern half of South America.	3
25	0	0	4	4	0	5	0	4	4	1	0	0	2	0	1	1	0	4.0	0	9	The Amazon, the world's largest rainforest, harbors millions of unknown species, as per the estimates of the World Wildlife Fund.	3
23	0	0	4	2	0	5	0	5	3	0	0	1	3	0	1	0	0	4.0	0	12	The Amazon rainforest, the largest tropical forest in the world, is the home of the indigenous Sateré-Mawé people.	3
34	0	0	4	5	1	4	0	3	10	1	0	0	5	0	1	1	0	5.0	0	20	The Great Barrier Reef off North Queensland, part of Canada's Arctic National Wildlife Refuge, and Mount Fuji in Japan, form a diverse set of natural wonders around the world.	3
23	0	0	4	1	1	4	0	1	8	1	0	0	2	0	1	1	0	3.0	0	10	John Doe, Jane Smith, and Peter Jones all attended last year's global climate change conference in Copenhagen, Denmark.	3
23	1	0	3	2	0	3	1	3	4	2	0	0	4	0	1	1	0	3.0	0	10	The International Monetary Fund, under its new leader Christine Lagarde, recently announced a significant loan for the struggling Ukrainian economy.	3
26	0	1	3	1	1	4	1	4	2	2	0	1	6	1	1	2	0	3.0	1	11	The Russian government, the United Nations, and the European Parliament have condemned the Syrian president for using chemical weapons against his own people.	3
18	0	0	3	0	2	3	1	0	6	2	0	0	1	1	2	2	0	5.0	1	9	John Doe, Mark Zukerberg, and Larry Page founded companies that revolutionized communication and social media.	3
32	1	0	8	3	2	4	0	3	5	4	1	0	0	2	1	2	0	6.0	2	10	"In 2003, Russia, Iran, and Germany signed an accord to set up a privately financed oil-and-gas pipeline, known as the ""Peace Pipeline."	3
26	0	0	4	2	1	2	0	4	9	1	0	0	3	0	1	1	0	4.0	0	13	The famous artists Picasso, Van Gogh, and Monet, formed the Core of the Paris Salon des Refusés in the late 19th century.	3
15	0	0	8	0	1	0	0	1	4	0	0	0	1	0	0	0	0	2.0	0	9	" ""The French Revolution,"" ""Robespierre,"" and ""Napoleon Bonaparte."	3
16	0	0	3	1	1	2	0	1	4	1	0	1	2	1	1	0	0	3.0	1	10	Alexander the Great, Macedonia, and Persia were major powers involved in ancient wars.	3
15	1	0	3	1	1	1	0	1	4	1	0	1	1	0	1	0	0	3.0	0	9	The Himalayas, Mahabharata, and Lord Krishna are deeply entwined in Hindu mythology.	3
26	0	0	4	4	0	4	0	3	8	1	0	0	1	0	1	1	0	4.0	0	12	Narendra Modi, in an unexpected development, offered a peace treaty to Pakistan's Imran Khan after the G7 summit in Cornwall, UK.	3
23	0	0	3	0	2	3	0	2	5	3	0	1	3	1	1	1	0	4.0	1	9	The Brazilian Soccer Federation, FIFA, and Adidas are collaborating to design and manufacture a new Brazil national soccer team uniform.	3
27	0	0	5	4	0	3	0	3	8	2	2	0	0	1	1	1	0	5.0	1	13	In 2001, Osama bin Laden, the founder of Al-Qaeda, released a fatwa calling for the killing of Pope John Paul II.	3
21	0	0	2	3	1	0	2	1	8	2	1	0	1	1	2	2	0	5.0	1	6	In 1871, Queen Victoria sent Prince Alfred on a Royal Tour that brought him to Cape Town and Australia.	3
19	0	0	3	2	1	3	0	2	4	1	0	1	2	0	1	0	0	4.0	0	9	Alexander the Great, Macedonia, and Greece were linked by military conquests in the 4th century BC.	3
28	1	0	5	4	0	3	0	3	6	2	0	0	4	0	1	0	1	5.0	1	12	The ancient city, Persepolis, located in present-day Iran, once served as an administrative hub for the Persian Empire under King Xerxes I.	3
20	0	0	3	1	1	3	0	4	5	0	0	1	2	0	1	0	0	3.0	0	13	The Great Barrier Reef, the Amazon rainforest, and the Sahara desert are the largest ecosystems on Earth.	3
26	2	0	2	2	2	2	0	1	6	2	1	1	3	1	2	2	0	5.0	1	12	Jefferson's Declaration of Independence inspired many countries, but Russia and China were notably the last two to officially acknowledge independence from Great Britain.	3
21	0	0	3	2	1	3	0	3	5	0	0	1	3	0	1	0	0	4.0	0	13	The Great Wall of China, The British Museum, and Mount Rushmore are tourist destinations famous around the world.	3
21	0	0	4	3	1	2	0	1	6	1	0	0	3	0	1	0	0	4.0	0	9	Buddhist monks from Thailand, Myanmar, and Sri Lanka gathered for an annual spiritual convention in Bodhgaya, India.	3
23	0	0	3	3	1	3	0	2	5	2	1	0	3	1	1	2	0	6.0	1	7	In 2019, Hurricane Dorian made landfall in the southern Bahamas, causing significant damage in the Abacos and Grand Bahama islands.	3
32	1	0	4	3	1	4	1	3	8	2	0	1	4	2	2	0	0	6.0	2	10	Sherlock Holmes was a popular detective created by Sir Arthur Conan Doyle, whose most renowned adventures appeared in 'The Strand Magazine' between the late 1800s and early 1900s.	3
16	0	0	2	1	1	0	0	0	10	1	1	0	0	0	1	1	0	3.0	0	10	Mikhail Gorbachev visited Margaret Thatcher and Mikhail Sergeyevich Gorbanevskaya in 10 Downing Street, London.	6
28	0	0	10	2	0	2	0	2	9	1	1	0	1	0	1	1	0	4.0	0	15	Hemingway, Fitzgerald, Steinbeck, Faulkner, Salinger, O'Hara (the authors) attended the literary conference in Key West, Florida, in 1940.	6
16	0	0	3	1	0	1	0	0	5	1	2	0	1	0	1	1	0	4.0	0	6	King Solomon traded ivory with ancient Mali's Mansa Musa (1307–1337).	6
30	0	0	5	3	1	2	0	2	11	3	1	0	2	1	1	2	1	7.0	2	9	The ancient Roman architect Vitruvius, born Marcus Terentius Varro Vittorius, wrote Ten Books on Architecture featuring the works of Ptolemy, Apollodorus of Damascus, and Mnemon.	6
19	0	0	4	3	0	2	1	0	6	2	1	0	0	0	2	1	0	4.0	0	9	Gandhi, Mahatma, led India to independence; his wife Kasturba Gandhi died in Calcutta in 1944.	6
14	0	0	1	2	0	4	0	2	3	1	0	0	0	0	1	2	0	5.0	0	5	The Aztecs offered Cortés a tribute of feathers from Quetzalcoatl bird's tail.	6
28	0	0	4	4	0	5	1	2	10	1	1	0	0	0	1	1	0	4.0	0	12	Maharajah Jawaharjal Singh, of the Lohia clan, granted a 92,070 acre territory to Sir Henry MIDDOWS for his cotton plantation in Luneburg, North Carolina.	6
25	0	0	3	3	0	4	1	2	8	2	0	0	2	0	1	1	0	4.0	0	13	Braes Lavell, the South African Olympic gold medalist, presented her medal to King Carl XVI Gustaf of Sweden at the opening ceremony.	6
27	0	0	3	4	1	2	0	2	9	2	1	1	2	0	1	0	1	5.0	1	16	The ancient Mayan city of Tikal, ruled by King Hekaw II and Queen Lady Yohl Ik'nal, is located in the northernmost part of Guatemala.	6
17	0	0	2	4	0	0	0	1	7	1	1	0	1	0	1	1	0	3.0	0	13	Napoleon Bonaparte visited New York during the Peace of Amiens in 1802, at Astor House.	6
19	0	0	2	3	0	1	0	1	10	1	0	0	0	0	1	1	0	3.0	0	11	Leonardo da Vinci painted the Mona Lisa in Florence's Uffizi Gallery, with commission from Ludovico Sforza.	6
26	0	0	7	2	1	3	0	1	9	0	0	1	2	0	1	0	0	3.0	0	18	In ancient Rome, Julius Caesar, Mark Antony, Brutus, Cassius, Octavian, and Marcelle were key figures in the assassination conspiracy.	6
22	0	0	3	3	1	2	0	1	8	2	0	0	1	0	1	0	0	5.0	0	6	Grant's uncle, Harold Green, lived in New York City and worked as an editor for Harper Collins Publishers.	6
19	0	0	3	2	0	3	1	1	6	2	0	0	1	1	1	1	0	5.0	1	4	The British poet Alfred Lord Tennyson received inspiration from his wife Emily, born in Soho, London.	6
25	0	0	6	1	1	4	0	2	7	3	0	0	1	1	1	3	1	6.0	2	8	Sanders, a senator representing Vermont, introduced a bill supporting universal healthcare alongside House colleagues, Representatives Conyers, Ellison, and Schakowsky.	6
15	0	0	4	1	1	1	0	0	6	1	0	0	1	0	1	1	0	3.0	0	6	In ancient Rome, Julius Caesar granted Pompey, Crassus, and Cassius citizenship.	6
5	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2.0	0	4	Vincent van Gogh's brother Theo sent a painting of irises from Giverny to Emilie Gillemot in Aachen.	6
38	1	0	13	2	2	8	0	1	6	0	0	1	4	0	1	0	0	4.0	0	17	In ancient Egyptian mythology, Osiris, Isis, Seth, Nephtys, Horus, and Anubis were the major gods related to agriculture, mourning, chaos, resurrection, falconry, and mummification, respectively.	6
22	0	0	3	3	2	3	0	0	6	3	0	0	2	0	1	1	1	5.0	1	13	Sir Isaac Newton, born in Lincolnshire and educated at Trinity College, made fundamental contributions to calculus and universal gravitation.	6
20	0	0	4	1	0	3	1	2	4	2	0	0	3	1	1	1	0	3.0	1	10	Dante Alighieri, the Italian poet, created epic poems including The Divine Comedy, alongside his lover Beatrice.	6
29	0	0	4	3	1	5	1	0	10	1	0	0	2	0	1	0	0	4.0	0	13	Marilyn Monroe's sisters, Norma Jeane Dougherty, Bernice and Gladys Mortenson, gathered at Marilyn's apartment on 30th Street for their monthly book club meeting.	6
23	0	0	4	3	2	2	0	1	7	2	0	0	2	1	1	0	0	4.0	1	9	Marquez, a renowned Colombian author, lived in Paris near Shakespeare and Company bookstore, run by Sybil and Gertrude Whitman.	6
21	1	0	2	2	0	2	1	1	9	2	0	0	0	0	1	2	0	3.0	0	9	Marilyn Monroe met Arthur Miller at Toots Shor's restaurant, married him at Perle Merlon Chapel later that year.	6
30	0	0	7	1	1	3	0	2	12	1	0	1	0	1	1	1	0	5.0	1	20	Gandhi, Nehru, Congress Party, Jawaharlal Nehru University, India, and All-India Congress Committee were part of the movement to gain India's independence.	6
33	0	0	6	3	0	2	1	2	14	1	1	0	3	0	1	1	0	3.0	0	18	Jules Verne, Agatha Christie, Ernest Hemingway, Mark Twain, Edgar Allan Poe, Fyodor Dostoevksy discussed their literary techniques during a seminar at the British National Library in 1895.	6
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	J.	6
25	0	0	3	3	1	4	0	2	8	3	0	0	1	1	1	2	1	5.0	2	11	The United States Embassy in Beijing, represented by Ambassador Leland Cleveland Reynolds, held an event honoring Nobel laureates in physics and literature.	6
17	0	1	2	1	0	1	1	1	8	2	0	0	0	1	2	2	0	3.0	1	12	Renoir painted Mona Lisa de' Medici in the Louvre, while Salvador Dali admired his artwork.	6
25	0	0	2	2	1	4	0	1	11	1	0	0	3	0	1	1	0	4.0	0	7	In the ancient Italian city of Lucca, Leonardo da Vinci met renowned philosopher Niccolò Machiavelli and Medici family patriarch Cosimo I de' Medici.	6
15	0	0	1	1	1	2	0	0	8	1	0	0	0	0	1	1	0	3.0	0	7	Marilyn Monroe attended Martha Graham's dance school alongside Gene Kelly and Jerome Robbins.	6
24	0	0	3	3	1	5	1	1	8	1	0	0	1	0	1	1	0	4.0	0	9	Johnny Depp, in his Hollywood Hills mansion, held a charity event for sick children with partners Tim Burton and Amber Heard.	6
32	1	0	7	2	1	0	0	1	17	1	1	0	1	0	1	0	0	4.0	0	19	King George VI, Queen Elizabeth II, Prince Charles, Princess Diana, Winston Churchill and Joseph Goebbels met once in Berchtesgaden, Germany, during the Second World War.	6
32	0	0	4	6	1	6	1	2	10	1	0	0	1	0	1	1	0	5.0	0	13	Giuseppe Meccis, the director of finance at IBM, proposed this plan to Mariam Cardenas and Eric Martinez in their weekly board meeting at Microsoft headquarters in Redmond, Washington.	6
23	2	0	4	3	0	2	1	2	7	2	0	0	0	1	2	1	0	6.0	1	9	Victor Hugo, writer of Les Miserables, once resided in Guernsey, where he wrote the poem The Isle of Jinty.	6
22	1	0	1	4	1	5	2	2	3	1	0	0	2	0	1	0	0	5.0	0	6	Leonard Cohen sang melodically about the mundane life of Marianne and their love affair in her green cabin in the woods.	6
16	0	0	6	0	1	1	0	0	7	0	0	0	1	0	0	0	0	2.0	0	14	 Jules Verne, Uncle Jorkins, French countryside, Phoebe, Victor, and Augustus.	6
24	0	0	2	3	0	2	0	3	11	2	0	0	0	1	1	2	0	5.0	1	11	The Marquis de Valois invited Marie-Anne de Castille to attend a ball at the Opera Garnier in Paris on December 15th.	6
3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1.0	0	1	John D.	6
28	0	0	4	2	1	3	1	0	13	1	1	0	1	0	1	1	0	4.0	0	10	Mahatma Gandhi's peaceful protest march towards Dandi, Gujarat in 1930 involved his companions Rajkumar Shukla, Sarala Devi Chaudhurani, Abdul Ghani and Vinobha Bhave.	6
23	0	0	3	5	0	2	0	3	6	2	0	0	2	0	1	0	1	5.0	1	13	The ancient Greek philosopher Socrates, born in Athens under the reign of King Cercops, debated with Plato in the Academia.	6
33	0	0	5	4	1	1	1	0	15	1	0	0	3	0	1	1	0	4.0	0	13	In New York's Central Park, John Lennon and Yoko Ono held their famous 'Bed-Ins for Peace' protest along with Mahatma Gandhi, Martin Luther King Jr.	6
18	0	0	1	2	1	5	0	1	3	1	0	1	2	0	1	0	0	3.0	0	7	King Tutankhamun's treasurer Ankhhepekhrenepaht was buried in a golden sarcophagus with emerald coverings and precious gems.	6
5	0	0	1	0	0	0	0	0	3	1	0	0	0	0	1	1	0	2.0	0	2	Charles Dickens portrayed Mrs.	6
42	0	0	6	6	2	7	1	3	12	2	0	0	2	1	1	2	0	5.0	1	33	The Egyptian pharaoh Ramses IV appointed Horemheb, the chief of the army, as his successor and temple builder Neferiti-Ka-Re at Dendlis, Khamemasys at Qarna and Hatshepsut at Deir el-Bahri to maintain ancient culture.	6
22	0	0	5	2	1	2	0	2	6	1	0	1	2	0	1	1	0	4.0	0	12	Darwin, Austen, Churchill, Picasso, Beethoven and Einstein are considered some of the greatest minds in human history.	6
20	0	0	3	2	1	2	1	0	9	2	0	0	0	0	1	1	1	4.0	1	9	Johannes Brahms, born in Hans Estervan Brahms, visited composer Johannes Schubert and his wife Clara in Vienna.	6
18	0	0	3	2	0	2	0	0	6	1	1	0	2	0	1	1	0	3.0	0	7	Napoleon Bonaparte's older brother, Joseph, led French armies in Holland during World War II.	6
19	0	1	1	2	0	4	0	0	7	2	0	1	1	1	1	1	0	4.0	1	10	Mongoose monkey Balthasar ate durian fruit from Amazon Rainforest village Wakatobi before being taken to New York Zoo.	6
26	0	0	3	3	1	4	0	1	9	2	1	0	2	1	1	1	0	4.0	1	10	In 2011, Steve Jobs presented the newest iPhones at Applemosphere, alongside chief design officer Jony Ive and software engineering VP Scott Forstall.	6
19	0	0	4	3	1	2	0	1	7	1	0	0	0	0	1	1	0	4.0	0	8	Bach, Mozart, Haydn, and Beethoven composed music for the orchestras of Eszterhaza Palace in Hungary.	6
21	0	0	3	3	1	1	0	0	11	1	0	0	1	0	1	1	0	4.0	0	9	NASA launched Hubble Space Telescope from Kennedy Space Center with assistance from United Technologies, Boeing, and Lockheed Martin.	8
40	0	0	8	4	1	1	0	2	21	2	0	0	1	1	1	1	0	5.0	1	20	The Board of Trustees at Oxford University elected David Wilkinson as the next Rector, joined by professors Alice Chen, Benjamin Hall, Charlotte Lee, Daniel Miller, Edward Winston, George Smith, and Isabella Johnson.	8
26	0	1	8	1	0	4	0	0	8	3	0	0	1	2	1	1	0	5.0	2	15	Boeing, Amazon, Microsoft, Apple, Intel, Google, Facebook, IBM collaborated on developing new AI systems based on quantum computing.	8
19	0	0	4	1	1	3	0	1	7	2	0	0	0	1	1	2	0	4.0	1	11	In California, Mark Zuckerberg, Steve Jobs, and Bill Gates co-founded companies revolutionizing the tech industry.	8
42	0	0	6	6	1	2	0	5	16	4	0	1	1	0	1	2	0	4.0	0	22	Babe Ruth pitched for the Red Sox, hit home runs for the Yankees, won the World Series for the Tigers, was inducted into the Baseball Hall of Fame alongside Reggie Jackson, Joe DiMaggio, and Willie Mays.	8
