n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PROPN_constraint
39	0	0	7	2	1	2	0	2	22	2	0	0	1	0	1	0	1	5.0	1	30	The United States Congress, represented by Speaker Nancy Pelosi, Vice President Kamala Harris, President Joe Biden, Senate Majority Leader Mitch McConnell, and House Minority Leader Kevin McCarthy, convened for an emergency session.	6
20	0	0	6	2	1	1	0	1	7	1	1	0	0	0	1	1	0	3.0	0	12	John, Mary, Lisa, Mark, Peter, and Martha visited Paris in the spring of 2022.	6
23	0	0	6	2	1	1	1	1	8	1	0	0	2	0	1	1	0	3.0	0	12	John, Maria, Sophia, Michael, George, and Emily visited the British Museum in London during their European tour.	6
20	0	0	6	0	1	1	0	1	8	1	0	0	2	0	1	1	0	3.0	0	16	John, Mary, Sarah, Samuel, George Washington University, and the United Nations discussed global policies.	6
24	0	0	8	1	2	2	0	0	9	1	0	0	1	0	1	1	0	4.0	0	12	John, Maria, Sophia, Anthony, Lisa, and Paris visited museums in London, Paris, and Athens last summer.	6
20	0	0	5	1	1	0	0	1	9	0	0	0	3	0	0	0	0	3.0	0	18	John, Marlene, Mark Twain Elementary School, the Smithsonian National Museum of Natural History, and Mrs.	6
29	0	0	6	2	1	1	0	2	14	1	0	0	2	0	1	1	0	4.0	0	19	George Washingtoncarver, Abraham Lincoln, Mahatma Gandhi, Joan of Arc, Neil Armstrong, and Albert Einstein attended an inspiring meeting in the United Nations Building.	6
19	0	0	6	1	1	1	0	1	8	1	0	0	0	0	1	1	0	4.0	0	12	John, Emily, Michael, Melissa, Lisa, and David explored the ruins of Machu Picchu.	6
22	0	0	6	2	1	0	0	2	9	1	0	0	1	0	1	0	0	3.0	0	12	John, Maria, Michael, Elizabeth, Mark, and Sophia sailed on the Star Pride to the Greek Isles.	6
31	0	0	7	6	0	4	1	2	8	1	0	0	1	0	1	0	0	4.0	0	17	Mary's dog, Daisy, escaped from the yard of her house, White Oaks, on Elm Street, during the thunderstorm, near City Park in Denver.	6
27	0	0	6	1	1	0	0	2	14	1	0	0	1	0	1	1	0	5.0	0	18	John visited Singapore's Gardens by the Bay, Orchard Road, Raffles Hotel, Marina Bay Sands, Clark Quay, and the National Museum.	6
41	0	0	12	2	2	3	1	1	18	1	1	0	0	0	1	1	0	3.0	0	27	John, Maria, Sarah, Peter, Michael, and Emma visited the Statue of Liberty, Eiffel Tower, Brandenburg Gate, Colosseum, Sydney Opera House, and Taj Mahal during their three-week world tour.	6
20	0	0	5	2	1	1	1	0	7	1	0	0	2	0	1	1	0	3.0	0	14	John from New York visited Paris, Frankfurt, Madrid, Moscow, and Rome during his European vacation.	6
28	0	0	6	1	0	0	0	0	19	0	0	0	2	0	0	0	0	3.0	0	23	George Washington Carver Museum, Robert Raup Museum, Dallas Museum of Art, Percy Lambert Nature Science Center, Southern Methodist University, Dalla Regional Transportation.	6
28	0	0	6	3	1	3	1	1	10	1	0	0	2	0	1	1	0	5.0	0	13	John, Sarah, Emily, Michael, Paula, and Boston University enjoyed a picnic at Central Park in New York City during their spring break.	6
24	0	0	6	1	1	1	0	3	11	1	0	0	0	0	1	1	0	3.0	0	16	John, Mark, Mary, Abraham Lincoln, Paris Geller, and the Eiffel Tower watched the sunset over the Seine River.	6
26	0	0	6	1	0	1	0	2	13	1	0	0	2	0	1	1	0	3.0	0	17	George Washington Carver, Abraham Lincoln, Mark Twain, Sacagawea, Benjamin Franklin, Theodore Roosevelt enjoyed a grand celebration in the White House.	6
27	0	0	6	3	1	9	0	1	3	1	0	0	3	0	1	1	0	4.0	0	22	George Washington Carver discovered edible uses for peanuts, sweet potato, soybean, cottonseed, tea, and corn for farmers in the late 1800s.	6
27	0	0	6	1	1	3	1	1	10	2	0	0	2	1	2	2	0	5.0	1	16	John, Sarah, Mark Twain, Ernest Hemingway, Thomas Edison, and Albert Einstein discovered new concepts that shaped the course of human history.	6
23	0	0	6	0	0	0	0	1	15	1	0	0	0	0	1	1	0	3.0	0	17	John Adams, Abigail Smith, George Washington, Thomas Jefferson, Ben Franklin, Paul Revere planned the Boston Tea Party.	6
23	0	0	6	0	2	1	0	1	10	1	0	0	2	0	1	1	0	4.0	0	12	John, Maria, Mark, Sarah, David, and Elizabeth visited the Smithsonian National Air and Space Museum last weekend.	6
21	0	0	6	1	1	1	0	2	8	1	0	0	1	0	1	1	0	3.0	0	13	John, Mark, Maryam, Lila, Sultan, and Kang all attended the annual conference at Oxford University.	6
23	0	0	6	2	1	1	0	1	9	1	0	0	2	0	1	0	0	4.0	0	12	John, Sarah, Emily, Michael, Rebecca, and David met at the United Nations building in New York City.	6
24	0	0	5	2	2	2	0	2	9	1	0	0	1	0	1	1	0	4.0	0	11	John, Mary, Thomas, Elizabeth, William and Sarah attended the wedding ceremony of Michael and Katherine at the grand St.	6
29	0	0	6	2	2	2	0	1	12	2	0	0	2	1	1	0	0	5.0	1	12	Mary, Peter, John, Sarah, Lisa, and Robert met at the White House garden party hosted by President Biden and First Lady Jill Biden.	6
28	0	0	5	2	1	1	0	2	13	2	0	0	0	1	1	1	0	4.0	1	12	John's father, the President of Kenya, invited George Washington, Abraham Lincoln, and Alexander the Great to dine with Martin Luther King Jr.	6
24	0	0	3	4	2	1	0	1	10	1	0	0	2	0	1	1	0	3.0	0	15	John from Boston met Paula, Maria, and Sophie from Paris and London at the United Nations headquarters in New York City.	6
29	0	0	6	4	1	1	0	2	11	1	1	0	2	0	1	1	0	3.0	0	16	John, Anna, Marcus, Lisa, Rebecca, and Mark from the United Nations discussed global warming in Paris at the Climate Change Conference in 2015.	6
52	0	0	5	8	1	3	1	0	25	5	0	0	1	0	1	3	0	5.0	0	37	John from Los Angeles drove through New York City's Times Square, greeted Paris Hilton at London’s Heathrow Airport, shopped for gifts at Rio de Janeiro's Ipanema Beach, hiked Mount Everest with Tom Cruise, and ended his trip at Sydney Opera House with Meryl Streep.	6
27	0	0	6	1	2	2	0	1	13	1	0	0	1	0	1	1	0	3.0	0	18	George Washingtoncarver, Albert Einstein, Marie Curie, Abraham Lincoln, Amelia Earhart, and Neil Armstrong discussed science and innovation at the White House.	6
22	0	0	5	3	1	2	1	0	8	1	0	0	1	0	1	1	0	4.0	0	17	John, Sarah, Michael from New York, Maria from Paris, and Khalid from Cairo discussed their travel plans.	6
33	0	0	5	2	2	2	0	2	15	1	1	0	3	0	1	1	0	5.0	0	23	The White House staff welcomed Queen Elizabeth II, Pope Francis, Prince Charles, and Prime Ministers Narendra Modi and Justin Trudeau during the annual G7 summit in Paris, France.	6
24	0	0	6	3	1	1	0	1	10	1	0	0	1	0	1	0	0	3.0	0	12	Mary, John, Emma, Paul, Lisa, and Mark met at the Royal Gardens of Buckingham Palace on Sunday afternoon.	6
33	0	0	7	3	1	2	0	2	14	1	1	0	1	0	0	0	0	3.0	0	20	In Paris, France, Abraham Lincoln, Queen Elizabeth II, George Washington, Mahatma Gandhi, and Nelson Mandela met in the Eiffel Tower's restaurant for an extraordinary dialogue.	6
20	0	0	6	0	1	1	0	0	10	1	0	0	1	0	1	1	0	3.0	0	16	John, Sophia, Muhammad, Maria, Mark Twain Elementary School, and Oxford University discussed future collaborations.	6
41	0	1	5	4	2	6	0	1	16	2	0	0	1	1	1	2	0	5.0	1	13	John Deere TomTractor company's Farmhand Xtra, with Ford Focus side-by-side, helped Jill and Samantha Hilton load Macy's and Emily's toy chest on the Mahindra ROXOR for camping at Yosemite National Park.	8
31	0	0	8	4	1	0	0	2	13	1	0	0	2	0	1	0	0	3.0	0	16	John, Anne, Peter, Mary, George, Lisa, Michael, and Tom went to the Library of Congress for the United Nations Conference on Sustainable Development.	8
21	0	0	8	1	0	1	0	0	9	1	0	0	1	0	1	0	0	2.0	0	15	Mary, John, George, Lisa, Peter, Rebecca, Robert, Sarah went to Paris last summer.	8
49	0	1	10	7	1	5	2	2	16	2	0	0	2	1	1	2	0	4.0	1	27	John from Dublin, Ireland, visited the British Museum in London last year with his friends Sarah, Emily, Tomas, Sofia, and Ana from Madrid, Spain, while taking a break from his job at Google's office in Mountain View, California.	8
30	0	0	7	1	1	0	0	0	18	1	1	0	1	0	1	1	0	3.0	0	26	John Fromm met Mary Anning, Elizabeth Taylor, Thomas Jefferson, Benjamin Franklin, Abraham Lincoln, Albert Einstein, and Queen Elizabeth II in New York City.	8
32	0	0	10	1	1	1	1	0	16	1	0	0	1	0	1	1	0	3.0	0	29	John visited Paris, Eiffel Tower, Montmartre, Sacré-Cœur, Arc de Triomphe, Louvre Museum, Notre-Dame Cathedral, and Champs-Élysées during his European trip.	8
45	0	0	10	7	1	1	1	1	21	1	0	0	2	0	1	1	0	5.0	0	28	John Smith from London, England, met Michael Brown from New York City, United States, at the Paris Musee d'Orsay in France, with Sarah Johnson from Melbourne, Australia, and her husband, James Johnson from Boston, Massachusetts.	8
42	0	1	6	7	1	2	0	3	18	2	1	0	1	1	1	2	0	4.0	1	25	John Appleseed gave an apple to Sarah Williams in Boston, Massachusetts, while visiting Colonial Williamsburg with George Washington, Thomas Jefferson, Benjamin Franklin, and John Adams during a rainstorm in Philadelphia on a Monday in October 1774.	8
38	0	0	6	8	1	2	2	1	14	3	0	0	1	1	2	2	1	6.0	2	15	John FROM Paris, living in London, met Martha from New York, who invited Bob from Beijing, Anne from Rome, and Mark from Oslo to a dinner at their place in Los Angeles.	8
40	0	0	6	9	1	1	0	1	18	1	0	0	3	0	1	1	0	5.0	0	23	John from Tokyo met Mary from Paris, Peter from New York, Mark from Sydney, Alex from London, Lisa from Buenos Aires, and Maria from Rome at the United Nations building in New York City.	8
42	0	0	7	5	5	1	1	1	21	1	0	0	0	0	1	1	0	7.0	0	10	John Smith from Los Angeles visited the Eiffel Tower in Paris, France, with Sarah Jenkins from Boston, Massachusetts, and their children Emily and Jack, plus Mark and Lily Allen from San Francisco and Sydney, Australia.	8
30	0	0	8	3	0	5	2	0	8	1	0	0	3	0	1	1	0	3.0	0	16	John, Paul, George, Ringo, New York, London, Paris, Tokyo sang marvelous songs in front of their devoted fans during their world tour.	8
37	0	0	8	2	1	2	0	2	19	1	0	0	2	0	1	1	0	5.0	0	24	Carter Reed, Anna Watts, Michael Chen, Lisa Johnson, James Martinez, Samantha Lee, Daniel Kim, and Sarah Patel attended the meeting at the United Nations headquarters in New York City.	8
