n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NUM_constraint
23	0	0	2	1	1	9	0	0	0	3	0	3	2	1	2	2	0	4.0	1	14	People have been known to use cocoa powder for natural hair dyes, and rose hips can enhance skin's overall complexion.	0
14	1	1	1	1	0	5	0	0	0	2	0	1	2	1	1	1	0	3.0	1	6	Migrant laborers are frequently exposed to hazardous working conditions while building infrastructure projects.	0
12	0	0	1	1	0	5	0	2	0	1	0	0	1	0	1	1	0	3.0	0	8	The detective found the suspect's fingerprints on multiple crime scenes.	0
17	0	0	1	3	0	8	0	3	0	1	0	0	1	0	1	1	0	5.0	0	4	The police chief received information from reliable sources about a bomb threat at the city square.	0
18	1	0	1	1	0	6	2	1	2	2	0	1	1	1	2	2	0	5.0	1	4	Principal Smith shared some critical feedback on classroom management strategies that would significantly enhance her teaching effectiveness.	0
13	1	0	1	1	1	5	0	2	0	2	0	0	0	0	1	1	0	4.0	0	4	The bakery displayed an assortment of freshly baked pastries and artisan loaves.	0
22	1	0	2	3	0	6	0	3	0	3	0	0	2	2	1	2	0	6.0	2	8	A group of people had to leave the room, unable to hear the speaker properly due to excessive background noise.	0
10	1	0	1	1	0	4	0	1	0	1	1	0	0	0	1	1	0	3.0	0	6	A beekeeper keeps around 60 hives for honey production.	1
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	1	1	0	3.0	0	3	I need three pens for this assignment.	1
12	0	0	1	3	0	4	1	1	0	1	1	0	0	0	1	1	0	3.0	0	9	We eat popcorn for three movies in a row during weekends.	1
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	1	1	0	2.0	0	5	I write a poem with five stanzas.	1
9	0	0	1	1	0	3	1	0	0	1	1	0	1	0	1	1	0	2.0	0	6	They finished work on 15 buildings last week.	1
9	0	0	1	1	0	2	2	0	0	1	1	1	0	0	0	0	0	3.0	0	3	There will be 30 attendees at our workshop.	1
9	0	1	1	1	0	2	1	0	0	2	1	0	0	1	1	1	0	3.0	1	4	He takes three pills before going to bed.	1
7	0	0	1	0	0	2	1	1	0	1	1	0	0	0	1	1	0	2.0	0	4	He eats 2 apples every day.	1
13	0	0	1	2	0	3	1	1	0	2	1	1	0	1	1	1	0	4.0	1	7	You will need to add three tablespoons of salt to the recipe.	1
8	1	0	1	1	0	2	1	0	0	1	1	0	0	0	1	1	0	3.0	0	5	I drink 3 cups of coffee daily.	1
8	1	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	4	The baby slept for 2 hours straight.	1
7	0	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	3	The cake consists of three layers.	1
10	0	0	1	1	0	3	1	2	0	1	1	0	0	0	1	1	0	2.0	0	5	Every year we eat 300 grapes during the festival.	1
8	1	0	1	1	0	2	1	0	0	1	1	0	0	0	1	1	0	3.0	0	5	I receive about 30 emails per day.	1
8	1	0	1	0	0	2	1	2	0	1	0	0	0	0	1	1	0	3.0	0	3	We visit that place twice a month.	1
13	0	0	1	2	0	5	0	2	0	1	1	0	1	0	1	1	0	4.0	0	3	A new car model gets an average of 30 miles per gallon.	1
9	1	0	1	1	0	2	0	2	0	1	1	0	0	0	1	1	0	3.0	0	3	The elephant has a trunk of approximately 1.	1
14	0	0	3	2	0	4	0	3	0	1	1	0	0	0	1	0	0	3.0	0	10	The cat sat on the bench, number 8, in the park.	1
10	2	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	0	2.0	0	5	Two birds are sitting in a tree right now.	1
7	0	0	1	0	0	1	1	0	0	1	1	0	1	0	1	1	0	2.0	0	4	He earned $25,000 last year.	1
9	1	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	0	3.0	0	3	There are only seven colors in a rainbow.	1
7	1	0	1	0	0	2	0	1	0	1	1	0	0	0	1	1	0	3.0	0	3	The sun sets about 7:30 p.	1
13	0	1	1	1	0	2	2	1	0	2	1	1	1	1	1	2	0	4.0	1	8	You should review the report at least 3 times before signing it.	1
9	0	0	1	0	0	4	0	2	0	1	1	0	0	0	1	1	0	2.0	0	4	The bus driver carries 27 passengers every journey.	1
15	0	0	2	0	0	3	2	2	0	3	1	0	1	0	2	1	2	5.0	2	9	The first time I tried to ride a bike, I fell 20 times.	1
14	0	0	3	0	0	3	1	2	0	2	1	0	1	1	1	1	0	3.0	1	8	You need to water the garden every other day (2 days).	1
7	0	0	1	0	0	2	2	1	0	1	0	0	0	0	1	1	0	2.0	0	4	We pay our taxes every quarter.	1
12	0	0	2	1	0	3	1	3	0	2	0	0	0	0	1	1	1	4.0	1	6	Each time you call a customer, aim for a sale.	1
6	0	0	1	0	0	2	0	1	0	1	1	0	0	0	1	1	0	2.0	0	2	The recipe serves 6 people.	1
10	0	0	1	2	0	3	1	1	0	1	1	0	0	0	1	1	0	4.0	0	3	They score an average of 12 points per game.	1
11	2	0	1	0	0	2	1	1	0	2	1	1	0	1	2	1	0	3.0	1	7	The baby weighs approximately 8 pounds when it's born.	1
10	1	0	1	0	0	2	0	2	0	1	1	1	1	0	1	1	0	3.0	0	4	A single blueprint can have over a thousand components.	1
18	1	0	2	2	0	5	2	2	0	2	1	0	0	1	1	2	0	4.0	1	6	In my experience, it usually requires 3 tries to get a parking spot near the building.	1
7	0	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	3	The train leaves at 7 o'clock.	1
8	0	0	1	0	0	1	1	2	1	1	0	1	0	0	1	1	0	2.0	0	4	I will visit the library every Saturday.	1
7	0	0	1	1	0	2	1	0	0	1	1	0	0	0	1	1	0	2.0	0	4	He received seven emails in total.	1
6	0	0	1	0	0	2	0	1	0	1	1	0	0	0	1	1	0	2.0	0	2	The cake serves 25 people.	1
9	0	0	1	1	0	3	1	0	0	2	1	0	0	1	1	1	0	4.0	1	3	We have twelve guests expected for dinner tonight.	1
8	1	0	1	0	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The bus usually arrives every half hour.	1
12	1	0	1	2	0	2	1	2	1	1	1	0	0	0	1	0	0	3.0	0	7	She sings in the choir for about 3 hours every Sunday.	1
10	0	0	1	2	0	3	1	1	0	1	1	0	0	0	1	1	0	4.0	0	3	We sell an average of 3 apples per customer.	1
7	0	0	1	0	0	2	1	2	0	1	0	0	0	0	1	1	0	2.0	0	4	He eats an apple a day.	1
7	0	0	1	1	0	2	1	0	0	1	1	0	0	0	1	1	0	2.0	0	4	He ate seven candies before bedtime.	1
8	0	0	1	0	0	2	0	1	0	1	2	1	0	0	1	1	0	2.0	0	3	Three kids have eaten all six bananas.	1
8	0	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	0	3.0	0	3	There are 3 parts to this process.	1
6	0	0	1	0	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	2	The clock struck 12 midnight.	1
8	0	0	1	0	0	2	0	1	0	1	1	1	1	0	1	1	0	2.0	0	2	A single apple may contain 5 seeds.	1
7	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	2.0	0	4	They arrive exactly at 3:00 PM.	1
8	0	0	1	0	0	3	0	1	0	1	1	0	0	0	1	1	0	3.0	0	2	The car's odometer showed 32,654 miles.	1
6	0	0	1	0	0	2	0	1	0	1	1	0	0	0	1	1	0	2.0	0	2	The book had 328 pages.	1
9	0	0	1	1	0	3	0	1	0	1	1	1	0	0	1	0	0	2.0	0	4	Two people were injured in the traffic accident.	2
17	0	0	3	2	0	5	0	1	0	1	1	0	3	0	1	1	0	3.0	0	7	Last year, the average consumer spent $54 on holiday-related items per month.	2
16	0	0	2	3	1	4	0	1	0	1	2	2	0	0	2	0	0	3.0	0	9	Six people were in attendance at the event, and ten awards were given out.	2
14	1	0	2	0	0	4	0	3	0	1	2	0	1	0	1	1	0	3.0	0	9	Ten thousand people visited the museum every month, twice the initial expectation.	2
18	1	0	2	3	0	4	2	0	1	1	2	0	0	0	1	1	0	3.0	0	10	In her savings account, Sarah has $352 next to $98 in her checking account.	2
8	0	0	1	0	0	3	0	1	0	0	2	1	0	0	1	0	0	2.0	0	2	The phone number is 555-1234 extension 786.	2
9	0	0	1	1	0	2	0	0	0	0	3	1	1	0	1	0	0	3.0	0	2	Two hundred twenty units are available for sale.	2
13	0	0	1	1	1	3	1	1	0	1	2	0	2	0	0	0	0	3.0	0	10	There are 7 red apples and 5 green ones in the basket.	2
13	0	0	1	2	0	2	1	2	0	2	1	1	0	1	1	1	0	4.0	1	4	I will need a payment of $200 for the services rendered.	2
16	2	0	2	3	0	3	0	1	2	1	1	0	1	0	1	0	0	3.0	0	5	In the first week of January, temperatures reached as low as 10 degrees Fahrenheit.	2
2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	I.	2
10	0	0	1	1	0	4	0	1	0	1	1	0	1	0	1	1	0	2.0	0	6	The recipe makes enough dough for 24 mini pizzas.	2
10	0	0	2	2	0	1	0	1	2	0	1	0	1	0	0	0	0	2.0	0	4	In 2019, the total revenue of Apple Inc.	2
12	0	0	1	3	0	3	0	1	0	0	2	1	0	0	1	0	0	3.0	0	6	The price of gold in 2010 was USD 1,248 per ounce.	2
22	0	0	2	3	1	7	1	3	1	2	2	0	0	0	1	2	0	5.0	0	9	We ordered 3 units of product from the supplier and received an acknowledgement of the transaction reference number ST-1005629.	2
11	0	0	1	1	0	3	0	1	1	1	1	0	1	0	1	1	0	4.0	0	4	The second chapter has 27 sections in John's gospel.	2
14	0	0	1	3	1	5	0	1	0	1	2	0	0	0	1	0	0	4.0	0	5	The recipe calls for 2 cups of sugar and 3 teaspoons of cinnamon.	2
21	0	0	2	4	1	5	0	3	0	1	2	2	1	0	2	0	0	4.0	0	7	The total number of trees in the forest is 15,000 and every year, 2,000 are cut down for lumber.	2
13	0	0	2	1	0	3	0	0	0	1	4	0	1	0	1	0	0	3.0	0	5	Two hundred fifty-five days remain until next year's end.	2
9	0	0	1	1	0	4	0	1	0	0	1	1	0	0	1	0	0	2.0	0	3	Five o'clock is the time for afternoon tea.	2
6	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1	1	0	2.0	0	1	Eight apples cost $3.	2
23	0	0	2	3	1	5	0	3	0	3	3	0	0	2	1	2	0	6.0	2	14	A customer bought tickets for an amusement park priced at $20 and $35, paying a total of $55.	2
13	0	0	1	1	0	2	0	2	2	1	3	0	1	0	1	1	0	4.0	0	5	Two thousand twelve marked the release year for The Dark Knight Rises.	2
16	0	0	1	2	1	5	0	1	0	1	4	0	0	0	1	1	0	4.0	0	8	The recipe requires 3 tablespoons of flour and 1 1/2 cups of water.	2
11	0	0	2	0	0	2	0	1	0	2	4	0	0	0	2	1	0	3.0	0	6	Eight thousand students took the exam, three thousand failed.	2
18	0	0	1	2	1	4	0	3	0	1	2	0	2	0	1	1	0	4.0	0	6	The new project proposal has a total cost of $50,000 and a budget of $45,000.	2
12	0	0	1	2	1	3	1	0	0	1	2	1	0	0	1	0	0	5.0	0	5	Our product is sold in packages of five and ten units.	2
12	0	0	1	2	1	4	0	1	0	1	2	0	0	0	1	0	0	3.0	0	5	The recipe calls for 1 cup of flour and 2 eggs.	2
23	0	0	2	4	1	7	0	2	1	1	4	1	0	0	1	0	0	4.0	0	20	54 g of caffeine in a 12 oz cup of coffee   Or  During the 2004 Olympics, 42 world records were set.	2
10	1	0	1	0	0	2	2	1	0	2	1	0	0	1	2	2	0	5.0	1	3	We sell a product that weights exactly 12 ounces.	2
11	0	0	1	2	0	3	0	1	1	1	1	1	0	0	1	0	0	2.0	0	6	The temperature will rise to 25 degrees Celsius at noon.	2
13	0	0	2	2	0	5	0	1	0	1	2	0	0	0	1	1	0	2.0	0	5	At the grocery store, customers bought 3 bananas for 80 cents.	2
20	0	0	1	2	1	5	0	2	2	3	2	1	1	1	2	2	0	4.0	1	13	Four people were injured in the accident involving a train at Station C and six people required medical attention.	2
13	0	0	1	0	1	4	0	2	0	1	2	1	0	0	2	1	0	3.0	0	8	The product weighs 15 pounds and the shipping cost is $5.	2
8	0	0	1	1	0	2	0	0	0	1	2	0	1	0	1	1	0	4.0	0	4	17 oranges weigh more than 3 kgs.	2
16	0	0	1	2	1	6	0	3	0	1	1	0	0	0	1	1	0	4.0	0	7	The car needs a total of $180 for the oil change and tire rotation.	2
8	0	0	1	1	0	2	1	0	1	1	1	0	0	0	1	1	0	3.0	0	5	I received two packages from Amazon today.	2
22	1	0	3	3	1	5	3	1	0	2	2	1	0	0	2	2	0	3.0	0	10	In our stockroom, we have received a delivery of 50 boxes, and we currently hold 235 boxes in total.	2
19	1	0	1	4	1	5	1	2	0	1	2	1	0	0	1	0	0	3.0	0	8	Four students were admitted to the college with a score of 95 and below in their entrance exams.	2
15	0	0	2	3	1	4	1	0	0	1	3	0	0	0	1	1	0	5.0	0	4	We sell 15 pizzas per hour, 5 during lunchtime and 10 during dinner.	2
12	1	0	1	1	0	4	0	2	1	1	1	0	0	0	1	1	0	3.0	0	7	The temperature outside reached a high of 90 degrees Fahrenheit today.	2
13	0	0	2	0	0	3	0	0	0	1	4	1	2	0	1	1	0	3.0	0	4	One hundred twenty-three students are taking Spanish class next semester.	2
16	0	0	2	2	1	4	0	0	0	1	2	2	2	0	2	0	0	4.0	0	7	Seven students were absent yesterday, and two classes were cancelled due to heavy snow.	2
4	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2.0	0	2	 100 and 55.	2
13	0	0	1	1	1	3	0	2	0	2	2	0	0	0	1	2	0	4.0	0	4	The product costs $10 and has a capacity of 15 liters.	2
6	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1	1	0	2.0	0	1	Two apples cost $0.	2
14	0	0	1	2	0	5	0	1	0	1	2	1	1	0	1	0	0	3.0	0	5	Two thousand pounds of concrete blocks were transported to the site last week.	2
13	0	0	1	2	0	4	0	2	0	1	1	2	0	0	1	0	0	3.0	0	6	A total of 2,500 units have been ordered from the manufacturing plant.	2
13	0	0	1	1	1	6	0	1	0	1	2	0	0	0	1	0	0	4.0	0	5	The recipe calls for 1 tablespoon olive oil and 2 cups water.	2
11	0	0	1	1	1	4	0	1	0	1	2	0	0	0	1	1	0	3.0	0	5	The recipe requires 1 pound of flour and 2 eggs.	2
16	0	0	4	2	1	1	1	0	0	2	5	0	0	1	1	0	0	5.0	1	7	Three of them lived on streets numbered 2, 4, 6, and 8.	4
8	1	0	2	1	0	0	0	0	1	1	2	0	0	0	1	1	0	2.0	0	3	In 2005, Japan produced around 4.	4
32	0	1	4	3	1	11	1	2	0	3	2	2	2	0	1	1	2	5.0	2	21	The stock number of your product 23311, part number JR127 and order quantity as requested, totaling 1475 units, will be confirmed by email within the next few days.	4
21	0	0	5	2	1	5	2	0	0	1	4	0	0	0	0	0	0	4.0	0	8	In our library's archive room, there are records for 1720, 1732, 2467, and 3094 items.	4
5	0	0	1	0	0	0	2	0	0	1	1	0	0	0	1	1	0	1.0	0	2	He weighed himself 73.	4
10	0	0	1	1	0	3	0	2	0	0	1	1	0	0	1	0	0	3.0	0	6	The price of the art pieces is €29.	4
19	0	0	3	0	0	8	0	3	0	0	1	3	0	1	3	0	0	3.0	1	12	The order number is XS2310912, the product code is A1B234, the shipping cost is $32.	4
31	0	1	5	1	1	9	0	3	0	2	4	0	1	1	2	1	0	3.0	1	16	A local library offers a book sale with prices as follows: hardcover $3, paperback $1, DVD $2, CD $1  Or another example:  In a recent report, the average monthly electricity bills for four US regions were: Northeastern $125, Southern $115, Midwestern $105, Western $135.	4
29	0	0	4	2	2	8	0	2	0	4	5	1	1	2	1	2	0	6.0	2	11	Four people were seen boarding flight QF324 on the departure gates at 17:12 and took the last-minute seats numbered 3A, 4B, 22C and 15D.	4
35	0	0	6	1	2	13	0	1	0	3	8	0	0	0	0	2	1	4.0	1	24	To make a pizza crust, combine 1 1/3 cups water, 3 1/2 cups bread flour, 2 tbsp olive oil, and 1 1/2 tbsp salt, and knead for 7 minutes.	4
24	1	0	5	3	1	6	0	3	0	1	4	0	0	0	1	1	0	4.0	0	16	The speed limiter on the bike sets a maximum of 60, 70, 80, and 85 kilometers per hour, respectively.	4
30	2	0	6	3	2	9	1	3	0	1	3	0	0	0	1	1	0	6.0	0	16	In every batch, we mix a pound and a half of A-grade sugar (approximately 750 grams) and 3 pounds of flour (around 1.	4
35	0	1	5	1	1	4	1	1	0	2	10	1	1	0	1	2	1	6.0	1	19	In order to grow the best tomatoes, I have used fertilizer amounts of 5-7-4, 3-6-0, 10-10-10, and 15-15-15.	4
16	0	0	5	1	1	4	1	0	0	1	1	0	2	0	1	1	0	4.0	0	7	I use four baits for trolling: pink, orange, yellow, and chartreuse.	4
18	0	0	5	1	1	2	0	1	0	2	4	0	1	0	0	2	1	3.0	1	10	To unlock the combination safe, try 1978, 2716, 3625, and 1294 in sequence.	4
9	0	0	1	0	1	3	0	1	0	0	2	1	0	0	1	0	0	3.0	0	3	The order confirmation number is 2345678 or 4712983.	4
27	0	0	5	4	1	6	0	1	0	1	4	0	1	0	1	1	0	4.0	0	14	For the weekly budget, expenses on groceries amount to € 27, clothing € 32, dining out € 56, and entertainment € 17.	4
14	0	0	1	2	1	3	2	0	0	1	2	1	1	0	1	1	0	3.0	0	10	You can contact our support team at 800-123-4567 and 800-987-6543 for technical assistance.	4
15	0	0	4	1	1	1	2	0	0	1	4	1	0	0	1	1	0	5.0	0	6	You can contact us at (123) 456-7890, extensions 1111 or 2222.	4
14	2	0	2	1	0	3	0	1	0	2	3	0	0	0	1	2	1	5.0	1	7	Six apples weighing approximately 120 grams each, add up to 720 grams.	4
13	0	0	4	0	1	4	0	0	0	0	4	0	0	0	0	0	0	2.0	0	10	 2 cups, 3/4 cups, 2 tablespoons, and 1 teaspoon.	4
20	1	0	1	1	1	5	0	1	1	3	4	1	0	1	2	2	0	6.0	1	8	Each order contains approximately twenty five items and customers are requested to pay in advance thirty five US dollars.	4
27	0	0	3	5	1	6	1	1	3	1	4	1	1	1	1	0	0	4.0	1	12	The new sales record for our store in 2022 was 2395 items sold in March, 4782 items in April, and 6178 items in May.	4
21	2	0	3	0	2	3	2	1	0	4	3	0	1	0	3	3	0	3.0	0	13	A pizza has eight slices, and I shared two equal parts, so I took and ate exactly 3.	4
20	0	0	4	1	0	3	0	1	5	1	3	1	1	0	1	0	0	3.0	0	9	The new apartment complex is located at 1938 Elm Street, unit 3B, Santa Monica 90404 (732)549-7234.	4
20	1	0	3	0	1	4	2	1	0	1	2	3	2	0	3	1	0	3.0	0	11	My old phone number is 212-123-4567 and my new one is 646-987-3210 (both can still receive calls).	4
19	1	1	4	0	0	4	1	1	0	2	3	0	1	0	1	2	1	3.0	1	5	In order to properly calibrate this equipment, I need four specific measurements: 173 milliliters, 2.	4
19	0	0	3	1	2	2	0	2	2	0	4	1	1	0	1	0	0	4.0	0	5	The serial number of the printer is RL-3456 or LN-9823, 7322 or 5147.	4
9	1	0	2	0	0	1	1	0	0	1	2	1	0	0	1	1	0	3.0	0	3	You will need approximately 1233 milliliters (1.	4
18	0	0	2	2	1	4	3	2	0	2	2	0	0	0	1	1	0	4.0	0	11	There are three bottles in every case, and the case itself has four cases within it.	4
14	0	0	1	1	1	3	1	0	0	0	4	2	1	0	1	0	0	4.0	0	4	Your phone number should be 345 7862 or 9875 2341 for easy contact.	4
19	0	1	3	1	0	5	2	2	0	3	1	0	0	1	1	2	1	4.0	2	8	To test my hypothesis, I observed the sample for 17 hours, with readings taken every hour.	4
36	1	0	9	2	0	9	2	1	2	3	5	1	0	1	1	2	1	4.0	2	29	To place an order, dial our 24-hour hotline: 880-5689, Press 1 for English, Then Press 4, Pay with Card, Your 4-digit verification code is X378.	4
32	0	0	5	4	2	10	0	2	0	1	7	1	0	0	1	0	0	5.0	0	21	Five hundred fifty-six eggs, three pounds of butter, seventeen cups of flour, and one and a half gallons of milk are needed for the bakery recipe.	4
22	1	0	5	2	1	7	0	1	0	1	4	0	0	0	0	1	0	4.0	0	15	In this science experiment, mix 2 liters, 375 ml, 150 ml, and 500 ml of solution together.	4
12	0	0	3	1	0	3	2	0	0	1	2	0	0	0	1	1	0	4.0	0	3	I remember my phone number from childhood: 212-321-6857, 876-549-2379.	4
24	0	0	5	2	1	3	2	0	5	1	4	1	0	0	1	1	0	4.0	0	17	You may find me in apartment 3C at 23 Oak Lane or 147 Sycamore Grove, 11259-3456 NY (phone: 555-111-2222).	4
18	0	0	3	1	1	5	0	3	0	2	2	0	0	1	0	2	0	5.0	1	4	At the bus stop, please call the taxi company using these numbers: 777-333-1234 or 888-555-9112.	4
23	0	0	3	4	1	6	2	2	0	2	3	0	0	0	1	2	0	4.0	0	16	She ordered a cake with a diameter of 30 centimeters, height of 8 centimeters, and decorated it with 12 flowers.	4
