n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	SCONJ_constraint
11	0	0	1	2	0	3	1	1	0	1	1	1	0	0	1	1	0	3.0	0	7	We have scheduled the call for tomorrow at 10 a.	0
7	0	0	1	0	0	1	1	1	0	2	0	0	0	1	1	1	0	2.0	1	2	They all agreed to have coffee.	0
9	0	0	1	1	0	2	1	0	0	2	1	0	0	1	1	1	0	4.0	1	2	I need to purchase four liters of milk.	0
9	0	0	1	2	0	2	1	1	1	1	0	0	0	0	1	1	0	3.0	0	6	I have a meeting with Sarah at noon.	0
25	0	0	1	2	1	5	2	2	6	2	0	1	1	1	1	2	0	6.0	1	8	Our project is to implement an API gateway for our cloud application using a popular framework like Amazon API Gateway or Google's Apigee.	0
8	0	0	1	1	0	1	1	2	1	1	0	0	0	0	1	0	0	2.0	0	5	She reads at the library every Saturday.	0
10	0	0	1	2	0	3	1	2	0	1	0	0	0	0	1	0	0	3.0	0	3	The students read from their books in the library.	0
13	0	1	1	2	0	3	1	3	0	2	0	0	0	1	1	1	0	3.0	1	7	We met the client in the lobby before proceeding to the office.	0
8	0	1	2	0	0	1	1	1	0	2	0	0	0	0	1	1	1	2.0	1	2	If it thaws, serve the sorbet.	0
8	0	0	2	0	0	4	0	1	0	1	0	0	0	0	1	1	0	3.0	0	3	Some people prefer coffee, others tea.	0
7	0	0	1	1	0	2	0	2	0	0	0	1	0	0	1	0	0	2.0	0	4	The ball is in the air.	0
8	0	0	1	1	0	2	1	1	0	1	0	1	0	0	1	0	0	2.0	0	4	I'll leave tonight after the concert.	0
7	1	0	1	1	0	1	2	0	0	0	0	1	0	0	1	0	0	2.0	0	3	I'm here at your location.	0
8	0	0	1	1	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The monkey sits on the tree branch.	0
9	0	0	1	2	0	3	0	1	0	1	1	0	0	0	1	0	0	3.0	0	3	The car travels at sixty miles per hour.	0
12	0	0	1	2	0	4	1	1	0	1	1	1	0	0	1	0	0	2.0	0	8	We will meet at the bus stop tomorrow at 9 a.	0
16	1	1	3	0	0	2	1	1	0	3	0	3	0	2	3	0	0	3.0	2	7	"The manager warned, ""you will all be fired if productivity does not improve."	1
11	0	1	1	0	0	2	2	2	0	2	0	1	0	1	2	2	0	3.0	1	3	The baby will cry unless you give it a pacifier.	1
14	2	1	2	1	0	0	3	0	0	4	0	1	0	2	3	0	0	4.0	2	5	She will leave before he returns, provided he stays away for long.	1
10	0	1	2	0	0	1	2	1	0	3	0	0	0	2	2	1	0	3.0	2	4	The dog barked, alerting me if anyone approached.	1
26	0	1	2	1	1	4	4	3	0	5	0	3	0	2	3	2	2	5.0	4	9	If you fail to provide your password, the system will assume it's an attempt to hack and will shut down all your accounts.	1
18	0	1	2	1	0	3	2	2	0	2	0	2	1	0	2	2	1	3.0	1	9	If you don't plant vegetables in the garden, you won't have a bountiful harvest.	1
21	2	2	2	1	1	1	3	1	0	4	0	3	0	2	4	0	0	3.0	2	10	I will leave once the rain stops, but it doesn't seem like it will let up anytime soon.	1
14	1	1	2	0	0	2	1	2	0	2	0	2	0	0	2	1	1	3.0	1	8	If we don't find a solution soon, the project might fail.	1
13	0	1	1	1	0	2	2	2	0	2	0	1	0	1	2	1	0	3.0	1	5	She couldn't find the document unless she searched in the archives.	1
14	0	1	2	1	0	2	2	2	0	2	0	1	0	0	2	1	1	3.0	1	5	If it rains, we will not have a picnic in the park.	1
16	0	2	1	1	0	3	2	3	0	3	0	1	0	2	2	2	0	4.0	2	6	The rain will keep us from playing in the park unless we bring an umbrella.	1
13	0	1	2	0	0	2	2	1	0	2	0	1	1	0	2	2	1	3.0	1	7	If she receives poor grades, she cannot attend the conference.	1
12	1	1	2	1	0	0	2	0	0	2	0	2	0	0	2	0	1	2.0	1	5	If he doesn't eat soon, he will pass out.	1
15	0	1	2	1	0	4	1	3	0	2	0	1	0	0	2	1	1	3.0	1	4	After the storm had passed, we surveyed the damage at the construction site.	1
12	2	1	2	0	0	0	3	0	0	1	0	2	0	1	2	0	0	2.0	1	7	I wouldn't go there alone, if I were you.	1
15	0	1	2	1	0	3	3	2	0	2	0	1	0	0	2	2	1	3.0	1	5	After they had completed the mission, they realized the enormity of their achievement.	1
14	1	1	1	1	0	2	2	1	0	2	0	2	0	1	2	0	0	3.0	1	4	The cat would not sleep unless it was tucked securely in its blanket.	1
12	1	1	2	0	0	1	3	0	0	2	0	1	1	0	2	1	1	2.0	1	5	Before he spoke, I had already guessed his next query.	1
17	0	1	2	1	0	4	2	2	0	3	0	1	0	1	2	2	1	4.0	2	5	If the wind shifts direction, we might have to change the direction of our sails.	1
15	0	1	2	1	0	2	2	2	0	3	0	1	0	1	2	1	1	4.0	2	3	Although it might rain, we decided to have a picnic in the park.	1
13	2	0	1	0	0	4	0	3	0	2	0	0	0	1	2	1	0	3.0	1	5	The dog's tail wags subordinately when the owner enters the room.	1
11	0	1	2	0	0	2	1	1	0	2	0	1	1	0	2	1	1	2.0	1	5	If we delay, more rain can damage the construction.	1
20	2	2	2	1	0	2	3	1	0	4	0	2	1	0	1	3	3	4.0	3	10	Even if you've finished the assignment, checking it thoroughly before submitting will save you from potential embarrassment.	1
18	0	1	2	1	0	3	2	3	0	3	0	1	1	1	2	2	1	3.0	2	6	If you miss the bus, you'll have to wait an hour for the next one.	1
10	0	1	2	0	0	1	2	1	0	2	0	1	0	0	2	1	1	2.0	1	3	Before he could answer, she demanded an explanation.	1
19	2	1	1	3	0	3	2	3	0	2	0	1	1	1	1	1	0	4.0	1	6	She would rather go to the party alone than attend it in the company of an unreliable friend.	1
16	0	1	2	2	0	1	3	1	0	3	0	1	1	0	2	1	2	3.0	2	7	If he fails to show up, I'll make the necessary arrangements without him.	1
16	0	1	2	2	0	5	0	3	0	2	0	0	1	0	2	0	1	4.0	1	5	If the electricity fails, the security system remains active due to a battery backup.	1
17	2	0	2	0	0	2	3	1	0	4	0	1	0	2	2	2	0	4.0	2	6	She'd forgotten her keys, so she had to break a window to get in.	1
13	0	1	2	1	0	3	1	2	0	2	0	0	1	0	2	1	1	3.0	1	3	After the meeting concluded, we discussed the next steps in detail.	1
12	0	1	1	0	0	3	2	2	0	2	0	1	0	1	2	1	0	3.0	1	4	The boy would cry unless his mother sung him a lullaby.	1
12	2	1	2	0	0	1	3	0	0	2	0	1	0	0	2	1	1	2.0	1	7	If he confesses, his lies will no longer protect him.	1
12	2	1	2	0	0	1	1	1	0	2	0	2	0	0	2	0	1	2.0	1	8	If they arrive late, the show will have already started.	1
17	0	1	2	1	1	2	2	2	0	2	0	2	2	0	2	1	1	3.0	1	5	If I were rich, I would buy a big yacht and sail around the world.	1
13	0	1	1	1	0	3	2	1	0	2	0	1	0	1	2	1	0	3.0	1	4	The cat wouldn't move until I put food in its bowl.	1
12	0	1	2	0	0	3	1	2	0	2	0	1	0	1	2	1	0	3.0	1	5	The sun will set, if no clouds block its path.	1
13	0	1	2	0	0	1	1	1	0	3	0	2	1	1	1	1	1	3.0	2	6	If you touch the hot stove, be prepared to get burned.	1
14	1	2	2	0	0	2	3	0	0	3	1	0	0	1	2	3	1	2.0	2	6	Although she loves dogs, her father strictly forbids her from having one.	1
12	0	1	2	0	0	2	2	2	0	2	0	1	0	0	2	2	1	3.0	1	6	If she wins the lottery, she will travel the world.	1
13	0	1	2	0	0	3	2	2	0	2	0	1	0	1	2	2	0	3.0	1	6	He will leave the country, if he loses the court case.	1
18	0	1	2	0	1	5	2	3	0	3	0	1	0	0	2	3	1	3.0	1	7	Until the train approaches the station, the passengers must keep their seats and fasten their seatbelts.	1
19	1	1	2	1	0	2	2	2	0	4	0	2	0	1	2	1	1	4.0	2	5	If we don't act quickly, we may miss the opportunity to invest in this emerging market.	1
11	1	1	1	0	0	1	3	0	0	2	0	1	1	1	2	1	0	2.0	1	7	She leaves her office early if she is feeling unwell.	1
20	1	1	3	2	1	2	2	1	0	3	0	1	3	1	2	0	1	5.0	2	7	If you're thirsty, drink from the clear lake, but make sure you check for toxins first.	1
14	2	1	2	1	0	2	1	1	0	2	0	2	0	1	2	0	0	3.0	1	5	The baby will only sleep, if it's put to bed early.	1
12	0	1	2	1	0	1	2	1	0	3	0	0	0	1	1	1	1	3.0	2	4	If it rains, remember to bring an umbrella with you.	1
13	1	0	2	1	1	2	1	1	0	3	0	0	0	1	2	0	0	4.0	1	5	The sun rises earlier, yet she prefers to linger in bed.	1
15	0	1	2	0	0	2	2	2	0	3	0	2	0	1	2	2	1	3.0	2	7	If you don't wear a helmet, an accident could leave you paralyzed.	1
15	1	1	2	0	0	2	3	1	0	3	0	1	0	1	2	2	1	3.0	2	5	After she had finished her tea, she began to read the manuscript carefully.	1
16	3	0	2	1	0	3	1	2	0	4	0	0	0	1	2	1	2	3.0	3	5	Even when the rain starts coming, she still enjoys dancing in the park unbothered.	1
17	2	0	2	0	1	2	4	1	0	3	0	2	0	1	3	1	0	3.0	1	7	She would sing beautifully, yet her voice would lose all its charm when she spoke.	2
16	1	1	2	1	0	2	1	1	0	2	0	2	1	0	2	1	2	4.0	2	9	If we are unable to reach an agreement, negotiations must not drag on indefinitely.	2
26	1	1	2	2	1	5	3	2	0	3	0	3	2	1	3	2	0	4.0	1	18	She will attend the convention only if her favorite candidate wins the nomination, but her boyfriend may not be coming due to unforeseen circumstances.	2
24	1	1	2	3	0	3	0	2	5	3	1	0	2	0	2	2	1	5.0	1	10	Although Bush condemned the overthrow of democratically elected governments, the US supported Chile's military coup against democratic President Allende in 1973.	2
29	1	1	2	2	0	5	3	2	2	5	0	0	2	3	3	3	1	7.0	4	7	While the administration condemned Bush's comments, it failed to directly address the underlying concerns that led him to speak out against Clinton's foreign policy actions.	2
29	1	2	1	2	0	5	4	1	1	5	0	0	4	4	2	4	0	6.0	4	10	The President's criticism of foreign leaders does little to encourage respect for our own democratic process if he publicly opposes others while failing to support them himself.	2
17	0	0	1	2	0	4	2	2	0	1	0	2	2	1	1	1	0	4.0	1	4	The ambassador's arrival would be contingent upon our government receiving a positive response from theirs.	2
15	0	2	2	0	0	3	1	2	0	4	0	1	0	2	3	0	1	3.0	3	5	If the opposition candidate wins, the cabinet will continue serving unless they resign.	2
23	1	2	2	1	0	3	5	2	0	4	0	2	1	2	3	3	1	4.0	3	7	If they are planning a surprise party, they should avoid asking him specifically about it because he has a poor memory.	2
21	0	2	2	0	1	5	0	1	0	5	0	1	2	1	3	1	2	4.0	3	13	If the economy continues to struggle and if interest rates remain low, more consumers may choose to buy homes.	2
22	0	1	2	2	1	6	0	3	0	3	0	1	2	0	2	0	2	4.0	2	9	If both the president and the opposition leader refuse to engage in dialogue, political tensions could escalate into violent confrontations.	2
26	1	2	3	2	1	6	4	0	2	3	0	2	0	0	3	1	2	3.0	2	19	If we receive your application before October 1st, and if your background check is completed successfully, your employment will start on November 1st.	2
17	0	1	2	1	1	2	1	0	5	2	0	1	0	0	2	2	1	4.0	1	8	Although Leavy criticized Bush's comments, Clinton himself had advocated interventions in Haiti and Kosovo.	2
19	0	1	3	1	0	3	4	1	0	4	0	0	0	2	1	3	1	4.0	3	6	After hearing her cries, their mother scolded them, telling them not to play near the pool.	2
28	1	2	3	2	0	5	4	3	0	5	0	1	1	3	3	3	1	6.0	4	6	Even though she had finished her work, she kept staring at the computer screen, unwilling to turn off the monitor until she confirmed every detail.	2
21	1	2	2	0	0	4	3	1	1	3	0	2	1	1	3	2	1	3.0	2	8	Even if he had won the coin toss, John couldn't celebrate because he forgot his lucky baseball cap.	2
19	0	1	2	1	1	4	2	2	0	3	0	2	0	0	3	1	1	4.0	1	11	If it doesn't rain before harvest and the crops fail, the farmers will lose their livelihoods.	2
29	2	3	4	0	2	2	6	0	0	4	0	4	1	2	4	2	1	5.0	3	8	If she were here now, I would apologize for losing my temper; but she isn't, and I feel better for having spoken my mind.	2
25	1	1	4	2	0	5	2	3	0	3	0	2	1	0	3	2	1	3.0	1	9	If the project receives funding, we will hire additional staff; however, we cannot apply for the grant before the deadline.	2
21	1	1	2	3	0	4	0	4	2	1	0	1	2	0	2	1	1	3.0	1	13	While Bush opposes the CTBT, the testing of nuclear weapons by a nation is dangerous regardless of the opposition.	2
26	2	1	2	3	0	6	1	2	1	1	0	1	4	0	2	1	1	4.0	1	15	If Bush's comments were not dangerous enough, his support for foreign interventions without the consent of the international community raises even more alarm.	2
22	0	1	2	2	0	5	1	4	0	2	0	2	2	1	2	2	1	3.0	2	10	If I am correct, the candidate must receive a certain percentage of the votes in order to win the election.	2
16	1	1	2	1	0	2	1	2	1	2	0	2	1	0	2	1	1	4.0	1	9	If Bush overthrows a democratically elected government, it could be dangerous for this country.	2
30	1	1	3	3	3	6	1	4	0	5	0	0	3	0	2	3	1	6.0	1	20	If the president speaks out against dictatorship and supports the democratic process, yet condones the overthrow of democratically elected governments, it sets a confusing and contradictory precedent.	2
24	0	2	2	1	0	7	3	3	0	4	0	1	1	2	3	2	1	4.0	3	6	Although the new CEO promises a change, the employees question whether she can execute her vision given her lack of industry experience.	2
30	0	3	2	2	1	6	6	1	0	5	0	2	0	1	3	4	2	5.0	3	21	If she finishes her homework before dinner and if her parents don't ask her to help in the kitchen, she will watch TV after finishing her dinner.	2
17	0	1	3	0	0	3	2	1	0	4	0	1	1	1	2	2	1	4.0	2	6	Although they denied any wrongdoing, investors were required to return their ill-gotten profits.	2
29	2	2	2	2	0	6	3	4	0	5	0	1	1	3	2	3	0	5.0	3	13	The ambassador had promised to arrange the meeting before leaving the country, yet he unexpectedly changed his plans after learning about the sudden death of his sister.	2
29	0	2	2	2	1	4	6	2	0	3	0	4	1	2	4	4	0	4.0	2	16	I cannot finish the homework unless you provide me the necessary information, but I will be in trouble if I do not submit it on time.	2
28	0	1	2	3	1	7	4	3	0	3	0	2	1	1	2	2	0	3.0	1	16	The students will study for their exams in the library after completing their assignments, but they cannot bring their cell phones into the silent room.	2
25	0	3	2	2	0	3	2	3	0	4	0	3	2	3	2	0	1	5.0	4	5	Although the document may appear authentic, it is crucial to determine if it was created before the deadline as specified in the agreement.	2
16	1	1	2	0	0	5	1	1	0	2	0	0	3	0	2	2	1	3.0	1	7	Though the new policy allows more employee autonomy, it also mandates weekly performance reports.	2
22	2	1	2	1	1	4	4	0	0	5	0	1	0	2	2	3	1	4.0	3	12	If she studies diligently and finishes her homework before dinner, her mother will consider allowing her to watch TV afterwards.	2
21	0	1	3	2	0	3	2	2	0	2	0	5	0	0	2	1	1	3.0	1	9	" ""If she had not been wearing a life jacket, she would have been pulled under by the current."	2
26	1	1	2	3	1	5	1	3	2	2	0	1	4	0	2	2	1	5.0	1	8	If Bush overturns the government in Venezuela, it will cause a diplomatic storm in relations with that country and likely other Latin American nations.	2
25	0	2	3	2	0	5	2	2	0	3	0	2	3	0	3	1	2	4.0	2	16	Although the new software appears promising, unless we receive positive feedback from beta testers, it will not be released to the public.	2
20	3	1	2	2	0	4	0	3	1	2	0	1	1	0	2	1	1	5.0	1	9	While the overthrow of democratically elected governments is very dangerous for this country, Bush made the comments nonetheless.	2
25	1	2	2	2	0	5	5	1	0	3	0	2	0	1	3	1	1	3.0	2	9	Even if I pass my certification exams, I cannot work as a consultant if my references will not vouch for my professionalism.	2
25	1	1	4	1	1	4	2	3	0	3	0	2	1	1	2	3	1	4.0	2	9	 'If they are not granted an appeal' and 'otherwise they will have the opportunity to present new evidence to the jury.	2
34	1	2	4	0	1	9	3	4	0	6	0	3	1	2	4	4	1	5.0	3	15	If the budget is passed, the employees will lose their health insurance; if the employees lose their health insurance, they may have a more difficult time attracting and retaining talent.	2
21	1	1	2	2	0	5	0	2	0	3	0	1	3	1	2	1	1	4.0	2	8	While the economy is showing robust signs of growth, small businesses have yet to recover from the economic downturn.	2
30	1	3	3	2	1	4	5	2	0	5	0	2	1	3	4	2	1	5.0	4	11	If he were a different man, he would admit that fear drives him to this obsession, but he insists otherwise while refusing to let his guard down.	2
26	0	1	2	2	2	4	0	2	3	3	0	1	5	2	2	1	0	4.0	2	12	The United States government should consider both diplomatic and military measures to respond to this provocative actions from North Korea, if nuclear test occurs.	2
25	2	2	2	3	0	5	2	1	0	3	0	3	2	1	3	1	1	3.0	2	10	Even if she had an excellent performance record, she might still be passed over for promotion if upper management was biased towards men.	2
35	2	2	6	1	1	5	5	1	0	6	0	4	0	2	5	3	1	4.0	3	21	If they deny entry, we will apply for reconsideration, but we will not protest publicly; if we are granted entry, however, we will make a press statement to celebrate.	2
23	1	2	2	0	0	4	3	3	0	3	0	2	1	1	2	2	1	3.0	2	9	Even if she had all the necessary qualifications, it wouldn't matter if the hiring manager hadn't seen her resume.	2
19	1	1	2	2	0	4	2	2	0	3	0	1	0	0	2	2	1	3.0	1	8	Even if she won the race, the school would not accept her transcript due to missing coursework.	2
22	1	2	2	1	0	3	1	1	3	1	0	1	3	0	2	0	1	4.0	1	9	If Bush's comments were not dangerous enough, Leavy's defense of democratic governments made it clear that the U.	2
32	1	3	1	2	0	5	1	5	3	5	0	2	2	4	3	2	0	6.0	4	9	The spokesman for the National Security Council warned that it would be dangerous for the country to condone the overthrow of democratically elected governments if Bush continued to support the effort.	2
16	0	1	1	0	1	3	1	3	0	4	0	0	1	2	3	1	0	4.0	2	12	She refused to attend the festival if the rain continued and the ground stayed muddy.	2
40	2	4	5	1	2	4	9	2	0	8	0	2	0	0	6	5	5	5.0	5	35	Although she had eaten quite a lot, if he asked her to join him for dessert, and she felt like indulging herself, and they had time before their movie started, then she would gladly accept.	3
41	2	1	4	2	2	9	3	3	0	6	0	5	3	0	4	3	2	7.0	2	30	If the new product had been launched earlier, and it had received positive reviews from the industry leaders, and we had adequate resources to manufacture in volume, our projected revenue would have significantly exceeded the target figures.	3
27	2	1	3	3	0	4	5	3	0	2	0	2	1	0	2	3	1	3.0	1	17	If she couldn't trust him with the truth, even after all these years of friendship, why should she tell him her deepest secret? Despite the fact that they had shared so much, or maybe because of it, revealing this one truth felt too vulnerable.	3
40	2	1	4	7	1	7	1	6	0	3	0	5	2	0	2	0	2	4.0	2	34	If he hadn't agreed to the deal at the meeting, despite some reservations expressed by the others, and had instead held out for further concessions, the outcome of the negotiations would have been very different.	3
48	0	3	4	3	3	11	1	7	0	7	0	6	2	2	5	3	1	5.0	3	30	Before the board can consider this matter, the legal team must have reviewed all documents and advised whether their inclusion would put the company at risk or result in potential litigation, and until clearance is granted, the item should not appear on the agenda.	3
46	3	4	4	3	1	7	8	4	0	9	0	2	0	5	6	4	2	7.0	7	13	Before she decides to accept my proposal, let me explain some of the benefits our company can offer, as long as you believe these benefits outweigh your concerns for the project, and once you trust that we can work through disagreements constructively.	3
35	1	1	4	1	2	6	4	4	0	4	0	5	0	0	4	3	1	4.0	1	25	If she didn't forget her book, and the bus hadn't arrived late, and her dog hadn't chewed up the pages, she could have finished the assignment that night.	3
35	1	3	4	3	1	7	1	4	0	4	0	5	1	1	4	1	1	5.0	2	10	If we are to complete the project on time, the report must be submitted immediately, and all feedback from stakeholders should be incorporated, so that no objections remain prior to approval.	3
27	1	2	3	1	1	6	2	2	1	4	0	3	0	0	3	2	1	5.0	1	21	If John were to accept this position, and if our committee could reach consensus on his proposed changes, then the implementation process could begin.	3
44	3	2	4	4	2	5	5	4	0	7	0	5	0	2	4	2	2	5.0	4	28	Even if she knew about it, or didn't suspect a thing, or didn't care about the secret even if she did find out, it wouldn't change a thing regarding the plan we'd already put into motion.	3
24	0	2	3	0	1	5	1	2	0	5	0	3	2	0	3	0	2	4.0	2	18	Should the markets open as planned tomorrow, and the trading volumes be as anticipated, our forecasted quarterly earnings will remain unaffected.	3
40	1	3	7	0	1	5	6	2	0	6	0	5	2	2	6	4	1	4.0	3	15	If I fail this test, I will study longer hours; if my grades do not improve, I will retake the test; and, if I still don't pass, I will seek extra tutoring.	3
41	4	0	4	2	4	4	5	3	0	6	0	4	3	1	4	3	1	5.0	2	15	Should it rain heavily during the outdoor concert and we don't bring umbrellas, we might regret our decision to stay, and we could all potentially get wet and uncomfortable, and even miss some of the music.	3
53	1	2	5	2	3	13	2	7	0	9	0	6	2	4	6	3	2	5.0	6	36	Assuming this proposal receives approval, the project team can proceed with developing a new application, and the developers could be directed to start working on the backend architecture, but once the testing is complete and user acceptance is granted, we would then release it into the production environment.	3
37	2	1	4	3	1	6	3	5	0	4	0	6	0	0	2	2	1	3.0	1	19	If you hadn't been distracted by that text message, had focused on the road, and had kept both your hands on the wheel, we wouldn't be discussing this accident right now.	3
44	2	3	4	3	2	6	4	3	1	4	0	7	1	0	4	2	1	5.0	1	33	If she wouldn't have eaten the raw pork, or if the meat hadn't been contaminated with Trichinella spiralis, or if her doctor hadn't warned her of the symptoms, she wouldn't be suffering from trichinosis right now.	3
31	2	1	4	2	2	9	0	4	0	4	0	1	2	1	2	2	1	5.0	2	10	If the storm continued unabated throughout the night, the power lines may come down, causing a blackout, and potentially damaging nearby structures with falling trees and debris.	3
33	1	1	6	1	2	7	2	3	0	4	0	2	3	1	3	3	1	4.0	2	12	Before we make the final sale, we should obtain legal approval, verify the customer's credit history, and ensure all paperwork is accurate and up-to-date.	3
37	3	2	5	2	0	5	7	2	0	5	1	3	1	0	3	4	4	5.0	4	27	If she could find the time to meet me, despite her busy schedule, which would only last 30 minutes, after finishing her report, then I could explain the issue properly to her.	3
35	1	1	4	3	2	9	1	5	0	4	0	4	0	0	4	2	1	4.0	1	21	If the proposal had received the board's approval, and funding was secured accordingly, and production began on schedule, we might have launched the product by the end of the year.	3
35	2	1	4	2	2	5	2	4	0	5	0	3	3	1	4	1	2	5.0	3	28	If it rains heavily before the event, and the field is too wet to host it, or the forecasts call for stormy weather, the outdoor concert will need to be cancelled.	3
48	6	1	3	1	3	9	1	6	0	7	0	4	3	1	4	3	4	7.0	5	35	If the weather remains dry and the winds are not strong enough to blow away the smoke, and the residents are asked to stay indoors and keep their windows closed, then the containment team will be able to bring the fire under control more effectively.	3
48	4	3	4	4	2	7	4	5	1	8	0	3	1	1	5	3	4	6.0	5	34	Although Jack had forgotten to bring cash, but he knew he could rely on the kindness of strangers and maybe even stop at the bank if absolutely necessary, if all else failed, he would find a way to make it to dinner that evening.	3
35	2	1	4	0	3	6	1	5	0	5	0	4	2	1	3	3	1	4.0	2	19	If the reports were incorrect, and the market had not reacted negatively, or even welcomed the news, we would be required to issue a clarification and provide a corrective disclosure statement.	3
44	3	2	5	3	2	5	7	3	0	6	0	4	2	2	4	2	3	7.0	5	18	Even though she had finished baking the pies, and the kitchen filled with their warm aroma, she still hadn't washed the dishes, yet it was important for her to clean up after herself, otherwise her mother might disapprove.	3
45	0	4	3	5	2	9	6	2	0	4	0	4	5	1	5	1	3	6.0	4	26	Although she knew that her proposal might be met with resistance from upper management, if it weren't for the impending product launch date, yet she felt confident that her team could pull it off with a little more time and resources.	3
37	0	1	4	3	2	9	2	5	0	5	0	1	3	1	4	1	1	5.0	2	19	If the weather remains calm, and the moon appears full, and it's not obscured by clouds, the hunters hope to capture a clear image of the forest with their camera traps tonight.	3
39	1	1	3	5	2	8	3	5	0	5	0	1	1	2	2	3	0	5.0	2	15	The coach will advise you to wear layers in the cold conditions, not to stop and warm up by the fire until the interval, and for you to eat your energy bars regularly throughout the race.	3
