n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
12	0	0	3	0	1	4	0	0	0	3	0	0	1	0	2	0	0	4.0	0	5	Iced coffee percolates, bubbles rise, and creamy froth topples.	3
19	2	0	3	1	1	5	0	4	0	3	0	0	0	0	3	1	0	4.0	0	11	The sun sets silently, the children laugh joyfully, and the breeze caresses the petals of roses.	3
10	0	0	2	0	1	2	0	2	0	3	0	0	0	0	1	1	0	3.0	0	4	The dog jumps, swims and retrieves the frisbee.	3
18	0	0	4	0	1	2	3	0	0	5	0	0	2	1	1	2	1	4.0	2	11	Sneezing, coughing, and wiping her runny nose, she tried to enjoy her spicy taco.	3
12	0	0	3	0	1	2	0	2	0	3	0	0	1	0	1	1	0	3.0	0	5	The cat chased, jumped, and caught the colorful bird.	3
12	0	0	3	1	1	2	0	2	0	3	0	0	0	0	1	1	0	3.0	0	5	The dog jumps, fetches, and brings back the frisbee.	3
15	0	0	2	1	1	4	0	4	0	3	0	0	0	0	1	2	0	3.0	0	9	The dog jumps over the puddle, skips a stone and catches a frisbee.	3
13	1	0	3	0	1	4	0	0	0	2	0	0	2	0	0	2	0	3.0	0	9	Explore new cities, dance salsa passionately, and cook elaborate meals.	3
17	0	0	4	2	0	5	2	0	0	2	0	0	2	0	1	0	1	2.0	1	8	Running, jumping, swimming: they engage in various aquatic activities during their summer vacation.	3
17	0	0	3	2	1	4	0	4	0	3	0	0	0	0	1	1	0	3.0	0	10	The dog jumps over the fence, chases the ball, and barks at the mailman.	3
14	0	1	3	0	1	2	0	2	0	4	0	0	1	1	1	1	0	4.0	1	7	Swim, dive, and climb the rocky outcrop while the sun sets.	3
13	1	0	3	0	1	2	1	1	0	3	0	0	1	0	1	2	0	3.0	0	8	She sings a song, dances gracefully, and paints stunning landscapes.	3
12	0	0	2	1	1	2	0	2	0	3	0	0	1	0	1	0	0	2.0	0	8	The children laugh, jump and play in the sunlit meadow.	3
12	0	0	3	0	1	3	0	2	0	2	0	0	1	0	1	1	0	3.0	0	5	The cat chases, catches, and savors a shiny mouse.	3
12	0	0	3	1	1	3	0	1	0	3	0	0	0	0	0	2	0	3.0	0	6	Dance, sip coffee, and share stories at the bonfire.	3
18	1	0	3	1	1	4	1	4	0	3	0	0	0	1	3	1	0	4.0	1	13	The dog chases the cat, which jumps over the fence, and the bird sings happily.	3
15	0	0	3	2	0	2	0	2	0	3	0	0	3	0	0	0	0	4.0	0	5	Explore, create, innovate within the dynamic digital environment of the 21st century.	3
16	0	0	3	2	1	5	0	2	0	3	0	0	0	0	3	0	0	3.0	0	7	The dog chases, catchers catch, and runners run past the park at sunset.	3
14	0	0	3	1	1	3	0	3	0	3	0	0	0	0	1	1	0	3.0	0	5	The dog jumps, catches, and throws the frisbee for the turtle.	3
13	0	0	3	1	0	2	1	0	0	4	0	0	1	1	0	1	0	4.0	1	5	Explore, discover, innovate within your field to make significant impact.	3
18	0	0	3	2	1	5	0	4	0	3	0	0	0	0	1	2	0	3.0	0	10	The cat chased the rabbit, leapt over a brook, and caught a fish for breakfast.	3
16	0	0	3	1	1	4	0	4	0	3	0	0	0	0	1	2	0	3.0	0	10	The dog chases the cat, jumps over a fence, and catches a ball.	3
24	5	1	5	1	1	4	1	1	0	5	0	0	0	1	1	2	1	4.0	2	13	Dancing enthusiastically, she bakes bread passionately, paints the walls beautifully, sings happily, and exercises vigorously before going to bed.	5
16	0	0	6	0	1	3	2	0	0	4	0	0	0	0	1	1	1	3.0	1	12	Jumping, singing, writing, laughing, and dancing, they expressed their joy.	5
14	0	0	5	1	1	6	1	0	0	0	0	0	0	0	0	0	0	2.0	0	12	Swimming, hiking, painting, cooking, and coding during my holiday.	5
16	0	0	5	0	0	5	0	1	0	5	0	0	0	0	5	0	0	3.0	0	12	The sun rises, paintbrushes dip, birds sing, dogs chase, students study.	5
10	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1.0	0	8	Danced, laughed, painted, sung, cooked.	5
18	0	0	5	1	1	7	0	0	0	1	0	1	2	1	1	0	0	3.0	1	12	Swimming, cycling, dancing, painting, and hiking are popular activities enjoyed by many people.	5
31	3	0	5	3	1	11	0	2	0	6	0	0	0	0	5	2	0	3.0	0	25	Sailing boats races across the lake, elephants dance elegantly, monkeys acrobatically jump from tree to tree, children laugh and play soccer, chefs skillfully prepare a feast.	5
16	0	0	5	1	1	5	0	1	1	1	0	0	1	0	1	1	0	3.0	0	13	John laughs, crouches, points, whispers, and hands over a small box.	5
18	0	0	5	0	2	7	0	0	0	4	0	0	0	0	1	3	1	4.0	1	13	Playing soccer, juggling balls, cycling, painting, and practicing piano require dedication and skill.	5
14	0	0	5	0	1	6	0	0	0	0	0	1	1	0	1	0	0	3.0	0	12	Swimming, dancing, painting, cooking, and laughing are joyful activities.	5
10	0	0	5	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1.0	0	8	Dancing, singing, painting, running, cooking.	5
16	0	0	5	1	1	1	0	1	0	6	0	0	1	1	1	1	0	3.0	1	9	Children dance, sing, draw, cook, and help each other clean up.	5
11	0	0	5	0	1	4	0	0	0	1	0	0	0	0	0	0	0	2.0	0	9	Sneezing, shivering, dancing, painting, and laughing.	5
16	0	0	5	1	1	1	0	2	0	4	0	0	2	0	1	0	0	3.0	0	9	The cats hissed, meowed, scratched, nibbled, and leapt towards each other.	5
18	0	0	5	0	1	6	1	1	0	4	0	0	0	0	1	4	0	3.0	0	13	She bakes bread, cooks pasta, irons clothes, cleans windows, and does the gardening.	5
13	0	0	5	0	1	3	0	1	0	3	0	0	0	0	1	0	0	2.0	0	9	The caterpillar wriggles, chews, grows, pupates, and emerges.	5
17	0	0	5	0	1	7	0	1	0	3	0	0	0	0	3	0	0	4.0	0	10	The sun rises, birds sing, flowers blossom, wind whistles, and children play.	5
21	1	0	14	0	1	0	0	0	0	5	0	0	0	0	0	0	0	3.0	0	12	" ""eagerly brushed,"" ""cooked,"" ""cleaned,"" ""completed,"" and ""worked."	5
15	0	0	5	1	1	2	0	0	0	5	0	0	1	0	0	2	0	3.0	0	10	Dancing, laughing, singing, writing letters, and hiking up steep trails.	5
19	0	0	5	0	1	7	0	0	0	5	0	0	1	0	1	4	0	3.0	0	14	Explorers map terrains, sail vessels, discover islands, decipher ancient texts, and forge lasting alliances.	5
10	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1.0	0	8	Swimming, dancing, cooking, hiking, painting.	5
17	0	0	5	1	1	7	0	1	0	1	0	0	1	0	1	1	0	3.0	0	11	Swimming, dancing, painting, laughing, and cooking all create unique expressions of joy.	5
16	0	0	5	0	1	5	0	0	0	5	0	0	0	0	5	0	0	2.0	0	13	Dogs bark, cats purr, birds fly, people laugh, and sunlight warms.	5
15	0	0	5	0	1	4	0	1	0	3	0	0	1	0	1	1	1	3.0	1	10	Singing, laughing, clapping, dancing, and cooking create an exhilarating evening.	5
14	0	0	5	0	1	2	0	0	0	5	0	0	1	0	1	1	0	3.0	0	9	Dancers twirl, jump, leap, laugh, and create beautiful art.	5
11	0	0	5	0	1	5	0	0	0	0	0	0	0	0	0	0	0	2.0	0	9	Swimming, singing, painting, running, and coding.	5
33	3	0	5	2	2	9	0	7	0	5	0	0	0	0	4	1	0	4.0	0	29	The cat jumps over the fence, the children laugh and clap, the wind blow away papers on the ground, a pigeon coos loudly, and the sun slowly sets.	5
17	0	0	5	1	1	6	0	2	0	2	0	0	0	0	1	0	0	3.0	0	9	The children play, dance, paint, draw, and sing during the birthday party.	5
35	0	0	5	4	1	10	0	6	0	5	0	1	2	1	1	3	1	5.0	2	24	Exploring new islands, fishing for dinner, dancing under the stars, building a shelter, and writing in a journal are some ways to fill a day on a deserted tropical island.	5
21	0	0	5	0	1	6	0	5	0	4	0	0	0	0	4	0	0	4.0	0	13	The dog jumps, the children laugh, the sun sets, the stars twinkle, and the wind whistles.	5
31	2	1	4	2	2	8	1	6	0	5	0	0	0	2	4	2	0	5.0	2	17	The cat scratches the tree bark, while the dog barks at the mailman, who waves and drops letters into the mailbox, and the birds tweet joyfully overhead.	5
46	1	1	6	4	1	10	1	9	0	8	0	0	5	3	1	6	1	6.0	4	16	Exploring the ancient ruins, I discovered a map hidden in a sarcophagus, unlocked the cryptdoor with a golden key, triggered a complex trap mechanism by pressing a hidden button, and emerged victorious from the tomb, carrying the valuable treasures within.	5
14	0	0	5	0	1	6	1	0	0	1	0	0	0	0	1	1	0	3.0	0	10	Dancing, hiking, painting, reading, and gardening enrich my life.	5
25	1	0	5	1	1	5	1	2	0	5	0	0	4	0	1	3	0	4.0	0	19	She baked delicious cookies, sang cheerful songs, painted intricate landscapes, swam gracefully in the pool, and programmed an intelligent robot.	5
22	0	0	5	2	1	5	1	1	0	5	0	0	2	0	1	2	1	3.0	1	10	Savoring delicious sushi, we laughed, jested, marveled at the artwork, and clinked chopsticks against empty sake glasses.	5
17	0	0	5	1	1	5	1	1	0	1	0	1	1	0	1	0	0	3.0	0	11	Dancing, laughing, cooking, painting, and gardening are some of my favorite hobbies.	5
11	0	0	5	0	1	5	0	0	0	0	0	0	0	0	0	0	0	2.0	0	9	Walking, running, climbing, swimming, and dancing.	5
12	0	0	5	0	1	1	0	0	0	5	0	0	0	0	1	0	0	2.0	0	9	Explorers discovered, mapped, unearthed, settled, and cultivated.	5
14	0	0	5	1	1	2	0	1	0	4	0	0	0	0	0	0	0	3.0	0	9	Dances, sing, write, cook, and paint during the sunset.	5
25	2	0	4	1	1	6	1	3	0	6	0	0	1	0	1	4	1	3.0	1	14	Dancing enthusiastically, she drew the bow, juggled flaming torches elegantly, cooked a gourmet meal and played soothing music at the party.	5
22	0	0	5	1	1	6	3	2	0	4	0	0	0	0	1	3	0	3.0	0	12	She laughs, sips her tea, dances, paints sunflowers, and plays the violin in her garden every morning.	5
20	0	0	5	0	0	6	0	5	0	4	0	0	0	0	4	0	0	4.0	0	16	The sun rises, the winds shift, the river floods, the flowers bloom, the birds migrate.	5
16	0	0	5	0	0	7	0	1	0	3	0	0	0	0	3	0	0	3.0	0	9	The sun sets, birds migrate, wind howls, children play, dogs bark.	5
16	1	0	5	0	1	8	0	1	0	0	0	0	0	0	1	0	0	3.0	0	11	The gardener plants, waters, prunes, rakes leaves, and deadheads flowers daily.	5
11	0	0	5	0	1	5	0	0	0	0	0	0	0	0	0	0	0	2.0	0	9	 dancing, laughing, painting, building, and cooking.	5
23	3	0	5	1	1	3	2	3	0	5	0	0	0	0	1	3	0	3.0	0	17	The dog barks loudly, jumps enthusiastically, fetches the ball, throws it into the air, and chews it eagerly.	5
17	0	0	5	1	1	6	0	0	0	4	0	0	0	0	4	1	0	2.0	0	10	During sunrise, swans dance, children laugh, artists paint, and tourists take photos.	5
17	0	0	5	0	1	5	0	1	0	5	0	0	0	0	5	0	0	3.0	0	14	Dogs leap, frogs hop, kids laugh, birds fly, and the sun sets.	5
16	1	0	5	0	1	6	1	0	0	1	0	1	0	0	1	1	0	3.0	0	12	Swimming, dancing, writing, painting, and hiking can all enrich your life.	5
13	0	0	4	0	1	6	1	0	0	1	0	0	0	0	1	1	0	3.0	0	9	Swimming, painting, dancing, hiking and cooking fill their weekends.	5
41	1	1	6	5	1	9	3	6	0	9	0	0	0	6	4	2	1	9.0	7	27	While hiking through the forest, I spotted a fox chasing a rabbit, which started running, followed by a group of deer, their ears twitching, and a family of raccoons gathered nearby rummaging through the bushes.	7
15	0	0	7	0	1	7	0	0	0	0	0	0	0	0	0	0	0	2.0	0	13	Sneezing, laughing, painting, dancing, cooking, cleaning, and hiking.	7
41	3	2	5	4	1	7	5	3	1	8	1	0	0	3	7	2	0	5.0	3	38	She walked swiftly on a treadmill as he juggled six balls, I cooked dinner whilst her brother studied, the puppy begs for food next to us, the cat jumped up to look outside, and Grandma knitted.	7
