n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NOUN_constraint
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The sunflowers wilted in the rain.	2
12	0	0	1	1	1	4	0	2	0	1	0	0	2	0	1	1	0	3.0	0	6	Apples and oranges on the table create an appealing visual contrast.	2
9	0	0	1	1	1	4	0	0	0	0	0	1	1	0	1	0	0	3.0	0	5	Dogs and balls are popular playthings for children.	2
11	0	0	1	1	1	3	0	3	0	1	0	1	0	0	1	0	0	3.0	0	5	The elephant and the tiger are battling in the savannah.	2
10	0	0	1	1	1	4	0	0	0	1	0	0	2	0	1	1	0	3.0	0	3	Books and mountains hold vast depths of untold narratives.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The cat jumps on the mat.	2
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The sunflowers wilt in the rain.	2
9	0	0	1	0	1	4	0	2	0	1	0	0	0	0	1	1	0	3.0	0	3	The moon and stars illuminate the night sky.	2
8	0	0	1	1	0	3	0	2	0	0	0	0	1	0	0	0	0	2.0	0	4	The mooncasts reflection on the tranquil lake.	2
9	0	0	1	0	1	3	0	2	0	1	0	0	1	0	1	1	0	3.0	0	3	The rose and vase share the same colors.	2
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	The elephant trampled the tulips.	2
7	0	0	1	0	0	3	0	1	0	1	0	0	1	0	1	1	0	2.0	0	2	The apple tree bears golden pears.	2
9	1	0	1	1	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The sunflower garden shines brilliantly in the sun.	2
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	The sunflowers illuminated the meadow.	2
7	0	0	1	0	0	3	0	1	0	1	0	0	1	0	1	1	0	2.0	0	2	The library books demand quiet respect.	2
6	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	The sunflowers brightened the meadow.	2
10	0	0	1	0	0	4	0	2	0	1	0	0	1	0	1	1	0	3.0	0	3	The moon's shining light illuminates the tranquil lake.	2
8	0	0	1	0	1	3	0	1	0	1	0	0	1	0	1	1	0	3.0	0	3	Apples and pies make a delicious combination.	2
10	1	0	1	1	0	4	0	2	0	1	0	0	0	0	1	0	0	2.0	0	5	The sunflower field shines brilliantly in the summer sun.	2
11	1	0	1	2	0	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The sunflower in the garden swayed gently in the breeze.	2
8	0	0	1	0	0	3	0	1	0	1	0	0	1	0	1	1	0	3.0	0	2	The library's shelves hold countless books.	2
10	0	0	1	0	0	4	0	1	0	2	0	0	1	1	1	1	0	3.0	1	3	Book club members selected a new novel to read.	2
8	0	0	1	0	0	3	0	2	0	1	0	0	0	0	1	1	0	3.0	0	2	The sunflower's petals surround the seed.	2
16	1	0	2	1	0	6	0	2	1	2	0	0	1	1	1	1	0	3.0	1	7	The carnival Ferris wheel spun rapidly, casting long shadows over the cotton candy stalls.	2
7	0	0	1	0	1	4	0	0	0	1	0	0	0	0	1	1	0	3.0	0	2	Bookstore patron chooses novel and biography.	2
9	0	0	1	1	0	3	0	1	0	1	1	0	0	0	1	0	0	3.0	0	3	The clock's hands hover at nine o'clock.	2
8	0	0	1	0	0	3	0	2	0	1	0	0	0	0	1	1	0	3.0	0	2	The elephant's trunk caresses the water.	2
6	0	0	1	0	0	2	0	1	0	0	0	1	1	0	1	0	0	2.0	0	2	The sunflower garden is beautiful.	2
8	0	0	1	1	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The sunflowers swayed in the evening breeze.	2
7	0	0	1	1	0	3	0	1	0	1	0	0	0	0	1	0	0	2.0	0	4	Daffodils dazzle in the morning sun.	2
8	0	0	1	1	0	3	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The elephant trampled through the bamboo forest.	2
8	2	0	1	0	1	2	0	1	0	1	0	0	0	0	1	0	0	3.0	0	3	The sunflower and vase blend beautifully together.	2
11	1	0	1	1	0	4	0	2	0	1	0	0	1	0	1	1	0	2.0	0	6	The car radio plays music softly in the rainy evening.	2
8	0	0	1	0	1	4	0	0	0	0	0	1	1	0	1	0	0	3.0	0	6	Apples and oranges are common market produce.	2
7	0	0	1	0	0	3	0	2	0	1	0	0	0	0	1	1	0	2.0	0	2	The clock radio illuminated the room.	2
10	0	0	1	1	0	3	0	2	0	1	0	0	1	0	1	0	0	3.0	0	3	The sunflower's vibrant petals dance in the wind.	2
10	0	0	1	1	0	5	0	2	0	1	0	0	0	0	1	1	0	2.0	0	5	The clock radio illuminates the bedroom as morning dawns.	2
15	0	0	4	1	1	6	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	The cheetah, zebra, giraffe, and elephant played near the watering hole.	4
15	0	0	4	0	1	6	0	2	0	1	0	0	1	0	1	1	0	3.0	0	8	The gardener, sunflowers, hose, and sun watered the vibrant sunflower field.	4
14	0	0	4	1	1	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	The elephant, monkey, tiger, and watermelon played near the riverbank.	4
18	0	0	4	1	1	7	0	2	0	1	0	0	1	0	1	0	0	4.0	0	11	The sunflower, beehive, artist's palette, and museum entrance blend in an extraordinary tableau.	4
17	0	0	4	1	1	7	0	2	0	1	0	1	0	0	1	0	0	3.0	0	10	The laptop, mouse, coffee cup, and book are scattered on the kitchen table.	4
14	0	0	4	1	1	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	The lion, zebra, cheetah, and gazelle frolicked in the savannah.	4
15	0	0	4	2	1	6	0	1	0	1	0	0	0	0	1	0	0	3.0	0	8	Apples, oranges, carrots, and potatoes line up on the kitchen counter.	4
17	0	0	4	0	1	7	0	2	0	1	0	0	1	0	1	1	0	3.0	0	8	The librarian, laptop, book, and sunflower arranged the library's annual fundraising event.	4
13	0	0	3	0	1	5	0	2	0	1	0	0	1	0	1	1	0	3.0	0	7	The sunflower, kangaroo, moon and piano performed an enchanting concert.	4
14	0	0	4	0	1	5	0	2	0	1	0	0	1	0	1	1	0	3.0	0	8	The sunflower, beehive, painter, and easel create a tranquil scene.	4
14	0	0	4	1	1	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	The elephant, tiger, monkey, and giraffe roamed through the savanna.	4
14	0	0	3	1	1	6	0	1	0	1	0	0	1	0	1	1	0	3.0	0	7	Apples, monkeys, trees and rivers coexist harmony in the lush jungle.	4
14	0	0	4	0	1	5	0	2	0	1	0	0	1	0	1	1	0	3.0	0	8	The sunflower, beehive, gardener, and scarecrow form a picturesque scene.	4
14	0	0	4	0	1	5	0	2	0	1	0	0	1	0	1	1	0	3.0	0	8	The monkey, banana, jungle, and river create an exciting scene.	4
17	0	0	4	0	1	5	0	5	0	1	0	0	1	0	0	1	0	3.0	0	11	The elephant, the tree, the river, and the sun created an enchanting scene.	4
16	1	0	4	1	1	6	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	The elephant, tiger, zebra, and rhino roamed freely in the wildlife reserve.	4
16	0	0	4	2	1	6	0	2	0	1	0	0	0	0	1	1	0	3.0	0	8	Apples, oranges, cakes, and chairs make up the content of this marketplace.	4
17	0	0	4	0	1	6	0	2	0	2	0	0	1	1	1	1	0	3.0	1	9	The monkey, banana, coconut tree, and jungle collaborated to create a delightful ecosystem.	4
14	0	0	4	0	1	5	0	2	0	1	0	0	1	0	1	1	0	3.0	0	8	The lion, zebra, cheetah, and giraffe roamed the African savannah.	4
12	1	0	4	0	1	4	0	1	0	1	0	0	0	0	1	0	0	3.0	0	9	The sunflower, beehive, carnival, and violin harmonically coexist.	4
14	0	0	4	1	1	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	The tiger, elephant, zebra, and rhinoceros roamed in the savanna.	4
9	0	0	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2.0	0	7	Apples, elephants, sunflowers, and clocks.	4
15	0	0	4	1	1	5	0	2	0	1	0	0	1	0	1	0	0	3.0	0	8	The lion, cheetah, zebra, and gazelle graze in the African savannah.	4
14	0	0	4	1	1	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	The lion, zebra, elephant, and giraffe wandered through the savanna.	4
14	0	0	4	0	1	5	0	2	0	1	0	0	1	0	1	1	0	3.0	0	8	The sunflower, vase, water, and butterfly create a vibrant scene.	4
15	1	0	4	1	1	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	The lion, zebra, cheetah, and giraffe grazed peacefully in the savannah.	4
15	0	0	4	0	1	5	0	1	0	1	0	1	1	1	1	0	0	3.0	1	10	The monkey, banana, jungle, and snake interaction is fascinating to observe.	4
16	0	0	4	1	1	6	0	2	0	1	0	0	1	0	1	0	0	3.0	0	9	The sunflower, hummingbird, wind turbine, and library collaborated on a stunning project.	4
13	0	0	3	1	1	6	0	2	0	0	0	0	0	0	0	0	0	3.0	0	7	The sun, monkey, carrot and kite dance in the wind.	4
14	0	0	4	0	1	5	0	2	0	1	0	0	1	0	1	1	0	3.0	0	8	The chef, tomatoes, basil, and pasta prepared a delicious sauce.	4
18	0	0	4	1	1	6	2	2	0	1	0	0	1	0	1	1	0	3.0	0	9	The lighthouse, seagull, compass, and fog all played their roles in our nautical adventure.	4
16	0	0	4	1	1	7	0	2	0	1	0	0	0	1	0	0	0	4.0	1	9	The sunflower, garden hose, picnic basket, and kitten frolicked in the sunlight.	4
14	0	0	4	1	1	5	0	1	0	1	0	0	1	0	1	0	0	3.0	0	8	Lions, grapes, mountains, and oceans collide into a vibrant landscape.	4
12	1	0	4	0	1	4	0	1	0	1	0	0	0	0	1	0	0	3.0	0	8	The elephant, carnival, trombone, and umbrella collided unexpectedly.	4
17	0	0	4	2	1	7	0	3	0	0	0	0	0	0	0	0	0	3.0	0	8	The sunflower, butterfly, elephant, and carousel spin in the breeze during the carnival.	4
18	1	0	6	0	2	7	0	1	0	1	0	0	0	0	1	1	0	3.0	0	9	The elephant, carnival, tulip, and piano harmonically combine colors, sounds, and emotions.	4
14	1	0	4	0	1	5	0	2	0	1	0	0	0	0	1	1	0	3.0	0	8	The elephant, tiger, zebra, and giraffe explored the savanna together.	4
15	0	0	4	0	1	6	0	2	0	1	0	0	1	0	1	1	0	3.0	0	8	The sunflower, beehive, butterfly, and windchime create a beautiful garden scene.	4
16	0	0	4	1	0	7	0	3	0	1	0	0	0	0	1	1	0	2.0	0	7	The chef, restaurant, kitchen, oven prepared a gourmet meal for the guests.	4
18	0	0	4	2	1	7	0	3	0	1	0	0	0	0	1	1	0	4.0	0	14	The chef served a platter of shrimp, avocado, corn, and steak to the guests.	4
16	0	0	4	1	1	6	0	3	0	1	0	0	0	0	1	0	0	3.0	0	9	The elephant, banana, monkey, and grass all interacted within the wildlife reserve.	4
15	1	0	4	1	1	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	The lion, elephant, zebra, and cheetah roamed together in the savanna.	4
14	0	0	4	1	1	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	8	The elephant, tiger, monkey, and zebra roamed through the jungle.	4
13	0	0	4	1	0	5	1	1	0	1	0	0	0	0	1	0	0	2.0	0	7	A monkey, banana, jungle, sunset plays before our eyes.	4
14	0	0	4	1	1	5	0	2	0	1	0	0	0	0	1	0	0	3.0	0	9	The librarian, dragon, princess, and clock all assembled in anticipation.	4
15	0	0	4	0	1	6	0	2	0	1	0	0	1	0	1	1	0	3.0	0	9	The pirate, parrot, treasure chest, and compass roamed the exotic island.	4
15	0	0	4	1	1	5	0	2	0	1	0	1	0	0	1	0	0	3.0	0	9	The elephant, tiger, zebra, and giraffe are roaming in the savanna.	4
18	0	0	4	1	1	6	0	5	0	1	0	0	0	0	1	1	0	3.0	0	11	The monkey, the banana, the boat, and the sun set sail on the lake.	4
19	0	0	4	1	1	6	0	6	0	1	0	0	0	0	1	1	0	3.0	0	11	The lion, the zebra, the tree, and the monkey enjoy a picnic under the shade.	4
15	0	0	4	1	1	6	1	0	0	1	0	0	1	0	1	0	0	3.0	0	9	Lions, zebras, acacias, and watering holes interact in their African habitat.	4
28	0	0	7	3	1	11	0	3	0	2	0	0	1	1	1	1	0	5.0	1	18	The archaeologists discovered artifacts made of silver, jade, bronze, pottery, ivory, marble, and gold during the excavation of the ancient ruins.	7
21	0	0	7	1	1	9	0	2	0	1	0	0	0	0	1	0	0	3.0	0	14	The elephant, zebra, giraffe, rhinoceros, hippopotamus, crocodile, and flamingo played in the jungle preserve.	7
24	0	0	7	1	1	11	1	2	0	1	0	0	0	0	1	1	0	3.0	0	14	The librarian, elephant, bookshelf, zebra, monkey, dictionary, and lion enjoyed their afternoon tea party in the library.	7
24	1	0	7	1	1	9	0	2	0	2	0	0	0	1	1	1	0	3.0	1	14	The lorries, trucks, tankers, ferries, helicopters, airplanes, and warehouses collaborate to efficiently transport goods around the world.	7
21	1	0	7	1	1	8	0	2	0	1	0	0	0	0	1	0	0	3.0	0	14	The lion, elephant, giraffe, zebra, rhinoceros, tiger, and hyena roamed together in the savanna.	7
22	1	0	7	1	1	9	0	2	0	1	0	0	0	0	1	0	0	3.0	0	14	The lions, elephants, tigers, monkeys, rhinos, zebras, and giraffes roamed freely in the safari park.	7
28	0	0	6	0	1	7	0	7	0	1	0	0	6	0	1	1	0	3.0	0	21	The monkey grabbed the red umbrella, the yellow balloon, the wooden spoon, the green apple, the blue bottle, and the white tablecloth.	7
22	0	0	7	0	1	8	0	2	0	3	0	0	0	1	1	1	0	3.0	1	14	The librarian, lion, tarp, compass, umbrella, canoe, and computer collaborated to help the lost explorer.	7
22	1	0	6	2	1	8	0	3	0	1	0	0	0	0	1	0	0	3.0	0	18	The monkeys danced excitedly around the elephant, tiger, gazelle, zebra, rhino, and flamingo in the savannah.	7
19	0	0	7	1	0	8	0	2	0	1	0	0	0	0	1	0	0	2.0	0	13	The elephant, tiger, rhinoceros, zebra, giraffe, lion, hippopotamus strolled through the savannah.	7
