n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADP_constraint
10	0	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the shelf above the table.	2
20	2	0	2	3	0	4	0	4	0	2	0	0	3	1	1	0	0	3.0	1	11	The cat sat behind the tall chair in the dimly lit room, looking anxiously towards the open door.	2
12	0	0	1	2	0	4	1	3	0	1	0	0	0	0	1	1	0	4.0	0	7	The book on the table in the corner catches my eye.	2
11	1	0	1	2	0	3	0	3	0	1	0	0	0	0	1	0	0	3.0	0	4	The cat slept under the table next to the radiator.	2
10	0	0	1	2	1	2	0	2	0	1	0	1	0	0	1	0	0	4.0	0	5	The flowers are arranged on and beside the windowsill.	2
9	0	0	1	2	0	3	0	1	0	1	0	0	1	0	1	0	0	3.0	0	3	The sun sets behind mountains of golden fire.	2
11	1	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	3.0	0	4	The book is on the table next to the window.	2
10	1	0	1	1	1	2	0	2	0	1	0	1	0	0	1	0	0	3.0	0	4	The flowers were scattered around and beneath the tree.	2
11	1	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	5	The book is next to the table beneath the lamp.	2
10	0	0	1	1	1	2	0	2	0	2	0	0	1	0	1	0	0	3.0	0	4	The flowers surrounded and lay beneath the large tree.	2
13	0	0	1	3	1	4	0	3	0	0	0	1	0	0	1	0	0	3.0	0	4	The book is on top of the table and beneath the lamp.	2
15	0	0	1	2	1	5	0	4	0	2	0	0	0	0	2	1	0	4.0	0	7	The sun sets behind the mountains and the wind carries the scent of rain.	2
12	0	0	1	2	1	3	0	3	0	1	0	1	0	0	1	0	0	3.0	0	4	The ball was thrown under the bridge and over the river.	2
10	0	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table beside the window.	2
11	0	0	1	2	1	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is under the bed and behind the door.	2
11	1	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	3.0	0	4	The book is on the shelf next to the window.	2
10	0	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the desk by the window.	2
11	1	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	3.0	0	4	The ball is under the chair next to the table.	2
12	0	0	1	2	0	3	0	3	0	1	0	1	1	0	1	0	0	2.0	0	7	The apple is hanging from the high branch over the pond.	2
10	0	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table beside the chair.	2
9	0	0	1	2	1	2	0	2	0	1	0	0	0	0	1	0	0	4.0	0	5	The dog ran under and over the table.	2
15	2	0	1	3	1	3	1	2	0	2	0	0	0	0	1	0	0	3.0	0	6	The sun rises high above the hills but sinks quickly behind them at dusk.	2
10	0	0	1	2	0	3	0	3	0	1	0	0	0	0	1	0	0	2.0	0	6	The car drove under the bridge over the pond.	2
16	0	0	1	4	1	5	0	4	0	0	0	1	0	0	1	0	0	3.0	0	6	The bookshelf is to the left of the door and in front of the window.	2
12	1	0	2	2	0	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	5	The bookshelf is next to the fireplace, beneath the window.	2
10	0	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table beside the window.	2
12	0	0	1	2	1	3	0	3	0	1	0	1	0	0	1	0	0	3.0	0	4	The ball was tucked under the bed and behind the curtains.	2
11	0	0	2	1	0	3	1	2	0	2	0	0	0	1	1	1	0	3.0	1	5	The sun set behind the mountains, illuminating their peaks.	2
11	1	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	3.0	0	4	The book is on the table next to the window.	2
12	1	0	1	2	1	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	5	The ball is under the table and next to the wall.	2
11	1	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	3.0	0	4	The book was on the shelf next to the window.	2
11	0	0	1	2	0	3	0	3	0	1	0	1	0	0	1	0	0	2.0	0	6	The ball was placed underneath the bench beside the tree.	2
10	0	0	1	2	0	3	0	3	0	0	0	1	0	0	1	0	0	2.0	0	4	The book is on the table beside the window.	2
21	0	0	2	3	0	4	0	4	0	1	0	1	6	0	1	0	0	4.0	0	6	The red balloon was tied to the green tree beside the long blue river, near the huge purple mountains.	4
17	0	0	4	4	1	4	0	4	0	0	0	0	0	0	0	0	0	3.0	0	8	Under the bridge, over the stream, across the meadow, and through the forest.	4
29	0	0	5	5	0	6	1	5	0	1	0	0	6	0	1	1	0	4.0	0	21	Behind the tall tree, under the clear blue sky, beside the quiet pond, in front of the cozy cabin, we spent a pleasant afternoon.	4
27	1	0	4	5	0	8	0	6	0	1	0	0	0	0	1	1	0	5.0	0	11	The monkey grabbed the banana from under the elephant, next to the tree, beside the crocodile's cage, above the tiger's den.	4
22	0	0	5	4	0	5	1	5	0	1	0	0	1	0	0	0	0	2.0	0	15	Behind the door, under the carpet, beside the bed, above the painting, there lies a hidden treasure.	4
9	2	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	7	 behind, over, by, and within.	4
16	0	0	1	3	0	4	0	4	0	2	0	0	2	0	1	0	0	4.0	0	4	The bird perched on the low branch above the sparkling lake near the old tree.	4
27	0	0	4	6	1	7	0	6	0	1	0	1	1	1	1	0	0	5.0	1	7	The book was on the table to the left, behind the vase filled with flowers, beneath the window, and beside the red chair.	4
23	0	0	4	4	1	5	0	4	0	2	0	0	3	0	1	0	0	5.0	0	6	The sun sets behind the tall, dense trees, beyond the deep valley, and in front of the towering mountains.	4
18	1	0	2	4	0	5	0	4	0	1	0	1	0	1	1	0	0	4.0	1	8	The book is on the table next to the window, behind the vase filled with roses.	4
27	0	0	4	6	2	9	0	5	0	1	0	0	0	0	0	1	0	4.0	0	18	Under the table, beside the bookshelf, behind the grandfather clock, and above the painting on the wall hang photographs of family and friends.	4
23	0	0	1	5	0	7	0	7	0	1	0	0	2	0	1	1	0	5.0	0	15	The apple on the tall tree behind the big house to the left of the street catches the eye of the passerby.	4
19	0	0	2	4	0	5	1	5	0	1	0	0	1	0	0	0	0	3.0	0	12	In the box under the bed behind the door to the right, there's an old photograph.	4
27	0	0	4	5	1	6	0	5	0	1	0	1	4	0	1	0	0	4.0	0	9	The ball was stuck between the large rock, under the thin layer of snow, beside the clear stream, and above the old log.	4
18	0	0	4	4	0	4	0	3	0	0	0	0	3	0	0	0	0	3.0	0	9	Under the moon, beside the calm lake, amidst fragrant flowers, within an ancient fort.	4
13	0	0	1	3	0	4	0	4	0	1	0	0	0	0	1	0	0	3.0	0	9	The sun sets beyond the trees behind the hill over the lake.	4
14	1	0	1	3	0	4	0	4	0	0	0	1	0	0	1	0	0	3.0	0	4	The book is on the table under the chair next to the window.	4
24	1	0	2	5	1	7	2	4	0	0	0	2	0	1	2	0	0	6.0	1	7	The book is on the table next to my glasses, which are beneath the paper stack and beside the cup of tea.	4
32	0	0	5	4	1	6	2	5	0	5	0	0	4	2	2	3	0	5.0	2	18	The sun sets over the distant mountains, beyond which lies the vast expanse of desert, and behind me flows a deep, serene lake, reflecting the surrounding trees.	4
24	0	0	4	4	1	5	0	5	0	1	0	0	4	0	0	1	0	3.0	0	17	Behind the tall trees, between the bright flowers, above the blue sky, and beneath the starry night lay a meadow.	4
16	0	0	1	4	0	5	0	5	0	0	0	1	0	0	1	0	0	4.0	0	4	The book is on the table beside the flowers under the tree in the park.	4
18	0	0	2	4	0	5	0	5	0	0	0	1	1	0	1	0	0	3.0	0	8	The key was under the mattress beside the door, in the dark corner of the room.	4
22	0	0	4	5	1	6	0	5	0	1	0	0	0	0	1	0	0	6.0	0	4	The sun sets beyond the hills, over the forests, underneath the clouds, and in front of the horizon.	4
19	4	0	5	1	2	3	0	1	0	1	0	1	1	0	1	0	0	3.0	0	16	Beside, above, below, and beneath the table, various books and notebooks were scattered haphazardly.	4
28	1	0	2	4	0	8	2	4	0	2	0	0	4	1	1	1	0	4.0	1	12	The small car maneuvered carefully between the narrow houses, revealing the garden behind its tall hedge to its envious neighbor's gaze from the street corner.	4
14	1	0	1	3	0	4	0	4	0	0	0	1	0	0	1	0	0	4.0	0	4	The book is under the table next to the window above the door.	4
18	0	0	4	5	0	5	0	4	0	0	0	0	0	0	0	0	0	3.0	0	11	Under the table, beside the window, behind the couch, in front of the TV.	4
34	1	0	16	4	1	4	0	4	0	0	4	0	0	0	0	0	0	4.0	0	20	"** 1) ""Under the table,"" 2) ""next to the vase,"" 3) ""behind the sofa,"" and 4) ""above the fireplace."	4
26	0	0	5	5	0	6	1	4	0	1	0	0	4	0	1	1	0	3.0	0	19	Beneath the bridge, beside the stream, in front of the old house, among the vibrant flowers, we discovered various hidden treasures.	4
21	0	0	3	3	1	6	0	4	0	1	0	0	3	0	1	1	0	3.0	0	12	The sun sets overthe hill, behind the tall trees, among the blooming flowers and beside the tranquil pond.	4
17	1	0	1	4	0	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	10	The cat sat under the tree behind the house on the left next to the fence.	4
22	1	0	1	5	0	7	0	6	0	1	0	0	1	0	1	0	0	5.0	0	18	The book on the bottom shelf in the corner of the room behind the painting with the sunflower pattern hangs precariously.	4
17	1	0	1	4	0	5	0	5	0	0	0	1	0	0	1	0	0	4.0	0	4	The toy was on the table under the bed next to the bookshelf behind the window.	4
14	0	0	2	3	0	4	0	4	0	0	0	1	0	0	1	0	0	2.0	0	7	The book is under the table beside the window, behind the chair.	4
20	0	0	4	4	1	5	0	5	0	0	0	1	0	0	1	0	0	3.0	0	8	The apple was between the cat, under the table, behind the chair, and above the dog.	4
22	1	0	4	4	1	5	0	5	0	1	0	0	1	0	1	0	0	3.0	0	15	The book lies beneath the table, next to the lamp, above the mat, and behind the potted plant.	4
16	0	0	1	4	0	5	0	5	0	0	0	1	0	0	1	0	0	4.0	0	4	The book was on the shelf under the table beside the window behind the door.	4
23	0	0	3	5	1	6	0	3	0	3	0	0	2	0	1	0	0	4.0	0	11	The sun sets behind towering mountains, over rolling hills, under vast skies and within the tranquil atmosphere of the valley.	4
13	0	0	1	3	0	4	0	4	0	1	0	0	0	0	1	0	0	3.0	0	6	The ball rolls beneath the table beside the chair above the window.	4
30	1	0	5	4	1	7	1	4	0	2	0	0	4	1	0	0	0	5.0	1	20	Behind the tall tree, under the clear sky, next to the babbling brook, and above the crawling snail, there are several interesting discoveries to make.	4
20	0	0	4	4	1	5	0	5	0	1	0	0	0	0	1	0	0	3.0	0	11	The ball bounced off the wall, over the fence, beneath the tree, and into the pond.	4
22	0	0	3	5	1	6	0	6	0	0	0	1	0	0	1	0	0	3.0	0	15	The book is to the left of the vase, on the table under the fan, and beside the window.	4
16	0	0	1	4	0	5	0	5	0	1	0	0	0	0	1	0	0	4.0	0	10	The apple on the table under the umbrella behind the chair fell onto the rug.	4
19	0	0	3	4	1	5	0	5	0	1	0	0	0	0	1	1	0	3.0	0	10	The monkey grabbed the banana from under the tree, between the rocks, and beside the stream.	4
29	2	1	3	3	1	8	1	5	0	4	0	0	0	3	4	0	0	5.0	3	10	The monkey clung to the tree's trunk, its tail curling around a branch near the edge, while bananas dangled above and the sun setting behind.	4
22	2	0	7	2	2	4	1	2	0	2	0	0	0	1	0	0	0	4.0	1	12	Beside, over, beneath, and behind the house, there are trees, a lake, and stones scattered.	4
19	1	0	1	5	0	6	0	5	0	0	0	1	0	0	1	0	0	3.0	0	9	The ball was under the mat beside the door next to the window on top of the table.	4
14	1	0	1	3	0	4	0	4	0	0	0	1	0	0	1	0	0	3.0	0	4	The book is on the table under the lamp next to the window.	4
23	1	0	4	4	1	5	1	5	0	0	0	2	0	1	2	0	0	4.0	1	6	The book is beneath the box, which is on the table, next to the window, and above the shoes.	4
15	0	0	3	1	0	4	0	2	0	1	0	0	3	0	1	0	0	3.0	0	11	The bird perched on the old tree's thick, wavy, hanging branches.	4
42	0	0	5	10	0	12	1	9	0	2	0	0	3	1	0	1	0	5.0	1	29	In the garden among the roses, beneath the tall tree, on the edge of the pond near the lily pads, behind the hedge under the moonlit sky, hangs the bright red hammock with sunflowers printed on it.	6
56	8	0	6	6	1	14	1	12	0	6	0	0	2	4	4	1	0	6.0	4	41	The tiny car dangled precariously from the edge of the cliff, the driver reaching towards the door, the dog frantically biting its paws in the backseat, the tree limbs swaying ominously in the wind above, the stones shifting ominously beneath, and the gnarled roots digging deep into the ground below.	6
40	4	1	7	7	1	8	0	4	0	7	0	0	1	4	0	2	0	12.0	4	6	 hugging each tree tightly, peering beneath leaves, leaping suddenly in the midst of, hiding behind bushes until, finally jumping high with, and spotting a cluster of berries hanging over a crystal-clear stream.	6
35	1	0	6	7	0	11	0	6	0	1	0	0	3	0	0	0	0	4.0	0	16	Beneath the tall oak tree, beside the still lake, in front of the old cabin, behind the hanging hammock, next to the blooming rose bush, above the fluttering butterflies.	6
9	1	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	3.0	0	4	After beneath above between among in front of.	6
29	0	0	6	7	1	9	0	6	0	0	0	0	0	0	0	0	0	4.0	0	13	Behind the tree, beside the pond, above the water lily, beneath the bird house, between the rocks, and in front of the hill.	6
29	0	0	6	7	0	9	0	6	0	0	0	0	1	0	0	0	0	4.0	0	9	Under the bridge, beside the old oak tree, in front of the pond, behind the rose bushes, above the birdhouse, across the field.	6
24	0	0	6	6	0	6	0	6	0	0	0	0	0	0	0	0	0	4.0	0	20	Beneath the bridge, beside the lake, atop the hill, across the forest, over the mountain, within the cave.	6
33	1	0	7	6	1	8	0	2	0	5	1	0	1	1	1	0	0	5.0	1	27	Among the rocks, beneath three fallen trees, next to the babbling brook, between thick undergrowth, over towering cliffs, and above swirling clouds, life continued to flourish.	6
28	3	0	5	5	2	6	0	5	0	1	0	0	1	0	1	1	0	5.0	0	22	The books on the shelves above and below, in front of, behind, to the left and to the right, surround the empty chair.	6
39	0	0	6	8	1	10	0	8	0	3	0	0	3	2	1	0	0	6.0	2	17	The book lies forgotten on the table beneath the window, to the right of the fireplace, beside the vase filled with roses, above the old leather-bound journal, and behind the ornate mirror.	6
