n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PUNCT_constraint
15	0	1	1	1	0	7	0	0	1	2	0	0	2	0	1	2	1	5.0	1	10	Apple red ripe in hand tree shade beneath sitting eating quiet sunlight warms face.	0
12	0	0	1	0	0	6	0	0	0	4	0	0	1	2	0	4	0	5.0	2	8	Bring meat eat vegetables cook breakfast lunch dinner create happy faces.	0
8	0	1	1	0	0	1	1	1	0	2	0	0	1	1	0	2	0	2.0	1	5	Color the apples red before serving them.	0
11	0	0	1	0	0	8	0	0	1	0	0	0	1	0	0	0	0	4.0	0	4	Apple banana orange lemon peel twist grape pear kiwi munch.	0
10	0	0	1	1	1	2	0	2	0	1	0	0	2	0	1	0	0	3.0	0	4	The cat sat in the sun soft and warm.	0
13	0	0	1	2	1	5	0	0	0	1	0	0	3	0	1	1	0	3.0	0	7	Farmers grow crops in fertile soil with adequate water and bright sunshine.	0
8	0	0	1	2	0	3	0	1	0	1	0	0	0	1	0	0	0	4.0	1	3	Colors of the wind passing through trees.	0
67	0	0	1	0	0	57	0	0	7	0	0	0	2	0	0	0	0	14.0	0	19	Apple banana grapes orange lemon peach mangosteen pineapple kiwi melon watermelon peach pear plum fig cherry plum grape cherimoya strawberry blueberry raspberry blackberry elderberry bilberry guava apple pear persimmon guava jackfruit lychee dragon fruit papaya banana passionfruit starfruit apricot pluot quince fig apple persimmon pomegranate apricot apple pear fig quince nectarine damson plum elderberry bilberry boysenberry strawberry black currant gooseberry cranberry elderberry huckleberry blueberry raspberry gooseberry.	0
9	1	0	1	1	0	3	0	1	0	1	0	0	1	1	0	0	0	3.0	1	5	Colorful birds singing happily in the tree branches.	0
6	0	0	0	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	A bird flies in the sky  	0
7	0	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	The sun rises over the ocean.	0
10	0	0	1	2	1	5	0	0	0	1	0	0	0	0	0	1	0	3.0	0	8	Bring water melon and banana from market for breakfast.	0
10	1	0	1	0	1	2	1	2	0	2	0	0	0	0	1	2	0	2.0	0	4	The dog fetched the stick and threw it back.	1
11	1	0	2	0	0	1	1	1	0	1	0	2	2	1	1	1	0	2.0	1	7	You have finished the third assignment, is that correct?.	1
10	1	0	1	1	0	2	0	1	0	2	1	0	0	1	1	0	0	4.0	1	4	The sun begins to set at precisely 6:30 PM.	1
19	0	1	2	0	0	1	4	2	0	4	0	2	1	1	3	2	2	4.0	3	8	Although he knew it was dangerous, he couldn't resist the urge to explore the abandoned mine.	1
9	1	0	2	0	0	1	1	1	0	1	0	1	0	0	1	1	0	2.0	0	5	"""Please pass the salt when you can."	1
10	0	0	1	2	0	2	1	1	0	1	0	1	0	1	1	0	0	3.0	1	4	I promise to be on time for the meeting.	1
17	0	0	2	1	0	2	2	1	1	3	2	0	0	1	1	2	0	4.0	1	9	Please find the attached invoice for your order FGHJ-9237, which totals $525.	1
11	1	0	2	0	0	1	2	0	0	1	1	2	1	0	2	1	0	3.0	0	4	You're correct, I do speak seven languages fluently.	1
12	0	0	2	1	0	2	2	1	0	2	0	0	1	1	1	1	0	3.0	1	3	Despite my initial hesitation, I decided to join the hike.	1
13	0	0	2	1	0	2	3	1	0	2	0	1	0	0	2	1	0	3.0	0	6	I can't go to the store; I forgot my wallet.	1
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The sun set slowly over the tranquil ocean.	1
16	1	1	2	1	0	4	1	3	0	2	0	0	1	0	1	2	1	3.0	1	8	After completing all assignments, she watched a horror movie alone in the dark house.	1
15	1	0	1	1	0	3	2	3	0	2	0	0	1	1	1	3	0	3.0	1	10	Please bring me the red umbrella by the door when you have a moment.	1
10	1	0	2	0	0	2	0	2	0	3	0	0	0	1	1	1	0	3.0	1	4	The car hit a pothole, sparks flying everywhere.	1
6	0	0	1	0	0	2	0	1	1	1	0	0	0	0	1	1	0	2.0	0	2	The clock Tower struck midnight.	1
10	0	0	2	1	0	3	2	1	0	1	0	0	0	0	1	1	0	2.0	0	3	Despite the storm, we continued our camping trip.	1
9	0	0	1	1	0	1	2	1	0	2	0	1	0	1	1	1	0	4.0	1	2	I have completed the tasks assigned to me.	1
8	1	0	1	0	1	1	0	1	0	0	0	1	2	0	1	0	0	2.0	0	3	This cake is both delicious and decadent.	1
7	0	0	1	1	0	2	0	1	0	1	0	1	0	0	1	0	0	2.0	0	2	The package should arrive by midnight.	1
9	1	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The moon rises silently over the calm sea.	1
7	1	0	1	1	0	2	1	0	0	1	0	0	0	0	1	0	0	2.0	0	3	Your dog barks incessantly during thunderstorms.	1
7	0	0	1	0	0	2	0	2	0	1	0	0	1	0	1	1	0	2.0	0	2	The early bird catches the worm.	1
20	1	1	2	0	0	3	3	2	0	4	0	1	1	3	3	3	0	5.0	3	6	I apologize, I cannot perform this task as the instruction lacks sufficient information to complete it correctly.	1
10	1	1	1	0	0	2	2	1	0	2	0	0	0	1	2	1	0	3.0	1	4	Her dog barked once as she approached the mailbox.	1
9	0	0	1	1	0	2	1	1	0	2	0	0	0	0	0	1	0	3.0	0	3	Please find the attached document for your review.	1
11	1	0	2	0	0	1	1	1	0	3	0	1	0	0	1	1	0	2.0	0	7	Please find the attached files, they're labeled clearly.	1
13	1	0	2	2	0	3	2	2	0	1	0	0	0	0	1	1	0	2.0	0	6	Despite its size, she carried the suitcase up the stairs gracefully.	1
9	1	0	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	2.0	0	3	I'll be there at 6 PM sharp.	1
15	1	0	2	1	0	5	0	4	0	2	0	0	0	1	2	1	0	4.0	1	4	The rain fell steadily on the windowpane, each droplet making a pinging sound.	1
16	0	0	2	2	0	4	0	4	0	2	0	0	2	1	1	0	0	5.0	1	4	The sun set over the tranquil lake, a golden orb dipping into the horizon.	1
10	0	0	1	0	1	2	1	0	0	1	2	0	2	0	1	1	0	3.0	0	4	I have one blue eye and one green eye.	1
7	0	0	2	1	0	0	1	0	0	1	0	1	1	0	1	0	0	2.0	0	3	They have arrived, at last.	1
24	1	0	5	4	0	6	0	3	0	3	0	0	2	1	1	1	1	4.0	2	8	The elephant, standing calmly in the savannah, displayed an enormous, radiant trunk, covered in mud from head to tail.	1
9	0	0	2	0	0	3	1	1	1	1	0	0	0	0	1	1	0	2.0	0	2	The chess grandmaster made his move, Checkmate.	1
12	0	1	1	1	0	3	1	3	0	2	0	0	0	1	2	1	0	3.0	1	6	The dog barked at the mailman as he approached the house.	1
13	0	0	1	3	0	5	0	2	0	1	1	0	0	0	1	0	0	3.0	0	7	The car drove over the speed bump at 60 miles per hour.	1
12	1	0	1	1	1	3	2	1	0	2	0	0	0	0	1	2	0	3.0	0	5	She finished her homework and watched TV late into the night.	1
11	2	1	1	1	0	2	0	2	0	2	0	0	0	1	1	0	0	2.0	1	6	The cat meowed softly at the door before jumping in.	1
16	1	0	2	2	0	2	1	2	0	1	0	1	3	1	0	0	0	3.0	1	5	After a long day, it's great to come home to a warm bath.	1
15	0	0	2	2	0	5	0	3	0	2	0	0	1	1	1	1	0	3.0	1	6	The sun sets behind the mountains, casting long shadows on the valley floor.	1
16	0	0	2	2	0	4	1	2	0	2	0	0	3	1	2	0	0	4.0	1	4	The sun set over the tranquil lake, its reflection shimmering in soft orange hues.	1
11	0	0	2	0	1	1	2	1	0	2	0	1	1	1	2	1	0	3.0	1	8	She finished baking the cookies, and they were delicious.	1
13	0	0	2	2	0	3	0	3	0	2	0	0	1	0	1	0	0	2.0	0	9	The ball bounced off the wall with a crisp, echoing sound.	1
15	0	0	2	2	0	4	0	4	0	2	0	0	1	1	1	1	0	4.0	1	6	The sun sets behind the distant mountains, marking the end of another day.	1
14	0	0	2	2	0	3	2	0	1	1	1	1	1	0	1	1	0	2.0	0	10	I can read 500 pages for my book report, due next Monday.	1
11	1	0	1	1	1	2	2	1	0	2	0	0	0	0	1	1	0	3.0	0	4	She quietly closed the book and rose from her seat.	1
9	1	0	1	0	1	1	1	1	0	3	0	0	0	1	2	0	0	2.0	1	4	The dog barked and then it started raining.	1
12	0	0	1	1	0	4	1	3	0	1	0	1	0	0	1	1	0	2.0	0	8	I will bake a cake for the birthday party this afternoon.	1
10	1	0	1	0	0	1	2	1	0	1	0	2	1	1	2	0	0	2.0	1	4	You're the best employee we've ever had!.	1
13	0	0	2	1	0	2	3	0	0	2	0	1	0	0	1	2	0	3.0	0	5	You have not paid your bill; please settle it before checkout.	1
14	0	0	2	1	0	4	0	4	0	2	0	0	1	0	2	1	0	3.0	0	8	The sunlight filtered through the trees, a cool breeze rustled the leaves.	2
8	1	0	1	1	0	1	1	0	0	0	1	2	0	0	1	0	0	2.0	0	3	I'll be there by 5:00 p.	2
14	2	0	2	1	0	2	3	1	0	1	0	2	0	1	2	1	0	3.0	1	7	I've finished my work, now I'm off for the weekend.	2
14	1	0	3	1	0	3	1	2	0	2	0	1	0	0	1	0	0	4.0	0	5	The sun was setting: suddenly, there was a clap of thunder.	2
11	1	0	2	0	1	2	1	2	0	2	0	0	0	0	1	2	0	3.0	0	6	She ate the sandwich, and then drank some water.	2
16	0	0	2	2	0	4	1	2	0	2	0	0	3	1	1	0	0	5.0	1	5	The sun set over the lake, its brilliant orange hues reflected in tranquil waters.	2
9	2	0	2	0	0	0	1	0	0	3	0	0	0	1	1	0	0	3.0	1	4	She sighed heavily, then began to cry.	2
15	2	0	2	2	0	3	1	3	0	2	0	0	0	1	1	1	0	4.0	1	7	They celebrated late into the night, the fireworks finally lighting up the sky.	2
19	0	0	3	2	0	6	0	4	0	2	0	0	2	0	1	2	1	4.0	1	9	The moon, glowing orange in the twilight sky, cast a silver reflection on the tranquil lake.	2
14	1	0	7	1	0	0	1	0	0	2	0	0	0	0	1	0	0	3.0	0	6	"She smiled; then cried out, ""Oh, no!""."	2
16	1	0	2	2	0	3	3	2	0	1	0	2	0	1	2	1	0	2.0	1	12	I'll meet you afterwards at the bakery — it's near the bus stop.	2
10	1	0	2	0	1	1	1	1	0	2	0	0	1	0	2	0	0	3.0	0	6	She sang beautifully, yet the audience remained unimpressed.	2
12	0	0	2	1	1	2	1	1	0	3	0	0	0	1	2	0	0	4.0	1	4	She sighed, and raindrops began to fall on the windowpane.	2
9	0	0	2	0	0	1	2	1	0	0	0	2	1	1	2	0	0	2.0	1	4	You're an AI; I'm human.	2
19	0	0	2	2	1	6	3	1	0	2	0	0	2	1	1	0	0	5.0	1	7	Her gaze shifted between the old map and his excited face, question marks dancing in her eyes.	2
18	1	0	2	3	1	4	2	2	0	3	0	0	0	0	2	1	0	3.0	0	8	The monkey played loudly with its banana, yet it kept an ear out for approaching dangers.	2
16	2	0	2	2	1	4	0	3	0	2	0	0	0	0	2	0	0	3.0	0	10	The sun set beautifully over the horizon, yet a chill wind picked up unexpectedly.	2
11	1	0	2	0	0	3	0	1	0	3	0	0	0	1	2	0	0	3.0	1	6	The sun began to set; evening shadows stretched long.	2
14	1	0	2	0	1	4	1	0	0	1	0	2	1	0	1	0	1	2.0	1	5	I can't decide – is chocolate ice cream or mint really better?  (I can't decide — is chocolate ice cream or mint really better?).	2
15	3	0	2	2	0	2	1	2	0	2	0	0	1	1	1	1	0	3.0	1	7	He answered the phone quietly, yet quickly hanging up after a hushed conversation.	2
13	2	0	2	0	1	2	2	1	0	2	0	0	1	0	2	1	0	3.0	0	6	Her eyes darted back and forth; she whispered an urgent prayer.	2
12	0	0	2	1	0	3	0	3	0	2	0	0	1	0	2	0	0	3.0	0	8	The sun set over the horizon; a crisp breeze arose.	2
9	1	0	1	1	0	2	0	1	0	2	0	0	0	1	0	0	0	3.0	1	4	Why not go hiking in the forest today? But packing the essentials is a must.	2
22	1	1	2	0	0	7	1	3	0	2	0	1	3	2	3	2	0	4.0	2	9	The sun set, its last orange rays illuminating the sky's nightly hues before darkness finally engulfed the land.	2
16	0	0	2	1	1	3	0	2	0	4	0	0	1	2	2	0	0	4.0	2	7	The sun began to set, and the birds started to roost in nearby trees.	2
16	1	0	2	0	0	2	3	1	0	2	0	3	1	0	2	2	0	3.0	0	8	I cannot attend the event, yet I'll be sending my best wishes.	2
11	0	0	2	1	1	3	0	2	0	2	0	0	0	0	2	1	0	3.0	0	4	The sun set, and fireflies lit up the garden.	2
23	1	0	4	1	0	4	3	2	0	4	0	0	2	2	2	3	0	4.0	2	9	Despite the heavy rain, she managed to finish the run; afterwards, she took deep breaths to calm her heart.	2
11	2	0	2	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	7	The sun sets silently over the calm, still lake.	2
16	0	0	2	2	1	4	0	3	0	3	0	0	0	1	2	0	0	3.0	1	10	The sun set beneath a sea of clouds, yet the fireflies continued to glow.	2
6	0	0	2	0	0	0	2	0	0	2	0	0	0	0	2	0	0	2.0	0	3	She smiled; he laughed.	2
21	2	0	3	1	0	4	2	2	0	3	1	1	1	1	2	2	0	4.0	1	9	I can finish the project today; however, I also need to attend an urgent meeting at 3 pm.	2
17	0	0	5	1	1	3	2	2	0	2	0	0	1	0	1	1	0	3.0	0	10	"She exclaimed, ""What a lovely surprise!"" and clapped her hands in delight."	2
9	1	0	2	1	0	1	1	0	1	0	0	2	0	0	1	0	0	2.0	0	4	I'll be home for dinner, Mum.	2
13	1	0	1	1	0	4	2	2	0	2	0	0	0	1	2	1	0	3.0	1	5	The children laughed when the clown dropped his balloon on his foot.	2
14	2	0	2	2	0	1	1	0	0	1	0	3	0	0	1	0	0	3.0	0	8	I'll be there before noon; please don't call before then.	2
8	1	0	1	0	1	0	1	0	0	3	0	0	0	1	1	0	0	3.0	1	3	She gasped and then began to laugh.	2
14	1	0	2	1	0	3	1	2	0	2	1	0	1	1	2	1	0	3.0	1	5	The clock struck twelve, its chimes resonating deeply through the quiet streets.	2
8	0	0	2	0	0	2	0	1	0	2	0	0	1	0	2	0	0	2.0	0	3	The sun sets; stars twinkle bright.	2
17	1	0	2	2	1	3	1	1	1	2	0	0	2	0	1	1	0	4.0	0	8	Why not travel to Italy for the summer; it offers beautiful landscapes and delicious cuisine?.	2
21	1	0	2	2	2	4	3	1	0	3	0	1	0	0	1	2	0	3.0	0	8	Why don't you stay and watch the fireworks, yet please pick up my daughter from her swimming lesson?.	2
16	2	0	4	1	0	1	4	0	0	3	0	1	0	1	3	0	0	5.0	1	5	"He replied, ""Your message received; I'll get back to you soon."	2
6	0	0	1	0	1	0	2	0	0	2	0	0	0	0	2	0	0	2.0	0	3	He laughed and she cried.	2
12	1	0	3	0	0	1	2	1	0	2	0	1	0	0	1	2	0	2.0	0	5	I've made the corrections; kindly check them, please.	2
17	2	0	2	2	0	4	0	4	0	2	0	0	1	0	2	0	1	4.0	1	8	The sun setting behind the mountains, a bird soared gracefully in the still blue air.	2
18	1	0	2	1	0	3	2	3	0	4	0	0	1	2	2	2	0	5.0	2	5	A sudden bark startled the hikers; they turned quickly to find a bear charging towards them.	2
13	0	1	1	2	0	3	2	1	0	2	0	0	1	1	2	0	0	3.0	1	5	Her eyes filled with tears as she listened to the beautiful melody.	2
13	0	0	2	2	0	5	2	0	0	2	0	0	0	0	2	1	0	3.0	0	5	She gasped in delight; tears traced gleaming trails down her cheeks.	2
14	0	0	2	2	0	5	0	3	0	2	0	0	0	0	2	0	0	3.0	0	8	The sun dipped below the horizon; the evening star winked in response.	2
8	1	0	1	1	0	1	1	1	0	0	0	2	0	0	1	0	0	2.0	0	3	I'll be there in an hour .	2
39	0	0	11	3	2	2	3	3	9	2	0	2	1	0	3	1	0	4.0	0	27	I've been to Paris, Vienna, London, Madrid, and Prague—each City, charming in its own Right!; but Paris, ah Paris, holds my Heart above All the Rest.	5
18	5	0	4	0	1	1	2	0	0	5	0	0	0	1	1	1	0	3.0	1	14	She smiled brightly, then winked, afterwards shrugging her shoulders and laughing, finally sighed deeply.	5
19	0	0	7	0	1	1	2	0	0	2	5	1	0	0	2	1	0	4.0	0	9	I can count apples, you know; one, two, three, four, and five.	5
39	2	1	7	4	1	10	1	5	0	7	0	0	1	3	3	2	0	5.0	3	11	The car, with blaring sirens, swerved into the intersection, narrowly missing the bus, and collided abruptly with a truck; its shattered windows revealing worried passengers, while the bus driver shouted in anger.	5
59	0	0	13	7	3	10	3	6	5	2	0	3	7	3	2	0	0	8.0	3	45	I've been to Chicago, Boston, New York, London, and Paris; each city unique, yet familiar in its charm, the streets filled with a cacophony of life, laughter, history—all intertwined with vibrant cultural nuances, and a distinct sense of pride, that is unlike any other.	5
10	0	0	3	0	1	3	0	0	0	0	3	0	0	0	0	0	0	2.0	0	7	 1 colon, 3 commas, and 1 period.	5
29	2	1	6	1	1	4	3	3	0	6	0	1	1	3	5	0	0	6.0	3	7	A: I can sing, she whispered, laughing softly, her eyes gleaming with mischief, until the moon rose high and the stars twinkled merrily.	5
59	4	1	8	4	2	16	2	5	1	11	0	0	3	3	7	2	0	5.0	3	38	A beautifully wrapped present lay on the gleaming table, its satin bow glistening under the tree lights; its gold foil peeking through, tinsel glittered around, the clock's tick marked time in measured rhythm, yet the room filled silent, eager anticipation till Santa's jolly laughter echoed in—and then faded.	5
43	1	0	7	3	2	14	1	8	0	6	0	0	1	1	5	1	0	4.0	1	36	The sun sets, splashing reds and pinks against the western sky; a car horn blares, an ambulance siren wails in the distance, my dog whines, a cat meows, and the wind softly whistles through the trees.	5
45	7	0	10	6	0	7	4	4	0	6	0	0	1	1	2	0	0	4.0	1	29	"Her dog barked excitedly at the sight of a squirrel, dashed away, circled around a tree twice, then triumphantly returned with an acorn in its mouth; I called after her, ""Come back soon, little one!""."	5
33	1	0	9	1	0	3	7	2	0	6	0	2	1	3	6	3	0	4.0	3	22	"I have a cat, She loves to sleep on the mat, He brought me flowers, They're delicious, she asked, ""Why did you cry?""."	5
43	3	1	6	6	1	11	4	2	0	5	0	0	3	2	4	0	0	7.0	2	14	The sun set slowly, behind clouds that burst with rain, its golden glow shimmering on a calm pond, as fireflies danced in unison with crickets' melodic song, but my heart, still pounded relentlessly in my chest.	5
30	3	0	5	3	1	6	1	2	0	3	1	0	4	0	1	1	1	5.0	1	10	A narrow alley, just wide enough for one to pass, wound its way between ancient stone houses, and suddenly ended at a tall, iron gate.	5
32	2	0	9	1	1	5	5	3	0	5	0	1	0	1	4	3	0	5.0	1	29	"She ate an apple, sneezed, then dropped her glass, which shattered on the floor; he shouted, ""Fire!"" but it was only a drill."	5
46	1	0	6	6	1	10	4	8	0	7	0	1	2	2	2	4	0	5.0	2	35	I can taste the sweetness of the pineapple, hear the laughter in the background, see the rainbow-colored balloons bouncing around me, touch the cool glass on the table beside me, and feel the wind blowing gently through my hair.	5
5	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	2.0	0	2	I love old books:!?.	5
29	5	0	10	0	1	1	2	1	0	6	0	0	2	0	2	1	0	4.0	0	19	"Her laughter erupted, intermittently; he smiled awkwardly, shrugged slightly, exclaimed an involuntary ""oh!"", looked surprised, and then sighed heavily."	5
11	0	1	2	0	0	2	2	1	0	2	0	1	0	0	2	2	1	2.0	1	5	After we finish packing, I will call a taxi.	5
49	4	0	10	2	3	8	8	3	0	6	0	4	1	0	4	6	0	4.0	0	33	I've finished the report, yet I must edit its chapters, moreover, rewrite a few sentences in the introduction; but first, I'll have lunch; later, I'll present it to my team-members and finally, answer their questions.	5
44	5	0	8	5	0	12	1	8	0	5	0	0	0	0	5	0	0	4.0	0	39	A rooster crows in the dawn, children laugh at their joke, the sun sets over the horizon, a dog barks relentlessly at an intruder, an owl hoots gently in the night, then, suddenly, thunder claps loudly.	5
50	0	0	7	5	1	13	2	9	0	9	0	0	4	3	5	4	0	7.0	3	34	The sun sets over the horizon, a myriad of colors paint the sky; a cool breeze stirs the shallow water, creating small waves that dance and lap against the shoreline; the seagulls scatter, screeching in disbelief, their silhouettes framed by an orange glow.	5
11	0	0	2	1	0	3	1	1	0	2	0	0	0	1	1	1	0	3.0	1	5	"""I promise to return the library books on time."	5
35	0	1	13	1	0	5	5	1	0	9	0	0	0	4	2	3	0	5.0	4	22	"She smiled, at his joke; sighed, as he left; shouted, ""Call the police!""; laughed, hearing her voice echo; cried, remembering his kindness."	5
3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1.0	0	1	A period! Exclamation mark.	5
3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1.0	0	1	A period.	5
78	5	0	12	11	2	20	0	12	0	8	0	0	8	3	4	1	0	6.0	3	59	The sun sets, painfully slowly, amidst an array of fiery oranges, pinks, and purples; a solitary bird flies over the horizon, cawing softly into the silence; the gentle lapping of waves against the sandy shore increases in volume, followed by the abrupt roar of incoming surf; finally, the cool evening breeze whispers through the palm fronds, rustling softly and signaling the arrival of a tranquil night.	5
25	2	0	9	4	3	5	0	2	0	0	0	0	0	0	0	0	0	4.0	0	17	" commas after ""children"" and ""dogs"", and after ""and"", as well as a period at the end."	5
25	1	0	7	2	0	6	1	3	2	3	0	0	0	0	2	1	0	4.0	0	9	A cat sat in the sun, purringcontentedly;the children played joyfullyaroundit,laughingandsplashinginthewater;yetanoldwoman,staringblanklyintothedistance,sat quietlywith her knitting.	5
